qid,label_en,description_en,instance_of_uuid,instance_of,sex_uuid,sex,occupation_uuid,occupation,occupation_ref1_hash,occupation_ref1_referenceUrl,occupation_ref1_retrieved_nodeId,occupation_ref1_retrieved_val,occupation_ref1_retrieved_prec,birthdate_uuid,birthdate_nodeId,birthdate_val,birthdate_prec,birthdate_ref1_hash,birthdate_ref1_referenceUrl,birthdate_ref1_retrieved_nodeId,birthdate_ref1_retrieved_val,birthdate_ref1_retrieved_prec,birthplace_uuid,birthplace,birthplace_ref1_hash,birthplace_ref1_referenceUrl,birthplace_ref1_retrieved_nodeId,birthplace_ref1_retrieved_val,birthplace_ref1_retrieved_prec,deathdate_uuid,deathdate_nodeId,deathdate_val,deathdate_prec,deathdate_ref1_hash,deathdate_ref1_referenceUrl,deathdate_ref1_retrieved_nodeId,deathdate_ref1_retrieved_val,deathdate_ref1_retrieved_prec,deathplace_uuid,deathplace,deathplace_ref1_hash,deathplace_ref1_referenceUrl,deathplace_ref1_retrieved_nodeId,deathplace_ref1_retrieved_val,deathplace_ref1_retrieved_prec,works_in_collection_uuid,works_in_collection,works_in_collection_ref1_hash,works_in_collection_ref1_referenceUrl,works_in_collection_ref1_retrieved_nodeId,works_in_collection_ref1_retrieved_val,works_in_collection_ref1_retrieved_prec,citizenship_country_uuid,citizenship_country,citizenship_country_ref1_hash,citizenship_country_ref1_referenceUrl,citizenship_country_ref1_retrieved_nodeId,citizenship_country_ref1_retrieved_val,citizenship_country_ref1_retrieved_prec,ulan_uuid,ulan,ulan_ref1_hash,ulan_ref1_retrieved_nodeId,ulan_ref1_retrieved_val,ulan_ref1_retrieved_prec
,Katherine McCanless Ruffin,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1972,,,,,,,,Q79860,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Diana Sudyka,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Matt Egan,artist,,Q5,,,,Q483501,,,,,,,,1973,,,,,,,,Q52999,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q16,,,,,,,,,,,
,Mat Daly,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Dan Jimerfield,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Bryce McCloud,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1975,,,,,,,,Q23197,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Travis Millard,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1975,,,,,,,,Q745120,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Joel Shane,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1976,,,,,,,,Q2135,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q16,,,,,,,,,,,
,Karsten Creightney,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1976,,,,,,,,Q34804,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Sarah McCoy,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1976,,,,,,,,Q43788,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Jeremy D. Maynard,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1977,,,,,,,,Q23197,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Toby Sherrard,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1977,,,,,,,,Q5083,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Edan M. Bryant,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1978,,,,,,,,Q23197,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Erin Salter,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1978,,,,,,,,Q23197,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Caleb Cain Marcus,American photographer,,Q5,,Q6581097,,Q33231,,,,,,,,1978,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Mike McIntyre,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1978,,,,,,,,Q38022,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Jenny Gill,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1979,,,,,,,,Q487315,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Nick Butcher,American painter,,Q5,,Q6581097,,Q1028181,,,,,,,,1980,,,,,,,,Q1268670,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Kathleen O'Connell,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1980,,,,,,,,Q998669,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Casey D. Gill,printmaker,,Q5,,,,Q11569986,,,,,,,,1981,,,,,,,,Q487315,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Annie Herlocker,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1982,,,,,,,,Q6346,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Alexandra Janezic,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1988,,,,,,,,Q982388,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Patrick Gosnell,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1989,,,,,,,,Q23556,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Levi Sherman,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1990,,,,,,,,Q5083,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Zhongbao Yao,painter,,Q5,,,,Q1028181,,,,,,,,1870,,,,,,,,Q956,,,,,,,,1924,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q13426199,,,,,,,,,,,
,Ray Wakeland,ceramic artist,,Q5,,,,Q7541856,,,,,,,,,,,,,,,,Q646230,,,,,,,,1964,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Giuseppe Raffetto,drawer,,Q5,,Q6581097,,Q15296811,,,,,,,,,,,,,,,,Q1449,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q38,,,,,,,,,,,
,Sara Langworthy,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,,,,,,,,,Q1546,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Gigi Aramescu,Romanian-American painter,,Q5,,Q6581072,,Q1028181,,,,,,,,1910,,,,,,,,Q170996,,,,,,,,1994,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Anita Gibson,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,,,,,,,,,Q211795,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q419,,,,,,,,,,,
,Louise De Gignilliet Rogers,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,,,,,,,,,Q219656,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Tim Hooper,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,,,,,,,,,Q23197,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Katherine J. Fries,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,,,,,,,,,Q28260,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Genzaburo Hayashi,painter,,Q5,,,,Q1028181,,,,,,,,,,,,,,,,Q34600,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q17,,,,,,,,,,,
,Sarah Hulsey,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,,,,,,,,,Q34863,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Scott Russell,"printmaker, for Hatch Show Print",,Q5,,Q6581097,,Q11569986,,,,,,,,,,,,,,,,Q490385,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Ch'en Ku,painter,,Q5,,,,Q1028181,,,,,,,,,,,,,,,,Q57719,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Jacob Vanderbilt,"American painter, active early 20th century around New York",,Q5,,Q6581097,,Q1028181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Herman Weyen,"Flemish printmaker, active in Paris 1638-1669",,Q5,,Q6581097,,Q11569986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
