qid,label_en,affiliation_uuid,affiliation,affiliation_start_time_nodeId,affiliation_start_time_val,affiliation_start_time_prec,affiliation_end_time_nodeId,affiliation_end_time_val,affiliation_end_time_prec,affiliation_ref1_hash,affiliation_ref1_referenceUrl,affiliation_ref1_retrieved_nodeId,affiliation_ref1_retrieved_val,affiliation_ref1_retrieved_prec
Q91317002,Kenneth J. Gaines,52632732-001C-4E30-B900-8E04CFF58AE6,Q89953944,,,,,,,5d653c81b7f2444294c59de7e7cf078809dc9b90,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=G,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317004,Martin J. Gallagher,649D3FF0-41D7-4517-9959-0E042095AA76,Q89953944,,,,,,,5d653c81b7f2444294c59de7e7cf078809dc9b90,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=G,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317008,Katherine A. Gifford,07D82778-3759-4D40-993D-739E9B07F6D4,Q89953944,,,,,,,5d653c81b7f2444294c59de7e7cf078809dc9b90,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=G,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317014,Sarah Jayne Graves-Estenoz,EFA42E6A-C8B5-4DB5-A6DE-22596372458D,Q89953944,,,,,,,5d653c81b7f2444294c59de7e7cf078809dc9b90,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=G,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317018,Kevin F. Haas,F29802FE-7F1D-4EF9-AFE7-BA4C46CED16A,Q89953944,,,,,,,84b0aa0ab01e1458ed7511a58e9e8446dbac506c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317022,Mallory Hacker,877B91B5-B199-4E8B-975E-373FA1B2EE8A,Q89953944,,,,,,,84b0aa0ab01e1458ed7511a58e9e8446dbac506c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317026,Ye Han,AD21F5A5-6A8D-4BF9-AB03-85446BEFD0F2,Q89953944,,,,,,,84b0aa0ab01e1458ed7511a58e9e8446dbac506c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317030,Travis J. W. Hassell,F93D3502-0E92-4B29-BD3B-16DC5D082BFA,Q89953944,,,,,,,84b0aa0ab01e1458ed7511a58e9e8446dbac506c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317039,Lisa D. Hermann,27FC8F63-D38B-43B0-A747-BB87D1F12AD2,Q89953944,,,,,,,84b0aa0ab01e1458ed7511a58e9e8446dbac506c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317043,Amanda C. Hicklin,F93EB4D9-8C9C-4ED2-920D-014D1EF8B101,Q89953944,,,,,,,84b0aa0ab01e1458ed7511a58e9e8446dbac506c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317053,Jane Ellen Howard,DDF4AF9D-96EF-4CC5-A925-7ABFE7E9EB6C,Q89953944,,,,,,,84b0aa0ab01e1458ed7511a58e9e8446dbac506c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317063,Jing-Qiong Kang,A8D66E1D-4BB6-4D92-B2B8-A10BA200C02B,Q89953944,,,,,,,59975356a58ea8d5581232f86e040e1a38be2e75,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317068,Deborah L. G. Kerrigan,F2622CA9-17FD-4C0F-A224-3C5A3CE13702,Q89953944,,,,,,,59975356a58ea8d5581232f86e040e1a38be2e75,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317072,Howard S. Kirshner,F8881029-2F26-45FA-A2AD-C7AEF2FBDB96,Q89953944,,,,,,,59975356a58ea8d5581232f86e040e1a38be2e75,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317077,Kirk J. Kleinfeld,06209850-50B9-4EFC-BB84-CFFDD86A8790,Q89953944,,,,,,,59975356a58ea8d5581232f86e040e1a38be2e75,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317082,Heather C. Koons,27B81B3F-379D-46A0-8E2E-1B1B18B9EB79,Q89953944,,,,,,,59975356a58ea8d5581232f86e040e1a38be2e75,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317087,Patrick J. M. Lavin,1F8FF916-502D-4349-B165-E7007F4BA96F,Q89953944,,,,,,,0d11039bde141e6567fa55378b926d644573af8f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=L,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317091,Christopher David Lee,B00ACADE-A48C-4BC0-81C9-08200A273422,Q89953944,,,,,,,0d11039bde141e6567fa55378b926d644573af8f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=L,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317098,Beth Ann Malow,02DAE964-C59B-4301-954F-10BAD658638B,Q89953944,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317106,Michael J. McLean,6C02B409-8ADB-4E8A-A158-D0E48E905A2C,Q89953944,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317111,Meredith Milligan-Dick,2F77BDF9-58EE-458D-ACF1-01BF08B50123,Q89953944,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317119,Karl Edward Misulis,C7DB93BE-65D6-4B8F-A540-D3555C712CD4,Q89953944,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317123,Shilpi Mittal,F77FD00B-3EC9-4240-9763-C8339583A5E5,Q89953944,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317127,Paul L. Moots,109805DE-378C-4F59-822C-5DC11C7A3673,Q89953944,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317130,"Harold H. Moses, Jr.",233A2435-4412-43B0-A528-5ECFC0ACB6A2,Q89953944,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317132,Adam Nagy,6DC20A6D-15B6-4BD7-BC30-740B5F2F219F,Q89953944,,,,,,,cf742e41f80eff7dbacf3e6962901a7a4e789b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=N,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317139,Anne Elizabeth O'Duffy,1B7662BE-B316-43FC-BE97-B777C3CFAF9A,Q89953944,,,,,,,52a657c0b5bf57aa0c762d4bed3fea5e0dbfb552,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=O,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317141,Siddharama Pawate,F5D604F2-1D43-4D74-A962-0B8100B8D055,Q89953944,,,,,,,5ba4a22353bec92f25ee508393db05c4d965bb1c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317146,Huong T. Pham,CCD4C4D9-5FAB-44AD-B805-3F13267911D4,Q89953944,,,,,,,5ba4a22353bec92f25ee508393db05c4d965bb1c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317151,Fenna T. Phibbs,914AAB84-6BCB-42C2-BFE7-6E8B97AF38BA,Q89953944,,,,,,,5ba4a22353bec92f25ee508393db05c4d965bb1c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317154,Nicole A. Poirier,D3A50941-1882-4E6C-92F3-112D2F241A00,Q89953944,,,,,,,5ba4a22353bec92f25ee508393db05c4d965bb1c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317158,Shimian Qu,3B5F6575-E2A8-43B0-9E7D-B24612022604,Q89953944,,,,,,,ef5a254b45d2a71eaa67d5069f34c027e3d75d4a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Q,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317162,Megan Rahmlow,0DB51731-DC29-4F2A-ADEA-08638F3266B2,Q89953944,,,,,,,d04dc0bbcf7c8793b39e8b8ff3fa1b963f88c1ff,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=R,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317167,Derek A. Riebau,B203E8A0-1112-460F-9EBC-A9288FFF59EB,Q89953944,,,,,,,d04dc0bbcf7c8793b39e8b8ff3fa1b963f88c1ff,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=R,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317174,Andrew R. Schaale,E0D76CC7-7784-4443-B705-BD9B29C96BB3,Q89953944,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317178,Laurel Schaefer,430FF63B-F2E0-4C38-8FAD-ABA13E2C8863,Q89953944,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317186,Jessie Sellers,F1667298-17C9-450A-8465-0C45B98A8D26,Q89953944,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317192,Kristen Sherman,DEBA5685-B4B6-48E1-90C7-59558F898694,Q89953944,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317195,Aniruddha Singh,D8622C11-884A-47B1-BE49-F5855BEC8A8A,Q89953944,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317197,Hasan H. Sonmezturk,01305604-0040-426D-8F5D-AC7ED41432AF,Q89953944,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317202,Subramaniam Sriram,7F1D00E4-A805-42C4-8C9F-306A0D6E0EAC,Q89953944,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317205,Kassandra L. Stubblefield,BC6121CF-26C0-4141-818E-7FC88F2E701A,Q89953944,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317208,Randip S. Taneja,80052EB6-1084-419A-B8BC-F797DE6902D5,Q89953944,,,,,,,3a50f75ffb5f850085992ddc84cd983c0781bcc9,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=T,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317213,Stephanie Leigh Taylor,CEAF1B4D-8BE7-4128-A5AB-4C9A5D496EA5,Q89953944,,,,,,,3a50f75ffb5f850085992ddc84cd983c0781bcc9,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=T,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317217,Raghu P. Upender,5E1A79AD-0805-4ACE-A7DB-8DABFBA27D80,Q89953944,,,,,,,6fc968b370e38edfccd5a65eb6a4e11669b92bc6,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=U,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317220,Holly Westervelt,5880FC3F-C275-4951-AFB0-B58E7FC725DD,Q89953944,,,,,,,aa582ab3f94a0857e5ae84c0f58ff59de7d0ed2e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317221,Shawniqua T. Williams,B4E6F546-BF23-4CE7-B8E3-ECE1602A6255,Q89953944,,,,,,,aa582ab3f94a0857e5ae84c0f58ff59de7d0ed2e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317226,Chengwen Zhou,0243C226-AE2B-4A24-86D2-F1B04959A132,Q89953944,,,,,,,d371a7447f1130e1714e2886f450ae5a7d12080f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Z,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91317230,Eli Zimmerman,DE38C64C-F035-4340-98F6-6822154CA0A2,Q89953944,,,,,,,d371a7447f1130e1714e2886f450ae5a7d12080f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Z,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91318870,W Jeffrey Grantham,,,,,,,,,,,,,
Q91318959,Girish Shanker Hiremath,5FEE8195-42B8-43CC-99B5-1392BD507F16,Q89953976,,,,,,,cc893a81a31436d691dd73afe66fc9256b43cb09,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11
Q91320271,Richard A. Berkman,A0788AA3-14E8-448A-854A-7E3497690551,Q89953940,,,,,,,7d206b70ea767c1b279bcdecad0eb228fa577c3b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320276,Christopher M. Bonfield,420F5024-5C22-4967-86B1-22D330AAD0E6,Q89953940,,,,,,,7d206b70ea767c1b279bcdecad0eb228fa577c3b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320284,Ross Locke Dawkins,92FED84C-7E44-4AB3-901A-199008AF4874,Q89953940,,,,,,,dc8feb07eb695afdf5edaa61949461409dc77a50,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=D,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320293,Peter Joseph Morone,2C3D5BB5-16DC-4CA6-BE1E-DEFBB53A2BE6,Q89953940,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320297,Scott L. Parker,AA70220F-AE17-443C-817B-06CCAC54FEC4,Q89953940,,,,,,,5ba4a22353bec92f25ee508393db05c4d965bb1c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320300,Jacob Patrick Schwarz,90A7FA18-9673-4BBF-8CAC-126B5078B865,Q89953940,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320306,Hamid M. Shah,13F420EE-BC3F-4E45-A7B8-A770C865AA55,Q89953940,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320308,Lola B. Chambless,E552109D-A37B-438F-B3CF-7DEE0387CC43,Q89953940,,,,,,,4b45488442a07e6b5b90d94ac986d34943d8fd27,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320312,Robert P. Naftel,207C3EED-AC8B-4FD6-B128-AB69D12F9245,Q89953940,,,,,,,cf742e41f80eff7dbacf3e6962901a7a4e789b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=N,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320325,Reid C. Thompson,DCC86994-F333-4DFA-B102-581BCC2BC8A3,Q89953940,,,,,,,3a50f75ffb5f850085992ddc84cd983c0781bcc9,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=T,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320330,John C. Wellons III,9DC6FF16-5861-420C-B262-22FEB96A478B,Q89953940,,,,,,,aa582ab3f94a0857e5ae84c0f58ff59de7d0ed2e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320337,C. Chris Kao,47E4086E-E150-4375-8C95-5A3FE5EB074B,Q89953940,,,,,,,59975356a58ea8d5581232f86e040e1a38be2e75,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91320342,Chevis N. Shannon,D28D2375-68A4-4434-A23B-0CAA5F00272F,Q89953940,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91323375,Cassandra Oliver,,,,,,,,,,,,,
Q91327672,Soheyl Asadsangabi,313EDAE7-EE2E-476D-BDC4-4BBA6B75FC7C,Q89953947,,,,,,,8b8aac65cd700a0c3be1067321932246247e0e74,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327674,Amanda Yunker,E78FA574-64F7-4CF0-9292-2E9868C7C525,Q89953947,,,,,,,53e5696a58c9b80a0825b2e931703c7d4cec0cb2,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Y,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327678,Barry S. Grimm,082FD2DB-E316-4C4D-9D9A-825582BA160A,Q89953947,,,,,,,5d653c81b7f2444294c59de7e7cf078809dc9b90,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=G,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327682,Christopher M. Sizemore,7BFD7DA4-73B5-4CC3-BDED-43BF6613F318,Q89953947,,,,,,,cc50894d8689307a6663c8ca383a048922140b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327684,Dennis  T. McWeeney,F5D00931-CEBB-43D3-ACE0-4A8185500B15,Q89953947,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327688,Jeffrey A. Davis,3B85A05D-5322-4182-8682-94B3F9846D72,Q89953947,,,,,,,dc8feb07eb695afdf5edaa61949461409dc77a50,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=D,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327690,Tara Anne Nielsen,50469679-5A8F-44AE-A52F-38F477E60EE2,Q89953947,,,,,,,cf742e41f80eff7dbacf3e6962901a7a4e789b2a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=N,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327695,William J. Kellett,747ACC84-0168-4879-AEB8-13CB5C80AA20,Q89953947,,,,,,,59975356a58ea8d5581232f86e040e1a38be2e75,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327701,Adam Huggins,CCA76997-DBDC-4EC0-A3CA-7F83878BC326,Q89953947,,,,,,,84b0aa0ab01e1458ed7511a58e9e8446dbac506c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327704,Alaina Janeen Brown,25D763EF-C3ED-4617-99FC-EB8F10D27DC3,Q89953947,,,,,,,7d206b70ea767c1b279bcdecad0eb228fa577c3b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327707,Alison C. Mullaly,F26D59B7-34D2-4490-A173-51271E127CA8,Q89953947,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327710,Amy Gregory Weeks,07BD8228-C861-4974-95BE-BB1422758F80,Q89953947,,,,,,,aa582ab3f94a0857e5ae84c0f58ff59de7d0ed2e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327714,Bruce R. Beyer,E0326C53-3642-4992-A910-ED6886B2B18A,Q89953947,,,,,,,7d206b70ea767c1b279bcdecad0eb228fa577c3b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327717,Bryan R. Kurtz,6865CD6C-35F0-4B22-878E-9EBED94D0D61,Q89953947,,,,,,,59975356a58ea8d5581232f86e040e1a38be2e75,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327720,Carl W. Zimmerman,5CCF606F-838E-4712-A143-FD1FB783715B,Q89953947,,,,,,,d371a7447f1130e1714e2886f450ae5a7d12080f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Z,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327724,Carrie C. Marchman,1185423A-30CC-427B-8E80-81382675137E,Q89953947,,,,,,,dd3d13ef24014b75a011eab8e119757ec74be706,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327727,Celeste O. Hemingway,AFA0A9F4-C93F-4B98-AA74-3EBF7DBC1F97,Q89953947,,,,,,,84b0aa0ab01e1458ed7511a58e9e8446dbac506c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327730,Charles B. Rush,F30D2DC1-F5CF-4024-8220-B3A9D8985F53,Q89953947,,,,,,,d04dc0bbcf7c8793b39e8b8ff3fa1b963f88c1ff,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=R,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327734,Christina Cain,604EC293-4052-4425-9019-749C56119EB2,Q89953947,,,,,,,4b45488442a07e6b5b90d94ac986d34943d8fd27,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327737,Christine Mae Helou,102198F2-77B0-4B24-B85F-823A689C07FF,Q89953947,,,,,,,84b0aa0ab01e1458ed7511a58e9e8446dbac506c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327740,Cynthia C. Woodall,DF44DCE8-89D9-4D8F-93B3-E393A20EEF86,Q89953947,,,,,,,aa582ab3f94a0857e5ae84c0f58ff59de7d0ed2e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q91327742,Daniel H. Biller,1CCB00BA-D75F-468B-BDA7-8C0854BA75C0,Q89953947,,,,,,,7d206b70ea767c1b279bcdecad0eb228fa577c3b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
