qid,label_en,description_en,instance_of_uuid,instance_of,gender_uuid,gender,orcid_uuid,orcid,orcid_ref1_hash,orcid_ref1_retrieved_nodeId,orcid_ref1_retrieved_val,orcid_ref1_retrieved_prec,employer_uuid,employer,employer_start_time_nodeId,employer_start_time_val,employer_start_time_prec,employer_end_time_nodeId,employer_end_time_val,employer_end_time_prec,employer_ref1_hash,employer_ref1_referenceUrl,employer_ref1_retrieved_nodeId,employer_ref1_retrieved_val,employer_ref1_retrieved_prec
Q83704384,Aaron Weldon Aday,physician,227B6D14-6A0B-4A0C-B22E-4A0F45B91563,Q5,9A48C1BB-1C2F-42A8-AF2F-4841AA746124,Q6581097,56197C7C-05FF-46C3-9702-0114CF84FCE7,0000-0001-6243-3432,2b78c1aacc8ed75bce734224c910ab3f04c06d56,4196e508b2bcf2b6bf75cad8ea922a4d,2020-04-19T00:00:00Z,11,7900378B-7547-4690-818D-CBDB90118971,Q29052,,,,,,,1ec6acb28898d602bd4e8abf363ac18eb4596013,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,4196e508b2bcf2b6bf75cad8ea922a4d,2020-04-19T00:00:00Z,11
Q83777387,Juan A. Giménez-Bastida,researcher,F3FFAA0C-3698-4021-9F70-6A25C141FBB7,Q5,,,B4DB74C0-9BDE-47FE-9699-CE003274EC46,0000-0002-1244-8764,,,,,587BDBF0-E081-4B93-9BEE-7BDB6856C88E,Q29052,fa542e9d538c08dbf2efdae885922c7d,2014-10-14T00:00:00Z,11,,,,4636b7a022119ff7b20a20658c93887fccd6b2c6,,d3674016cb462591ab5c532114a4834e,2020-05-27T00:00:00Z,11
Q83807387,Charles E. Scott,American philosopher,01aaf294-46d4-b404-11ea-7fe59b8cc0a5,Q5,5dc42481-4dc3-dbcd-519d-cb88b3c21f07,Q6581097,,,,,,,44229ED1-0AD0-4989-8C08-C0E5C9997862,Q29052,,,,,,,,,,,
Q83855629,Alberto J. López-Jiménez,researcher,9A5D58DA-A77E-44EB-B40F-581C222E0E70,Q5,,,113DF980-37FF-470E-ABFC-740CDB4FB2CE,0000-0002-4992-631X,,,,,55C02491-F8A7-4DAA-AD10-596E9B26CCE3,Q7914455,b8cfa230180ddfb677e7beec2a0f5b64,2015-03-01T00:00:00Z,11,,,,d549901f250dad8f19a9e108382d6233315ced21,,d3674016cb462591ab5c532114a4834e,2020-05-27T00:00:00Z,11
Q83886012,Jim Duran,Archivist,D52AE209-7485-4208-9463-BD4804578D1C,Q5,,,,,,,,,50750944-5DD9-4932-8048-066E9F04B7B6,Q29052,,,,,,,,,,,
Q83909984,Charles M. Nichols,chemist,52A4DE02-24FE-4FAA-AC17-8BCD0C335E17,Q5,82D907FD-CCAA-452D-974A-3ED7679A98AB,Q6581097,19B6EAAF-6CA8-413C-9860-15BB5D4EDAB1,0000-0001-9398-3410,220cc132746fe9acd80a3cb4f6ae76cf4987b557,2a68b3b6d92a22e996103537101c3b1b,2021-03-27T00:00:00Z,11,9BC892FE-687E-412B-92C4-84B002EB7B39,Q29052,19a932528f7c6a52088d8564f7577801,2016-05-01T00:00:00Z,10,65c0917a5eff554ae1e3b0dd8c552d5c,2018-07-01T00:00:00Z,10,864e37a453fb35cfdce9d262da37df10a620e0e1,https://orcid.org/0000-0001-9398-3410,2a68b3b6d92a22e996103537101c3b1b,2021-03-27T00:00:00Z,11
Q83914030,Althea A. Robinson,neurologist,5219C410-8767-4A26-8EE5-16BB01C53EE2,Q5,3C536D58-2FEE-4B94-9D1D-6D80B14D1F6F,Q6581072,14BAE9E6-A87B-4116-AD8F-4BCFE6A538FA,0000-0002-4642-6475,89d2ac4d9d91f09a0c22756b1182fa5b580757c8,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11,D08A9B44-3BA2-4785-BA75-8ECAE5A67691,Q29052,,,,,,,d04dc0bbcf7c8793b39e8b8ff3fa1b963f88c1ff,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=R,9080bb8c118689077b9d6a59cfdb955c,2020-04-21T00:00:00Z,11
Q83945297,Xian-Fang Li,researcher,9244A41A-1E3C-4D04-B5F2-8CF3AF8DB154,Q5,,,6A8C13E3-EBC2-4BA4-A035-6E329446AA00,0000-0003-1117-9619,,,,,5F694CE9-CBD2-4C67-A687-EFB9C5B6B9FB,Q29052,,,,,,,cf6e14c1ace6b91e217caa406c7cb42044123adc,,d3674016cb462591ab5c532114a4834e,2020-05-27T00:00:00Z,11
Q83971628,Gabriela Andrejeva,researcher,18B61875-8DCA-4AD6-8237-6BA1E08D2C30,Q5,,,B761007D-F765-4514-BC27-CEA579040370,0000-0002-3508-7682,,,,,99879A06-5744-4D6A-A7DB-DFBACE82DE54,Q7914455,a3b5a34f8f47646794dc44787e813020,2015-09-19T00:00:00Z,11,,,,d5cc5bbba8d55e7ccb787616cad4bb5c77de6019,,d3674016cb462591ab5c532114a4834e,2020-05-27T00:00:00Z,11
Q84026828,Rebecca Cook,biomedical engineer,BA39BACD-AD69-4388-92D8-642B32950A54,Q5,258D4399-3C33-4AEA-AE95-0458A5271E36,Q6581072,26E248CA-51B0-4B18-A873-45C5302AA76D,0000-0003-3359-9745,477dc06677990cc4ec0b35930a93d121daec528b,be22000638b3509c3a481d04f78778ca,2020-03-01T00:00:00Z,11,63E35035-E968-40E0-B6B7-7765A7740F88,Q29052,,,,,,,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,be22000638b3509c3a481d04f78778ca,2020-03-01T00:00:00Z,11
Q84191773,Sarah P. Short,researcher,594E33AD-EEE6-4BA6-8717-4E8C8584AD8C,Q5,,,4FD303CC-5F1E-4236-B174-C74398DAEABD,0000-0001-9754-1820,,,,,F3407ECE-0168-4BE3-AFEF-145950BAA2E9,Q7914455,f7855d8c12761b7c77251ef30bde77e5,2015-06-01T00:00:00Z,10,,,,97608f77353c4f53644ee6b265cf3a576dbf3cbb,,d3674016cb462591ab5c532114a4834e,2020-05-27T00:00:00Z,11
Q84416591,Rebekah Flowers Brown,pediatrician,835FDEA5-9EF1-4860-B587-017696C8C464,Q5,F3F6C173-0D36-488E-814A-476C1DEED7FB,Q6581072,71D0ACCF-C80C-44A1-ACF6-E30DA9898E76,0000-0003-3632-4587,6555de6f74327dc60ef29dc8e176711883bbbde0,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11,857CEA84-BD9F-4F6A-9FEE-D7555FF7F736,Q29052,,,,,,,d5c23b2299b4926c03a6f89d699bdf8605a66b46,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11
Q84426485,Michael N. Kammer,chemist,5529C066-A683-4A69-A7B9-F813C867BEF7,Q5,C746E592-F9C7-40E7-9412-7265D717B815,Q6581097,A7DBCC0D-96F2-480A-A330-E29A98D5663B,0000-0001-7912-8450,07c1061ba79ddeeeb57b1f04644fa3980d44514b,a013d435193bfc35eb155198284b2c57,2020-02-27T00:00:00Z,11,8E56E5E1-2418-449B-9556-7DA76C503357,Q29052,,,,,,,e10bc725758a88d639c9d0176e9f7f5f71113953,https://www.vanderbilt.edu/chemistry/people/postdoctoral-fellows.php,a013d435193bfc35eb155198284b2c57,2020-02-27T00:00:00Z,11
Q84572749,Jeannette Mancilla-Martinez,researcher,BF2BCDA9-D843-4E9A-903A-EB962579F782,Q5,082B44B5-332A-4652-A220-2F4D47909DDF,Q6581072,48C3DEA7-6FB6-4789-82B3-7325C997D419,0000-0002-0036-3907,,,,,44881C16-BC9C-4030-9E75-F80164078D13,Q29052,,,,,,,82bbb5dfb6716ad0c8be0788277cbd0be40bdd2d,https://peabody.vanderbilt.edu/people/tl/index.php?group=tl,9aed736e219550add243997f7f862a4a,2020-01-24T00:00:00Z,11
Q84600256,Nathalie Maitre,researcher,F1A8ABA1-9829-44F5-9B58-C6777A808EAD,Q5,,,0CFA939B-FE33-4CB8-B42A-C565FA2D6268,0000-0001-8520-9302,,,,,E80AE977-D109-4703-8E8B-42E050E6EA20,Q7914455,c3fe9ab950e02f351808ef94d269106d,2008-09-01T00:00:00Z,11,,,,defbe158c359a1e6a8b9c9b562dfa62bc5673acc,,d3674016cb462591ab5c532114a4834e,2020-05-27T00:00:00Z,11
Q84647381,Brian S. Donahue,anesthesiologist,D9AA1520-C2D4-49A9-9296-5CF5C9ED6FFA,Q5,87E94279-6396-4877-A5CF-C99C53533463,Q6581097,1F09FBE5-FF55-4041-BF14-85161F7C1D2F,0000-0001-9195-7374,a228a6e7f4c77addc703485fd137afe852dc9df7,947916b9377546dba7387e88be88c3d4,2020-04-11T00:00:00Z,11,D5736DA3-675C-45E4-BEE1-F75108A06F28,Q29052,,,,,,,23978728b882002ccf182b7dbe73ad935d8d4c2d,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=D,947916b9377546dba7387e88be88c3d4,2020-04-11T00:00:00Z,11
Q84703546,James Matthew Kynes,anesthesiologist,B9229D51-C8FF-49BA-A0E0-4D7CBCE828EA,Q5,FF6FB64C-326A-4CF4-B5D9-F86DFA44C00A,Q6581097,044A9128-8A42-4D91-AAF6-462FFCAF6EFC,0000-0003-0487-6600,a228a6e7f4c77addc703485fd137afe852dc9df7,947916b9377546dba7387e88be88c3d4,2020-04-11T00:00:00Z,11,08E6A707-E49D-4D8A-8F27-761744544367,Q29052,,,,,,,83164c85910c94d6825ef229b34bbfd8f986df78,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,947916b9377546dba7387e88be88c3d4,2020-04-11T00:00:00Z,11
Q84732666,François Bordeleau,biomedical engineer and university professor,881bae83-4bd1-44bf-18ab-ae2a82f6f99c,Q5,78c90006-4a49-1fe8-2917-9d0cb7d01392,Q6581097,a0c48fbb-4957-91f6-7e15-e77829728805,0000-0002-5114-1757,220cc132746fe9acd80a3cb4f6ae76cf4987b557,2a68b3b6d92a22e996103537101c3b1b,2021-03-27T00:00:00Z,11,A8EABF2E-E157-4266-AB1D-46022F7D8064,Q29052,700f31b7c17432368cae65efa9b7a53c,2017-01-03T00:00:00Z,11,ad4e1236b09c4449570af9a89ab63b5c,2018-07-13T00:00:00Z,11,fab0438a94f3be99bf5565cf18c0f51819d7c136,https://orcid.org/0000-0002-5114-1757,2a68b3b6d92a22e996103537101c3b1b,2021-03-27T00:00:00Z,11
Q85055316,Victoria G. Weis,researcher,39115B82-02DF-4856-BC57-7F222863612F,Q5,,,3C2FB2D4-5175-4136-B6B3-66FFF83F03FD,0000-0001-9907-6758,,,,,025ECE11-C975-4C88-932E-7F521C5FEEE9,Q7914455,f92496e7a1ab9d6e778a2a02e167f515,2013-08-16T00:00:00Z,11,b0411f1f030481c5e02e4f22cab6dd56,2016-06-30T00:00:00Z,11,6567cf5e7c12c2a445629a3af0e5b0f29ad5ebc5,,9bf5004ffcec3b95ad91cc03df21368b,2020-05-29T00:00:00Z,11
Q85073236,Sarah Croessmann,medical researcher,574B747F-412C-4F70-8A7D-FDE907CA311F,Q5,F4DCFEE8-B14B-4233-8929-5F8F0A714E11,Q6581072,5FE155EF-D52E-43E6-9F8B-A32BE9AEDCA2,0000-0002-7366-0400,7f81f24a4148728c2eb8e030140bb2808f105296,579f8d0ef1579284d73028ba8eb348c8,2020-04-20T00:00:00Z,11,AD5A19B8-4E85-4443-B918-B444473DDF02,Q29052,,,,,,,d3e7e5c39da5b1b6679aed5a425aae9d5f7b547a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,579f8d0ef1579284d73028ba8eb348c8,2020-04-20T00:00:00Z,11
Q85192813,Lance A. Riley,researcher,0682BBFE-883F-4182-85A4-19BB83A75D81,Q5,,,FE60F3CF-6726-490C-9688-26285E4B28CD,0000-0001-7863-364X,,,,,C23B3E72-99BF-45AB-84DA-63FA89D2804F,Q29052,a00903b96c3805e7e38299936c354f00,2019-08-05T00:00:00Z,11,,,,32091a635b7a97fa49297e1ee0b5f17c1d90ed80,https://pub.orcid.org/v3.0_rc1/0000-0001-7863-364X/employment/8890882,8c2bdc5006a93f73a2b03849218b4e7b,2021-01-10T00:00:00Z,11
Q85200734,Nicholas J. Sisco,researcher,A5F796CF-A75D-4520-B1AA-32DD75E93E91,Q5,,,4E37D9FC-94CF-4CC2-B323-7E490F383284,0000-0003-2091-868X,,,,,F8D28CE2-117D-4975-AA76-829218FC31DF,Q29052,7d4b752ad3ad01681e5c0c46ca805a72,2019-03-01T00:00:00Z,11,d8465a5047d1af2f46e33ddfc151ce9f,2019-07-31T00:00:00Z,11,b5b7be31b00766801a04ff20da68ddd12c5f5925,,66dd28540b81698f5a0285c0dc0556b4,2020-06-10T00:00:00Z,11
Q85210904,Nathan E. Ashby,anesthesiologist,60AE4D4F-88DA-4EAC-9B86-676EABE97541,Q5,109EA66A-C344-4E37-A275-F2E7C969D9BF,Q6581097,82300B42-9988-4741-99DA-9AD89319845D,0000-0002-1511-0590,a228a6e7f4c77addc703485fd137afe852dc9df7,947916b9377546dba7387e88be88c3d4,2020-04-11T00:00:00Z,11,24C27AB6-CD4A-4F44-B874-C13B950DB2DD,Q29052,,,,,,,431c982ad9a490a171d820f06f0f9aa7ebe10cdd,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,947916b9377546dba7387e88be88c3d4,2020-04-11T00:00:00Z,11
Q85220273,Sataree Khuansuwan,developmental biologist,B0AF1D57-C855-4658-9DE9-07BE85E16945,Q5,79E15D5D-78BC-484F-A353-8BF3F197D52E,Q6581072,FE9E5637-B29C-421C-A59C-BBB0BB3025D6,0000-0003-4888-4768,220cc132746fe9acd80a3cb4f6ae76cf4987b557,2a68b3b6d92a22e996103537101c3b1b,2021-03-27T00:00:00Z,11,842B8ACF-4501-44FC-8C77-F82F6D696F05,Q29052,dff02dfc6b18c2f46c0a12de2a464304,2008-08-01T00:00:00Z,10,c5f7d463202ec1520b2b5f747fd0466f,2014-10-01T00:00:00Z,10,f240bdc5fc5ceb239ed071b7bf28b692028f56f6,https://orcid.org/0000-0003-4888-4768,2a68b3b6d92a22e996103537101c3b1b,2021-03-27T00:00:00Z,11
Q85236648,James R. Goldenring,surgeon,8267D50D-B9F5-4E58-8947-9DE83128D4CF,Q5,5AEC4AB8-B9B3-468B-9664-8CFF67E27066,Q6581097,679E3287-1F4E-4ED2-9176-A40D182B9A99,0000-0002-7833-2940,886a00dce4ac1dbef3576edda43b2047dedb04b8,8b7f260d6236d75e3ddb363710fb71fe,2020-04-23T00:00:00Z,11,C87F63E3-E7E5-4E41-9314-449D3395D10B,Q29052,,,,,,,ee2f2517f71446c465f6385204fdd037ee093939,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=G,8b7f260d6236d75e3ddb363710fb71fe,2020-04-23T00:00:00Z,11
Q85268252,Geoffrey C. Li,researcher,7EE4CA89-A1A4-48A1-875D-FDF8541719EE,Q5,,,71EEA33D-6E87-4AEA-BA33-695DC0A04251,0000-0001-5035-5916,,,,,7E5496E7-C47D-42DD-90B3-F56B43749B02,Q29052,f711eca5d355f37085c8f59abc0cd46f,2017-03-01T00:00:00Z,11,,,,aca9917ce6def59cadbaeda4fd34c7ecad875c0c,,66dd28540b81698f5a0285c0dc0556b4,2020-06-10T00:00:00Z,11
Q85269985,Justin Lo,researcher,B47856A3-AF24-40C4-B0ED-6A9CA50BA980,Q5,,,E42AF157-19FC-4284-9654-FE696BD7FFFA,0000-0002-2646-2495,,,,,7D5E79A1-118F-4F42-978B-5783F621603F,Q7914455,757c83ba4abe51b585250f934cb5a035,2019-07-01T00:00:00Z,11,,,,99e35404ef49d4ef0bd85ea6a94d3cf89029a0c4,,66dd28540b81698f5a0285c0dc0556b4,2020-06-10T00:00:00Z,11
Q85270153,Maribeth R. Nicholson,pediatrician,84B44B7A-FE73-4449-8BA3-5EACE015FA5C,Q5,D02D5925-2E20-4429-8C40-41D23B96F42C,Q6581072,19992F91-913C-4715-92A9-A62DEAAAA69E,0000-0003-3941-5599,6555de6f74327dc60ef29dc8e176711883bbbde0,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11,B254FE86-795C-4374-A8EE-A088DCC70461,Q29052,,,,,,,c60335f63610915c48ae84a1f22b096536a7c9b7,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=N,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11
Q85282152,Cody Alexander Siciliano,pharmacologist,00976F71-B709-4A20-91E7-C87A73597666,Q5,40A3ABC6-3A9F-4215-988D-443266B74C9F,Q6581097,B856B46C-53B5-4873-A6FC-B645512B446D,0000-0001-9871-2089,6555de6f74327dc60ef29dc8e176711883bbbde0,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11,9B7ECCAD-EB1C-498E-A77E-BE4BB57F8777,Q29052,,,,,,,122ab140267f6df49e6a0a8173cea55eca59a129,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11
Q85300248,Kira O. McCabe,researcher,EBFA6CAD-580B-4F83-9D2C-2BACBEC72654,Q5,,,2D0D2069-1579-48D0-A975-05A44625402A,0000-0001-7716-6808,,,,,7FE1300A-CE6F-45BF-8BDA-E390FA1D4DC2,Q29052,29b0a0b56a144aff0b63ecbf0c00f6f3,2016-08-01T00:00:00Z,11,,,,e91a50f784d80a902b8c35d3ffb2906b58c0507a,https://pub.orcid.org/v3.0_rc1/0000-0001-7716-6808/employment/5559615,8c2bdc5006a93f73a2b03849218b4e7b,2021-01-10T00:00:00Z,11
Q85318184,Anandharajan Rathinasabapathy,medical researcher,BF30D8BD-9A36-4C95-A739-AFE71567D927,Q5,9b22fd6b-4708-5101-008a-e7b735b641a9,Q6581097,B4032940-14AA-4E2F-A9AF-9858BA05018F,0000-0002-3474-8063,7f81f24a4148728c2eb8e030140bb2808f105296,579f8d0ef1579284d73028ba8eb348c8,2020-04-20T00:00:00Z,11,DDF46358-892A-49E9-A21E-43F6C09D1134,Q29052,,,,,,,cf712b6106db154cc77932dd496f78bd4283b0bd,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=R,579f8d0ef1579284d73028ba8eb348c8,2020-04-20T00:00:00Z,11
Q85320571,Zhijun Yin,bioinformatician,1B0CDC9E-5058-4CBD-996F-0E9078388487,Q5,86B8C235-1242-45EA-86E5-75648D8AE124,Q6581097,7E90FA9C-E0A0-4CA6-A7E3-72D26012AFBA,0000-0002-3075-1337,f1c486e013a4cc48096a105e6699f49665d279bc,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11,D7D695F9-58D5-4A08-8A1B-5048524941A3,Q29052,,,,,,,f8627957e1a31e31cca09bf8af64e56289dbad8b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Y,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q85320574,Daniel Fabbri,bioinformatician,83EA7430-3EE6-4A6E-BF1A-FF3BD3F7FE72,Q5,F5353120-E41E-4749-BBBC-F4D0009BE09A,Q6581097,FF02E751-73F4-47AD-8966-626F30B15D82,0000-0003-0530-2510,f1c486e013a4cc48096a105e6699f49665d279bc,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11,225AA84E-A022-4C8D-82CE-DDBEC6542773,Q29052,,,,,,,8043daf9afcd043f78d7802f71c23bd9b7bf0a0b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=F,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q85351158,Kameron V. Kilchrist,biomedical engineer,9FB8DF85-03CF-4139-9AA9-DFD7732E79E3,Q5,CBA0C401-C476-4695-9977-3163BE9368C4,Q6581097,4614D55F-EB19-4334-AC50-520381920710,0000-0002-2391-9488,220cc132746fe9acd80a3cb4f6ae76cf4987b557,2a68b3b6d92a22e996103537101c3b1b,2021-03-27T00:00:00Z,11,8B8E90B8-3493-4A33-8D62-3F6830F0247F,Q29052,bead4d00babb0705c18cf87a6139f1a1,2013-06-01T00:00:00Z,11,7be70dfa95389efe4a6202f67ccba6e4,2019-09-30T00:00:00Z,11,1ade6447b5f6ac10561263751acc5006d69922fd,https://orcid.org/0000-0002-2391-9488,2a68b3b6d92a22e996103537101c3b1b,2021-03-27T00:00:00Z,11
Q85354867,Liang Xiao,medical researcher,458BA264-CA9C-408A-832B-00896BE0C307,Q5,1397E53C-97AC-4876-8AD4-F847FA322C23,Q6581097,BC7FE284-F4BA-49E6-AD37-852C6FE11CF8,0000-0003-0312-7149,7f81f24a4148728c2eb8e030140bb2808f105296,579f8d0ef1579284d73028ba8eb348c8,2020-04-20T00:00:00Z,11,C07D8D7B-0098-4A8C-8D01-FA6B9181EF96,Q29052,,,,,,,04d846cfb977d19eeaebbbbca8102419ee980ed8,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=X,579f8d0ef1579284d73028ba8eb348c8,2020-04-20T00:00:00Z,11
Q85373160,Andrew D. Wiese,health policy researcher,E97D7E7A-CDB5-4320-B038-032BA9746223,Q5,D56C29E4-FA4C-4EA6-BEBE-D1DD7304B388,Q6581097,BE930D80-1E87-4022-A73D-5B6216830E2F,0000-0002-0699-4224,a6383b17cc7755aa25e90492d15af513f405ebf2,30d59698209106b270d83d4ac37c0177,2020-04-14T00:00:00Z,11,E3715FF5-27F8-4876-874C-CBDB726ADBA9,Q29052,,,,,,,2fea8f5d5a268c786600c84303722d383f2c1d72,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,30d59698209106b270d83d4ac37c0177,2020-04-14T00:00:00Z,11
Q85401613,Chris Vanags,researcher,064E716C-D09B-42AF-AB51-1FCCC595F437,Q5,,,DE61919E-8615-4E4E-BB3E-735B885E59B0,0000-0003-2200-745X,,,,,76919DC6-BE8D-46E7-A735-D475AD23DE96,Q29052,4b51c4c9ae946af39583823cf72d3d28,2018-01-01T00:00:00Z,9,,,,ab1a3d1aa04c8507dbb35f31e455a613744072c1,,9bf5004ffcec3b95ad91cc03df21368b,2020-05-29T00:00:00Z,11
Q85405859,Gregg Horowitz,Professor of Philosophy; Pratt Institute,752d987d-4897-1c3c-cdf3-a444648b0f3f,Q5,,,,,,,,,415c4f9d-46c9-649a-01eb-cbc59c6a4512,Q29052,,,,,,,,,,,
Q85412377,Katarzyna T. Steinka-Fry,researcher,8E6C3FAC-D27D-4641-ABFE-B598BA059F5D,Q5,,,02921002-DF2F-4DF8-993C-F8ECCDAC6454,0000-0002-2201-9090,,,,,F604E300-8692-42D9-B612-4B27270B258B,Q29052,a1dfac56083bf3d1f29982a061033d88,2009-01-01T00:00:00Z,10,,,,819078ce6dcc31b09acc4b86389713b8df3a1d6d,,9bf5004ffcec3b95ad91cc03df21368b,2020-05-29T00:00:00Z,11
Q85441545,Kathleen F. Mittendorf,researcher,1A58B771-5D99-459D-A7AF-488153BDE2A2,Q5,,,EBD0FF26-956A-42C8-9B34-0C83CABBE38D,0000-0003-1097-9171,,,,,2E995F7A-7DFF-4E11-B506-7E439CF0EE7C,Q7914455,98fd8cce02c1403e883427ba2bb6ee27,2015-11-02T00:00:00Z,11,bcd0e62ff58efd2e0c6d7d8104f63a38,2017-03-11T00:00:00Z,11,5734ca69d058538ea08ef7fe51e7738a480cfdf7,,9bf5004ffcec3b95ad91cc03df21368b,2020-05-29T00:00:00Z,11
Q85507520,Lori M. Schirle,nursing educator,754BE9CF-673E-447F-8327-8A1A8EDE9516,Q5,7180526C-89B0-4BF9-A9B9-BF5DE7F0BE72,Q6581072,D37C11AF-908A-4A19-833C-388A1911DC88,0000-0003-2551-019X,fad55f41ed8a024ee9bd1f7ea1fdefa053a16e53,a3455342ca6cddf9272c0490c41031ec,2020-07-15T00:00:00Z,11,65ECD098-CAFC-4C5D-887B-783C01421046,Q29052,,,,,,,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,a3455342ca6cddf9272c0490c41031ec,2020-07-15T00:00:00Z,11
Q85526893,Che-Se Tung,medical researcher,F5BBF80F-9927-4E88-8182-853750CA78C9,Q5,,,CE548644-F094-45C2-8C3C-431B34D917D7,0000-0002-2216-6226,220cc132746fe9acd80a3cb4f6ae76cf4987b557,2a68b3b6d92a22e996103537101c3b1b,2021-03-27T00:00:00Z,11,ADF1B087-404D-4560-BCD9-53329CCBDFE6,Q7914455,070a8fcadb59e4cfa2acd9682625fc44,2001-03-01T00:00:00Z,11,9044551f671c117a46927fa63b91e420,2001-09-08T00:00:00Z,11,7def4b9b8133d0bdc66a34df087b4deb3fc6b03c,https://orcid.org/0000-0002-2216-6226,2a68b3b6d92a22e996103537101c3b1b,2021-03-27T00:00:00Z,11
Q85527889,Diana E. Carver,radiology researcher,45E18028-7136-4745-8FCC-CBA1ADF4070C,Q5,3BA50CF1-5DF0-4DD7-B417-6566933AC924,Q6581072,2AF826D3-C997-44E3-A1E5-0C00C5D0D626,0000-0001-9517-2849,886a00dce4ac1dbef3576edda43b2047dedb04b8,8b7f260d6236d75e3ddb363710fb71fe,2020-04-23T00:00:00Z,11,C92F843F-970C-4805-9DDB-B5C0D4C7AAAC,Q29052,,,,,,,32f1241d194f90c437504af0821efc6e3facff02,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,8b7f260d6236d75e3ddb363710fb71fe,2020-04-23T00:00:00Z,11
Q85622566,Nathan C. Winn,researcher,8D72AD50-C2DF-42F6-A490-20D03A599D58,Q5,,,B3DB83C9-BBAE-4FDB-8338-4A998F93DAC2,0000-0002-5276-0592,,,,,FCDA6787-2302-40F9-8C43-4E7DCC42A574,Q7914455,fb4e9fcc76eb11a37dc9aa204d3ee0ea,2018-10-30T00:00:00Z,11,,,,caa6af9e3c9036d2ac2c246f1c672c061744dbe2,,9bf5004ffcec3b95ad91cc03df21368b,2020-05-29T00:00:00Z,11
Q85641623,Jacklyn Nikole Hellwege,medical researcher,679BEE63-0B01-4534-9E0A-38289526B971,Q5,E39FFAD1-80F2-4860-9571-7DECD8E7390D,Q6581072,349CAA3E-1FD8-4A88-86C7-B8C368D36702,0000-0001-7479-0920,7f81f24a4148728c2eb8e030140bb2808f105296,579f8d0ef1579284d73028ba8eb348c8,2020-04-20T00:00:00Z,11,D4404924-86E9-4E6F-9776-9BA210BE2FE1,Q29052,,,,,,,3fa10b808ee07f6580fe91986b50644fd982c5e1,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,579f8d0ef1579284d73028ba8eb348c8,2020-04-20T00:00:00Z,11
Q85645326,Erin M. Picou,hearing and speach specialist,0A00FF6D-12D9-4743-8417-FD4EA221C0E8,Q5,3D4F1DB4-EB24-4FAE-8C64-BD7E99E3A9EB,Q6581072,32069BFF-AB5F-41C6-920F-2271FBEAEF8E,0000-0003-3083-0809,a6383b17cc7755aa25e90492d15af513f405ebf2,30d59698209106b270d83d4ac37c0177,2020-04-14T00:00:00Z,11,986A527C-1032-4161-9FFF-CDF9B13441E1,Q29052,,,,,,,13be599c6c2718e1abf3ab167582e0da5e50e27c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,30d59698209106b270d83d4ac37c0177,2020-04-14T00:00:00Z,11
