qid,altLabel,source
Q63433333,Dr. Mary A. Tolbert,wikidata
Q63433333,Dr. Mary Tolbert,wikidata
Q63433333,Dr. Tolbert,wikidata
Q63433333,Mary A. Tolbert,wikidata
Q57059281,Osmundson S,wikidata
Q57059281,Osmundson S.,wikidata
Q57059281,Osmundson S. S.,wikidata
Q57059281,Osmundson SS,wikidata
Q57059281,S Osmundson,wikidata
Q57059281,S S Osmundson,wikidata
Q57059281,S. Osmundson,wikidata
Q57059281,S. S. Osmundson,wikidata
Q57059281,Sarah Osmundson,wikidata
Q58257301,William Hugh Robinson,wikidata
Q63378262,Zack Ma,wikidata
Q67215429,Craig W Lindsley,wikidata
Q56489345,D R Cavener,wikidata
Q56489345,D. R. Cavener,wikidata
Q56489345,D.R. Cavener,wikidata
Q56489345,DR Cavener,wikidata
Q62036460,Jennifer S. Trueblood,wikidata
Q59423248,Judy A. Garber,wikidata
Q67215429,Craig Lindsley,wikidata
Q59557501,Lauren Buchanan,wikidata
Q83451362,Gregory E Cox,wikidata
Q87920790,P Chaurand,wikidata
Q86531317,Timothy P Hanusa,wikidata
Q90911682,Russell S Winer,wikidata
Q90911682,Russell Winer,wikidata
Q83568959,Ebony O McGee,wikidata
Q87480821,Douglas Allan Knight,wikidata
Q86814226,Moinul Choudhury,wikidata
Q86963442,Shyam Jayaraman,wikidata
Q91454843,James H Nichols,wikidata
Q91788282,Brian Grieb,wikidata
Q90285091,Alexander James Carroll,wikidata
Q90911682,Russell Stuart Winer,wikidata
Q97671447,Tina Vivienne Hartert,wikidata
Q6263975,John P. Wikswo,wikidata
Q6263975,Jr. John P. Wikswo,wikidata
Q98686676,Matt Frierdich,wikidata
Q98686676,Rev Matt Frierdich,wikidata
Q99199189,A. L. Sternberg,wikidata
Q99199189,A. Sternberg,wikidata
Q99199189,Andrew Sternberg,wikidata
Q99967674,Martha Myers,wikidata
Q100300828,William Campbell Binkley,wikidata
Q101008714,Douglas James Morin,wikidata
Q101008714,Douglas Morin,wikidata
Q101232337,Aubrey Christian Land,wikidata
Q101542374,Christopher Benda,wikidata
Q101225404,Merrida Childress,wikidata
Q101225404,Merrida A. Childress,wikidata
Q101542378,Honora N. Eskridge,wikidata
Q104174578,Alejandro C. Rivas,wikidata
Q41044300,Leonard Harris,wikidata
Q47504449,Robert Epps,wikidata
Q50865186,Mehmed Ozkan,wikidata
Q6263975,John Wikswo,wikidata
Q55641067,Mark Chapman,wikidata
Q57437344,Andrew Johnson,wikidata
Q61147568,Stephanie Reich,wikidata
Q58011236,Angela Zhang,wikidata
Q60058278,Robert Rich,wikidata
Q37838510,Richard Epstein,wikidata
Q60738743,W. Piecek,wikidata
Q57333676,Nitin Gupta,wikidata
Q43025398,Jennifer L. Morrell,wikidata
Q42397402,D Rozman,wikidata
Q83909984,Charles Nichols,wikidata
Q86839179,Justin Baba,wikidata
Q87480821,Douglas Knight,wikidata
Q57437344,C Andrew Johnson,wikidata
Q37839189,Daniel Liebler,wikidata
Q90285091,Alexander Carroll,wikidata
Q41048200,Marcin Skwark,wikidata
Q42306006,David Threadgill,wikidata
Q43025398,Jennifer Morrell-Falvey,wikidata
Q43277894,Thiago Genaro-Mattos,wikidata
Q67200580,Macrae F. Linton,wikidata
Q44084652,Christos Constantinides,wikidata
Q86839142,Christina Marasco,wikidata
Q101542377,Jim Duran,wikidata
Q47176665,Elizabeth Mallott,wikidata
Q47503941,Catherine Pashley,wikidata
Q47567293,Jason Gillmore,wikidata
Q59198391,Goksel Demirer,wikidata
Q61862088,Emily Layton,wikidata
Q67200580,MacRae F Linton,wikidata
Q90285091,Alex Carroll,wikidata
Q67200580,MacRae Linton,wikidata
Q86531317,Tim Hanusa,wikidata
Q64654775,Roger Zoorob,wikidata
Q83492821,Larry Isaac,wikidata
Q83389832,Joel Harrington,wikidata
Q83422208,Katherine B. Crawford,wikidata
Q88029228,Myrick C. Shinall,wikidata
Q79830890,Laura Furge,wikidata
Q83389832,Joel Francis Harrington,wikidata
Q91553636,Kirk A. Keegan,wikidata
Q91553680,Naren Muhammad Nimmagadda,wikidata
Q91553680,Naren Nimmagadda,wikidata
Q91553692,John C. Pope,wikidata
Q91553719,Cary W. Stimson,wikidata
Q92072950,Ardina J. Pruijssers,wikidata
Q82826883,Kyle Hocking,wikidata
Q91548217,Rachel C Forbes,wikidata
Q93745380,Hiram Conley,wikidata
Q85236648,James Goldenring,wikidata
Q86031198,Michael Holzman,wikidata
Q95143880,Dale Plummer,wikidata
Q95143880,W.D. Plummer,wikidata
Q57432546,Eric Grogan,wikidata
Q91553572,John W. Brock,wikidata
Q83422273,Tom Schwartz,wikidata
Q86031195,Richard Pierce,wikidata
Q83260949,Phillip Lieberman,wikidata
Q83389813,Joy Calico,wikidata
Q83389813,Joy H. Calico,wikidata
Q86295182,Alejandro Acierto,wikidata
Q83492790,Laura Carpenter,wikidata
Q63433333,Mary Tolbert,wikidata
Q64827550,Myron Kapetanakis,wikidata
Q64827550,MYRON KAPETANAKIS,wikidata
Q60061688,Mayur Patel,wikidata
Q55714844,David Penson,wikidata
Q72967201,Christopher Johns,wikidata
Q57079078,Amy Engevik,wikidata
Q78256982,Patricia A. Snyder,wikidata
Q106396216,Johnston Morrison Jr,orcid
Q64826954,Amanda J Morgan,orcid
Q64826954,Mandy Morgan,orcid
Q83450852,Jamie Lynn Reed,orcid
Q106396490,Sarah M. Schneck,orcid
Q106396567,Victor F. Calderon,orcid
Q59396847,AM Brown,orcid
Q45280615,Ana  M Carneiro,orcid
Q45280615,Ana Carneiro,orcid
Q106396394,Moyo Ajayi,orcid
Q47152305,S. A. Guelcher,orcid
Q106396207,Janel R. McLean,orcid
Q46446912,Clare M McCabe,orcid
Q15990386,David J Hess,orcid
Q87032967,Diane Saunders,orcid
Q91536407,Kristin M. Poole,orcid
Q91536407,Kristin Poole O'Grady,orcid
Q100502411,Alicia M Hymel,orcid
Q37370995,"James M. Luther, MD, MSCI",orcid
Q100415173,Juanita Prieto Garcia,orcid
Q100415173,Juanita Prieto,orcid
Q106396516,Simone Abella,orcid
Q60227478,W. Clay Spencer ,orcid
Q91323375,Cassie Oliver,orcid
Q60310011,Rajnish K Gupta,orcid
Q60310011,Rajnish Kumar Gupta,orcid
Q60310011,R Gupta,orcid
Q60310011,RK Gupta,orcid
Q106396335,Lindsey Ann Rentmeester,orcid
Q86053388,Sadik Taskin Tas,orcid
Q86053388,Taskin Sadik Tas,orcid
Q106396503,Vicki Greene,orcid
Q86697254,Richard McGregor,orcid
Q91486739,Acra SA,orcid
Q86590134,Lynn Tarte Ramey,orcid
Q56056821,WJ McDonnell,orcid
Q56056821,W McDonnell,orcid
Q91317221,"Shawniqua T Williams, MNG, MD",orcid
Q43108114,Rachel A. Henry,orcid
Q43108114,Rachel A. Henry-Bonami,orcid
Q91537132,Marta Schulman,orcid
Q40670042,Steven James Baskauf,orcid
Q40670042,Steve Baskauf,orcid
Q61108096,David M. Aronoff,orcid
Q61108096,DM Aronoff,orcid
Q80794616,Raja Konjeti,orcid
Q98576026,Åsa Ljunggren-Rose,orcid
Q90348778,W. Kimryn Rathmell,orcid
Q91486445,Lisa Hunt ,orcid
Q60976124,Nicole Everson,orcid
Q106396462,Reza Imani-Shikhabadi,orcid
Q57338979,Paula Marincola,orcid
Q106396268,Josh Fessel,orcid
Q106396522,Stéphane Alain Braün,orcid
Q106396522,Stéphane A. Braün,orcid
Q106396522,Stéphane A Braün,orcid
Q106396522,Stephane Braun,orcid
Q106396522,Stephane Alain Braun,orcid
Q106396522,Stephane A. Braun,orcid
Q106396522,Stephane A Braun,orcid
Q86839283,Jeff Nyman,orcid
Q46478044,Upul Deepthike Halambage,orcid
Q46478044,Upul Deepthike,orcid
Q46478044,Halambage Upul Deepthike,orcid
Q58086879,Dan Morrison,orcid
Q106395808,Lindsey Langsdon,orcid
Q106395808,Lindsey C. Langsdon,orcid
Q106395808,Lindsey Fox,orcid
Q86835417,Jessica A. Clarke,orcid
Q91511477,Gunes Kutlu,orcid
Q59608689,David Schwartz,orcid
Q106396558,Van-Tung Phan,orcid
Q86844998,Janey Smith,orcid
Q59374212,Lynn S. Fuchs,orcid
Q42289929,Ginger J. Lohr,orcid
Q86531551,F.R. Haselton,orcid
Q86531551,Rick Haselton,orcid
Q4734737,Alp Ikizler,orcid
Q81931692,Patrick Ryan Gentry,orcid
Q81931692,Patrick R. Gentry,orcid
Q81931692,P. R. Gentry,orcid
Q106396036,"Cate, Caitlin J. Couch",orcid
Q83498606,Stacey Margarita Johnson,orcid
Q57326188,Andrea Bachus,orcid
Q28112848,K.F. Galloway,orcid
Q106396020,Robert Bodenheimer,orcid
Q106396501,Sen  Yang,orcid
Q47135901,Amy E. Frees,orcid
Q47135901,Amy F. Martinez,orcid
Q47135901,Amy Frees Martinez,orcid
Q47135901,A. E. Frees,orcid
Q47135901,A. F. Martinez,orcid
Q79957488,Hans Aerni,orcid
Q42327790,Yi-ke Li,orcid
Q59751870,Will Doyle,orcid
Q89674557,Melissa A. Steapleton,orcid
Q98199131,James Robertson,orcid
Q47709961,Amanda L. Sherman,orcid
Q37366747,Jim Crowe,orcid
Q37366747,"James E. Crowe, Jr.",orcid
Q85527889,Diana Smith,orcid
Q96138344,Meredith D. Stevenson,orcid
Q57564108,Ana Carneiro,orcid
Q57564108,Ana M Carneiro,orcid
Q95979994,Matt Singh,orcid
Q58414956,Laura Huston Withrow,orcid
Q58414956,Laura Withrow,orcid
Q59822722,William Reid Bolus,orcid
Q88402674,S O Chioma,orcid
Q88402674,Chioma O S,orcid
Q88402674,O Chioma,orcid
Q88402674,OS Chioma,orcid
Q88402674,Ozioma Chioma,orcid
Q91034691,Sarah F Maddox,orcid
Q86839336,Paul H King,orcid
Q86839336,Paul Harvey King,orcid
Q86839336,Paul King,orcid
Q86839336,P H King,orcid
Q93379970,Kellie Wilson,orcid
Q106396448,Rachel Kate Howe,orcid
Q87891570,Dain Beezer,orcid
Q56590549,kristin burnum,orcid
Q42875961,H Y Yin,orcid
Q42875961,Huiyong Yin,orcid
Q42875961,Yin H Y,orcid
Q42875961,Yin Huiyong,orcid
Q39032997,DJ Sakrikar,orcid
Q61156330,Ruey Hu,orcid
Q54067420,Jeff Carr,orcid
Q54067420,J. Jeffrey Carr,orcid
Q54067420,John J. Carr,orcid
Q54067420,Jeffery Carr,orcid
Q96168003,Eric KF Donahue,orcid
Q106395820,Christopher Good,orcid
Q106395820,Chris Good,orcid
Q106396346,Madison Jupitz,orcid
Q86835462,Clanitra Nejdl,orcid
Q86835462,Clanitra S. Nejdl,orcid
Q61093755,Rachel Lane Walden,orcid
Q106395964,Amy Cassata-Widera,orcid
Q86839125,Kenny Tao,orcid
Q106396403,Nataliya ,orcid
Q58099503,Mark C Frisse,orcid
Q58099503,Mark E Frisse,orcid
Q91256249,Amy Yousefi,orcid
Q37838576,Willem,orcid
Q43151068,Paula Pohlman,orcid
Q43151068,Paula R. Pohlmann,orcid
Q43151068,Paula Raffin Pohlmann,orcid
Q43151068,Paula Pohlmann,orcid
Q106396327,Lea Sayce,orcid
Q106396327,Leanne Carrott,orcid
Q91232105,Celestine N Wanjalla,orcid
Q60567380,Lori Arlinghaus Davis,orcid
Q106396232,Jennifer J. Young,orcid
Q58855323,Dennis Kjølhede Jeppesen,orcid
Q43178526,Noemi Tejera Hernandez,orcid
Q106396318,Laura Forest Gruss Rosenfeld,orcid
Q106396009,BJ Broome,orcid
Q106396301,KE Schriver,orcid
Q106396301,Kenneth E Schriver,orcid
Q106396338,Lori Haislip,orcid
Q79275546,E. Grundstrom,orcid
Q79275546,E. D. Grundstrom,orcid
Q106396395,Dr. Md Kamrul Hasan,orcid
Q83546274,Cynthia J. Cyrus,orcid
Q57437344,C Andrew Johnson,orcid
Q57437344,Andrew Johnson,orcid
Q38330606,Mariana N. Xavier,orcid
Q60058145,Jessica Moore-Hooten,orcid
Q60058145,Jessica Lindsey Moore,orcid
Q35703619,Ahmed S. Attia,orcid
Q91996499,Yoon-Ha Hwang,orcid
Q79276562,Andy O'Hara,orcid
Q58660631,Thomas Graeme Folland,orcid
Q58660631,T G Folland,orcid
Q58660631,T Folland,orcid
Q85354867,肖亮,orcid
Q38546727,Rebecca T. Thomason,orcid
Q106396261,Jonathan Vincent Farina,orcid
Q106396251,Johanna C. Gandy,orcid
Q106395815,Linda K. Tesar,orcid
Q91278785,F. Christopher Peritore-Galve,orcid
Q85976318,Patricia Midori Murobushi Ozawa,orcid
Q97398211,Courtney J. Young,orcid
Q97398211,Courtney Young-Pitts,orcid
Q86839179,Shekwoga,orcid
Q52598526,"Ellis, CR",orcid
Q83555540,Chris Candelaria,orcid
Q83555540,Christopher A. Candelaria,orcid
Q42708283,Larry Zwiebel,orcid
Q42415822,Satish Raj,orcid
Q89223923,Lindsey M Dethrage,orcid
Q89223923,Lindsey M Thompson,orcid
Q89223923,Lindsey Thompson,orcid
Q106396479,Samuel J Dunham,orcid
Q106396428,P. Reisz,orcid
Q82598865,R. Agarwal,orcid
Q87661395,Kate Damme,orcid
Q87661395,Katherine FIlip,orcid
Q49359261,RP Ceddia,orcid
Q96193430,Sharon Gray,orcid
Q106396118,Emilee M Friedman,orcid
Q106396337,Lorena Infante,orcid
Q63443422,Richard Murray,orcid
Q63443422,Richard A. Murray,orcid
Q90057482,Lauren Scarfe,orcid
Q60325769,Linda S. Zhang,orcid
Q61104326,Ray SC,orcid
Q63676483,Research Associate,orcid
Q92159174,Anne Powell,orcid
Q95288245,Ann Ford Green,orcid
Q43142613,Gregory R Larkin,orcid
Q83364059,Benjamin J. Tamber-Rosenau,orcid
Q83364059,Benjamin Jacob Tamber-Rosenau,orcid
Q83364059,Benjamin J. Rosenau,orcid
Q83364059,Benjamin Jacob Rosenau,orcid
Q83364059,Benjamin Rosenau,orcid
Q62621305,Mallory N. Blasingame,orcid
Q62621305,MN Blasingame,orcid
Q62621305,Mallory Blasingame,orcid
Q97398602,LeTizia Baxter Smith,orcid
Q98204774,Austin N. Southard-Smith,orcid
Q106396266,"Joseph K. Prinsen, DO, PhD",orcid
Q106395810,Ed Warga,orcid
Q55762163,Cassy Robinson-Cohen,orcid
Q106396388,Michal Wegrzynowicz,orcid
Q91628843,Allison M. Steele,orcid
Q106396529,Chris Oh,orcid
Q88024535,Sarah Bourne,orcid
Q88319404,Rich Breyer,orcid
Q106395822,Abby Smith,orcid
Q74470595,Sait Umar,orcid
Q42783120,Imam Uddin,orcid
Q90198852,Jonathan H. Sheehan,orcid
Q101225492,Shawna McLetchie,orcid
Q6263975,John P. Wikswo,orcid
Q6263975,"John P. Wikswo, Jr.",orcid
Q106396568,Victor Falgas,orcid
Q106396568,Victor Falgas--Ravry,orcid
Q98938978,Barbara L Thompson,orcid
Q37387391,Summer Porter,orcid
Q51175033,"John Burke, J.M. Burke",orcid
Q41547086,Stephen M. Wilson,orcid
Q55711825,Carrie Everett,orcid
Q85055316,Victoria Ramsey,orcid
Q91991951,G. Donald Okoye,orcid
Q91991951,Gosife D Okoye,orcid
Q91991951,"Okoye, G.D.",orcid
Q38099106,Clifford Blake Anderson,orcid
Q101542378,Honora Ford Nerz,orcid
Q106396431,"Kaisary, Philip J.",orcid
Q57043025,B. R. Rogers,orcid
Q87661607,Jiang Wei,orcid
Q106396543,T. Parent,orcid
Q57079293,Bobby Morrison,orcid
Q41044320,Carlos Federico Lopez,orcid
Q47632570,Marcus B. Weaver-Hightower,orcid
Q106396422,Trish Labosky,orcid
Q97398209,Bonita Ann Pilon,orcid
Q106396320,Laura M. Desimone,orcid
Q64220790,Hemant B. Badgandi,orcid
Q90383465,E. Anne Hatmaker,orcid
Q56678838,David Hugh McGuinness,orcid
Q38196451,Elisabeth Rose Shook,orcid
Q38196451,Elisabeth Ruble,orcid
Q38196451,Elisabeth Rose Ruble,orcid
Q91440633,"Amy Whigham, MD",orcid
Q91440633,"Amy S. Whigham, MD",orcid
Q57434698,Veronica Ikeshoji-Orlati,orcid
Q57434698,VGA Ikeshoji-Orlati,orcid
Q106396424,Horak P,orcid
Q77515406,Elwood Mullins,orcid
Q86604813,S. Raina,orcid
Q83426532,Woden Kusner,orcid
Q83426532,Woeden Kusner,orcid
Q61085205,Nathaniel J. Hart,orcid
Q24238424,"Wes Ely, E. Wesley Ely",orcid
Q58262891,Md Tanveer Karim,orcid
Q106395938,Adrianne H Wu,orcid
Q89305670,Ellen Hunt Steele,orcid
Q89305670,Ellie Steele,orcid
Q47985968,Heather Himelhoch,orcid
Q106396400,Nagarajan Raju,orcid
Q41112458,Doug Strand,orcid
Q59600801,Taylor Johnson,orcid
Q59600801,Taylor Thomas Johnson,orcid
Q52789917,Saveer Ahmed,orcid
Q52789917,Ahmed M Saveer,orcid
Q57068510,José Ponce-Coria,orcid
Q43167428,Charles E. Matthews,orcid
Q43167428,Charles Matthews,orcid
Q43167428,Chuck Matthews,orcid
Q59469396,Megan Murray,orcid
Q37651326,"Sutcliffe, JS",orcid
Q106396262,Jordan Jack Grigor,orcid
Q90143147,Mark W. Newton,orcid
Q106395813,Rachel E. Vacek,orcid
Q55205451,MN Möller,orcid
Q81185725,Brian Welch,orcid
Q81185725,Edward Brian Welch,orcid
Q59785000,Dr. Elke Stein,orcid
Q59785000,Elke Stein,orcid
Q59785000,E. Stein,orcid
Q59785000,"Stein, E.",orcid
Q59785000,Stein Elke,orcid
Q59785000,"Elke Stein, Ph.D.",orcid
Q59785000,stein_elke,orcid
Q106396546,Thiago Assis,orcid
Q62662214,李晨,orcid
Q57014808,Ryan Michael Cassidy,orcid
Q106396244,Jillian M. Lucanie,orcid
Q80512431,Galen Andrew Collins,orcid
Q80512431,Galen Collins,orcid
Q56894843,QJ Zhou,orcid
Q53996426,Jill Bellovary,orcid
Q53996426,Jill Meyer,orcid
Q53996426,Jillian Meyer,orcid
Q59198391,Goksel Niyazi Demirer,orcid
Q59591096,Mukhtar Ahmed,orcid
Q59677301,Laura Beth Carpin,orcid
Q40283949,Jeremy VanderWeele,orcid
Q87590754,Andrea Page,orcid
Q106396325,Leah A. Peña Teeters,orcid
Q47941111,Bhat AA,orcid
Q47941111,Ajaz A. Bhat,orcid
Q57375867,"Williams, A. M.",orcid
Q57375867,"Williams, AM",orcid
Q86738077,Stephen S. Humble,orcid
Q59684366,Shannon Anjelica Allport,orcid
Q43025398,Jennifer L. Morrell,orcid
Q42627942,Mahesh B. Chandrasekharan,orcid
Q58871125,BC White,orcid
Q58871125,White BC,orcid
Q106395947,Dr. Alaa metwally,orcid
Q86814226,Choudhury M. H.,orcid
Q86814226,Moinul H. Choudhury,orcid
Q86814226,M. H. Choudhury,orcid
Q90406196,Chris Lord,orcid
Q40374748,"Lee, Junho H",orcid
Q97640008,J Greg Terry,orcid
Q86851971,류일우,orcid
Q106396165,Halit Aktürk,orcid
Q106396240,Jesús M. Ortiz Picón,orcid
Q69791676,PB Manis,orcid
Q69791676,Manis PB,orcid
Q69791676,Manis P,orcid
Q79275925,Bill Gabella,orcid
Q45992439,"Ericsson, PG",orcid
Q45992439,"Gonzalez-Ericsson, PI",orcid
Q106396157,boomer trujillo,orcid
Q60596899,Singh AP,orcid
Q98659796,Wendy Peia Oakes,orcid
Q106396511,Sheryl Frierson,orcid
Q106396511,Sheryl Rimrodt,orcid
Q38362730,Muktar Hassan Aliyu,orcid
Q91486147,James D. Wilkinson,orcid
Q91486709,Rosemary Hunter Aaron,orcid
Q106395983,Gracie Kelly,orcid
Q83520902,Corrin Graham,orcid
Q83520902,Corrin Gillis,orcid
Q42777394,Lueder A. Kahrs,orcid
Q42777394,Lüder A. Kahrs,orcid
Q49643652,Serkin Park,orcid
Q90280705,Jashim Uddin,orcid
Q59692164,A. Lagrange,orcid
Q91547790,Muhammad A Rauf,orcid
Q56851379,Valeria Estrada,orcid
Q104466435,Muhammad H. Hayat,orcid
Q61827551,Robert Lee-Young,orcid
Q47982810,Aubie K Shaw,orcid
Q75789306,Na Qin,orcid
Q92479182,Luis E. Diaz Gimenez,orcid
Q92479182,Luis E. Diaz G.,orcid
Q92479182,Luis E. Gimenez,orcid
Q56957003,Q. Wang,orcid
Q86828529,Beth Prusaczyk,orcid
Q106396566,Vera M Todd,orcid
Q106396566,Vera Mayhew Todd,orcid
Q106396566,Vera Mayhew,orcid
Q99417232,Jason Burke,orcid
Q95937100,Frank Fan,orcid
Q69665081,Jiaxi Xu,orcid
Q58011236,Angela Zhang,orcid
Q79276505,Dr. Duane M. Lee,orcid
Q79276505,"Duane M. Lee, Ph.D.",orcid
Q79276505,Duane Lee,orcid
Q106395937,Adrian Lim,orcid
Q42932552,Karolj Mirnic,orcid
Q43103272,A. Bertrand Brill,orcid
Q56885800,Raquel Mejias,orcid
Q91908140,Richard S Conley,orcid
Q91908140,R. Scott Conley,orcid
Q91908140,R.S. Conley,orcid
Q90454225,Catherine M. Hammack-Aviran,orcid
Q63454967,Xiongfei Pan,orcid
Q88223986,Avantika Saraf,orcid
Q57016770,Suhas Vasaikar,orcid
Q87876929,CB Walters,orcid
Q48150715,Xiaoyong Zhang,orcid
Q106395811,Christy Ryan,orcid
Q86159608,Edward G.A. Iglesia,orcid
Q90143346,"Laura Lock Sorabella, MD",orcid
Q79961247,Walden RR,orcid
Q79961247,Rachel R Walden,orcid
Q83945297,X.-F. Li,orcid
Q37381999,Tsuyoshi Miyagawa,orcid
Q63374971,Sudheer Kumar Pabbisetty,orcid
Q87962524,Joël Jovanovic,orcid
Q106396427,Law PK,orcid
Q41705580,Lisa J Schlueter,orcid
Q41705580,Lisa S. McFadyen-Ketchum,orcid
Q41705580,Lisa Schlueter McFadyen-Ketchum,orcid
Q52351219,Zhongliu-Liu Wu,orcid
Q52351219,Zhongliu Wu,orcid
Q91701913,白丹,orcid
Q63561885,Igor A. Feoktistov,orcid
Q63561885,Igor Feokistov,orcid
Q48340570,Ashley A Jagar,orcid
Q57200084,"Frank J. Raucci, Jr",orcid
Q106396140,Florence Faucher-King,orcid
Q106396282,Katie Hay,orcid
Q56000353,"Giuse, NB",orcid
Q56000353,"Giuse, Nunzia Bettinsoli",orcid
Q56000353,"Giuse Bettinsoli, Nunzia",orcid
Q56000353,"Giuse, N.B.",orcid
Q56000353,"Guise, NB",orcid
Q106396015,Bethanie Hull,orcid
Q71850074,Jacobus J. Hamman,orcid
Q67989637,"Robert T. Means, Jr,",orcid
Q57688080,Leonid Raskin,orcid
Q56503179,Ciria C Hernandez,orcid
Q56550550,Abou Simon.,orcid
Q56384161,John T. Bates,orcid
Q106395957,Ali Carroll,orcid
Q106395957,"Rittenberg, Alison",orcid
Q106395957,"Rittenberg, Alison M",orcid
Q106395957,"Carroll, Alison R",orcid
Q106395957,"Carroll, AR",orcid
Q106396554,Tina C. Uselton,orcid
Q106396554,T. B. Carter,orcid
Q106396554,Tina Carter,orcid
Q106396554,Tina U. Trail,orcid
Q60667143,梁晓云,orcid
Q106396012,Ben Lee,orcid
Q57440858,Mike Vandenbergh,orcid
Q37616152,Eric Gamazon,orcid
Q67715030,John G. Benitez,orcid
Q67715030,jg benitez,orcid
Q67715030,jbenitez,orcid
Q67715030,"Benitez, JG",orcid
Q67715030,"Benitez, J",orcid
Q85651737,Mustafa Ünal,orcid
Q60396043,David Fu,orcid
Q93168966,Aida Jimenez,orcid
Q93168966,Aida L. Jimenez,orcid
Q93168966,Aida Jimenez-Torres,orcid
Q93168966,Aida L. Jimenez-Torres,orcid
Q82683894,Christine Lovely,manual
Q86835462,Clanitra Stewart Nejdl,wikidata
Q67554073,Sandra L. Barnes,manual
Q83505989,M. Douglas Meeks,manual
Q83505989,M. Meeks,manual
Q83492880,Oluchi Nwosu,manual
Q83500331,J.M. Floyd-Thomas,manual
Q83500331,J. M. Floyd-Thomas,manual
Q83500331,Juan M. Floyd-Thomas,manual
Q16122562,F. F. Segovia,manual
Q83422314,J. Hudnut-Beumler,manual
Q83492880,O. C. Nwosu,manual
Q67554073,S. L. Barnes,manual
Q83505867,G. Reside,manual
Q83500331,Juan M. Floyd-thomas,manual
Q83422314,James Hudnut‐Beumler,manual
Q83500325,Paul de Hart,manual
Q83500325,Paul De Hart,manual
Q83500325,PAUL De HART,manual
Q83500325,Paul Dehart,manual
Q6113796,J.M. Sasson,manual
Q83505877,S. BRUCE VAUGHN,manual
Q83389821,J. Geller,manual
Q83389821,Jay Geller,manual
Q83505887,Phillis Sheppard,manual
Q67554073,Sandra L. Barnes,manual
