accession_number,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y,roll_angle,pan_angle,tilt_angle,"landmarking, confidence",joy_likelihood,sorrow_likelihood,anger_likelihood,surprise_likelihood,under_exposed_likelihood,blurred_likelihood,headwear_likelihood,landmarking_confidence
1971.022,0.8828125,0.335,0.726,0.2003069838833461,0.5487336914811972,335,726,261,715,6.051367,27.76326,0.52201664,,1,1,1,1,1,1,1,0.3240581
1971.025,0.7890625,0.413,0.627,0.28428927680798005,0.4912718204488778,413,627,342,591,-0.750497,-16.549173,-5.739135,,1,1,1,1,1,1,1,0.5654289
1971.037,0.69921875,0.363,0.662,0.2568064753495217,0.5128771155261221,363,662,349,697,7.071832,18.878395,-1.8148009,,1,1,1,1,1,1,1,0.43952957
1971.038,0.78125,0.325,0.693,0.17439293598233996,0.48933038999264167,325,693,237,665,2.4790792,19.744862,-4.338961,,1,1,1,1,1,1,1,0.73686355
1971.039,0.71484375,0.313,0.615,0.2501839587932303,0.5091979396615158,313,615,340,692,-3.177711,-42.687366,-2.7202523,,1,1,1,1,1,1,1,0.20463243
1971.047,0.6484375,0.36936936936936937,0.5885885885885885,0.05690376569037657,0.2702928870292887,369,588,68,323,3.5753062,-10.049314,-5.141563,,2,1,1,1,1,1,1,0.61437994
1973.022,0.734375,0.7127272727272728,0.8745454545454545,0.2702702702702703,0.4774774774774775,784,962,270,477,-13.919429,9.5989,5.726381,,1,1,1,1,1,1,1,0.56695586
1973.022,0.78125,0.6681818181818182,0.8281818181818181,0.14614614614614616,0.35135135135135137,735,911,146,351,-15.549793,7.626995,1.6329213,,1,1,1,1,1,1,1,0.7336539
1973.022,0.5234375,0.3018181818181818,0.3890909090909091,0.06706706706706707,0.17917917917917917,332,428,67,179,0.30805176,-5.7452893,0.80339205,,1,1,1,1,1,1,1,0.35628027
1973.022,0.65625,0.4263636363636364,0.59,0.1971971971971972,0.4074074074074074,469,649,197,407,-17.563015,9.227809,2.5972083,,1,1,1,1,1,1,1,0.5946041
1973.022,0.55078125,0.75,0.9127272727272727,0.6796796796796797,0.8888888888888888,825,1004,679,888,1.8969929,-2.1837187,-10.2905,,1,1,1,1,1,1,2,0.69429076
1973.022,0.53515625,0.13090909090909092,0.21818181818181817,0.6266266266266266,0.7387387387387387,144,240,626,738,5.4695463,-9.66144,0.8274293,,1,2,1,1,1,1,1,0.38619328
1974.024,0.59765625,0.397,0.576,0.13537771129394166,0.29094988780852654,397,576,181,389,2.3808274,-5.674696,4.617196,,1,1,1,1,1,1,1,0.7622641
1974.027,0.50390625,0.331,0.627,0.14233576642335766,0.39343065693430657,331,627,195,539,-1.827234,19.877382,2.6839952,,1,1,1,1,1,1,1,0.49552086
1975.003,0.76171875,0.374,0.66,0.05458860759493671,0.3180379746835443,374,660,69,402,-5.566604,11.8722315,-5.4195065,,1,1,1,1,1,1,1,0.55129117
1975.012,0.62109375,0.26,0.73,0.19373942470389172,0.6565143824027073,260,730,229,776,-2.3573358,22.577738,-1.1759561,,1,1,1,1,1,1,1,0.4015308
1975.014,0.8515625,0.30385487528344673,0.6077097505668935,0.185,0.44333333333333336,134,268,111,266,-3.2674572,-11.111806,-0.48531502,,1,1,1,1,1,1,1,0.45362133
2008.120,0.8671875,0.4306569343065693,0.5766423357664233,0.4213709677419355,0.5625,177,237,209,279,1.7315297,-48.807472,1.4784026,,2,1,1,1,1,1,3,0.25412998
2008.120,0.921875,0.3260340632603406,0.5036496350364964,0.34475806451612906,0.5161290322580645,134,207,171,256,-14.7840805,-9.83062,2.022802,,1,1,1,1,1,1,1,0.22680476
2008.121,0.7890625,0.30120481927710846,0.4859437751004016,0.30170316301703165,0.5620437956204379,150,242,124,231,0.57515,52.235935,1.2506196,,5,1,1,1,1,1,1,0.25949642
2008.122,0.96875,0.7409638554216867,0.8895582329317269,0.2798053527980535,0.48661800486618007,369,443,115,200,10.276446,13.901277,5.8962836,,3,1,1,1,1,1,1,0.4490624
2008.122,0.96875,0.19076305220883535,0.39357429718875503,0.1678832116788321,0.45255474452554745,95,196,69,186,0.025276331,16.419868,-2.8484116,,5,1,1,1,1,1,1,0.68035
2008.123,0.8203125,0.6177062374245473,0.9979879275653923,0.1529126213592233,0.7038834951456311,307,496,63,290,-2.605302,-30.153038,9.126148,,1,1,1,1,1,1,1,0.044159345
2008.123,0.98828125,0.3038229376257545,0.5191146881287726,0.4538834951456311,0.7597087378640777,151,258,187,313,-7.3912272,-9.507174,1.6263064,,1,1,1,1,1,1,1,0.40483755
2008.123,0.76953125,0.06438631790744467,0.17303822937625754,0.5509708737864077,0.7038834951456311,32,86,227,290,7.2895913,34.925846,-0.17229588,,1,1,1,1,5,1,1,0.022167804
2008.124,0.94140625,0.5191146881287726,0.7183098591549296,0.2116788321167883,0.49391727493917276,258,357,87,203,-1.21371,-39.34878,5.49066,,1,1,1,1,1,1,1,0.5476113
2008.124,0.9921875,0.0744466800804829,0.30181086519114686,0.1411192214111922,0.46228710462287104,37,150,58,190,13.5784445,-4.1163564,6.740381,,2,1,1,1,1,1,1,0.73549485
2008.124,0.64453125,0.8209255533199196,0.937625754527163,0.39416058394160586,0.559610705596107,408,466,162,230,0.095195316,43.109535,8.254377,,1,1,1,1,5,1,1,0.022331748
2008.125,0.96875,0.35279805352798055,0.6058394160583942,0.35542168674698793,0.6004016064257028,145,249,177,299,-8.167147,-16.337431,-3.9340532,,5,1,1,1,1,1,1,0.6056676
2008.125,0.98046875,0.15815085158150852,0.38686131386861317,0.463855421686747,0.6827309236947792,65,159,231,340,9.177428,14.210454,-8.538121,,5,1,1,1,1,1,1,0.5850472
2008.126,0.5390625,0.1790744466800805,0.2152917505030181,0.39172749391727496,0.44038929440389296,89,107,161,181,18.448404,63.233227,-7.5783463,,1,1,1,1,1,1,1,0.0033714264
2008.126,0.859375,0.2776659959758551,0.358148893360161,0.3333333333333333,0.44768856447688565,138,178,137,184,0.88463646,4.681329,-2.3954158,,4,1,1,1,1,1,1,0.29197687
2008.127,0.88671875,0.7082494969818913,0.7585513078470825,0.32116788321167883,0.39416058394160586,352,377,132,162,0.19300072,8.6925,1.1037211,,1,1,1,1,1,1,2,0.043386865
2008.127,0.91796875,0.2535211267605634,0.352112676056338,0.30900243309002434,0.45012165450121655,126,175,127,185,-16.748312,-41.813164,-6.050421,,1,1,1,1,1,1,1,0.16251098
2008.128,0.84765625,0.15694164989939638,0.43259557344064387,0.26763990267639903,0.6545012165450121,78,215,110,269,-22.810436,-26.744804,-0.1696217,,1,1,1,1,1,1,1,0.40173244
2008.128,0.8203125,0.27565392354124746,0.5975855130784709,0.15571776155717762,0.610705596107056,137,297,64,251,-26.874311,-37.865135,-13.874473,,3,1,1,1,1,1,1,0.26477155
2008.129,0.9921875,0.3253012048192771,0.4397590361445783,0.3859223300970874,0.5485436893203883,162,219,159,226,-5.0721297,-0.1834116,-10.846486,,1,1,1,1,1,1,1,0.82658166
2008.129,0.94921875,0.6244979919678715,0.8253012048192772,0.3131067961165049,0.5946601941747572,311,411,129,245,0.59104174,-11.96394,3.2114816,,1,1,1,1,1,1,1,0.3248664
2008.129,0.96875,0.5682730923694779,0.7088353413654619,0.1941747572815534,0.3932038834951456,283,353,80,162,-15.126653,-49.932415,-2.2248552,,1,1,1,1,1,1,1,0.50040627
2008.130,0.96484375,0.11422845691382766,0.2865731462925852,0.220873786407767,0.46116504854368934,57,143,91,190,20.5615,25.854591,-9.1992235,,5,1,1,1,1,1,1,0.5425169
2008.130,0.9375,0.7434869739478958,0.9378757515030061,0.16990291262135923,0.4441747572815534,371,468,70,183,-8.50634,-16.219097,-7.528727,,5,1,1,1,1,1,1,0.39043579
2008.130,0.94140625,0.46693386773547096,0.6032064128256514,0.3470873786407767,0.5412621359223301,233,301,143,223,3.7869139,-38.85152,14.454559,,1,1,1,1,1,1,1,0.16145761
2008.131,0.97265625,0.7014028056112225,0.8637274549098196,0.0825242718446602,0.3106796116504854,350,431,34,128,-4.6567626,-13.425931,-1.1080108,,1,1,2,1,1,1,1,0.7257435
2008.132,0.98828125,0.49899799599198397,0.6432865731462926,0.16136919315403422,0.36674816625916873,249,321,66,150,-5.315943,-25.077852,-4.424568,,1,1,1,1,1,1,1,0.3071268
2008.133,0.99609375,0.3815261044176707,0.5261044176706827,0.12439024390243902,0.32926829268292684,190,262,51,135,-5.0654464,-6.854692,1.2152761,,2,1,1,1,1,1,1,0.6208319
2008.134,0.875,0.3121951219512195,0.5292682926829269,0.13883299798792756,0.3460764587525151,128,217,69,172,-18.906939,2.8642993,-6.7936788,,5,1,1,1,1,1,1,0.5925166
2008.134,0.82421875,0.47073170731707314,0.6292682926829268,0.2575452716297787,0.4104627766599598,193,258,128,204,18.663145,-3.812917,-0.31930593,,1,1,1,1,1,1,1,0.6925578
2008.135,0.63671875,0.6539235412474849,0.6881287726358148,0.49391727493917276,0.5425790754257908,325,342,203,223,-2.5483835,-10.825402,-10.57219,,1,1,1,1,1,2,1,0.15113494
2008.135,0.65625,0.19919517102615694,0.2917505030181087,0.10218978102189781,0.23357664233576642,99,145,42,96,11.631216,23.836275,4.8640056,,1,1,1,1,1,1,3,0.49085715
2008.135,0.89453125,0.8229376257545271,0.8752515090543259,0.5085158150851582,0.583941605839416,409,435,209,240,11.039411,-29.26533,12.818692,,1,1,1,1,1,1,1,0.1730946
2008.135,0.80859375,0.8772635814889336,0.9396378269617707,0.49635036496350365,0.583941605839416,436,467,204,240,5.1929674,-49.04776,9.00609,,1,1,1,1,1,1,1,0.3144451
2008.135,0.859375,0.40040241448692154,0.45875251509054327,0.18491484184914841,0.26763990267639903,199,228,76,110,3.1317387,-169.8386,-12.65434,,1,1,1,1,1,1,1,0.003822222
2008.138,0.9453125,0.35853658536585364,0.5658536585365853,0.10642570281124498,0.30522088353413657,147,232,53,152,5.158992,-7.0753746,0.14042646,,5,1,1,1,1,1,1,0.72565925
2008.138,0.58984375,0.275609756097561,0.3195121951219512,0.27309236947791166,0.3152610441767068,113,131,136,157,-1.4888558,174.75038,4.1333556,,1,1,1,1,1,1,1,0.008821147
2008.139,0.9765625,0.3439024390243902,0.5536585365853659,0.014056224899598393,0.21686746987951808,141,227,7,108,-32.261333,-6.824976,-11.029493,,5,1,1,1,1,1,1,0.6869466
2008.141,0.953125,0.4692874692874693,0.6781326781326781,0.16161616161616163,0.3616161616161616,191,276,80,179,16.57498,33.343506,-8.565831,,5,1,1,1,1,1,1,0.39764163
2008.142,0.9140625,0.05421686746987952,0.18473895582329317,0.13022113022113022,0.31695331695331697,27,92,53,129,-15.973118,-2.9707136,14.1088505,,5,1,1,1,1,1,1,0.5642249
2008.142,0.98828125,0.3152610441767068,0.4598393574297189,0.18673218673218672,0.3906633906633907,157,229,76,159,-4.485073,4.6654873,-6.373709,,5,1,1,1,1,1,1,0.8159278
2008.142,0.875,0.4759036144578313,0.6485943775100401,0.12039312039312039,0.36609336609336607,237,323,49,149,1.2701807,-36.405586,-10.299748,,5,1,1,1,1,1,1,0.25937468
2008.143,0.6015625,0.1851106639839034,0.2515090543259557,0.20147420147420148,0.29484029484029484,92,125,82,120,3.3799453,175.73404,-0.23593399,,1,1,1,1,1,1,1,0.004743991
2008.143,0.64453125,0.3561368209255533,0.48893360160965793,0.19901719901719903,0.3882063882063882,177,243,81,158,-20.603308,-72.051865,-14.358569,,1,1,1,1,1,1,1,0.010296084
2008.143,0.9609375,0.5875251509054326,0.8189134808853119,0.03194103194103194,0.35872235872235875,292,407,13,146,-8.780282,-0.38446826,-2.522218,,5,1,1,1,1,1,1,0.6475703
2008.146,0.84375,0.657258064516129,0.6995967741935484,0.29310344827586204,0.35467980295566504,326,347,119,144,7.5940514,-15.772676,0.14684781,,1,1,1,1,1,3,1,0.24656963
2008.147,0.6015625,0.34236453201970446,0.41625615763546797,0.37424547283702214,0.44668008048289737,139,169,186,222,-0.98022485,-78.76549,-5.9613976,,1,1,1,1,1,1,1,0.020450506
2008.147,0.65625,0.4482758620689655,0.5,0.4044265593561368,0.45472837022132795,182,203,201,226,-8.63244,-32.82415,-0.17098063,,1,1,1,1,1,1,1,0.02859431
2008.148,0.9453125,0.6417004048582996,0.7935222672064778,0.28992628992628994,0.5036855036855037,317,392,118,205,-18.085531,-52.031757,1.5151846,,1,1,1,1,1,1,1,0.4779543
2008.148,0.87890625,0.3866396761133603,0.5344129554655871,0.3759213759213759,0.5823095823095823,191,264,153,237,3.888484,46.276577,-1.3268982,,4,1,1,1,1,1,1,0.10781671
2008.149,0.7578125,0.43548387096774194,0.5,0.22413793103448276,0.31773399014778325,216,248,91,129,-0.10590366,-5.201149,0.48097542,,1,1,1,1,1,1,1,0.31088287
2008.149,0.7421875,0.532258064516129,0.6068548387096774,0.20935960591133004,0.31527093596059114,264,301,85,128,-14.761326,-13.907093,-0.45568746,,1,1,1,1,1,1,1,0.37216124
2008.150,0.5546875,0.17575757575757575,0.22626262626262628,0.6600985221674877,0.7315270935960592,87,112,268,297,-3.0311964,157.54224,-27.442745,,1,1,1,1,1,1,1,0.0030510228
2008.152,0.703125,0.8623481781376519,0.9048582995951417,0.18719211822660098,0.24876847290640394,426,447,76,101,-0.5991807,-5.9793677,1.3929261,,1,1,1,1,1,1,1,0.07256743
2008.153,0.84765625,0.1375921375921376,0.32678132678132676,0.2383838383838384,0.41818181818181815,56,133,118,207,-2.123724,5.06339,3.6064184,,1,1,1,1,1,1,1,0.56769574
2009.001a,0.9140625,0.316,0.639,0.16313993174061434,0.41911262798634813,316,639,239,614,17.180243,13.666697,-11.365612,,1,1,1,1,1,1,1,0.18160868
2009.001b,0.67578125,0.108,0.534,0.11194539249146758,0.45051194539249145,108,534,164,660,2.292588,-18.171902,-9.021765,,1,1,1,1,1,1,1,0.11691497
2009.001bb,0.73828125,0.205,0.902,0.0,0.6228748068006182,205,902,0,806,1.7462647,-22.918976,-3.002171,,1,1,1,1,1,1,1,0.27967107
2009.001cc,0.59765625,0.076,0.999,0.0,0.8531684698608965,76,999,0,1104,33.57844,-13.570641,-7.1543803,,1,1,1,1,1,1,1,0.0038493958
2009.001dd,0.921875,0.474,0.984,0.16933333333333334,0.564,474,984,254,846,1.2624462,0.018451614,-8.189759,,1,1,1,1,1,1,1,0.295534
2009.001gg,0.59375,0.152,0.852,0.23470744680851063,0.7759308510638298,152,852,353,1167,-3.7118883,-14.128225,-17.431416,,1,1,1,1,1,1,1,0.014968209
2009.001h,0.55859375,0.3183183183183183,0.6166166166166166,0.02350570852921424,0.25654801880456685,318,616,35,382,-6.236161,3.4076138,-0.5224013,,2,1,1,1,1,1,1,0.2051885
2009.001hh,0.53125,0.2682682682682683,0.6676676676676677,0.26365475387727577,0.576534052596089,268,667,391,855,-6.484157,164.60701,-4.172331,,1,1,1,1,1,1,1,0.0033248868
2009.001hh,0.5390625,0.18218218218218218,0.8498498498498499,0.50236008091706,0.9993256911665542,182,849,745,1482,-11.438224,-19.61917,-21.564987,,1,1,1,1,1,1,1,0.07133693
2009.001i,0.66015625,0.338,0.513,0.06854838709677419,0.2049731182795699,338,513,102,305,5.356707,0.79903734,-4.9751906,,1,1,1,1,1,1,1,0.040062364
2009.001j,0.5390625,0.11541027351567712,0.8945963975983989,0.0,0.999,173,1341,0,999,71.048035,3.0389643,5.409842,,1,1,1,1,1,1,1,0.005677499
2009.001jj,0.78125,0.06086956521739131,0.9986622073578595,0.0,0.998998998998999,91,1493,0,998,9.67519,13.743004,4.992254,,2,1,1,1,1,1,1,0.052138455
2009.001kk,0.83984375,0.20808482438701126,0.9927104042412194,0.0,0.9819819819819819,314,1498,0,981,-0.61607116,-15.814269,-11.552363,,1,1,1,1,1,1,1,0.1192943
2009.001n,0.50390625,0.183,0.833,0.26197836166924265,0.8462132921174652,183,833,339,1095,-65.43959,30.32007,-4.6573243,,1,1,1,1,1,1,1,0.004834535
2009.001p,0.9375,0.267,0.456,0.080370942812983,0.250386398763524,267,456,104,324,1.5212364,-1.6195822,-4.8776565,,3,1,1,1,1,1,1,0.4841253
2009.001q,0.73828125,0.293,0.561,0.08268933539412673,0.32380216383307575,293,561,107,419,10.980043,-30.707851,-10.709627,,1,1,1,1,1,1,1,0.029272882
2009.001rr,0.90234375,0.436,0.76,0.0621160409556314,0.31877133105802047,436,760,91,467,15.979879,4.4162755,-3.6093204,,2,1,1,1,1,1,1,0.1432661
2009.001ss,0.5625,0.4023383768913342,0.717331499312242,0.0,0.45545545545545546,585,1043,0,455,30.836037,9.556497,-7.0292397,,2,1,1,1,1,1,1,0.11408557
2009.001t,0.50390625,0.466,0.775,0.4520865533230294,0.7295208655332303,466,775,585,944,172.3107,173.47528,-1.653422,,1,1,1,1,1,1,1,0.005149564
2009.001tt,0.72265625,0.147,0.264,0.18771331058020477,0.27986348122866894,147,264,275,410,-164.44453,-28.000439,-12.887002,,1,1,1,1,1,1,1,0.008162652
2009.001u,0.7578125,0.0,0.885,0.0,0.7782071097372488,0,885,0,1007,-50.23219,59.517445,6.3201804,,1,1,1,1,1,1,1,0.18756442
2009.001uu,0.9453125,0.546,0.704,0.23863636363636365,0.3622994652406417,546,704,357,542,-2.8489344,1.9747391,0.030835295,,1,1,1,1,1,1,1,0.28115976
2009.001v,0.59375,0.332,0.999,0.0,0.46266666666666667,332,999,0,694,90.729805,-11.671631,-15.776741,,1,1,1,1,1,1,1,0.023331415
2009.001vv,0.9609375,0.47047047047047047,0.6746746746746747,0.1289669142471303,0.2889939230249831,470,674,191,428,-5.597853,5.1207695,6.581901,,4,1,1,1,1,1,1,0.6219001
2009.001ww,0.66015625,0.04,0.548,0.06896551724137931,0.4608753315649867,40,548,104,695,118.32544,-83.17692,8.275115,,1,1,1,1,1,1,1,0.00634417
2009.001x,0.796875,0.0,0.7467467467467468,0.0,0.34773936170212766,0,746,0,523,10.379979,-15.130582,-4.2305155,,1,1,1,1,1,1,1,0.11172303
2009.006n,0.546875,0.359,0.448,0.23246951219512196,0.31021341463414637,359,448,305,407,1.983412,-84.59211,7.49111,,1,1,1,1,1,1,1,0.004179026
2009.012k,0.5546875,0.21121121121121122,0.3943943943943944,0.28735632183908044,0.4227330779054917,211,394,450,662,18.369022,67.840096,-0.45069808,,1,1,1,1,1,1,1,0.0055162017
2009.012k,0.5859375,0.4594594594594595,0.7307307307307307,0.21583652618135377,0.4163473818646232,459,730,338,652,-24.745481,-53.05182,-25.082067,,1,1,1,1,1,1,1,0.018929226
2009.012v,0.5859375,0.6606606606606606,0.7607607607607607,0.11899038461538461,0.18870192307692307,660,760,198,314,2.6332011,-18.244755,-3.644173,,1,1,1,1,1,1,1,0.02122891
2009.019,0.6328125,0.572,0.684,0.16212624584717608,0.24850498338870433,572,684,244,374,-17.84052,-28.84978,-9.011484,,5,1,1,1,1,1,2,0.5662617
2009.019,0.84375,0.0,0.169,0.2591362126245847,0.39800664451827245,0,169,390,599,-54.49869,-40.82034,-17.199406,,1,1,1,1,1,1,1,0.13928482
2010.015,0.68359375,0.132,0.33,0.7086302454473475,0.889944576405384,132,330,895,1124,-62.71358,-43.700836,-45.24441,,1,1,1,1,1,1,2,0.004642901
2011.013,0.6328125,0.5186666666666667,0.56,0.091,0.164,778,840,91,164,2.1686752,8.613114,-2.226279,,1,1,1,1,1,1,1,0.26559842
2011.013,0.921875,0.5306666666666666,0.5906666666666667,0.332,0.436,796,886,332,436,-5.682142,-4.9062157,6.8771887,,1,1,1,1,1,1,1,0.70524657
2011.013,0.96875,0.4093333333333333,0.4633333333333333,0.289,0.384,614,695,289,384,4.2969904,4.7024074,-0.99008757,,1,1,1,1,1,1,1,0.6823842
2011.014,0.53125,0.21933333333333332,0.25133333333333335,0.098,0.154,329,377,98,154,7.0901184,-23.507038,2.049079,,1,1,1,1,5,1,1,0.010589859
2011.014,0.83984375,0.5346666666666666,0.5733333333333334,0.138,0.206,802,860,138,206,-1.4211626,-2.1405077,-1.7459463,,1,1,1,1,5,1,1,0.11744922
2011.014,0.859375,0.38066666666666665,0.4226666666666667,0.133,0.206,571,634,133,206,-0.48596746,6.294554,4.918235,,1,1,1,1,5,1,1,0.6475308
2011.014,0.84765625,0.758,0.8033333333333333,0.109,0.188,1137,1205,109,188,-4.100476,-4.926575,-13.97198,,2,1,1,1,5,1,1,0.33990046
2011.014,0.7890625,0.6413333333333333,0.6826666666666666,0.117,0.189,962,1024,117,189,-6.7243986,-11.650534,2.4529667,,1,1,1,1,5,1,1,0.2520788
2012.010,0.79296875,0.28038897893030795,0.3387358184764992,0.2962962962962963,0.3793793793793794,346,418,296,379,-4.4453034,-23.68622,4.0319986,,1,1,1,1,1,1,1,0.5302665
2012.010,0.79296875,0.5688816855753647,0.6369529983792545,0.23023023023023023,0.3283283283283283,702,786,230,328,-13.758616,-51.398594,-5.0422726,,1,1,1,1,1,1,2,0.13251002
2012.011,0.51171875,0.9351422898742554,0.9622766379880874,0.334,0.382,1413,1454,334,382,1.9259964,-144.38095,4.9873776,,1,1,1,1,4,1,1,0.0042694686
2012.011,0.82421875,0.6307081403044341,0.6677696889477167,0.338,0.403,953,1009,338,403,3.3107128,-38.896236,8.667646,,1,1,1,1,1,1,1,0.39837477
