accession_number,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y,roll_angle,pan_angle,tilt_angle,"landmarking, confidence",joy_likelihood,sorrow_likelihood,anger_likelihood,surprise_likelihood,under_exposed_likelihood,blurred_likelihood,headwear_likelihood,landmarking_confidence
2008.039,0.9765625,0.27941176470588236,0.803921568627451,0.1402439024390244,0.6463414634146342,114,328,69,318,-4.7614074,-13.210347,-3.1471305,,2,1,1,1,1,1,1,0.79493165
2008.040,0.9765625,0.2678132678132678,0.8058968058968059,0.0951417004048583,0.6093117408906883,109,328,47,301,-11.314525,20.703083,-0.25408137,,1,1,1,1,1,1,1,0.59848535
2008.041,0.9609375,0.25245098039215685,0.7745098039215687,0.08686868686868687,0.5878787878787879,103,316,43,291,-15.118304,15.4994955,1.748153,,1,1,1,1,1,1,1,0.6475707
2008.042,0.984375,0.19117647058823528,0.7058823529411765,0.09959349593495935,0.5955284552845529,78,288,49,293,-3.2668207,-5.718737,-0.23694311,,2,1,1,1,1,1,1,0.7943043
2008.043,0.984375,0.19656019656019655,0.7125307125307125,0.1016260162601626,0.5975609756097561,80,290,50,294,-15.7276945,-14.534924,7.0544195,,3,1,1,1,1,1,1,0.78744364
2008.044,0.72265625,0.33088235294117646,0.8259803921568627,0.07942973523421588,0.5560081466395111,135,337,39,273,14.538244,31.594408,9.522586,,2,1,1,1,1,1,1,0.42101815
2008.045,0.97265625,0.2622549019607843,0.7720588235294118,0.06060606060606061,0.5474747474747474,107,315,30,271,-26.952085,21.298563,1.5875776,,2,1,1,1,1,1,1,0.4189734
2008.046,0.93359375,0.28078817733990147,0.7980295566502463,0.1016260162601626,0.5975609756097561,114,324,50,294,-1.7857436,8.523529,-1.689142,,3,1,1,1,1,1,1,0.7862216
2008.047,0.9921875,0.19362745098039216,0.7205882352941176,0.06707317073170732,0.5752032520325203,79,294,33,283,-1.6533209,-4.2578998,-3.6130636,,1,1,1,1,1,1,1,0.8478698
2008.048,0.984375,0.23832923832923833,0.7616707616707616,0.08739837398373984,0.5934959349593496,97,310,43,292,14.308366,13.715141,-1.2360231,,2,1,1,1,1,1,1,0.8092536
2008.049,0.98046875,0.13267813267813267,0.6486486486486487,0.09919028340080972,0.5931174089068826,54,264,49,293,-0.33596265,-9.4718685,-2.1679792,,2,1,1,1,1,1,1,0.82395196
2008.050,0.953125,0.15233415233415235,0.683046683046683,0.08888888888888889,0.5959595959595959,62,278,44,295,9.556179,-23.738436,10.375287,,3,1,1,1,1,1,1,0.47872767
2008.051,0.98828125,0.1597051597051597,0.6805896805896806,0.10931174089068826,0.6093117408906883,65,277,54,301,2.679655,-4.0454216,-4.8104067,,3,1,1,1,1,1,1,0.8481043
2008.052,0.96484375,0.12776412776412777,0.6658476658476659,0.08282828282828283,0.597979797979798,52,271,41,296,3.259088,-26.335693,3.866951,,1,1,1,1,1,1,1,0.42149264
2008.053,0.984375,0.21921182266009853,0.7192118226600985,0.1457905544147844,0.6303901437371663,89,292,71,307,-3.0330365,-21.63767,-0.37853566,,5,1,1,1,1,1,1,0.74956256
2008.054,0.9765625,0.17936117936117937,0.6683046683046683,0.1329243353783231,0.6073619631901841,73,272,65,297,-0.7385541,-21.65306,-0.40994233,,5,1,1,1,1,1,1,0.6450266
2008.055,0.98046875,0.20884520884520885,0.7051597051597052,0.13496932515337423,0.6155419222903885,85,287,66,301,4.3031697,-23.795305,1.9356598,,5,1,1,1,1,1,1,0.6124121
2008.056,0.94140625,0.19656019656019655,0.6781326781326781,0.1492842535787321,0.6155419222903885,80,276,73,301,-2.0921984,-34.531616,-0.77016485,,5,1,1,1,1,1,1,0.47729677
2008.057,0.98046875,0.23095823095823095,0.7199017199017199,0.15132924335378323,0.6257668711656442,94,293,74,306,-0.24705511,-24.612436,3.233906,,5,1,1,1,1,1,1,0.5289929
2008.058,0.98046875,0.22660098522167488,0.7192118226600985,0.17177914110429449,0.6482617586912065,92,292,84,317,-0.82692623,-28.519352,-2.8342297,,5,1,1,1,1,1,1,0.5159775
2008.059,0.984375,0.3333333333333333,0.9002433090024331,0.06477732793522267,0.6133603238866396,137,370,32,303,7.5462546,-11.181562,-1.6356239,,2,1,1,1,1,1,1,0.640558
2008.060,0.98046875,0.23058252427184467,0.7451456310679612,0.14747474747474748,0.6444444444444445,95,307,73,319,-2.4662833,-35.961014,-1.4373752,,3,1,1,1,1,1,1,0.463157
2008.061,0.98828125,0.2354368932038835,0.7378640776699029,0.12121212121212122,0.6080808080808081,97,304,60,301,-4.3053,-28.308458,-3.826038,,4,1,1,1,1,1,1,0.45231885
2008.062,0.9765625,0.2749391727493917,0.7858880778588808,0.11538461538461539,0.6093117408906883,113,323,57,301,3.9744263,-20.937223,-7.974502,,4,1,1,1,1,1,1,0.52608913
2008.063,0.984375,0.2566585956416465,0.7627118644067796,0.1414141414141414,0.6343434343434343,106,315,70,314,-1.0284715,-14.462233,-3.5020888,,5,1,1,1,1,1,1,0.62415665
2008.064,0.98828125,0.2087378640776699,0.7257281553398058,0.1191919191919192,0.6202020202020202,86,299,59,307,-3.2782178,-11.445767,-5.1205688,,5,1,1,1,1,1,1,0.510674
2008.065,0.984375,0.2354368932038835,0.7378640776699029,0.15120967741935484,0.6370967741935484,97,304,75,316,-4.2653017,-11.199157,-0.25870705,,4,1,1,1,1,1,1,0.38612282
2008.066,0.98046875,0.0748792270531401,0.7222222222222222,0.03054989816700611,0.6639511201629328,31,299,15,326,1.8663286,-12.746451,0.33695367,,1,1,1,1,1,1,1,0.7984884
2008.067,0.96875,0.22871046228710462,0.7639902676399026,0.07113821138211382,0.5914634146341463,94,314,35,291,-6.426015,-1.2972962,-1.6760318,,1,1,1,1,1,1,1,0.82837355
2008.068,0.97265625,0.14805825242718446,0.6941747572815534,0.11313131313131314,0.6404040404040404,61,286,56,317,0.6402778,-38.17473,5.685802,,1,1,1,1,1,1,1,0.5492288
2008.069,0.95703125,0.15085158150851583,0.6958637469586375,0.12727272727272726,0.6525252525252525,62,286,63,323,1.7615172,-34.179913,2.5534172,,1,1,1,1,1,1,1,0.70471364
2008.070,0.984375,0.1549636803874092,0.6852300242130751,0.08686868686868687,0.604040404040404,64,283,43,299,0.33190745,-32.390636,0.9456893,,1,1,1,1,1,1,1,0.6344177
2008.071,0.984375,0.15815085158150852,0.732360097323601,0.07272727272727272,0.6262626262626263,65,301,36,310,-3.5925364,-17.020723,-10.495173,,1,1,1,1,1,1,1,0.60439134
2008.072,0.984375,0.18689320388349515,0.7281553398058253,0.10101010101010101,0.6282828282828283,77,300,50,311,-6.426909,5.297885,-5.6076846,,1,1,1,1,1,1,1,0.8018763
2008.073,0.98828125,0.162227602905569,0.7239709443099274,0.07692307692307693,0.6234817813765182,67,299,38,308,-8.62906,-26.836546,-6.9908743,,1,1,1,1,1,1,1,0.58429
2008.074,0.98046875,0.1650485436893204,0.7402912621359223,0.05656565656565657,0.6141414141414141,68,305,28,304,-8.520747,-29.623117,-6.265938,,2,1,1,1,1,1,1,0.5490669
2008.075,0.98828125,0.16707021791767554,0.7167070217917676,0.10526315789473684,0.6396761133603239,69,296,52,316,-2.55207,6.118269,-14.2461815,,1,1,1,1,1,1,1,0.7798344
2008.076,0.97265625,0.09178743961352658,0.6280193236714976,0.13617886178861788,0.6585365853658537,38,260,67,324,-1.3749765,-24.004057,-2.1476078,,1,1,1,1,1,1,1,0.5636232
2008.077,0.98828125,0.18357487922705315,0.7004830917874396,0.12398373983739837,0.6321138211382114,76,290,61,311,-6.7785616,-13.529654,-6.446073,,1,1,1,1,1,1,1,0.7838793
2008.078,0.9609375,0.11352657004830918,0.6497584541062802,0.0872210953346856,0.6085192697768763,47,269,43,300,-0.5940333,-25.586422,0.2190336,,1,1,1,1,1,1,1,0.6664296
2008.079,0.9765625,0.11165048543689321,0.6480582524271845,0.11788617886178862,0.6422764227642277,46,267,58,316,-11.281086,-21.093103,-2.2369456,,1,1,1,1,1,1,1,0.70721954
2008.080,0.98828125,0.18159806295399517,0.7167070217917676,0.15040650406504066,0.6707317073170732,75,296,74,330,-1.6277493,-9.837672,1.7451371,,1,1,1,1,1,1,1,0.8218537
2008.081,0.98828125,0.1650485436893204,0.6893203883495146,0.10365853658536585,0.6138211382113821,68,284,51,302,0.08326606,-23.015259,-0.4101029,,1,1,1,1,1,1,1,0.6186177
2008.082,0.98046875,0.14527845036319612,0.6852300242130751,0.12170385395537525,0.6490872210953347,60,283,60,320,-4.318535,-18.24603,-2.7323966,,1,1,1,1,1,1,1,0.713651
2008.083,0.984375,0.31476997578692495,0.8789346246973365,0.06300813008130081,0.6138211382113821,130,363,31,302,-4.6078744,-33.902676,5.276921,,1,1,1,1,1,1,1,0.47118276
2008.084,0.984375,0.32367149758454106,0.8792270531400966,0.060851926977687626,0.6024340770791075,134,364,30,297,-6.0823684,-32.335995,2.701814,,1,1,1,1,1,1,1,0.49327925
2008.085,0.94140625,0.2736077481840194,0.8305084745762712,0.0508130081300813,0.5934959349593496,113,343,25,292,-9.006808,-27.714094,-1.737102,,1,2,1,1,1,1,1,0.48358673
2008.086,0.984375,0.2542372881355932,0.801452784503632,0.08130081300813008,0.6178861788617886,105,331,40,304,-8.3144045,-11.068177,-0.71006787,,1,2,1,1,1,1,1,0.55359435
2008.087,0.98828125,0.27602905569007263,0.8232445520581114,0.08316430020283976,0.6146044624746451,114,340,41,303,-13.8959,1.298091,0.1584674,,1,2,1,1,1,1,1,0.7956857
2008.088,0.98828125,0.1497584541062802,0.6690821256038647,0.10386965376782077,0.6130346232179226,62,277,51,301,2.0478265,11.455785,3.6587172,,1,2,1,1,1,1,1,0.49418366
2008.089,0.95703125,0.11594202898550725,0.6618357487922706,0.04878048780487805,0.5833333333333334,48,274,24,287,1.3821477,26.501705,5.1496296,,1,2,1,1,1,1,1,0.5525432
2008.090,0.86328125,0.12832929782082325,0.612590799031477,0.10547667342799188,0.5760649087221096,53,253,52,284,23.825417,14.71739,-10.165356,,1,1,1,1,1,1,1,0.6475312
2008.090,0.69140625,0.41404358353510895,0.9394673123486683,0.21095334685598377,0.7241379310344828,171,388,104,357,6.6406503,-16.82132,-2.2970436,,1,1,1,1,1,1,3,0.4745512
2008.091,0.98828125,0.2,0.6170731707317073,0.17373737373737375,0.5737373737373738,82,253,86,284,0.048152413,10.664066,-10.16751,,5,1,1,1,1,1,1,0.80697364
2008.092,0.9296875,0.10344827586206896,0.4766734279918864,0.0,0.5121951219512195,51,235,0,210,6.2471013,8.953333,0.9844825,,1,1,1,1,1,1,1,0.69127774
2008.092,0.96484375,0.3935091277890467,0.7545638945233266,0.04390243902439024,0.5487804878048781,194,372,18,225,-14.650079,-14.707328,-9.981916,,1,1,1,1,1,1,1,0.75129
2008.093,0.9921875,0.24938875305623473,0.7946210268948656,0.18787878787878787,0.7131313131313132,102,325,93,353,-7.3270764,15.221405,-12.877276,,3,1,1,1,1,1,1,0.59591234
2008.094,0.96875,0.2682926829268293,0.6658536585365854,0.12121212121212122,0.503030303030303,110,273,60,249,5.083462,-29.60024,2.2316136,,1,1,1,1,1,1,1,0.56866866
2008.097,0.94921875,0.4156479217603912,0.7408312958435208,0.1720647773279352,0.48785425101214575,170,303,85,241,6.8868494,4.427972,-8.512953,,3,1,1,1,1,1,1,0.73417383
2008.097,0.96875,0.4278728606356968,0.6625916870415648,0.5263157894736842,0.7530364372469636,175,271,260,372,8.874393,16.987352,-1.0387061,,1,1,1,1,1,1,1,0.39935938
2008.098,0.94921875,0.5048309178743962,0.8357487922705314,0.0,0.2535496957403651,209,346,0,125,-8.812931,-4.8006477,-1.9662141,,1,1,1,1,1,1,2,0.061482076
2008.105,0.921875,0.7354368932038835,0.9975728155339806,0.19076305220883535,0.4879518072289157,303,411,95,243,-14.853001,0.41317987,-5.8238106,,2,1,1,1,1,1,1,0.2396189
2008.105,0.9765625,0.050970873786407765,0.5533980582524272,0.2710843373493976,0.7530120481927711,21,228,135,375,-5.262612,-2.7851512,5.44232,,5,1,1,1,1,1,1,0.63534766
2008.106,0.8515625,0.49391727493917276,0.6982968369829684,0.14919354838709678,0.3467741935483871,203,287,74,172,18.697975,8.8185005,-11.708911,,5,1,1,1,1,1,1,0.6368835
2008.107,0.90234375,0.21951219512195122,0.47804878048780486,0.4709418837675351,0.7194388777555111,90,196,235,359,-7.1409883,44.929253,-4.5292215,,4,1,1,1,1,1,1,0.14470053
2008.108,0.6171875,0.748780487804878,0.7902439024390244,0.2535211267605634,0.2937625754527163,307,324,126,146,0.7345672,-8.503516,-4.6305194,,1,1,1,1,1,3,1,0.15093297
2008.108,0.73828125,0.4658536585365854,0.724390243902439,0.15090543259557343,0.40040241448692154,191,297,75,199,-1.9976436,-1.5456145,14.814799,,1,1,1,1,1,1,2,0.28042823
2008.109,0.97265625,0.3786407766990291,0.6359223300970874,0.12248995983935743,0.36947791164658633,156,262,61,184,2.6500826,15.541913,0.8459617,,1,1,1,1,1,1,1,0.6864056
2008.110,0.9375,0.4441747572815534,0.7160194174757282,0.2565130260521042,0.5170340681362725,183,295,128,258,-1.153612,0.86879015,-3.2614465,,3,1,1,1,1,1,1,0.8128978
2008.111,0.90625,0.28536585365853656,0.6707317073170732,0.0,0.30985915492957744,117,275,0,154,-10.944899,-30.20663,-39.530197,,2,1,1,1,1,1,1,0.0676335
2008.112,0.984375,0.43552311435523117,0.6934306569343066,0.26961770623742454,0.5171026156941649,179,285,134,257,0.24018648,24.137133,-3.9091268,,5,1,1,1,1,1,1,0.45084503
2008.113,0.984375,0.46092184368737477,0.751503006012024,0.1650485436893204,0.5776699029126213,230,375,68,238,11.851074,33.041565,-11.54695,,1,1,1,1,1,1,1,0.5047191
2008.114,0.94921875,0.5790754257907542,0.829683698296837,0.342685370741483,0.5811623246492986,238,341,171,290,6.177962,-2.6097646,18.665209,,2,1,1,1,1,1,2,0.32300314
2008.115,0.58984375,0.21654501216545013,0.25547445255474455,0.4164989939637827,0.45271629778672035,89,105,207,225,-3.7670927,26.943283,-2.1670024,,1,1,1,1,1,1,1,0.010973331
2008.115,0.90625,0.36982968369829683,0.5547445255474452,0.17706237424547283,0.35412474849094566,152,228,88,176,-8.361448,-0.73216826,6.875185,,1,1,1,1,1,1,1,0.026397813
2008.116,0.984375,0.3819951338199513,0.7372262773722628,0.0841683366733467,0.4248496993987976,157,303,42,212,-6.5177436,-10.579502,3.0850549,,4,1,1,1,1,1,1,0.58571494
2008.117,0.9453125,0.29927007299270075,0.6082725060827251,0.1,0.394,123,250,50,197,-22.115517,-63.2584,-1.4050786,,1,1,1,1,1,1,1,0.23031692
2008.118,0.9296875,0.33170731707317075,0.6317073170731707,0.064,0.352,136,259,32,176,-35.366634,-62.994675,-0.44064635,,1,1,1,1,1,1,1,0.047125507
2008.119,0.69921875,0.5669099756690997,0.7031630170316302,0.45472837022132795,0.5855130784708249,233,289,226,291,-18.692484,-107.83045,4.807729,,1,1,1,1,1,1,1,0.0028324185
2008.119,0.86328125,0.4209245742092457,0.559610705596107,0.3963782696177062,0.5311871227364185,173,230,197,264,-16.437162,7.404662,-14.65817,,2,1,1,1,1,1,1,0.7466676
1992.335,0.52734375,0.326,0.653,0.21305326331582897,0.4981245311327832,326,653,284,664,-8.069674,18.366476,-0.2891346,,1,1,1,1,1,1,1,0.42952615
1994.474,0.51953125,0.2611111111111111,0.8,0.11300919842312747,0.4099868593955322,94,288,86,312,0.20396538,-5.2066464,7.128754,,1,1,1,1,1,1,1,0.14280646
1994.539a,0.7265625,0.15126050420168066,0.36694677871148457,0.12212212212212212,0.4804804804804805,216,524,122,480,10.550268,-36.497345,-8.943305,,1,1,1,1,1,1,1,0.014068704
1995.052,0.76171875,0.6382978723404256,0.668693009118541,0.402,0.449,840,880,402,449,0.66359234,-12.579765,6.120638,,1,1,1,1,1,1,1,0.34699053
1995.052,0.68359375,0.797112462006079,0.8411854103343465,0.372,0.44,1049,1107,372,440,-18.856838,-5.956444,8.991535,,1,1,1,1,1,1,1,0.02147881
1996.015,0.96484375,0.424,0.725,0.42847025495750707,0.6763456090651558,424,725,605,955,2.8994253,-46.249844,-1.8826308,,2,1,1,1,1,1,1,0.38530216
