accession_number,height,width,max_height,max_width
1996.018,1349,1000,4240,3143
1996.019,1363,999,4085,2995
1996.020,1192,1000,3713,3114
1996.021,1390,1000,4648,3343
1996.027a,1272,1000,3196,2512
1996.027b,1264,999,2521,1993
1996.028,1286,1000,4823,3750
1996.030,1444,1000,4613,3194
1996.039,1327,999,3956,2979
1996.040,1000,1333,3022,4031
1996.041,1000,1237,2550,3155
1996.042,1343,999,3861,2873
1996.043,999,1255,3011,3781
1996.044,1353,999,3936,2907
1996.045,1375,1000,2007,1459
1996.046,1405,999,1947,1385
1996.047,1384,1000,1973,1425
1996.048,1000,1274,2988,3807
1996.049,1405,999,2019,1436
1996.050,1233,999,2231,1808
1996.051,999,1165,1887,2200
1996.052,1049,1000,1945,1854
1996.053,1029,1000,2137,2076
1996.054,1000,1344,2644,3555
1996.055,1505,1000,3931,2611
1996.056,1520,1000,4432,2915
1996.057,1547,1000,4589,2965
1996.058,1362,999,4266,3130
1996.059,999,1318,3194,4212
1996.060,1341,999,4223,3147
1996.061,1350,1000,4194,3105
1996.062,1339,1000,4169,3112
1996.063,1548,1000,4272,2759
1996.064,1000,1556,2785,4335
1996.065,999,1315,2953,3884
1996.066,1244,999,2974,2389
1996.067,999,1113,2343,2609
1996.068,1261,1000,3762,2983
1996.069,1303,999,3840,2945
1996.070,1308,1000,3728,2849
1996.071,1314,1000,3963,3015
1996.072,1278,1000,3931,3074
1996.073,1346,1000,4414,3278
1996.074,1349,1000,4366,3235
1996.075,999,1409,3659,5159
1996.076,1000,1345,2884,3879
1996.077,999,1324,2811,3724
1996.078,1000,1288,2948,3798
1996.079,1000,1285,3040,3908
1996.080,1000,1314,3011,3957
1996.081,1000,1459,2919,4259
1996.082,1000,1389,3086,4288
1996.083,999,1342,3103,4167
1996.084,999,1408,2971,4184
1996.085,999,1363,3144,4288
1996.087,1298,1000,3885,2993
1996.088,1198,1000,3544,2958
1996.089,1015,1000,2757,2716
1996.090,1000,1000,2646,2646
1996.091,1003,1000,2689,2680
1996.092,1158,1000,3466,2991
1996.093,1245,999,3617,2903
1996.094,1241,1000,3583,2887
1996.095,1000,1870,2351,4397
1996.096,1397,999,3802,2720
1996.097,1027,1000,3022,2942
1996.098,1131,1000,3563,3150
1996.099,1250,1000,3988,3189
1996.100,1338,1000,4238,3167
1996.101,1000,1301,2415,3142
1996.102,1000,1097,3160,3468
1996.103,1390,1000,4258,3062
1996.104,1061,1000,3003,2829
1996.105,1511,1000,3977,2631
1996.106,1000,1291,3128,4040
1996.107,1000,1309,3058,4004
1996.108,999,1317,3070,4046
1996.109,999,1178,3159,3723
1996.110,1280,1000,4055,3166
1996.111,1333,999,4174,3129
1996.112,1374,1000,3944,2869
1996.113,1346,999,3914,2906
1996.114,1248,1000,3981,3188
1996.115,1557,1000,4143,2660
1996.116,1351,1000,3877,2869
1996.117,1343,1000,3914,2913
1996.118,1342,1000,3921,2921
1996.119,1346,1000,3921,2913
1996.120,1325,1000,3892,2936
1996.121,1330,999,3877,2913
1996.122,999,1016,3248,3303
1996.123,1000,1446,3214,4649
1996.124,1451,1000,4400,3031
1996.125,1377,1000,2712,1969
1996.126,1000,1231,2732,3364
1996.127,1239,1000,3799,3064
1996.128,1111,1000,3502,3151
1996.129,1004,1000,3254,3239
1996.130,1000,1008,3070,3096
1996.131,1161,1000,3169,2729
1996.132,1116,1000,3366,3016
1996.133,1000,1376,2861,3937
1996.134,1178,1000,3674,3117
1996.135,1296,1000,4006,3090
1996.136,1000,1309,2636,3451
1996.137,1000,1107,3292,3645
1996.138,1000,1094,3332,3647
1996.139,1000,1311,2932,3844
1996.140,999,1301,2805,3651
1996.141,999,1294,2808,3636
1996.142,999,1289,2824,3642
1996.143,999,1286,2818,3626
1996.144,1000,1292,2821,3645
1996.145,1000,1291,2837,3663
1996.146,999,1267,2950,3740
1996.147,1000,1260,2979,3755
1996.148,1000,1266,2908,3683
1996.149,999,1234,2953,3646
1996.150,1251,999,3669,2931
1996.151,999,1305,2787,3638
1996.152,999,1300,2815,3662
1996.153,999,1297,2819,3659
1996.154,1000,1296,2816,3651
1996.155,1000,1274,3046,3882
1996.156,999,1367,3011,4119
1996.157,1000,1012,1863,1886
1996.158,1000,1012,1863,1886
1996.159,1000,1345,3124,4203
1996.160,1000,1333,3131,4175
1996.161,1000,1340,3134,4200
1996.162,1432,1000,4240,2960
1996.163,1014,1000,2475,2440
1996.164,999,1343,2759,3708
1996.165,1000,1344,2796,3759
1996.166,1000,1344,2735,3677
1996.167,1000,1344,3319,4461
1996.168,999,1515,3070,4654
1996.169,1200,827,1200,827
1996.170a-c,1000,2440,2459,6000
1996.176a,1328,1000,2100,1581
1996.176b,1342,999,2100,1564
1996.176c,1332,1000,2100,1576
1996.176d,1328,1000,2100,1581
1996.178,1000,1504,2000,3008
1996.179,1000,1504,2000,3008
1996.182a,999,1226,2315,2840
1996.182b,1268,1000,2746,2165
1996.183,1289,999,2603,2018
1996.191a-f,1000,1266,2990,3787
1996.192,1000,1235,3590,4434
1996.193a,1161,1000,2700,2325
1996.193b,1152,999,2701,2343
1996.193c,1172,1000,2709,2311
1996.193d,1171,999,2708,2311
1996.193e,1162,999,2700,2322
1996.193f,1170,1000,2699,2306
1996.193g,1161,1000,2695,2321
1996.193h,1154,999,2687,2327
1996.193i,1159,1000,2706,2333
1996.193j,1167,999,2709,2320
1996.193k,1158,999,2701,2331
1996.193l,1161,1000,2705,2329
1996.194,1000,1456,2465,3590
1996.196a,1117,1000,3196,2860
1996.196b,1125,1000,3204,2848
1996.197,1000,1122,2868,3219
1996.200,1132,1000,3454,3049
1996.201,1166,1000,4030,3456
1996.204a,1328,999,2578,1940
1996.204b,1386,1000,2625,1893
1996.204c,1342,1000,2578,1921
1996.204d,1361,1000,2608,1916
1997.002,1285,999,2844,2212
1997.003,1437,999,4434,3084
1997.004,1504,1000,3008,2000
1997.005,1000,1019,3257,3319
1997.006,999,1011,3287,3325
1997.007,539,600,539,600
1997.008,1000,1010,3082,3115
1997.009,1000,1016,3111,3161
1997.010,1000,1001,3120,3124
1997.011,1000,1005,3116,3132
1997.012,457,451,457,451
1997.013,475,456,475,456
1997.014,999,1005,3133,3151
1997.015,1000,1007,3101,3123
1997.016,600,597,600,597
1997.017,460,452,460,452
1997.018,999,1001,3145,3151
1997.019,1000,1009,3110,3138
1997.020,1000,1008,3103,3128
1997.021,504,510,504,510
1997.022,1003,999,3119,3107
1997.023,456,451,456,451
1997.024,483,571,483,571
1997.025,1000,1006,3156,3177
1997.026,454,453,454,453
1997.027,460,448,460,448
1997.028,460,450,460,450
1997.029,458,452,458,452
1997.030,456,456,456,456
1997.031,461,463,461,463
1997.032,1002,999,3118,3109
1997.033,593,600,593,600
1997.034,449,450,449,450
1997.035,456,450,456,450
1997.036,504,509,504,509
1997.037,452,459,452,459
1997.038,1013,999,3134,3092
1997.039,1000,1000,3071,3071
1997.040,1000,999,3120,3118
1997.041,1005,1000,3144,3128
1997.042,1002,999,3136,3127
1997.043,504,505,504,505
1997.044,999,1001,3118,3124
1997.045,1316,1000,3911,2971
1997.046,1443,1000,4462,3091
1997.047,1479,1000,4339,2933
1997.048,1433,1000,4298,2999
1997.049,1441,1000,4473,3104
1997.050,1441,999,4457,3091
1997.051,1434,1000,4480,3124
1997.052,1332,999,3907,2931
1997.053,1352,1000,3894,2879
1997.054,1455,1000,4164,2861
1997.055,1396,1000,4540,3251
1997.056,1345,1000,4416,3282
1997.057,1326,999,4318,3254
1997.058,999,1158,3095,3587
1997.059,1346,1000,3913,2907
1997.060,1381,1000,4478,3241
1997.061,1343,999,4041,3007
1997.062,1345,1000,4326,3216
1997.063,1343,1000,4194,3121
1997.064,1426,999,3868,2711
1997.065,1425,1000,4295,3014
1997.066,1418,999,4349,3065
1997.067,1456,1000,4451,3056
1997.068,1437,1000,4477,3115
1997.069,1421,1000,4312,3033
1997.070,1433,999,4448,3102
1997.071,1309,1000,3830,2925
1997.072,1398,1000,4243,3034
1997.073,1417,1000,4435,3129
1997.074,1450,999,4360,3005
1997.075,1401,1000,4322,3083
1997.076,1424,999,4367,3065
1997.077,1025,1000,3154,3077
1997.078,1350,999,4051,2999
1997.079a-f,999,1347,2871,3870
1997.080a-b,1131,1000,3365,2975
1997.081a,1604,999,4678,2915
1997.081b,1235,999,7210,5835
1997.081c,1225,1000,3721,3037
1997.081d,1300,1000,3815,2934
1997.081e,1309,1000,3843,2934
1997.081f,1249,1000,3806,3046
1997.081g,1640,1000,4228,2578
1997.081h,1163,999,3623,3113
1997.082a,1121,1000,3098,2763
1997.082b,1060,999,3011,2838
1997.082c,1047,1000,2815,2688
1997.082d,1022,999,2850,2786
1997.082e,999,1016,2781,2827
1997.082f,1027,1000,2792,2717
1997.082g,1008,1000,2873,2850
1997.082h,1000,1006,2795,2812
1997.082i,1000,1002,2920,2926
1997.083a,1013,1000,2930,2891
1997.083b,1000,1019,2885,2941
1997.083c,999,1009,2891,2919
1997.083d,999,1019,2865,2920
1997.084,999,1409,3659,5159
1997.085,1000,1543,2973,4588
1997.086,1000,1439,3004,4325
1997.087,1294,1000,4314,3333
1997.088,1491,999,5084,3408
1997.089,1275,999,3978,3118
1997.090,1000,1002,2926,2932
1997.091,1284,1000,3968,3090
1997.092,1521,1000,4579,3010
1997.093a,1067,1000,3703,3468
1997.093b,1059,1000,3703,3496
1997.093c,1074,1000,3837,3572
1997.093d,1075,999,3806,3538
1997.093e,1114,1000,3928,3525
1997.094,1413,1000,4151,2936
1997.095,1537,999,4686,3047
1997.096,1018,1000,3200,3142
1997.097,1022,1000,3219,3149
1997.098,999,1193,3027,3613
1997.099,999,1102,1148,1266
1997.100,1000,1134,1118,1268
1997.101,999,1106,1104,1222
1997.102,996,1154,996,1154
1997.103,1000,1144,1024,1172
1997.104,996,1106,996,1106
1997.105,1000,1146,1004,1151
1997.106,978,1088,978,1088
1997.107,999,1132,1033,1170
1997.109,1470,1000,3065,2085
1997.110a,1300,999,3789,2913
1997.110b,1294,999,3785,2923
1997.110c,1280,1000,3890,3037
1997.110d,1332,999,4350,3264
1997.111a,1337,1000,4894,3659
1997.111b,1337,1000,4894,3659
1997.111c,1337,1000,4894,3659
1997.112,1000,1014,3176,3221
1997.113,999,1025,3206,3288
1997.114,1000,1394,3006,4193
1997.115,1414,999,3686,2605
1997.116,1323,1000,3470,2622
1997.117,1000,1529,2063,3155
1997.118,999,1397,3158,4414
1997.119,1000,1171,3124,3661
1997.120,1119,1000,3139,2804
1997.121,1132,999,2938,2594
1997.122,1142,1000,2968,2598
1997.123,1130,1000,2883,2551
1997.124,1128,1000,2884,2555
1997.125,1438,1000,4158,2891
1997.126,1419,999,4133,2911
1997.127,1348,999,4299,3187
1997.128a-c,1529,1000,4488,2935
1997.129a-j,1385,999,4431,3197
1997.130,1000,1397,3268,4566
1997.131,1114,999,3223,2891
1997.132,1321,1000,4129,3124
1997.133,1289,1000,4169,3232
1997.134,1269,1000,3904,3076
1997.135,1000,1394,3056,4262
1997.136,1284,1000,3913,3047
1997.137,1329,1000,4058,3052
1997.138,1457,1000,4238,2908
1997.139,1323,1000,4311,3258
1997.140,999,1277,3401,4345
1997.141,999,1373,3303,4537
1997.142,1504,1000,3008,2000
1997.143,1504,1000,3008,2000
1997.144,1000,1504,2000,3008
1997.145,1500,1000,5184,3456
1997.148,1405,999,3751,2668
1997.150,1423,1000,4384,3080
1997.151,1344,999,5475,4071
1997.152,500,332,500,332
1997.153,1176,1000,3693,3140
1997.154,1508,1000,4602,3051
1997.155,999,1330,3375,4490
1997.156,1439,1000,3341,4809
1997.157,1000,1503,1780,2676
1998.001,4241,981,4241,981
1998.004,900,632,900,632
1998.006,1216,1000,3670,3018
1998.007,999,1679,2418,4062
1998.009,1424,1000,5305,3724
1998.010,1577,1000,2526,1601
1998.012,600,452,600,452
1998.014,999,1630,1680,2740
1998.015,1000,1539,2976,4582
1998.016,2226,1000,4872,2188
1998.017,1000,2210,2092,4624
1998.018,2251,1000,4103,1822
1998.019,1000,2211,2192,4848
1998.020,1000,2192,2200,4824
1998.021,226,500,226,500
1998.022,1000,2241,1862,4173
1998.023,1000,2932,1673,4906
1998.024,1000,2210,1932,4271
1998.025,1000,2925,1645,4813
1998.027,2944,1000,4909,1667
1998.028,1000,2997,1673,5015
1998.029,1551,999,4491,2894
1998.030,1552,999,4477,2883
1998.031,2371,1000,4102,1730
1998.032,1000,2418,2000,4836
1998.033,1000,2390,1711,4091
1998.034,1000,2240,1825,4089
1998.035,2143,1000,4174,1947
1998.036,1458,1000,4005,2746
1998.037,1000,1356,3082,4180
1998.038,999,1508,3061,4618
1998.039,999,1392,2947,4105
1998.040,2353,1000,4663,1981
1998.041,2464,1000,4093,1661
1998.042,1000,1436,3140,4510
1998.043,1418,1000,3919,2763
1998.044,1374,1000,3869,2814
1998.045,1412,1000,3952,2798
1998.046,1500,1000,5184,3456
1998.047,1500,1000,5184,3456
1998.048,4946,1000,5105,1032
1998.049,3737,1000,4959,1327
1998.051,1000,1500,3456,5184
1998.055,1500,1000,5184,3456
1998.056,1500,1000,5184,3456
1998.057,1500,1000,5184,3456
1998.058,2103,1000,2848,1354
1998.059,1496,1000,4153,2775
1998.061,1826,1000,4808,2632
1998.065,700,497,700,497
1999.001,1406,1000,4245,3018
1999.002,1470,1000,4219,2869
1999.003,1252,1000,3717,2968
1999.004,1373,1000,4201,3058
1999.005,1034,999,3157,3051
1999.006,1000,1329,3046,4050
1999.007,1344,1000,4240,3154
1999.008,1445,1000,4624,3200
1999.009,1411,999,4443,3147
1999.010,1409,1000,4343,3082
1999.011,1371,1000,4080,2975
1999.012,1010,999,3338,3302
1999.013,1287,1000,3753,2914
1999.014,1282,1000,3725,2905
1999.015,1297,999,3940,3036
1999.016,1291,1000,3929,3043
1999.017,999,1371,3210,4404
1999.018,1000,1197,3456,4139
1999.019,999,1441,2919,4209
1999.020,1010,999,3076,3043
1999.021,1011,1000,3108,3074
1999.022,999,1000,3057,3059
1999.023,1000,1003,3023,3033
1999.024,999,1000,3018,3021
1999.025,1012,1000,2990,2954
1999.026,1000,1429,2865,4095
1999.027,1000,1006,3395,3416
1999.028,999,1225,3062,3754
1999.029,1101,1000,3289,2987
1999.030,1000,1234,3400,4196
1999.031,1217,1000,3978,3267
1999.032,1512,1000,5019,3318
1999.033,999,1029,2843,2928
1999.034,1585,1000,4701,2965
1999.035,1020,1000,3726,3651
1999.036,1012,999,3698,3651
1999.037,1012,999,3698,3651
1999.038,1012,999,3698,3651
1999.039,1012,999,3698,3651
1999.040,1843,1000,4849,2630
1999.041,1000,1190,2041,2429
1999.042,1000,1146,2031,2328
1999.043,999,1353,2250,3046
1999.044,999,1343,2179,2928
1999.045,1000,1365,2022,2761
1999.046,1258,999,3588,2850
1999.047,1285,1000,3588,2792
1999.048,1397,1000,4008,2868
1999.049,1501,1000,4059,2704
1999.050,1211,1000,3701,3054
1999.051,999,1002,3289,3298
1999.052,1000,1002,3299,3307
1999.053,1270,1000,3992,3142
1999.054,1153,999,3449,2989
1999.055,1198,999,3956,3300
1999.056,1404,1000,4508,3209
1999.057,999,1247,3253,4059
1999.058,1256,1000,4063,3234
1999.059,999,1207,3244,3918
1999.060,999,1352,3307,4474
1999.061,1327,1000,4322,3256
1999.062,1420,1000,4410,3105
1999.063a,1409,999,5159,3659
1999.063b,1409,999,5159,3659
1999.063c,999,1409,3659,5159
1999.064,1350,999,4253,3149
1999.065,1359,1000,4135,3042
1999.066,1372,999,4095,2983
1999.067,1269,999,3679,2897
1999.068,1151,1000,3471,3015
1999.069,1136,1000,3298,2901
1999.070,1001,1000,3060,3055
1999.071,1000,1003,2926,2936
1999.072,1525,999,4706,3084
1999.073,1332,1000,4447,3338
1999.074,1492,1000,4068,2726
1999.075,1531,1000,4237,2767
1999.076,1570,1000,4053,2581
1999.077,1403,1000,3995,2847
1999.078,1179,1000,2776,2354
1999.079a,999,1044,2076,2169
1999.079b,1011,1000,2071,2048
1999.079c,999,1005,2105,2117
1999.080,1336,999,4111,3075
1999.081,1398,999,3935,2813
1999.082,1359,999,4226,3108
1999.084,1364,1000,4230,3101
1999.086,1329,1000,4196,3156
1999.087,1035,1000,2780,2685
1999.088,1080,999,2811,2601
1999.089,1041,999,2603,2499
1999.090,999,1238,3172,3930
1999.091,1000,1199,3403,4081
1999.092,1101,1000,3469,3150
1999.093,1442,1000,4843,3358
1999.094,1372,1000,3960,2886
1999.095,2047,1000,4612,2252
1999.096,1406,1000,4249,3021
1999.097,1000,1422,3082,4385
1999.098,1351,1000,4280,3167
1999.099,1000,1383,2745,3797
1999.100,1385,1000,4400,3175
1999.101,1000,1364,2958,4035
1999.102,1330,1000,4109,3088
1999.103,1432,1000,4133,2886
1999.104,1298,1000,4011,3089
1999.105,1000,1011,3418,3456
1999.106,1356,1000,4186,3086
1999.107,1212,1000,3676,3032
1999.108,1000,1484,3075,4565
1999.109,999,1429,3456,4942
1999.110,1428,1000,3996,2797
1999.111,1000,1437,3258,4684
1999.112,1247,1000,3910,3135
1999.113,1204,999,4164,3456
1999.114,1224,1000,4064,3319
1999.115,999,1228,2596,3190
1999.116,1000,1422,3181,4525
1999.117,1159,1000,3531,3046
1999.118,1350,1000,3908,2893
1999.119,1012,1000,2982,2945
1999.120,1045,1000,3423,3275
1999.121,1428,1000,4564,3196
1999.122,1444,1000,4257,2948
1999.123,1078,1000,3339,3096
1999.124,1377,999,4363,3167
1999.126,1318,1000,3959,3003
1999.127,999,1009,3285,3317
1999.128,1263,1000,3631,2874
1999.129,1231,999,3519,2857
1999.130,1400,1000,4336,3096
1999.131,1012,1000,3164,3125
1999.132,1225,999,3559,2903
1999.133,1321,1000,3880,2937
1999.134,1171,1000,3543,3025
1999.136,1551,999,4615,2974
1999.137,1333,1000,2048,1536
1999.138,1264,999,1486,1175
1999.139,1455,1000,5029,3456
1999.140,3211,1000,3886,1210
1999.141a,1475,1000,4642,3147
1999.141b,1440,1000,4656,3233
1999.141c,1450,1000,4687,3232
1999.141d,1439,1000,4645,3227
1999.141e,1451,999,4658,3208
1999.141f,1458,1000,4647,3186
1999.141g,1452,999,4679,3221
1999.141h,1437,1000,4636,3226
1999.141i,1439,1000,4667,3243
1999.141j,1437,1000,4672,3250
1999.142,1000,1318,3197,4215
1999.143,999,1305,2008,2622
1999.144,324,509,324,509
1999.145,1688,1000,4678,2770
1999.146,1719,1000,4828,2808
1999.147,1592,1000,4872,3060
1999.148,1000,1599,2193,3507
1999.149,1573,1000,4715,2997
1999.150,1643,1000,5035,3064
1999.152,1618,1000,4810,2972
1999.153,1566,999,4820,3076
1999.154,1567,1000,5032,3211
1999.155,1630,999,4694,2878
1999.156,1593,999,4718,2960
1999.157,1603,1000,4242,2646
1999.158,1673,999,4600,2748
1999.159,1537,1000,4115,2676
1999.160,1577,1000,4394,2786
1999.161,1684,1000,4515,2681
1999.162,1619,999,4351,2686
1999.163,1648,1000,4171,2530
1999.164,1563,1000,4300,2750
1999.165,1551,1000,4190,2701
1999.166,1602,1000,4131,2578
1999.167,1888,1000,4916,2603
1999.168,1596,999,4834,3027
1999.169,2098,1000,3520,1677
1999.170,1000,1538,2986,4594
1999.171,1504,1000,3008,2000
1999.172a,1318,1000,3424,2597
1999.172aa,1301,1000,4112,3159
1999.172b,1318,1000,3424,2597
1999.172bb,1295,1000,3836,2962
1999.172c,1301,1000,4112,3159
1999.172cc,1295,1000,3836,2962
1999.172d,1301,1000,3854,2962
1999.172dd,1295,1000,3836,2962
1999.172e,1301,1000,4112,3159
1999.172ee,1303,999,3862,2962
1999.172f,1295,1000,3836,2962
1999.172ff,1301,1000,4112,3159
1999.172g,1300,999,3138,2412
1999.172gg,1306,999,3424,2620
1999.172h,1280,1000,3808,2975
1999.172i,1297,999,3400,2620
1999.172j,1297,999,3400,2620
1999.172k,1297,999,3400,2620
1999.172l,1312,1000,3400,2591
1999.172m,1303,999,3424,2626
1999.172n,1303,999,3424,2626
1999.172o,1320,999,3400,2574
1999.172p,1293,999,3382,2614
1999.172q,1300,1000,3406,2620
1999.172r,1294,1000,3406,2632
1999.172s,1297,1000,3406,2626
1999.172t,1309,1000,3400,2597
1999.172u,1300,999,3400,2614
1999.172v,1305,1000,3412,2614
1999.172w,1291,999,3400,2632
1999.172x,1292,1000,3372,2609
1999.172y,1290,999,3382,2620
1999.172z,1295,1000,3394,2620
1999.173,999,1211,2689,3258
1999.174a,1577,999,2578,4068
1999.174b,1577,999,2578,4068
1999.174c,1577,999,2578,4068
1999.174d,1585,1000,2578,4087
1999.174e,1568,999,2587,4059
1999.174f,1577,999,2578,4068
1999.174g,1459,1000,3451,2365
1999.174h,1502,1000,3428,2282
1999.174i,1563,1000,2596,4059
1999.174j,1556,1000,4044,2598
1999.174k,1571,1000,4044,2574
1999.174l,1468,1000,3724,2536
1999.175,1000,1282,3082,3953
1999.176,1498,1000,4126,2753
1999.177,1000,1527,2395,3658
1999.179,999,1318,3343,4409
1999.180,872,1356,872,1356
1999.181,332,500,332,500
1999.225,1000,1504,2000,3008
1999.227,999,1047,1400,1467
1999.228,1291,1000,2016,1561
1999.232,2363,1000,2881,1219
1999.235,1628,1000,2361,1450
1999.240,1000,1838,1322,2430
1999.241,1333,1000,3024,4032
1999.242,1333,1000,3264,2448
1999.243,1333,1000,2448,3264
1999.244,1333,1000,3024,4032
1999.248,999,1326,3293,4369
1999.249,1500,1000,5184,3456
1999.250,1424,1000,2362,3365
1999.251,1500,1000,5184,3456
1999.252,1500,1000,5184,3456
1999.257,1464,1000,4944,3376
1999.258,1500,1000,5184,3456
2000.001,1000,1548,2313,3582
2000.002,636,558,636,558
2000.004,1000,1394,1776,2476
2000.005,360,480,360,480
2000.006,1337,999,3082,2304
2000.007,1596,1000,2390,3815
2000.008,1433,1000,2728,1903
2000.009,1529,1000,4751,3106
2000.010,1472,1000,4577,3109
2000.011,1496,1000,4107,2745
2000.012,1550,1000,4804,3099
2000.013,1602,1000,4293,2679
2000.014,1594,1000,4939,3097
2000.015,1930,1000,5001,2590
2000.016,1711,1000,4760,2781
2000.017,1773,999,4261,2402
2000.018,1693,999,4018,2372
2000.019,1497,1000,4634,3094
2000.020,1000,1633,3044,4972
2000.021,1850,1000,4299,2323
2000.022,1495,999,4471,2989
2000.023,2036,1000,4435,2178
2000.024,1578,1000,4560,2889
2000.025,1653,1000,4875,2948
2000.026,1539,999,4304,2795
2000.027,2024,1000,4805,2373
2000.028,1747,1000,4908,2809
2000.029,1616,1000,4517,2795
2000.030,1575,1000,5066,3216
2000.031,1772,1000,4456,2514
2000.032,1712,1000,4478,2615
2000.033,1564,1000,4583,2929
2000.034,1333,1000,2448,3264
2000.035,1675,999,4738,2827
2000.036,1552,1000,4336,2793
2000.037,1521,999,3989,2621
2000.038,1516,999,4012,2645
2000.039,1684,1000,4893,2905
2000.040,1647,1000,4264,2588
2000.041,1589,1000,3996,2514
2000.042,1547,1000,4428,2861
2000.043,1642,1000,4265,2597
2000.044,1639,1000,4291,2617
2000.045,1521,1000,4125,2711
2000.046,1737,999,4781,2751
2000.047,1663,1000,4173,2509
2000.048,2104,1000,4357,2070
2000.049,1503,1000,4114,2736
2000.050,1576,1000,4328,2745
2000.051,1730,1000,4251,2457
2000.052,1604,1000,4262,2656
2000.053,1507,999,4204,2788
2000.054,1562,1000,4841,3099
2000.055,1561,999,4837,3097
2000.056,1655,1000,4892,2955
2000.057,1600,1000,4455,2783
2000.058,1629,1000,4164,2556
2000.059,1682,1000,4621,2747
2000.060,1619,1000,4258,2629
2000.061,1602,1000,4004,2499
2000.062,1615,1000,4656,2882
2000.063,1727,1000,4653,2693
2000.064,1527,1000,4370,2861
2000.065,1729,999,4195,2425
2000.066,1666,1000,4272,2564
2000.067,1612,1000,4285,2657
2000.068,1566,1000,4650,2969
2000.069,1604,1000,4218,2629
2000.070,1606,1000,3991,2484
2000.071,1635,1000,4403,2692
2000.073,2029,1000,4160,2050
2000.074,1682,1000,4393,2611
2000.075,1603,1000,4439,2768
2000.076,1646,1000,4665,2833
2000.077,1596,1000,4254,2665
2000.078,1004,999,2488,2476
2000.079,1568,1000,4859,3098
2000.080,1000,1524,2657,4050
2000.081,1589,999,4094,2575
2000.082,1619,1000,4319,2667
2000.083,1517,1000,4002,2638
2000.084,1573,1000,4284,2723
2000.085,1600,1000,4456,2785
2000.086,1499,1000,4611,3075
2000.087,1519,1000,4752,3127
2000.088,1560,999,4002,2564
2000.089,1582,1000,4079,2578
2000.090,1680,1000,4277,2545
2000.091,2007,1000,4112,2048
2000.092,1589,1000,4599,2893
2000.093,1566,1000,4379,2796
2000.094,1705,1000,4490,2633
2000.095,1678,1000,4559,2716
2000.096,1662,1000,4691,2822
2000.097,1594,1000,4414,2769
2000.098,1645,999,4309,2618
2000.099,1701,1000,4200,2468
2000.100,1589,999,4514,2839
2000.101,1691,1000,4099,2423
2000.102,1582,1000,4490,2837
2000.104,1612,1000,4022,2495
2000.105,1504,1000,3008,2000
2000.106,1000,1011,3198,3234
2000.107,1114,1000,3456,3101
2000.108,1500,1000,5184,3456
2000.109,1500,1000,5184,3456
2000.110,480,640,480,640
2000.111,999,1434,1297,1861
2000.112,1000,1074,1957,2102
2000.113,287,432,287,432
2000.114,1028,999,1463,1422
2000.115,1500,1000,5184,3456
2000.116,1504,1000,3008,2000
2000.117,1000,1504,2000,3008
2000.118,345,499,345,499
2000.119,2440,1000,6823,2796
2000.120,328,504,328,504
2000.120a,189,272,189,272
2000.120b,504,345,504,345
2000.120c,343,504,343,504
2000.120d,216,310,216,310
2000.120e,221,320,221,320
2000.120f,330,240,330,240
2000.120g,222,333,222,333
2000.120h,235,342,235,342
2000.120i,336,240,336,240
2000.120j,225,330,225,330
2000.120k,504,348,504,348
2000.120l,228,327,228,327
2000.120m,228,326,228,326
2000.120n,328,504,328,504
2000.120o,504,348,504,348
2000.120q,220,329,220,329
2000.120r,326,233,326,233
2000.120s,225,321,225,321
2000.120t,227,335,227,335
2000.120u,223,331,223,331
2000.120v,504,345,504,345
2000.121,999,1325,3243,4298
2000.122,1500,1000,5184,3456
2000.123,1562,1000,5089,3257
2001.001,1000,1500,3456,5184
2001.002,369,492,369,492
2001.003,1000,1534,3233,4960
2001.004,324,432,324,432
2001.005,1420,1000,1639,1154
2001.006,1313,1000,3939,3000
2001.007,1012,1000,3115,3076
2001.008,1586,1000,4865,3066
2001.009,1576,1000,4432,2811
2001.010,1614,1000,4830,2992
2001.011,1682,1000,4962,2950
2001.012,1630,1000,4687,2875
2001.013,1666,1000,5016,3010
2001.014,1576,999,4912,3115
2001.015,1709,1000,4462,2610
2001.016,1805,1000,4748,2630
2001.017,1604,1000,4909,3060
2001.018,1861,1000,4923,2645
2001.019,1836,1000,4956,2698
2001.020,1604,1000,4645,2895
2001.021,1000,1596,2914,4653
2001.022,999,1592,3140,5002
2001.023,1700,1000,4740,2788
2001.024,1577,1000,4799,3043
2001.025,1614,999,4507,2791
2001.026,1670,1000,4715,2823
2001.027,1994,1000,4867,2440
2001.028,1469,1000,4795,3263
2001.029,1698,1000,4859,2861
2001.032,1635,1000,4905,2999
2001.033,1657,1000,4877,2943
2001.034,1248,999,4587,3673
2001.036,1516,1000,4659,3073
2001.037,1600,1000,4549,2843
2001.038,1611,1000,4803,2981
2001.039,1697,1000,4594,2706
2001.040,1382,1000,4229,3060
2001.041,1550,1000,4091,2639
2001.042,1662,999,4919,2958
2001.043,1680,1000,4331,2577
2001.045,1000,1604,2926,4695
2001.046,1611,1000,4825,2994
2001.047,1469,1000,4582,3118
2001.048,1720,1000,4618,2684
2001.050,2282,1000,4996,2189
2001.051,1527,999,4891,3201
2001.053,1609,1000,4657,2894
2001.054,1689,1000,4960,2936
2001.055,1715,999,4597,2679
