accession_number,height,width,max_height,max_width
1971.004,1369,1000,4159,3036
1971.005,1000,1009,2382,2405
1971.006,1000,2114,4546,9611
1971.009,1000,1247,2465,3075
1971.010,384,318,384,318
1971.011,999,1281,3051,3911
1971.012,999,1281,3051,3911
1971.013,999,1281,3051,3911
1971.014,1277,1000,4102,3212
1971.015,504,229,504,229
1971.016,432,333,432,333
1971.017,1000,1496,4490,6720
1971.018,1246,875,1246,875
1971.019,1469,1000,4858,3306
1971.021,1549,1000,4734,3056
1971.022,1303,1000,4201,3223
1971.023,1000,1600,2093,3349
1971.024,1531,1000,2044,1335
1971.025,1203,1000,3423,2845
1971.026,999,1481,1303,1931
1971.027,999,1363,2073,2827
1971.028,1360,999,4114,3023
1971.029,1000,1255,2552,3205
1971.030,1000,1448,2412,3493
1971.032,1000,1285,3196,4109
1971.033,1000,1334,3354,4476
1971.035,1000,1494,1115,1666
1971.036,999,1517,1151,1747
1971.037,1359,1000,1621,2203
1971.038,1359,1000,1621,2203
1971.039,1359,1000,1621,2203
1971.040,1444,1000,4138,2865
1971.041,1000,1419,1648,2339
1971.042,1432,1000,2677,1869
1971.043,1000,1391,1329,1849
1971.044,1080,1000,2568,2775
1971.045,1054,1000,1206,1144
1971.046,1000,1749,1444,2526
1971.047,1195,999,3406,2848
1971.048,999,1394,1717,2395
1971.049,1000,1574,2870,4518
1971.050,1000,1466,2521,3697
1971.051,1429,1000,4579,3204
1971.052,1738,1000,4606,2649
1971.053,999,1411,3641,5141
1971.054,1000,1270,3355,4261
1971.055,1429,1000,2868,2006
1971.056,1000,1717,1255,2155
1971.057,999,1582,1115,1765
1971.058,999,1140,3100,3536
1971.059,999,1699,1963,3337
1971.060,1000,1116,2860,3193
1971.061,1367,1000,4442,3248
1971.062,1000,1476,3214,4745
1971.063,999,1193,3659,4368
1971.064,1270,1000,4261,3355
1971.065,1297,1000,3305,2548
1971.067,1385,1000,4072,2939
1971.068,1430,1000,2043,1428
1971.069,1498,999,4287,2860
1971.070,1000,1443,3288,4745
1971.071,494,360,494,360
1972.002,1665,1000,3262,1959
1972.003,1513,1000,3024,1998
1972.004,1969,1000,2476,1257
1972.008,1246,1000,3692,2961
1972.010,1313,1000,3927,2990
1972.011,1000,1314,3103,4079
1972.013,1214,999,3769,3103
1972.014,1326,999,3256,2454
1972.015,1567,999,4398,2805
1972.017,2105,1000,4753,2257
1972.018,1502,999,4205,2798
1972.019,835,1287,835,1287
1972.020,1000,1537,4349,2829
1972.021,1000,1510,2769,4182
1972.022,1000,1530,2775,4246
1972.023,1000,1525,2769,4223
1972.024,800,1238,800,1238
1972.025,1457,1000,4685,3214
1972.026,503,788,503,788
1972.027,1275,870,1275,870
1972.028,1275,879,1275,879
1972.029,1212,837,1212,837
1972.030,1275,888,1275,888
1972.031,1188,834,1188,834
1972.032,1120,779,1120,779
1972.033,1222,871,1222,871
1972.034,999,1329,3009,4000
1972.035,1212,817,1212,817
1972.036,1186,823,1186,823
1972.037,873,1177,873,1177
1972.038,1137,802,1137,802
1972.039,912,609,912,609
1972.040,1220,856,1220,856
1972.041,1113,737,1113,737
1972.042,1150,820,1150,820
1972.043,1125,792,1125,792
1972.044,871,1125,871,1125
1972.045,1113,759,1113,759
1972.046,1465,1000,4340,2962
1972.047,1075,764,1075,764
1972.048,1000,1351,3129,4228
1972.052,594,1175,594,1175
1972.053,581,1137,581,1137
1972.061,1000,1496,4490,6720
1972.062,1500,1000,5184,3456
1972.063,1000,1375,2304,3168
1972.067,1484,1000,3529,2378
1972.068,1333,1000,2250,3000
1972.069,1268,1000,4163,3282
1972.071,929,1995,929,1995
1972.072,1000,1971,1347,2656
1972.073,1034,1000,1833,1772
1972.074,1447,999,1940,1340
1972.075,963,670,963,670
1972.077,1410,1000,5160,3659
1972.079,1391,1000,2109,2934
1972.080,999,1308,3123,4086
1972.081,1000,1276,3282,4188
1972.082,1504,1000,2010,1336
1972.083,1000,1376,1171,1612
1972.084,1000,1214,3659,4443
1972.085,1000,1428,3039,4340
1972.086,1000,1442,2253,3250
1972.087,1000,1408,2305,3247
1972.088,1000,1295,1567,2030
1972.089,999,1497,2990,4479
1972.090,1323,999,3049,2303
1972.091,2933,1000,3678,1254
1972.092,1519,999,3628,2387
1973.001,1536,1000,5200,3384
1973.003,477,360,477,360
1973.004,504,326,504,326
1973.005,1000,1572,3065,4820
1973.006,1321,999,4017,3039
1973.007,1385,999,4390,3168
1973.008,1000,2354,1293,3045
1973.009,1102,783,1102,783
1973.010,569,1188,569,1188
1973.012,1000,1491,2965,4421
1973.013,1000,1500,3456,5184
1973.014,999,1100,2203,2425
1973.015,1000,1108,2250,2493
1973.016,999,1229,2081,2559
1973.017,1000,2378,1436,3415
1973.019,1000,1272,2784,3543
1973.020,1000,1467,3033,4450
1973.021,1000,1112,3136,3488
1973.022,999,1100,2205,2427
1973.023,999,1029,2826,2910
1973.024,1366,999,4724,3456
1973.026,999,1008,2373,2394
1973.027,1000,1504,2000,3008
1973.028,1000,1504,2000,3008
1973.029,1000,1504,2000,3008
1973.031,1000,1274,3076,3919
1974.001,1062,1000,2180,2052
1974.002,999,1286,2442,3142
1974.003,1255,999,3948,3144
1974.004,1000,1007,3283,3307
1974.005,1000,1333,2448,3264
1974.006,999,1245,3063,3816
1974.007,1541,1000,4153,2694
1974.008,1000,1600,1758,2813
1974.009,1000,1552,1812,2813
1974.010,1000,1580,1812,2863
1974.011,1000,1602,1797,2880
1974.011a,999,1469,2613,3841
1974.013,2038,926,2038,926
1974.016,999,1305,2377,3104
1974.017,999,1003,3184,3196
1974.018,1000,1412,1818,2568
1974.019,1000,1412,1818,2568
1974.020,1000,1412,1818,2568
1974.021,1500,1000,5184,3456
1974.022,999,1012,3504,3549
1974.024,1337,1000,4330,3238
1974.026,1313,1000,4625,3522
1974.027,1370,1000,4622,3373
1974.029,1380,999,2121,1536
1974.030,1362,1000,2109,1548
1974.032,353,500,353,500
1975.001,999,1271,2922,3716
1975.002,819,1002,819,1002
1975.003,1264,1000,3024,2392
1975.004,1500,1000,4752,3168
1975.005,1500,1000,5900,3933
1975.006,999,1048,2719,2850
1975.007,432,421,432,421
1975.008,291,394,291,394
1975.010,305,398,305,398
1975.011,1284,999,3331,2593
1975.012,1182,1000,2568,2172
1975.013,1961,1000,4704,2398
1975.014,600,441,600,441
1975.015,1000,1366,3416,4668
1975.017,1331,1000,3127,2349
1975.018,1545,1000,2694,1743
1975.019,1307,999,4400,3364
1975.020,1082,999,1218,1125
1975.022,1461,999,4787,3275
1975.023,1320,1000,3216,2436
1975.024,1339,999,3264,2436
1975.025,1400,1000,3282,2344
1975.026,500,369,500,369
1975.027,500,368,500,368
1975.028,1278,1000,3030,2370
1975.029,1250,1000,3961,3168
1975.030,1253,1000,3902,3114
1975.032,1000,1415,3534,5002
1975.034,1266,1000,3938,3110
1975.036,1494,1000,3961,2650
1975.037,1000,1619,1937,3137
1975.038,999,1226,1490,1828
1975.040,1000,1323,3369,4459
1975.041,999,1325,3346,4436
1975.042,999,1338,3357,4494
1975.043,999,1389,3225,4482
1975.045,1411,999,3641,5141
1975.046,1302,1000,3858,2963
1975.050,1333,1000,1512,2016
1975.051,1333,1000,1512,2016
1975.054,1000,1390,2212,3075
1975.055,999,1004,2645,2656
1975.056,1317,1000,4324,3283
1975.057,1494,1000,4303,2879
1975.058,1501,999,4277,2848
1975.060,1000,2478,1040,2578
1975.062,1500,1000,5184,3456
1975.063,1500,1000,5184,3456
1975.064,1500,1000,5184,3456
1975.065,1000,1504,2000,3008
1975.066,1000,1504,2000,3008
1976.001,1000,1430,3992,5709
1976.002,597,360,597,360
1976.003,1455,1000,3608,2479
1976.004,1000,1500,3456,5184
1976.005,1000,1327,2808,3729
1976.006,1000,1385,2792,3869
1976.007,1436,999,3832,2667
1976.008,1452,1000,4498,3097
1976.009,2128,612,2128,612
1976.010,1272,1000,4138,3253
1976.011,1442,999,2372,1644
1976.013,1000,1597,1115,1781
1976.014,999,1451,2733,3968
1976.015,1301,1000,2991,2298
1976.016,1237,999,2287,2831
1976.017,1000,1648,2296,3784
1976.018,1422,1000,3018,4293
1976.019,1000,1175,3206,3768
1976.021,462,360,462,360
1976.027,1228,1000,3546,2887
1976.028,1430,1000,3928,2746
1976.029,1566,1000,3508,2239
1976.030,1487,1000,3178,2137
1976.031,1000,1196,2494,2983
1976.032,1268,999,2569,2025
1976.033,1341,1000,2979,2221
1976.036,1500,1000,5184,3456
1977.001,1246,1000,5100,4091
1977.003,1500,1000,5184,3456
1977.005,558,360,558,360
1977.006,1290,1000,3180,2464
1977.007,1414,999,1921,2718
1977.008,999,1258,3303,4157
1977.009,1000,1500,3456,5184
1977.010,1421,1000,4628,3256
1977.011,1264,999,3840,3036
1977.013,1000,1387,2128,2953
1977.014,708,987,708,987
1977.015,1249,999,3501,2801
1978.001,1043,1000,2086,2000
1978.002,1000,1712,2796,4788
1978.003,1504,1000,3008,2000
1978.004,1000,1504,2000,3008
1978.005,1000,1504,2000,3008
1978.006,1000,1504,2000,3008
1978.007,1000,1504,2000,3008
1978.008,1000,1504,2000,3008
1978.010,1000,1504,2000,3008
1978.011,1000,1504,2000,3008
1978.012,1000,1504,2000,3008
1978.013,2300,1000,5532,2405
1978.014,1000,2005,1890,3790
1978.016,1000,1504,2000,3008
1978.017,1000,1504,2000,3008
1978.018,1504,1000,3008,2000
1978.019,1000,1504,2000,3008
1978.020,1000,1504,2000,3008
1978.021,1504,1000,3008,2000
1978.022,1504,1000,3008,2000
1978.023,1000,1504,2000,3008
1978.024,1000,1504,2000,3008
1978.025,1000,1504,2000,3008
1978.027,1000,1405,3549,4987
1978.028,1522,1000,4090,2687
1978.029,1504,1000,4830,3211
1978.033,1000,1789,1079,1931
1978.034,1000,1466,1555,2280
1978.035,999,1356,1768,2399
1978.036,632,474,632,474
1978.038,1000,1504,2000,3008
1978.039,1000,1504,2000,3008
1978.040,1500,1000,5184,3456
1978.041,1000,1350,2332,3149
1978.042,999,1566,2665,4176
1978.043,1372,1000,2100,1530
1978.044,1000,2038,1950,3975
1978.045,1416,1000,2052,1449
1978.046abc,1352,999,2278,1684
1978.047,999,1486,2301,3421
1978.048,999,1443,2325,3357
1978.049abc,1288,1000,2149,1668
1978.050,1338,1000,2163,1616
1978.051,1322,1000,2574,1947
1978.052,1349,1000,2069,1533
1978.053,1383,1000,2100,1518
1978.054,1315,1000,2064,1569
1978.055,1304,1000,2071,1588
1978.056,1292,1000,2287,1770
1978.057,1432,1000,2578,1800
1978.058,1461,1000,2850,1950
1978.059,1449,999,2224,1534
1978.060,1642,1000,2562,1560
1978.061,999,1466,2521,3698
1978.062,1000,1424,2826,4026
1978.063,1000,1411,2746,3876
1978.064,1000,1462,2734,3998
1978.065,1000,1403,2861,4015
1978.066,1000,1389,2844,3951
1978.067,999,1354,2769,3750
1978.068,1524,1000,2524,1656
1978.069,1000,1424,2786,3969
1978.070,1000,1165,2901,3380
1978.071,1000,1447,2451,3548
1978.072,1000,1485,2676,3975
1978.073,999,1659,2273,3773
1978.074,999,1480,2418,3581
1978.075,999,1492,2550,3807
1978.076,1000,1589,2065,3282
1978.077,1000,1514,2270,3437
1978.078,1289,1000,1800,1396
1978.079ab,1277,1000,2203,1725
1978.080bce,1314,1000,2163,1646
1978.081ab,1000,1394,2648,3692
1978.082,1000,1575,2475,3900
1978.083egh,1000,1440,3150,4536
1978.084 b&f,1485,999,2694,1813
1978.085,1000,1300,2595,3374
1978.086,1351,999,2739,2026
1978.087,1000,1429,2099,3000
1978.088,1496,1000,1683,1125
1978.089,1366,1000,1835,1343
1978.090,1000,1500,1350,2025
1978.091,1000,3030,1338,4055
1978.092,1598,1000,2518,1575
1978.093,1380,1000,1984,1437
1978.094,1396,1000,2611,1870
1978.095,1000,1362,1662,2264
1978.096,1000,1444,2405,3473
1978.097,1000,1395,1984,2769
1978.098,1000,1502,2296,3450
1978.099,1000,1597,2123,3392
1978.100,1464,1000,2838,1938
1978.102,1000,1451,2248,3263
1978.103a,1000,1523,2578,3928
1978.104,1000,1523,2578,3928
1978.105a,1494,999,1873,1253
1978.106,1000,1311,1913,2509
1978.108,1389,1000,2643,1902
1978.109,1000,1404,2500,3511
1978.110,1000,1426,1893,2700
1978.112abc,1000,1493,2574,3843
1978.113,1450,1000,2175,1500
1978.114,1000,1484,2250,3339
1978.115abc,1000,1312,2514,3300
1978.116,1000,1438,2399,3450
1978.117ab,1000,1500,2700,4050
1978.118,1000,1480,2365,3501
1978.119,1366,1000,2665,1950
1978.120,1000,1459,2403,3506
1978.121,1000,1517,2532,3842
1978.122,999,1464,2244,3287
1978.123,1467,1000,1909,1301
1978.124,1000,1382,1973,2728
1978.125,1459,1000,1944,1332
1978.126,1000,1506,1842,2775
1978.127,1000,1618,2117,3426
1978.128,999,1623,2037,3308
1978.129,1000,1487,2307,3432
1978.130,1320,1000,2028,1536
1978.131,1000,1514,2163,3276
1978.132,1485,1000,2180,1468
1978.133,1351,1000,2114,1564
1978.134,1480,999,2445,1651
1978.135,1000,1519,2476,3762
1978.136,1000,2616,1673,4378
1978.137a&b,1000,1423,2359,3357
1978.139,999,1373,3114,4278
1978.141,1000,1392,2382,3317
1978.142,1000,1491,2336,3484
1978.143a&b,1000,1564,2062,3225
1978.144,999,1491,2582,3852
1978.145,1000,1293,2449,3168
1978.146,1434,1000,2359,1645
1978.147,1278,1000,2102,1644
1978.148,1588,1000,1725,1086
1978.149,999,1514,2498,3784
1978.151,1000,1410,2736,3858
1978.152abc,1304,1000,2370,1817
1978.153,999,1420,2700,3836
1978.154,1453,999,2787,1917
1978.155,1000,1580,2025,3201
1978.156,1000,1571,2151,3380
1978.157,1000,1437,2428,3490
1978.158,1000,1316,2423,3190
1978.159,999,1482,2419,3587
1978.160,1369,999,3011,2198
1978.161ab,1000,1516,2278,3455
1978.162,1000,1531,2486,3807
1978.163,999,1417,2319,3288
1978.164,999,1545,2653,4101
1978.165ab,1000,1276,2676,3415
1978.166,1000,1384,1678,2323
1978.167,1000,1434,1592,2284
1978.168,1000,1550,2526,3917
1978.169,1623,999,1814,1117
1979.0002,1266,1000,2019,1594
1979.0003,1646,1000,3781,2296
1979.0004,999,1024,2571,2634
1979.0005,1430,1000,3056,2137
1979.0006,1248,999,4196,3360
1979.0007,1145,1000,2680,2340
1979.0008,999,1359,2702,3674
1979.0009,999,1157,2981,3450
1979.0012,1000,1530,3506,5365
1979.0014,1000,1177,2595,3055
1979.0015,1344,1000,2306,1715
1979.0016,999,1509,2944,4445
1979.0026,1000,1329,3160,4200
1979.0027,1102,999,1800,1632
1979.0028,999,1263,2539,3208
1979.0029,1235,1000,2958,2395
1979.0030,1241,1000,2990,2409
1979.0031,1360,1000,2653,1950
1979.0032,1280,1000,1800,1406
1979.0033,1293,999,2643,2043
1979.0034,1243,1000,2971,2390
1979.0035,1503,1000,2212,1471
1979.0036,1298,999,2690,2071
1979.0037,1373,1000,3000,2184
1979.0054,999,1134,3493,3964
1979.0055,2083,1000,4529,2174
1979.0056,1492,999,4443,2976
1979.0058,1443,1000,4830,3346
1979.0060,1341,1000,4007,2987
1979.0062,1393,999,4141,2971
1979.0063,1333,1000,2448,3264
1979.0064,1276,999,4187,3279
1979.0065,1575,1000,5400,3428
1979.0070,1352,1000,2554,1889
1979.0071,1000,1382,1780,2460
1979.0072,1000,1822,1451,2645
1979.0073,1256,999,2320,1846
1979.0074,1000,1380,3444,4753
1979.0075,1280,1000,4280,3343
1979.0076,1000,1500,3456,5184
1979.0077,1500,1000,5184,3456
1979.0078,1000,1500,3456,5184
1979.0079,1000,1500,3456,5184
1979.0080,1500,1000,5184,3456
1979.0081,999,1543,3358,5184
1979.0082,1000,1500,3456,5184
1979.0083,1469,1000,4833,3289
1979.0084,1000,1500,3456,5184
1979.0085,1000,1504,2000,3008
1979.0086,1195,1000,2920,2443
1979.0087,1465,1000,4221,2881
1979.0089,1520,1000,1945,1279
1979.0090,999,1181,1338,1581
1979.0093,1532,1000,3103,2025
1979.0095,1339,999,1987,2662
1979.0096,504,399,504,399
1979.0097,504,400,504,400
1979.0098,1000,1493,2793,4171
1979.0099,2727,1000,4315,1582
1979.0101,1512,1000,3402,2249
1979.0102,1000,1333,1512,2016
1979.0103,1000,1333,1512,2016
1979.0121,1000,1588,1481,2353
1979.0126,999,1135,2743,3114
1979.0134,999,1478,3113,4602
1979.0141,1333,1000,1512,2016
1979.0159,1062,999,3009,2831
1979.0160,999,1491,3077,4590
1979.0161,999,1489,3081,4590
1979.0163,1000,1333,2448,3264
1979.0164,1000,1333,2448,3264
1979.0165,1000,1324,3379,4474
1979.0166,1263,1000,3705,2932
1979.0167,1000,1415,3304,4677
1979.0168,1333,1000,3264,2448
1979.0171,999,1397,2992,4182
1979.0174,1377,1000,3473,2522
1979.0175,1265,1000,3647,2882
1979.0176,1230,1000,3101,2521
1979.0177,1560,1000,1921,1231
1979.0178,1519,1000,5438,3579
1979.0179,1208,1000,4269,3532
1979.0180,1280,1000,4512,3524
1979.0183P,1973,1000,4832,2448
1979.0184P,2213,1000,4568,2064
1979.0188P,999,1289,3155,4068
1979.0189P,1000,1220,3172,3870
1979.0190P,1000,1351,2472,3341
1979.0193P,1748,1000,4371,2500
1979.0195P,999,1278,3287,4204
1979.0198P,1000,1448,3017,4369
1979.0200P,1000,1663,1338,2226
1979.0203P,1000,1226,3130,3838
1979.0205P,1000,1410,3659,5160
1979.0206P,1000,1433,3600,5160
1979.0207P,1000,1410,3659,5160
1979.0211P,360,452,360,452
1979.0212P,288,358,288,358
1979.0215P,1000,1448,2401,3478
1979.0218P,288,383,288,383
1979.0223P,1300,999,2561,1969
1979.0225P,1000,1444,1687,2437
1979.0226P,1304,1000,3901,2991
1979.0227P,1000,1345,2297,3090
1979.0228P,1259,999,2905,2306
1979.0230P,1000,1333,1512,2016
1979.0231P,1193,1000,3404,2852
1979.0232P,1000,1309,1563,2046
1979.0233P,360,323,360,323
1979.0234P,371,540,371,540
1979.0235P,335,504,335,504
1979.0236P,1271,999,2354,1851
1979.0238P,1242,1000,3527,2839
1979.0241P,1742,1000,4759,2731
1979.0243P,1000,1366,2767,3780
1979.0244P,1261,999,4021,3187
1979.0246P,304,504,304,504
1979.0247P,1000,1295,3151,4081
1979.0249P,1225,1000,3062,2499
1979.0251P,1620,999,3441,2123
1979.0252P,1300,1000,3986,3066
1979.0255P,1058,1000,3044,2877
1979.0259P,999,1039,1616,1680
1979.0264P,1000,1086,2734,2971
1979.0268P,1000,1247,2908,3628
1979.0270P,288,437,288,437
1979.0272P,1161,999,3090,2660
1979.0274P,999,1513,2647,4007
1979.0275P,1000,1527,2657,4058
1979.0277P,999,1367,2955,4042
