accession_number,status,description,image_url
2015.029,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.029.tif/pct:13.574219000000001,40.234375,28.027342999999995,35.9375/!512,512/0/default.jpg"
2015.029,uploaded,Bottle,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.029.tif/pct:40.625,64.453125,8.398438000000002,19.140625/!512,512/0/default.jpg"
2015.030,uploaded,Top,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.030.tif/pct:34.765625,24.316405999999997,35.9375,60.058594/!512,512/0/default.jpg"
2015.030,uploaded,Jeans,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.030.tif/pct:43.554688000000006,65.625,43.164061999999994,33.59375/!512,512/0/default.jpg"
2015.030,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.030.tif/pct:20.507812,0.0,67.773438,100.0/!512,512/0/default.jpg"
2015.030,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.030.tif/pct:20.507812,0.0,67.773438,100.0/!512,512/0/default.jpg"
2015.030,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.030.tif/pct:20.507812,0.0,67.773438,100.0/!512,512/0/default.jpg"
2015.030,uploaded,Pants,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.030.tif/pct:43.554688000000006,65.625,43.164061999999994,33.59375/!512,512/0/default.jpg"
2015.030,uploaded,Couch,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.030.tif/pct:1.0803223000000002,21.484375,86.0290527,78.125/!512,512/0/default.jpg"
2015.031,uploaded,Top,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.031.tif/pct:23.4375,36.914061999999994,55.859375,62.304688/!512,512/0/default.jpg"
2015.031,uploaded,Window,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.031.tif/pct:7.6171875,0.012493133999999998,7.6171875,23.522662865999997/!512,512/0/default.jpg"
2015.031,uploaded,Top,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.031.tif/pct:23.4375,36.914061999999994,55.859375,62.304688/!512,512/0/default.jpg"
2015.031,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.031.tif/pct:15.917969000000001,11.5234375,69.628906,87.6953125/!512,512/0/default.jpg"
2015.031,uploaded,Bird,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.031.tif/pct:36.523438000000006,5.6640625,28.710936999999998,35.156249499999994/!512,512/0/default.jpg"
2015.031,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.031.tif/pct:23.4375,36.914061999999994,55.859375,62.304688/!512,512/0/default.jpg"
2015.031,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.031.tif/pct:13.476562,8.642577999999999,75.195313,90.966797/!512,512/0/default.jpg"
2015.032,uploaded,Top,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.032.tif/pct:46.679688000000006,32.8125,18.945311999999998,37.5/!512,512/0/default.jpg"
2015.032,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.032.tif/pct:28.710938000000002,10.058594,52.539062,89.941406/!512,512/0/default.jpg"
2015.032,uploaded,Jeans,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.032.tif/pct:27.734375,63.671875,43.359375,36.328125/!512,512/0/default.jpg"
2015.032,uploaded,Shoe,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.032.tif/pct:67.1875,79.6875,15.625,20.3125/!512,512/0/default.jpg"
2015.032,uploaded,Door,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.032.tif/pct:0.5950927699999999,0.0,34.95178223,83.59375/!512,512/0/default.jpg"
2015.032,uploaded,Shoe,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.032.tif/pct:67.1875,79.6875,15.625,20.3125/!512,512/0/default.jpg"
2015.032,uploaded,Footwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.032.tif/pct:67.1875,79.6875,15.625,20.3125/!512,512/0/default.jpg"
2015.032,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.032.tif/pct:28.710938000000002,10.058594,52.539062,89.941406/!512,512/0/default.jpg"
2015.033,uploaded,Glasses,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.033.tif/pct:9.9121094,30.859375,43.994140599999994,35.9375/!512,512/0/default.jpg"
2015.034,uploaded,Picture frame,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.034.tif/pct:19.335938,22.851562,16.992187,13.867188/!512,512/0/default.jpg"
2015.035,uploaded,Picture frame,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.035.tif/pct:20.019530999999997,23.046875,16.894530999999997,13.867186999999998/!512,512/0/default.jpg"
2015.036,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.036.tif/pct:5.5664062,4.1503906,87.01171880000001,93.8964844/!512,512/0/default.jpg"
2015.037b,uploaded,1D barcode,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.037b.tif/pct:12.792969000000001,19.921875,75.488281,58.984375/!512,512/0/default.jpg"
2015.037b,uploaded,1D barcode,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.037b.tif/pct:12.597655999999999,25.0,8.691406,16.601561999999998/!512,512/0/default.jpg"
2015.037c,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.037c.tif/pct:8.984375,9.9609375,83.203125,77.9296875/!512,512/0/default.jpg"
2015.037dd,uploaded,1D barcode,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.037dd.tif/pct:24.121094000000003,30.273438000000002,50.488281,38.867186999999994/!512,512/0/default.jpg"
2015.037f,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.037f.tif/pct:30.078125,5.908203,40.625,89.013672/!512,512/0/default.jpg"
2015.037hh,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.037hh.tif/pct:15.332030999999999,9.667969,73.339844,78.613281/!512,512/0/default.jpg"
2015.037ii,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.037ii.tif/pct:6.542969,13.378905999999999,88.769531,76.074219/!512,512/0/default.jpg"
2015.037j,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.037j.tif/pct:4.7851562,5.2246094,88.18359380000001,88.1347656/!512,512/0/default.jpg"
2015.037ll,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.037ll.tif/pct:20.019530999999997,9.814452999999999,61.621094,77.685547/!512,512/0/default.jpg"
2015.037o,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.037o.tif/pct:9.667969,12.207031,80.957031,74.511719/!512,512/0/default.jpg"
2015.038cc,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.038cc.tif/pct:7.1777344,8.886719,85.4003906,80.957031/!512,512/0/default.jpg"
2015.038d,uploaded,Scarf,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.038d.tif/pct:10.3515625,60.546875,41.9921875,32.8125/!512,512/0/default.jpg"
2015.038k,uploaded,Scarf,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.038k.tif/pct:16.796875,10.205077999999999,66.796875,80.419922/!512,512/0/default.jpg"
2015.038l,uploaded,Scarf,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.038l.tif/pct:23.632812,17.871094000000003,53.320313,55.957031/!512,512/0/default.jpg"
2015.038ll,uploaded,Scarf,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.038ll.tif/pct:9.5214844,14.84375,80.7128906,73.4375/!512,512/0/default.jpg"
2015.038v,uploaded,Scarf,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.038v.tif/pct:6.4941406,4.8095703,88.0371094,67.0654297/!512,512/0/default.jpg"
2015.038vv,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.038vv.tif/pct:12.402344,7.470702999999999,74.316406,84.716797/!512,512/0/default.jpg"
2015.038w,uploaded,Scarf,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.038w.tif/pct:13.574219000000001,18.945312,71.972656,61.523438/!512,512/0/default.jpg"
2015.039,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.039.jpg/pct:31.25,2.8808594,47.265625,93.2128906/!512,512/0/default.jpg"
2015.039,uploaded,Bronze sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.039.jpg/pct:31.25,2.8808594,47.265625,93.2128906/!512,512/0/default.jpg"
2015.039,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.039.jpg/pct:31.25,2.8808594,47.265625,93.2128906/!512,512/0/default.jpg"
2015.040,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.040.tif/pct:4.8828125,8.984375,89.2578125,91.015625/!512,512/0/default.jpg"
2015.040,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.040.tif/pct:14.648438,26.757811999999998,70.507812,72.460938/!512,512/0/default.jpg"
2015.040,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.040.tif/pct:4.8828125,8.984375,89.2578125,91.015625/!512,512/0/default.jpg"
2015.040,uploaded,Outerwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.040.tif/pct:14.648438,26.757811999999998,70.507812,72.460938/!512,512/0/default.jpg"
2015.041,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.041.tif/pct:9.667969,2.9541016,79.394531,97.0458984/!512,512/0/default.jpg"
2015.041,uploaded,Dog,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.041.tif/pct:15.234375,41.601561999999994,56.25,57.226563/!512,512/0/default.jpg"
2015.041,uploaded,Outerwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.041.tif/pct:10.107422000000001,23.828125,78.955078,75.390625/!512,512/0/default.jpg"
2015.041,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.041.tif/pct:9.667969,2.9541016,79.394531,97.0458984/!512,512/0/default.jpg"
2015.041,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.041.tif/pct:10.107422000000001,23.828125,78.955078,75.390625/!512,512/0/default.jpg"
2015.041,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.041.tif/pct:15.234375,41.601561999999994,56.25,57.226563/!512,512/0/default.jpg"
2015.042,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.042.tif/pct:9.716797000000001,5.2734375,75.830078,93.9453125/!512,512/0/default.jpg"
2015.042,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.042.tif/pct:16.308594000000003,61.328125,66.113281,37.890625/!512,512/0/default.jpg"
2015.042,uploaded,Dress,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.042.tif/pct:16.308594000000003,61.328125,66.113281,37.890625/!512,512/0/default.jpg"
2015.042,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.042.tif/pct:9.716797000000001,5.2734375,75.830078,93.9453125/!512,512/0/default.jpg"
2015.042,uploaded,Top,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.042.tif/pct:16.308594000000003,61.328125,66.113281,37.890625/!512,512/0/default.jpg"
2015.043,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.043.tif/pct:33.789061999999994,6.0546875,43.945313000000006,92.7734375/!512,512/0/default.jpg"
2015.043,uploaded,Dress,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.043.tif/pct:38.28125,28.710938000000002,38.671875,70.507812/!512,512/0/default.jpg"
2015.043,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.043.tif/pct:33.789061999999994,6.0546875,43.945313000000006,92.7734375/!512,512/0/default.jpg"
2015.043,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.043.tif/pct:38.28125,28.710938000000002,38.671875,70.507812/!512,512/0/default.jpg"
2015.044,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.044.tif/pct:45.507811999999994,8.7402344,52.929688,90.4785156/!512,512/0/default.jpg"
2015.044,uploaded,Dress,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.044.tif/pct:55.46875,39.0625,44.140625,59.765625/!512,512/0/default.jpg"
2015.044,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.044.tif/pct:4.4189453,2.8198242000000002,56.9091797,96.3989258/!512,512/0/default.jpg"
2015.044,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.044.tif/pct:55.46875,39.0625,44.140625,59.765625/!512,512/0/default.jpg"
2015.044,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.044.tif/pct:4.6142578,23.339844000000003,55.9326172,75.878906/!512,512/0/default.jpg"
2015.044,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.044.tif/pct:4.4189453,2.8198242000000002,56.9091797,96.3989258/!512,512/0/default.jpg"
2015.044,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.044.tif/pct:45.507811999999994,8.7402344,52.929688,90.4785156/!512,512/0/default.jpg"
2015.044,uploaded,Dress,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.044.tif/pct:4.6142578,23.339844000000003,55.9326172,75.878906/!512,512/0/default.jpg"
2015.045,uploaded,Glove,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.045.tif/pct:2.7221680000000004,29.296875,16.418457,18.359375/!512,512/0/default.jpg"
2015.045,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.045.tif/pct:13.183594000000001,33.007811999999994,74.316406,66.210938/!512,512/0/default.jpg"
2015.045,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.045.tif/pct:4.5898438,11.816406,89.55078119999999,88.183594/!512,512/0/default.jpg"
2015.046,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.046.tif/pct:11.328125,3.4423828,65.625,93.8232422/!512,512/0/default.jpg"
2015.046,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.046.tif/pct:19.921875,27.34375,57.03125,67.96875/!512,512/0/default.jpg"
2015.046,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.046.tif/pct:11.328125,3.4423828,65.625,93.8232422/!512,512/0/default.jpg"
2015.047,uploaded,Dress,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.047.tif/pct:23.242188,38.476561999999994,49.804687,60.351563/!512,512/0/default.jpg"
2015.047,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.047.tif/pct:7.1777344,6.8847656,63.134765599999994,89.9902344/!512,512/0/default.jpg"
2015.047,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.047.tif/pct:7.1777344,6.8847656,63.134765599999994,89.9902344/!512,512/0/default.jpg"
2015.047,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.047.tif/pct:23.242188,38.476561999999994,49.804687,60.351563/!512,512/0/default.jpg"
2015.048,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.048.tif/pct:17.480469000000003,2.0751953,70.019531,97.9248047/!512,512/0/default.jpg"
2015.048,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.048.tif/pct:18.066405999999997,37.109375,70.214844,62.890625/!512,512/0/default.jpg"
2015.048,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.048.tif/pct:17.480469000000003,2.0751953,70.019531,97.9248047/!512,512/0/default.jpg"
2015.048,uploaded,Dress,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.048.tif/pct:18.066405999999997,37.109375,70.214844,62.890625/!512,512/0/default.jpg"
2015.049,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.049.tif/pct:10.498047000000001,3.564453,75.830078,93.701172/!512,512/0/default.jpg"
2015.049,uploaded,Dress,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.049.tif/pct:30.859375,16.503905999999997,57.421875,74.902344/!512,512/0/default.jpg"
2015.049,uploaded,Shoe,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.049.tif/pct:23.144530999999997,84.375,21.777344000000003,11.71875/!512,512/0/default.jpg"
2015.049,uploaded,High heels,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.049.tif/pct:11.279297000000001,76.5625,22.314453,12.109375/!512,512/0/default.jpg"
2015.049,uploaded,Shoe,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.049.tif/pct:11.279297000000001,76.5625,22.314453,12.109375/!512,512/0/default.jpg"
2015.049,uploaded,High heels,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.049.tif/pct:23.4375,85.15625,21.484375,11.71875/!512,512/0/default.jpg"
2015.049,uploaded,Footwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.049.tif/pct:11.279297000000001,76.5625,22.314453,12.109375/!512,512/0/default.jpg"
2015.049,uploaded,Sandal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.049.tif/pct:11.279297000000001,76.5625,22.314453,12.109375/!512,512/0/default.jpg"
2015.049,uploaded,Footwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.049.tif/pct:23.144530999999997,84.375,21.777344000000003,11.71875/!512,512/0/default.jpg"
2015.049,uploaded,Sandal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.049.tif/pct:23.144530999999997,84.375,21.777344000000003,11.71875/!512,512/0/default.jpg"
2015.050,uploaded,Necklace,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.050.tif/pct:28.90625,69.53125,40.234375,25.78125/!512,512/0/default.jpg"
2015.051,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.051.tif/pct:10.058594,7.470702999999999,76.660156,91.748047/!512,512/0/default.jpg"
2015.051,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.051.tif/pct:10.058594,7.470702999999999,76.660156,91.748047/!512,512/0/default.jpg"
2015.051,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.051.tif/pct:11.230469,33.007811999999994,74.707031,66.210938/!512,512/0/default.jpg"
2015.051,uploaded,Outerwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.051.tif/pct:11.230469,33.007811999999994,74.707031,66.210938/!512,512/0/default.jpg"
2015.052,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.052.tif/pct:22.753905999999997,5.908203,54.980469,92.919922/!512,512/0/default.jpg"
2015.052,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.052.tif/pct:22.753905999999997,5.908203,54.980469,92.919922/!512,512/0/default.jpg"
2015.052,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.052.tif/pct:23.339844000000003,28.515625,53.613281,58.984375/!512,512/0/default.jpg"
2015.052,uploaded,Top,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.052.tif/pct:23.339844000000003,28.515625,53.613281,58.984375/!512,512/0/default.jpg"
2015.052,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.052.tif/pct:29.296875,74.609375,47.65625,24.609375/!512,512/0/default.jpg"
2015.053,uploaded,Hat,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.053.tif/pct:29.882811999999998,7.6660156,31.835938000000002,24.755859400000002/!512,512/0/default.jpg"
2015.053,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.053.tif/pct:30.46875,7.421875,44.921875,91.796875/!512,512/0/default.jpg"
2015.053,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.053.tif/pct:34.960938000000006,29.6875,38.476561999999994,67.96875/!512,512/0/default.jpg"
2015.053,uploaded,Top,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.053.tif/pct:35.351561999999994,35.15625,37.304688000000006,33.203125/!512,512/0/default.jpg"
2015.053,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.053.tif/pct:30.46875,7.421875,44.921875,91.796875/!512,512/0/default.jpg"
2015.053,uploaded,Pants,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.053.tif/pct:38.085938000000006,53.90625,33.398436999999994,44.140625/!512,512/0/default.jpg"
2015.054,uploaded,Hat,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.054.tif/pct:39.257811999999994,7.763672000000001,20.898438000000002,12.158202999999999/!512,512/0/default.jpg"
2015.054,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.054.tif/pct:22.460938,7.324219,57.226562,91.503906/!512,512/0/default.jpg"
2015.054,uploaded,Outerwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.054.tif/pct:22.753905999999997,27.539061999999998,57.324219,66.992188/!512,512/0/default.jpg"
2015.054,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.054.tif/pct:22.460938,7.324219,57.226562,91.503906/!512,512/0/default.jpg"
2015.054,uploaded,Coat,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.054.tif/pct:22.753905999999997,27.539061999999998,57.324219,66.992188/!512,512/0/default.jpg"
2015.054,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.054.tif/pct:22.753905999999997,27.539061999999998,57.324219,66.992188/!512,512/0/default.jpg"
2015.058,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.058.tif/pct:25.390625,15.234375,50.78125,83.984375/!512,512/0/default.jpg"
2015.059,uploaded,Flower,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.059.tif/pct:12.402344,8.3984375,24.902344000000003,21.6796875/!512,512/0/default.jpg"
2015.059,uploaded,Flower,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.059.tif/pct:8.935547000000001,37.109375,26.220703,24.21875/!512,512/0/default.jpg"
2015.059,uploaded,Flower,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.059.tif/pct:36.71875,9.765625,25.78125,21.484375/!512,512/0/default.jpg"
2015.059,uploaded,Flower,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.059.tif/pct:62.109375,6.640625,24.609375,24.609375/!512,512/0/default.jpg"
2015.059,uploaded,Flower,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.059.tif/pct:9.2285156,67.96875,26.1230464,21.484375/!512,512/0/default.jpg"
2015.060,uploaded,Hat,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.060.tif/pct:24.316405999999997,12.3535156,53.808594,86.8652344/!512,512/0/default.jpg"
2015.061,uploaded,Earrings,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.061.tif/pct:3.7353516000000004,27.539061999999998,19.0185544,71.289063/!512,512/0/default.jpg"
2015.061,uploaded,Earrings,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.061.tif/pct:22.265625,48.046875,22.851563000000002,51.953125/!512,512/0/default.jpg"
2015.066,uploaded,Flower,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.066.tif/pct:21.679688,9.033202999999999,58.789062,33.935547/!512,512/0/default.jpg"
2015.068,uploaded,Houseplant,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.068.tif/pct:28.515625,3.955078,43.75,94.873047/!512,512/0/default.jpg"
2015.070,uploaded,Shoe,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.070.tif/pct:0.8850098000000001,67.1875,25.482178200000007,12.5/!512,512/0/default.jpg"
2015.070,uploaded,Footwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.070.tif/pct:0.8850098000000001,67.1875,25.482178200000007,12.5/!512,512/0/default.jpg"
2015.070,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.070.tif/pct:0.0,0.0,31.640625,78.515625/!512,512/0/default.jpg"
2015.070,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.070.tif/pct:0.33111571999999995,3.1982422,30.918884279999997,49.5361328/!512,512/0/default.jpg"
2015.070,uploaded,Shoe,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.070.tif/pct:0.8850098000000001,67.1875,25.482178200000007,12.5/!512,512/0/default.jpg"
2015.071,uploaded,Fedora,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.071.tif/pct:13.183594000000001,26.5625,86.425781,71.09375/!512,512/0/default.jpg"
2015.071,uploaded,Hat,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.071.tif/pct:13.183594000000001,26.5625,86.425781,71.09375/!512,512/0/default.jpg"
2015.073,uploaded,Guitar,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2015%2F2015.073.tif/pct:0.0,0.8666992,92.96875,98.7426758/!512,512/0/default.jpg"
