qid,label_en,instance_of_uuid,instance_of
Q110714089,The Prophet's Ascension: Cross-Cultural Encounters with the Islamic Mi'raj Tales,7c9639df-46cf-a26c-d6f1-31a94e40744a,Q3331189
Q110714090,Islamisches Bilderverbot vom Mittel- bis ins Digitalzeitalter,BFB6532E-BCA2-4872-899A-272851BDC870,Q637866
Q110714090,Islamisches Bilderverbot vom Mittel- bis ins Digitalzeitalter,043211d2-47a7-f465-59b8-008535f75c66,Q3331189
Q110714091,Defining Islam: A Reader (Critical Categories in the Study of Religion),2B81EB79-986B-427A-B51D-DFA1415955AF,Q637866
Q110714091,Defining Islam: A Reader (Critical Categories in the Study of Religion),035b836d-4381-a95c-98a1-68611db95ed7,Q3331189
Q110714092,Islam and Global Dialogue: Religious Pluralism and the Pursuit of Peace - Edited by Roger Boase,3CBB0FA0-7589-462A-92F1-998B764201C3,Q637866
Q110714092,Islam and Global Dialogue: Religious Pluralism and the Pursuit of Peace - Edited by Roger Boase,ad810160-4102-91c1-fc4c-41bc719786a4,Q3331189
Q110714094,The Cult of Saints among Muslims and Jews in Medieval Syria (Book),19B391C8-963B-43F7-857B-2A51BDABDB50,Q637866
Q110714094,The Cult of Saints among Muslims and Jews in Medieval Syria (Book),2a3ba01e-4053-35d5-2602-7f8bd52f27ca,Q3331189
Q110714095,Representations of the Divine in Arabic Poetry,8A524E8A-3059-4E0F-A6B3-180FB5394CB0,Q637866
Q110714095,Representations of the Divine in Arabic Poetry,393a2655-4cc3-d449-354d-bfcde180ea3e,Q3331189
Q110714096,New Sources for the Study of Sufism in Mamluk Egypt,3DFC071B-B685-4EAC-A280-A29352CE1443,Q13442814
Q110714096,New Sources for the Study of Sufism in Mamluk Egypt,e9b09a04-4873-387b-be7d-5744f59751ee,Q3331189
Q110714098,"Alef Is for Allah: Childhood, Emotion, and Visual Culture in Islamic Societies",B2274FEC-4092-4A11-9E64-DA9403246705,Q637866
Q110714098,"Alef Is for Allah: Childhood, Emotion, and Visual Culture in Islamic Societies",2013be1c-4273-caf9-b469-7410a921fb10,Q3331189
Q110714099,"Un manuel' ifrîqiyen d'adab soufi: Paroles de sagesse de 'Abd al-Wahhab al-Mzughî (m. 675-1276) compagnon de Shâdhilî: Étude, notes et traduction partielle suivis du texte arabe",59AA05D1-4E85-4486-9E23-81EFC839FFFF,Q637866
Q110714099,"Un manuel' ifrîqiyen d'adab soufi: Paroles de sagesse de 'Abd al-Wahhab al-Mzughî (m. 675-1276) compagnon de Shâdhilî: Étude, notes et traduction partielle suivis du texte arabe",c5ffe804-4c1a-b8da-314f-242984fa0a7f,Q3331189
Q110714100,Intertext and Artworks - Reading Islamic Hagiography,2079F803-3B05-4A45-BBBC-0D8D66ADDACB,Q13442814
Q110714100,Intertext and Artworks - Reading Islamic Hagiography,aa07f81d-4691-32ab-e99a-0f34942e387f,Q3331189
Q110714101,"Sufism and Society: Arrangements of the Mystical in the Muslim World, 1200-1800",8243FC52-16E2-457A-8DCF-F6C8EA14853E,Q637866
Q110714101,"Sufism and Society: Arrangements of the Mystical in the Muslim World, 1200-1800",c38970f0-4acf-9fb2-86c4-f3bc962697ed,Q3331189
Q110714102,Notes on the Literature of Sufi Prayer Commentaries,13A93497-4CBC-43A2-AAE1-0FC8B3517A36,Q13442814
Q110714102,Notes on the Literature of Sufi Prayer Commentaries,d37eef79-476a-8c2f-50ae-4ad9bbed06a1,Q3331189
Q110714103,Emanations of Grace: Mystical Poems by ʻĀʼishah al-Bāʻūnīyah (d. 923/1517),049ECC55-68DB-4061-A017-3FF94C4870D3,Q637866
Q110714103,Emanations of Grace: Mystical Poems by ʻĀʼishah al-Bāʻūnīyah (d. 923/1517),0a3c9f0c-4b1e-5d23-cbb7-7480464bf7a4,Q3331189
Q110714104,Objects of Translation: Material Culture and Medieval 'Hindu-Muslim' Encounter,6C5CD051-46F5-4A79-B507-6AABCF33B3A5,Q637866
Q110714104,Objects of Translation: Material Culture and Medieval 'Hindu-Muslim' Encounter,4d52db32-4a1b-9e51-4309-23c160643924,Q3331189
Q110714105,The Problem of Sufism,662A23B0-6AB6-4F1B-BBC0-7BA7CD1AA968,Q13442814
Q110714105,The Problem of Sufism,401e0b75-42ef-59e4-6ffc-1b5c6f61d5d6,Q3331189
Q110714106,Al-'Aqā' id al-Dīnīyah fī Miṣr al-Mamlūkīyah bayna al-Islām wa-al-Taṣawwuf,2A189F9C-B045-4A5E-9AF5-922E726AA26A,Q637866
Q110714106,Al-'Aqā' id al-Dīnīyah fī Miṣr al-Mamlūkīyah bayna al-Islām wa-al-Taṣawwuf,0ce5aec9-4fbc-447f-b893-533ae8f7df7f,Q3331189
Q110714107,In the Footsteps of the Prophet: Lessons from the Life of Muhammad,2B94D1AA-97F1-4202-854F-9C76B30C2958,Q637866
Q110714107,In the Footsteps of the Prophet: Lessons from the Life of Muhammad,9250876c-43ab-c673-6914-cff090295620,Q3331189
Q110714108,Ibrahim al-Dasuqi (1255–1296): a Saint Invented,35899F09-D93F-4EA2-ABC0-A7BB4F0354BC,Q637866
Q110714108,Ibrahim al-Dasuqi (1255–1296): a Saint Invented,d3006faf-48b1-7065-5318-5bf9b21535ff,Q3331189
Q110714109,Anxious Muslims: The Struggle for the Soul of Islam,29B3BA5C-62B1-4521-92D0-AC3291558645,Q637866
Q110714109,Anxious Muslims: The Struggle for the Soul of Islam,84e784e2-4155-d02d-4d36-b4ef9541ecf5,Q3331189
Q110714110,The Wine of Love and Life: Ibn al-Fāriḍ's al-Khamrīyah and al-Qayṣarī's Quest for Meaning,286A7775-D5BD-4460-BA5D-C227900CB654,Q637866
Q110714110,The Wine of Love and Life: Ibn al-Fāriḍ's al-Khamrīyah and al-Qayṣarī's Quest for Meaning,9ea25ee8-410b-226a-6a32-609de570dee0,Q3331189
Q110714112,The Ulama in Contemporary Islam: Custodians of Change,A68646E7-FDC4-4525-9B0C-727A688AACCF,Q637866
Q110714112,The Ulama in Contemporary Islam: Custodians of Change,445ec048-45f2-55f4-9e1d-2ef2f6dc7796,Q3331189
Q110714113,The Development of the Islamic Understanding of Sanctity,01F30F7B-B443-4F43-96D4-68A9779FDFBA,Q13442814
Q110714113,The Development of the Islamic Understanding of Sanctity,ee45dd05-4545-3b84-3400-284b43194d2b,Q3331189
Q110714114,From Virtue to Apocalypse: The Understanding of Sainthood in a Medieval Sufi Order,F45C2B6E-D95F-42DC-9A80-65CE1CF92FDC,Q13442814
Q110714114,From Virtue to Apocalypse: The Understanding of Sainthood in a Medieval Sufi Order,fdcc42de-4cb8-698c-dd08-4cc93b659ec6,Q3331189
Q110714115,"Religions and the Religion of Animals: Ethics, Self, and Language in Tenth-Century Iraq",97175BE9-B73A-45EE-8266-0D4D46E30961,Q13442814
Q110714115,"Religions and the Religion of Animals: Ethics, Self, and Language in Tenth-Century Iraq",354057f3-4560-8d26-906f-107efbee3f5a,Q3331189
Q110714117,A Sufi Legacy in Tunis: Prayer and the Shadhiliyya,2F3290B8-18B1-40D0-A48E-6B87027434A0,Q13442814
Q110714117,A Sufi Legacy in Tunis: Prayer and the Shadhiliyya,bdb5ba4b-473b-2a67-a8ee-3240bb7305ca,Q3331189
Q110714118,The Existential Dimension of the Spiritual Guide in the Thought of ‘Alî Wafâ’ (d.807/1404),C268F0D1-91F7-4162-8BCF-91A802C99EC6,Q13442814
Q110714118,The Existential Dimension of the Spiritual Guide in the Thought of ‘Alî Wafâ’ (d.807/1404),e8e5534d-4f73-5fd2-9a69-6846a7fc04d2,Q3331189
Q110714120,A Medieval Saint on Sainthood,387F76CD-CA35-442C-B534-6B620AB97B08,Q13442814
Q110714120,A Medieval Saint on Sainthood,93ce0458-4629-9a0a-2713-b3921ee263cd,Q3331189
Q110714122,"Spiritual Wayfarers, Leaders in Piety: Sufis and the Dissemination of Islam in Medieval Palestine, by Dahphna Ephrat",536DCD5A-56FC-43FB-9E38-B0004AA5CCED,Q637866
Q110714122,"Spiritual Wayfarers, Leaders in Piety: Sufis and the Dissemination of Islam in Medieval Palestine, by Dahphna Ephrat",f0e551a8-4348-358f-e0c9-bcd9702bebb0,Q3331189
Q110714123,"A Prayer for Spiritual Elevation and Protection; al-Dawr al-a'la, S. Taji-Farouki",32D60A48-C4B0-4581-9B74-61153A447CA4,Q637866
Q110714123,"A Prayer for Spiritual Elevation and Protection; al-Dawr al-a'la, S. Taji-Farouki",6fa16599-4202-b2f1-de6b-ebd18e0abd8b,Q3331189
Q110714125,A Rumi for All Seasons,7CC23905-5564-4557-8CDB-1B6D76C068E4,Q637866
Q110714125,A Rumi for All Seasons,c0b02482-4a7d-0b51-c5fa-fe0aac556b69,Q3331189
Q110714126,"Review of Zwei Mystische Schriften des 'Ammār al-Bidlîsî, (Beiruter Texte und Studien, Band 68)",5586D083-C1B6-432F-B138-9F312AC88A14,Q637866
Q110714126,"Review of Zwei Mystische Schriften des 'Ammār al-Bidlîsî, (Beiruter Texte und Studien, Band 68)",a13bf714-4ec9-3860-1ec6-d563b7bbf97a,Q3331189
Q110714128,"Review of Consciousness and Reality: Studies in Memory of Toshihiko Izutsu, (Islamic Philosophy, Theology and Science, Vol. 38)",542EC6CA-C123-4566-B9B2-A3BAB6A7CFE1,Q637866
Q110714128,"Review of Consciousness and Reality: Studies in Memory of Toshihiko Izutsu, (Islamic Philosophy, Theology and Science, Vol. 38)",d43bf4b2-480b-02ad-677a-7d4ba422edc1,Q3331189
Q110714129,"The Medium and the Light: Reflections on Religion, by Marshall McLuhan",5E9965F3-4A20-4D4D-BE97-5065F80F9A54,Q637866
Q110714129,"The Medium and the Light: Reflections on Religion, by Marshall McLuhan",ce3e0cc6-4818-9350-20dc-08f071649aad,Q3331189
Q110714130,"The Way of Abu Madyan, V. Cornell and Ibn 'Ata Allah, The Key to Salvation, M. Danner trans.",E02DE5D7-89F0-4920-9F1B-562E4E1EBF8D,Q637866
Q110714130,"The Way of Abu Madyan, V. Cornell and Ibn 'Ata Allah, The Key to Salvation, M. Danner trans.",0f462407-404f-09e7-baa2-bbaa457148b9,Q3331189
Q110714131,"The Seal of the Saints, M. Chodkiewicz",74C46E81-AF7F-403C-9039-3939A4D9281F,Q637866
Q110714131,"The Seal of the Saints, M. Chodkiewicz",c868b9e5-4342-68ee-40f6-817a2c198e94,Q3331189
Q110714263,Being and Knowing According to a 14th century Cairene Mystic,3D18DCBE-9FD4-4739-87C4-6E45291DBDA7,Q13442814
Q110714263,Being and Knowing According to a 14th century Cairene Mystic,BD9F01ED-87A5-47BD-AC37-700F1503CB12,Q3331189
Q110779913,Review: Feminist Theory and Christian Theology: Cartographies of Grace,52c1faef-4e95-dba1-a294-c4adad2d0980,Q18918145
Q110779913,Review: Feminist Theory and Christian Theology: Cartographies of Grace,1f4a5387-4d53-bb76-9eb7-547321ce63c9,Q637866
Q110910492,Economic Justice and Globalization in Black Church Studies: Confronting the “Malignant Kingship” in the Post-Civil Rights Era,B217CDB5-DB33-454C-B0A3-0CC8F7F78B55,Q21481766
Q110910493,The Private Lives of Women in Persian Egypt,23ECC8C6-1BEF-4885-B354-C0B4E3550D08,Q3331189
Q110916224,Pragmatic Naturalism and Public Theology,18E1489B-37A7-4286-8663-17B87D514798,Q21481766
Q110920768,Signs and Wonders Theology After Modernity,BFB2811B-043C-4B1C-A18E-62CE5CD6B93B,Q3331189
Q110920769,Creation and Transcendence Theological Essays on the Divine Sublime,7F5D6942-3A6C-4051-981B-AEA61812F28D,Q193495
Q110920770,The Origins of Black Humanism in America,EF4E46E6-5555-4ED6-8B47-E7845D61C3B0,Q3331189
Q110920771,"Just Traveling God, Leaving Home, and a Spirituality for the Road",37DDBBF7-2486-4805-83D7-4C548C38FC18,Q193495
Q110920772,Strangers and Friends at the Welcome Table Contemporary Christianities in the American South,A441602C-AF3B-4FD5-84E4-1D8174FD8A5A,Q3331189
Q110920774,"In Pursuit of Purity, Unity, and Liberty Richard Baxter's Puritan Ecclesiology in Its Seventeenth-Century Context",3B8523A5-011F-4DE1-8E45-C66C93A3E807,Q193495
Q110920777,Pillars of Cloud and Fire The Politics of Exodus in African American Biblical Interpretation,3178BDF4-42FD-44FF-ACC3-94A09A8C975F,Q193495
Q110920778,The Practical Christology of Philoxenos of Mabbug,1495ED26-DD24-4C19-AED2-38BE766DC971,Q193495
Q110920780,Opting for the Margins,E30F3CC6-864C-441D-ADE6-FE1F1D133CA6,Q193495
Q110920783,"Toward Minority Biblical Criticism: Framework, Contours, Dynamics",EF29DC19-D941-42F1-A464-A2E3CB524CD9,Q21481766
Q110920784,"Self, Culture, and Others in Womanist Practical Theology",5DA709ED-8866-4440-8527-DAF12D0FF0F7,Q3331189
Q110920785,Ecclesiastes A New Translation with Introduction and Commentary,0033F14C-1718-4EAC-9F24-577FDD07FF83,Q3331189
Q110920786,Preaching the Headlines Possibilities and Pitfalls,ABC6CEA9-A7C7-4380-9F19-818B2FA19292,Q193495
Q110920787,Womanist Ethics and the Cultural Production of Evil,449D3802-E6DA-4A23-A44F-6F9B55E8B6D2,Q3331189
Q111089508,Visual Theology: Diagnosing Postmodernity,BD3A8A96-EC2B-4B82-9101-18B14F9437B5,Q21481766
Q111089509,“Where Will Yehoyišmaʿ Go?”: A Reconsideration of TAD B3.8,0342B1E0-F825-4613-9D91-D89A72A8C4A2,Q21481766
Q111089512,“It Is Not the Custom of Our Syriac Language … ”: Reconsidering the Role of Translation in the Polemics of Philoxenos of Mabbug,A588AFE1-7A4A-4D3A-AED1-5440F1E91FC4,Q21481766
Q111089513,Christian Theology and Empires,9FDC5DEF-726D-4D29-8D5F-E9A904879891,Q21481766
Q111089514,Friedrich Schleiermacher (1768-1834),BD3BFECE-D94A-4D91-9B26-28DBE95B68F3,Q21481766
Q111089515,Women of Elephantine and Women in the Land of Israel,9379CCC1-CCED-4756-B660-60EA5398A146,Q21481766
Q111089516,Losing Confidence in Free-market Economics and Free-market Religion : Recovering True Hope,57A01BB9-3266-41AD-96EC-93472E08AB77,Q21481766
Q111089517,"Raced Bodies: Portraying Bodies, Reifying Racism",432FFFEB-8ECB-4C1B-B058-8A5A193B13A4,Q21481766
Q111089521,On the Contrary : Thomistic Second Thoughts on Analogy and Trinity in Eberhard JÜngel,47396C22-490F-47EB-865F-54AD3F25C781,Q21481766
Q111637722,The Mystical Aesthetic: Howard Thurman and the Art of Meaning,67BB665F-0552-4E84-909A-4C78C4F4DAC9,Q187685
Q111639665,The Caged Bird's 21st Century Song: A Homiletic Practical Theology from the Preaching of African American Women,51AD2113-1C25-41EF-8FEE-1AFC50DBF84E,Q187685
Q111731363,"“But to know it as we shou'd do”: Enthusiasm, Historicizing of the Charismata, and Cessationism in Enlightenment England",DE180BA4-DE5D-46EB-84BF-D436EA1A4530,Q21481766
Q111731364,"“I Am Black and Beautiful, O Ye Daughters of Jerusalem …”: African American Virtue Ethics and a Womanist Hermeneutics of Redemption",CD4913A0-AB11-4360-8838-99FFD48479BF,Q21481766
Q111731365,"“Lest We Be Scattered Abroad”: Nimrod, Marcus Garvey, and Black Religious Humanism in Harlem",259BDE6E-0138-4682-934A-C55426F7E89E,Q21481766
Q111731366,"“Though He cannot be eaten, we consume Him”: Appeals to Liturgical Practice in the Christological Polemic of Philoxenos of Mabbug",41F48CC4-5178-42A2-AAF3-3B1DCFEA6E7B,Q21481766
Q111731368,The State of Contemporary Mainline Protestantism,9D2CA733-CE29-4CD3-87C9-B2D34752DCD0,Q21481766
Q111731369,"Black Cultural Criticism, the New Politics of Difference, and Religious Criticism",A4FB2D84-5215-483C-A466-5DB2E69750E7,Q21481766
Q111731370,Theorizing Black Religious Studies: A Genealogy,74C7852B-EE52-4468-8B7C-8C52884E94E7,Q21481766
Q111731371,A Field of Study as a Field of Dreams: The Contours of Black Church Studies,5A6A444C-2E17-4F72-A0FB-37F6E61C97C6,Q21481766
Q111731372,Absolute Dependence or Infinite Desire: Subjective Alignment with God in Schleiermacher and Kierkegaard,1E8CEFBC-0AAD-4AEA-B44A-8FA52657CF66,Q21481766
Q111731373,African American Churches and Reproductive Health Rights,EE2C0F9D-0B8F-4581-ACEE-1B04869BA8C1,Q21481766
Q111731374,Afterword,296B138B-6506-499E-BF61-DD25B1676D19,Q21481766
Q111731375,"Beyond the God/Man Duo: Globalization, Feminist Theology, and Religious Subjectivity",F95E2A1C-0C60-4032-88CA-ACB171196010,Q13433827
Q111731376,Christianity and Sexuality,AECD1F12-980C-4386-852B-570836E1C023,Q21481766
Q111731377,"Decolonizing Spectatorship: Photography, Theology, and New Media",A3862ABC-D30F-44A1-BE4C-59ED054E1201,Q21481766
Q111731378,Deep Solidarity: Dealing with Oppression and Exploitation Beyond Charity and Advocacy,2AED556C-6CF4-4BF1-998C-D30DA1F978DC,Q21481766
Q111731379,Divine Justice in the Book of Job,273D3A2E-155D-4535-A334-C47EBA569EE1,Q21481766
Q111731380,Divining Differences: Irigaray and Religion,1DAB2F53-104A-4597-B043-CAB81F69C843,Q21481766
Q111731381,Economics,E3B634F7-77BE-441B-8AAA-6F571D9030CD,Q21481766
Q111731383,Exogamy and Divorce in Ezra and Nehemiah,F1151EAA-7109-402F-90C2-43528769C328,Q13433827
Q111731384,For the Beauty of the World: Vision and Moral Order in Martin Luther King Jr.'s World House,8999DAFC-8537-45DD-A9D9-483929A4B80D,Q21481766
Q111731385,"Foreword A Call to Personal, Transformative, Autobiographical Criticism: Reflections on the Work of Ingrid Rosa Kitzberger",D0CEF15B-6FC5-47AE-AAE2-E2FC8BF3E54B,Q21481766
Q111731386,From Mountain to Mountain: The Reign of God in Daniel 2,1AF80538-58E2-45E7-AE9F-6A4321D2F473,Q21481766
Q111731387,God,4EC6AD3C-9AF1-430C-969B-17787B4C5D6F,Q21481766
Q111731388,Grassroots Social Movements,181606B2-9730-45A0-9AE2-1A5F12DA1B14,Q21481766
Q111731389,"Herbert, Edward (Lord of Cherbury)",6E3CF047-62E8-434F-8FF6-76437FA67E65,Q13433827
Q111731390,Hope In Two Keys: Musical Impact And The Poetics Of Job 14,86028268-AE21-4F17-94B1-ABB1C31F8BFA,Q21481766
Q111731391,Intercultural Bible Reading as Transformation for Liberation: Intercultural Hermeneutics and Biblical Studies,4F72467F-FF73-40D0-8F84-FD547D5B299E,Q21481766
Q111731392,James I (King of England),256A130F-7AD8-43F5-834E-AE82837E1C68,Q13433827
Q111731393,Jesus Christ,1C390639-E00D-4F69-86CD-DCC38D3DF2E0,Q21481766
Q111731394,"Job’s gō’ēl, again",58606350-60BD-4203-830C-BFF4C0603939,Q21481766
Q111731395,Liberation in African American Theology,7374CD28-F4D5-41FC-8CAE-A2949209285A,Q21481766
Q111731396,Marian Hymnology in the East and West,0E3FF627-BBBF-4C30-8F23-D3CDCEBD9F66,Q21481766
Q111731398,Option for the Poor,10710898-FAEF-4E46-8847-51147AE9535C,Q13433827
Q111731399,"Performative, Queer Theories for Religion: Judith Butler",1752BC59-4990-4198-B0C5-2CCF5EDE9B9E,Q21481766
Q111731400,Perspectives on a Pluriform Classic,61EB0DDE-6B0B-4C23-8DB1-6797CB1F3891,Q21481766
Q111731401,PFAT 783: Fruit and the Bazikara,B8B1BFAE-EE62-44CD-ABE9-3ADB53DD35F8,Q21481766
Q111731402,Philoxenos of Mabbug and the Simplicity of Evagrian Gnosis Competing Uses of Evagrius in the Early Sixth Century,C5BF774D-68C1-4B84-A9D8-4B2DE6943561,Q21481766
Q111731404,Philoxenos of Mabbug: A Cappadocian Theologian on the Banks of the Euphrates?,6CB71CFE-74D3-473D-AB19-9B4DF76AB9FD,Q21481766
Q111731405,Planetary Sightings? Negotiating Sexual Differences in Globalization's Shadow,35CCC5AE-5614-4574-B2E1-AE4C83F55C61,Q21481766
Q111731406,Playing,54CB0D08-7396-4044-8023-C1B94DEAF21D,Q21481766
Q111731407,Postcolonial Criticism and the Gospel of Matthew,897A9A4F-2E7A-40C3-B58F-BC33A04F183E,Q21481766
Q111731408,Pursuing American Racial Justice and a Politically and Theologically Informed Black Church Praxis,A7AA1311-720F-4CA1-8C19-08DC4E4A4F5A,Q21481766
Q111731410,Reformed Theology in North America,3C9EC1B6-FFAD-4BD7-B128-8911AD6E2A8C,Q13433827
Q111731411,Religious Activism,98CC70A8-915A-4441-AB50-2C1E219A717D,Q13433827
Q111731412,Religious Thought: Womanist,2747BF46-CEEE-4798-81AB-3D9888B5B5ED,Q13433827
Q111731413,"Responses to Miles, Perdue, West, and Boer",12B876D9-9D13-4276-BDD2-4B6ABE2618E7,Q21481766
Q111731414,"Responsi/ability, after Derrida",A7995675-AC51-474A-80D0-C19E9715A0CA,Q21481766
Q111731415,Rethinking the New Materialism for Religion and Theology Why Movements Matter Most,4FACFDE0-BDBA-4C5D-A3A8-801FDBAA8A4B,Q21481766
Q111731416,Suburbanization and Religion,DF0AD99C-8494-419A-975C-CEDABA4AF626,Q21481766
Q111731417,The Bible in the German Empire,774E2D39-BEEA-40FE-9B5D-2B91720A8E31,Q13433827
Q111731418,The Empire as Visible in the Aramaic Documents from Persepolis,67A660F7-E073-4C3F-B3A9-CAD82D3047A4,Q21481766
Q111731419,The Platonic Captivity of Primitive Christianity and the Enlightening of Augustine,96F51289-EB26-4DA1-BCF7-3934A4107508,Q21481766
Q111731420,The social world of Ecclesiastes,F034F912-0590-4E9B-8883-88A3F0EBAEF9,Q21481766
Q111731421,Theology and Exclusion: From Charity to Advocacy to Deep Solidarity,9A746374-F41A-454F-8AF4-FF2C29E5A4E3,Q21481766
Q111731422,"Theology, Praxis, and Leadership: Paradigm for Black Churches",E50EEF69-80F3-45FD-A0EF-8D6D6723A9FB,Q21481766
Q111731423,Uninterrogated Coloredness and Its Kin,B38EEDFC-3526-4AA1-B0A8-CD7A66FE3C60,Q21481766
Q111731424,Walking on the Rimbones of Nothingness: Embodied Scholarship for Those of Us Way Down Under the Sun,51FCDBFF-6033-4FB4-983D-55A1700935C2,Q21481766
Q111731425,Welcome to the Great American Middle Class: From the American Dream to Deep Solidarity,16522726-CBAA-466F-A2A9-A775FD928AF3,Q21481766
Q111731426,West Semitic Sources,56EF948E-EBA3-4702-94A5-943D5786AF83,Q21481766
Q111731427,"Womanist Pastoral Theology and Black Women's Experience of Gender, Religion, and Sexuality",6841F391-3A86-440C-92C5-85AE7B8C07C6,Q21481766
Q111731428,Working with environmental economists,FB2FC85D-BC95-4EC0-9CB9-6B41C240C26A,Q21481766
Q111819988,Getting It Right,3C903D84-09AF-44E8-8AA9-27D883A16B04,Q3331189
Q111819988,Getting It Right,446AE87F-368C-4F8E-A703-139E8B21BC7D,Q13442814
Q111819989,Queer theologies,55CE95DA-91FF-4BF0-AC7F-B66F197250BC,Q13442814
Q111819989,Queer theologies,F8E01AB6-5E88-4136-9F40-1CC9B9486C26,Q3331189
Q111819990,'Response' to Edward Butler's review of Beyond monotheism: a theology of multiplicity,12FA876E-67E7-4717-9414-ACC09F84A10C,Q13442814
Q111819990,'Response' to Edward Butler's review of Beyond monotheism: a theology of multiplicity,F611993D-8FDA-4B24-87CB-027B1D02BA54,Q3331189
Q111819991,Making sense of feminist theology today,6883389A-03E1-492C-B315-8D9830C421BB,Q3331189
Q111819991,Making sense of feminist theology today,B5BD45B4-E632-496C-BBFE-A967AE19D79A,Q13442814
Q111819992,'The call was not meant for you alone': Dietrich Bonhoeffer on discerning the call,06DA6F2B-026F-45BF-8E2D-D7CE55E82D4F,Q3331189
Q111819992,'The call was not meant for you alone': Dietrich Bonhoeffer on discerning the call,B6006C20-C8B8-4776-A391-CAADA294A518,Q13442814
Q111819993,'The call was not meant for you alone' addendum: a dialogue with Laurel C. Schneider,27BA5D8D-A342-469B-ABC0-4BD0896AE432,Q3331189
Q111819993,'The call was not meant for you alone' addendum: a dialogue with Laurel C. Schneider,51E4A2F8-F296-4011-9243-A7D0A4B278C0,Q13442814
Q111819994,What if it is a Choice?: Some Implications of the Homosexuality Debates for Theology,961496AD-38CD-45CB-961A-0A893C82AD7D,Q13442814
Q111819994,What if it is a Choice?: Some Implications of the Homosexuality Debates for Theology,D67B2440-176A-438C-A4F4-9F48BECEB543,Q3331189
Q111819996,From New Being to Meta-Being: A Critical Analysis of Paul Tillich's Influence on Mary Daly,29F1A806-7E3B-4010-91AB-E4017A5994AE,Q3331189
Q111819996,From New Being to Meta-Being: A Critical Analysis of Paul Tillich's Influence on Mary Daly,7B13AF1C-2F07-40A2-A17D-22AE53517703,Q13442814
Q111819997,Religion’s Queer Comeback?: Some Preliminary Questions,99BF64B1-26E6-43FD-B68B-C40864DB0482,Q13442814
Q111819997,Religion’s Queer Comeback?: Some Preliminary Questions,F804597E-3A43-4CC0-84A1-4A56DCE8A28F,Q3331189
Q111819998,Impure Thoughts: Reflections on the Possibility of Knowing From the Divine today,A1C8D8E6-2417-4465-9EE5-2F6303171186,Q13442814
Q111819998,Impure Thoughts: Reflections on the Possibility of Knowing From the Divine today,AD42E5FA-1707-4230-97B1-592C819BE03B,Q3331189
Q111819999,"When Hell Freezes Over: Feminism, Ontology, and Multiplicity",D4015901-C72D-4D62-9B6C-DBB16404617D,Q3331189
Q111819999,"When Hell Freezes Over: Feminism, Ontology, and Multiplicity",F5189B8A-DB2C-480F-A6BA-273A0D9EFB37,Q30070590
Q111820000,Globalization as a Feminist Issue,184506D0-7278-470E-B715-230C1C30518F,Q3331189
Q111820000,Globalization as a Feminist Issue,1C1DE4AF-1B50-4F8A-947A-0801BDE2B733,Q30070590
Q111820001,The Future of Disarmament,459AB85B-6830-4BFF-84A6-D33EF732CAA3,Q13442814
Q111820001,The Future of Disarmament,46F5BD70-BA64-42AD-9D0B-05FEF056C5AB,Q3331189
Q111820097,'God Bless America',3E3ABB8C-6A17-4DDD-B1C1-6CA6C23B9D71,Q13442814
Q111820097,'God Bless America',7E2988FD-67DC-4F4C-BAF3-462FE82DFDA2,Q3331189
Q111820128,Re-imagining the Divine: Challenges of the Backlash to Feminist Theology,be05e6a0-40f1-a363-d214-f239e110eda5,Q187685
Q111820128,Re-imagining the Divine: Challenges of the Backlash to Feminist Theology,bfe3c095-4f22-ceb0-ac0e-55567dc10c6b,Q3331189
Q112267023,"The Mechanism of Organic Preservation at Monte Verde, Chile, and One Use of Biomolecules in Archaeological Interpretation",6652E393-3F55-473F-8ECB-2EF30F85A7FA,Q13442814
Q112774351,Review of A Critical Edition of 'Umdat Al-Nāzir 'alā Al-Ashbāh wa'l-Nazā 'ir,d4860a48-41bf-2d22-0862-359ca036b246,Q17928402
Q112774351,Review of A Critical Edition of 'Umdat Al-Nāzir 'alā Al-Ashbāh wa'l-Nazā 'ir,fa561363-42eb-b2c0-9f08-ad1a9d70e50c,Q637866
Q112774584,Foreword,80fea400-49bd-4319-f2ed-455458e072a0,Q1358138
Q112774584,Foreword,a0f7305e-4045-ff4b-0990-c0354f5e9827,Q3331189
Q112774699,Illumination Philosophy as a Resource for Mutual Understanding: A Study of the Literature of Jalāluddīn Rūmī and Farīduddīn ʿAṭṭār,1a9f7e18-4558-eb1b-8dad-63d37c7850eb,Q3331189
Q112774699,Illumination Philosophy as a Resource for Mutual Understanding: A Study of the Literature of Jalāluddīn Rūmī and Farīduddīn ʿAṭṭār,a868ea5e-4f60-5115-0d32-2e7c7a6d0007,Q21481766
Q112774862,Ṣaḥīḥ Al-Bukhari’s Criteria: An Epistemological Perspective,16bb9dfd-4d18-9e49-1ef2-633aa3004cd5,Q21481766
Q112774862,Ṣaḥīḥ Al-Bukhari’s Criteria: An Epistemological Perspective,1e78576b-48d3-8d7f-701d-a2bc1529f4c3,Q3331189
Q112775014,"Review of Sarah Risha, Education and Curricular Perspectives in the Qurʾān",61579f66-462a-eb4c-8947-693dcf94e3d4,Q3331189
Q112775014,"Review of Sarah Risha, Education and Curricular Perspectives in the Qurʾān",d03c9783-4f44-2cdf-dd4d-f6faab151b4d,Q637866
