qid,label_en,description_en,instance_of_uuid,instance_of,gender_uuid,gender,orcid_uuid,orcid,orcid_ref1_hash,orcid_ref1_retrieved_nodeId,orcid_ref1_retrieved_val,orcid_ref1_retrieved_prec,employer_uuid,employer,employer_start_time_nodeId,employer_start_time_val,employer_start_time_prec,employer_end_time_nodeId,employer_end_time_val,employer_end_time_prec,employer_ref1_hash,employer_ref1_referenceUrl,employer_ref1_retrieved_nodeId,employer_ref1_retrieved_val,employer_ref1_retrieved_prec,affiliation_uuid,affiliation,affiliation_start_time_nodeId,affiliation_start_time_val,affiliation_start_time_prec,affiliation_end_time_nodeId,affiliation_end_time_val,affiliation_end_time_prec,affiliation_ref1_hash,affiliation_ref1_referenceUrl,affiliation_ref1_retrieved_nodeId,affiliation_ref1_retrieved_val,affiliation_ref1_retrieved_prec,department
,Dahlia Porter,English scholar,,Q5,,,,0000-0003-0275-7472,,,2021-03-27,,,Q29052,,2007-09,,,2012-06,,,https://orcid.org/0000-0003-0275-7472,,2021-03-27,,,Q79117817,,2007-09,,,2012-06,,,https://orcid.org/0000-0003-0275-7472,,2021-03-27,,English
,Michael Sarnowski,English scholar,,Q5,,Q6581097,,0000-0003-2764-0676,,,2021-03-27,,,Q29052,,2009,,,2009,,,https://orcid.org/0000-0003-2764-0676,,2021-03-27,,,Q79117817,,2009,,,2009,,,https://orcid.org/0000-0003-2764-0676,,2021-03-27,,English
,Philip Nel,English scholar,,Q5,,Q6581097,,0000-0002-7209-0776,,,2021-03-27,,,Q29052,,1997,,,1998,,,https://orcid.org/0000-0002-7209-0776,,2021-03-27,,,Q79117817,,1997,,,1998,,,https://orcid.org/0000-0002-7209-0776,,2021-03-27,,"English, American Studies"
,Carlos Amado,French scholar,,Q5,,Q6581097,,0000-0001-9066-182X,,,2021-03-27,,,Q29052,,2012-08-12,,,2016-05-10,,,https://orcid.org/0000-0001-9066-182X,,2021-03-27,,,Q79117832,,2012-08-12,,,2016-05-10,,,https://orcid.org/0000-0001-9066-182X,,2021-03-27,,French
,Jerome Brillaud,French/Italian scholar,,Q5,,Q6581097,,0000-0002-3734-7476,,,2021-03-27,,,Q29052,,2009,,,2012,,,https://orcid.org/0000-0002-3734-7476,,2021-03-27,,,Q79117832,,2009,,,2012,,,https://orcid.org/0000-0002-3734-7476,,2021-03-27,,French and Italian
,Aurora B. Romero,German scholar,,Q5,,Q6581072,,0000-0003-2254-866X,,,2021-03-27,,,Q29052,,2016-08-24,,,2019-05-31,,,https://orcid.org/0000-0003-2254-866X,,2021-03-27,,,Q79117839,,2016-08-24,,,2019-05-31,,,https://orcid.org/0000-0003-2254-866X,,2021-03-27,,German
,Van Davis,historian,,Q5,,,,0000-0002-7111-1432,,,2021-03-27,,,Q29052,,1995-08,,,1996-07,,,https://orcid.org/0000-0002-7111-1432,,2021-03-27,,,Q79117847,,1995-08,,,1996-07,,,https://orcid.org/0000-0002-7111-1432,,2021-03-27,,History and English
,Jinah Kim,art historian,,Q5,,,,0000-0003-0367-6447,,,2021-03-27,,,Q29052,,2006-07-01,,,2012-06-30,,,https://orcid.org/0000-0003-0367-6447,,2021-03-27,,,Q79117855,,2006-07-01,,,2012-06-30,,,https://orcid.org/0000-0003-0367-6447,,2021-03-27,,History of Art
,Alexander Reznikov,mathematician,,Q5,,Q6581097,,0000-0003-0603-989X,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0003-0603-989X,,2021-03-27,,,Q79117878,,,,,,,,https://orcid.org/0000-0003-0603-989X,,2021-03-27,,Mathematics
,Connor Lehmacher,mathematician,,Q5,,Q6581097,,0000-0002-7434-9905,,,2021-03-27,,,Q29052,,2018-08,,,,,,https://orcid.org/0000-0002-7434-9905,,2021-03-27,,,Q79117878,,2018-08,,,,,,https://orcid.org/0000-0002-7434-9905,,2021-03-27,,Mathematics
,David Chan,mathematician,,Q5,,Q6581097,,0000-0002-9440-932X,,,2021-03-27,,,Q29052,,2017-08-01,,,,,,https://orcid.org/0000-0002-9440-932X,,2021-03-27,,,Q79117878,,2017-08-01,,,,,,https://orcid.org/0000-0002-9440-932X,,2021-03-27,,Mathematics
,Marcel Bischoff,mathematician,,Q5,,,,0000-0001-5509-5762,,,2021-03-27,,,Q29052,,2014-08-16,,,2017-08-15,,,https://orcid.org/0000-0001-5509-5762,,2021-03-27,,,Q79117878,,2014-08-16,,,2017-08-15,,,https://orcid.org/0000-0001-5509-5762,,2021-03-27,,Mathematics
,Shusen Pu,mathematician,,Q5,,,,0000-0003-0148-1734,,,2021-03-27,,,Q29052,,2020-08-15,,,2020-12-31,,,https://orcid.org/0000-0003-0148-1734,,2021-03-27,,,Q79117878,,2020-08-15,,,2020-12-31,,,https://orcid.org/0000-0003-0148-1734,,2021-03-27,,Mathematics
,Kun Wang,mathematician,,Q5,,,,0000-0001-8646-572X,,,2021-03-27,,,Q29052,,2014-08-16,,,,,,https://orcid.org/0000-0001-8646-572X,,2021-03-27,,,Q79117878,,2014-08-16,,,,,,https://orcid.org/0000-0001-8646-572X,,2021-03-27,,Mathematics
,Dylan Domel-White,mathematician,,Q5,,Q6581097,,0000-0003-1270-6927,,,2021-03-27,,,Q29052,,2020-08-16,,,,,,https://orcid.org/0000-0003-1270-6927,,2021-03-27,,,Q79117878,,2020-08-16,,,,,,https://orcid.org/0000-0003-1270-6927,,2021-03-27,,Mathematics
,Valeriano Aiello,mathematician,,Q5,,,,0000-0002-8889-2618,,,2021-03-27,,,Q29052,,2017-08-16,,,2018-08-15,,,https://orcid.org/0000-0002-8889-2618,,2021-03-27,,,Q79117878,,2017-08-16,,,2018-08-15,,,https://orcid.org/0000-0002-8889-2618,,2021-03-27,,Mathematics
,Leonardo Abbrescia,mathematician,,Q5,,Q6581097,,0000-0001-5188-5265,,,2021-03-27,,,Q29052,,2020-08-17,,,,,,https://orcid.org/0000-0001-5188-5265,,2021-03-27,,,Q79117878,,2020-08-17,,,,,,https://orcid.org/0000-0001-5188-5265,,2021-03-27,,Mathematics
,Caglar Uyanik,mathematician,,Q5,,,,0000-0002-1856-2496,,,2021-03-27,,,Q29052,,2017-08-16,,,2018-06-30,,,https://orcid.org/0000-0002-1856-2496,,2021-03-27,,,Q79117878,,2017-08-16,,,2018-06-30,,,https://orcid.org/0000-0002-1856-2496,,2021-03-27,,Mathematics
,Caner Koca,mathematician,,Q5,,,,0000-0002-0794-0105,,,2021-03-27,,,Q29052,,2012,,,2015,,,https://orcid.org/0000-0002-0794-0105,,2021-03-27,,,Q79117878,,2012,,,2015,,,https://orcid.org/0000-0002-0794-0105,,2021-03-27,,Mathematics
,Ahmet Faruk Çakmak,mathematician,,Q5,,,,0000-0001-8954-7456,,,2021-03-27,,,Q29052,,2014-09-28,,,2015-08-14,,,https://orcid.org/0000-0001-8954-7456,,2021-03-27,,,Q79117878,,2014-09-28,,,2015-08-14,,,https://orcid.org/0000-0001-8954-7456,,2021-03-27,,Mathematics
,Victor Falgas-Ravry,mathematician,,Q5,,Q6581097,,0000-0001-8631-4745,,,2021-03-27,,,Q29052,,2014-08,,,,,,https://orcid.org/0000-0001-8631-4745,,2021-03-27,,,Q79117878,,2014-08,,,,,,https://orcid.org/0000-0001-8631-4745,,2021-03-27,,Mathematics
,Alex Margolis,mathematician,,Q5,,,,0000-0002-0267-6093,,,2021-03-27,,,Q29052,,2020-10,,,,,,https://orcid.org/0000-0002-0267-6093,,2021-03-27,,,Q79117878,,2020-10,,,,,,https://orcid.org/0000-0002-0267-6093,,2021-03-27,,Mathematics
,Qayum Khan,mathematician,,Q5,,,,0000-0002-4987-3211,,,2021-03-27,,,Q29052,,2006,,,2009,,,https://orcid.org/0000-0002-4987-3211,,2021-03-27,,,Q79117878,,2006,,,2009,,,https://orcid.org/0000-0002-4987-3211,,2021-03-27,,Mathematics
,Keaton Hamm,mathematician,,Q5,,,,0000-0003-0719-6045,,,2021-03-27,,,Q29052,,2015-08-15,,,2018-07,,,https://orcid.org/0000-0003-0719-6045,,2021-03-27,,,Q79117878,,2015-08-15,,,2018-07,,,https://orcid.org/0000-0003-0719-6045,,2021-03-27,,Mathematics
,Andrew Sale,mathematician,,Q5,,Q6581097,,0000-0001-5698-9020,,,2021-03-27,,,Q29052,,2014-08-15,,,2017-08-14,,,https://orcid.org/0000-0001-5698-9020,,2021-03-27,,,Q79117878,,2014-08-15,,,2017-08-14,,,https://orcid.org/0000-0001-5698-9020,,2021-03-27,,Mathematics
,Alexander Kolpakov,mathematician,,Q5,,Q6581097,,0000-0002-6764-8894,,,2021-03-27,,,Q29052,,2013-02-01,,,2014-01-31,,,https://orcid.org/0000-0002-6764-8894,,2021-03-27,,,Q79117878,,2013-02-01,,,2014-01-31,,,https://orcid.org/0000-0002-6764-8894,,2021-03-27,,Mathematics
,Ciro Russo,mathematician,,Q5,,,,0000-0002-2513-270X,,,2021-03-27,,,Q29052,,2008-01-01,,,2008-04-30,,,https://orcid.org/0000-0002-2513-270X,,2021-03-27,,,Q79117878,,2008-01-01,,,2008-04-30,,,https://orcid.org/0000-0002-2513-270X,,2021-03-27,,Mathematics
,Matthieu Jacquemet,mathematician,,Q5,,Q6581097,,0000-0002-6942-7307,,,2021-03-27,,,Q29052,,2016-01-01,,,2017-06-30,,,https://orcid.org/0000-0002-6942-7307,,2021-03-27,,,Q79117878,,2016-01-01,,,2017-06-30,,,https://orcid.org/0000-0002-6942-7307,,2021-03-27,,Mathematics
,Adrian Lim,mathematician,,Q5,,Q6581097,,0000-0002-2633-8734,,,2021-03-27,,,Q29052,,2007-09-01,,,2008-08-31,,,https://orcid.org/0000-0002-2633-8734,,2021-03-27,,,Q79117878,,2007-09-01,,,2008-08-31,,,https://orcid.org/0000-0002-2633-8734,,2021-03-27,,Mathematics
,Rémi Coulon,mathematician,,Q5,,,,0000-0003-0233-5974,,,2021-03-27,,,Q29052,,2011-09,,,2014-08,,,https://orcid.org/0000-0003-0233-5974,,2021-03-27,,,Q79117878,,2011-09,,,2014-08,,,https://orcid.org/0000-0003-0233-5974,,2021-03-27,,Mathematics
,Adam Burgos,philosopher,,Q5,,Q6581097,,0000-0002-6793-4591,,,2021-03-27,,,Q29052,,2015-08-01,,,2016-07-31,,,https://orcid.org/0000-0002-6793-4591,,2021-03-27,,,Q79117891,,2015-08-01,,,2016-07-31,,,https://orcid.org/0000-0002-6793-4591,,2021-03-27,,Philosophy
,Ted Parent,philosopher,,Q5,,Q6581097,,0000-0002-3960-8393,,,2021-03-27,,,Q29052,,2008-07-15,,,2009-07-15,,,https://orcid.org/0000-0002-3960-8393,,2021-03-27,,,Q79117891,,2008-07-15,,,2009-07-15,,,https://orcid.org/0000-0002-3960-8393,,2021-03-27,,Philosophy
,Glenn Trujillo,philosopher,,Q5,,Q6581097,,0000-0003-2534-5390,,,2021-03-27,,,Q29052,,2014-08-20,,,,,,https://orcid.org/0000-0003-2534-5390,,2021-03-27,,,Q79117891,,2014-08-20,,,,,,https://orcid.org/0000-0003-2534-5390,,2021-03-27,,Philosophy
,Emanuele Costa,philosopher,,Q5,,,,0000-0003-0833-8279,,,2021-03-27,,,Q29052,,2020-07-01,,,,,,https://orcid.org/0000-0003-0833-8279,,2021-03-27,,,Q79117891,,2020-07-01,,,,,,https://orcid.org/0000-0003-0833-8279,,2021-03-27,,Philosophy
,Katerina Traut,political scientist,,Q5,,Q6581072,,0000-0002-4149-5463,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-4149-5463,,2021-03-27,,,Q79117899,,,,,,,,https://orcid.org/0000-0002-4149-5463,,2021-03-27,,Political Science
,Kirill Zhirkov,political scientist,,Q5,,,,0000-0002-9535-3866,,,2021-03-27,,,Q29052,,2020-09,,,,,,https://orcid.org/0000-0002-9535-3866,,2021-03-27,,,Q79117899,,2020-09,,,,,,https://orcid.org/0000-0002-9535-3866,,2021-03-27,,Political Science
,Michaela Mattes,political scientist,,Q5,,Q6581072,,0000-0002-1566-7479,,,2021-03-27,,,Q29052,,2007-08-01,,,2013-06-30,,,https://orcid.org/0000-0002-1566-7479,,2021-03-27,,,Q79117899,,2007-08-01,,,2013-06-30,,,https://orcid.org/0000-0002-1566-7479,,2021-03-27,,Political Science
,Jungmoo Woo,political scientist,,Q5,,,,0000-0002-8674-0776,,,2021-03-27,,,Q29052,,2015-08-01,,,2016-07-31,,,https://orcid.org/0000-0002-8674-0776,,2021-03-27,,,Q79117899,,2015-08-01,,,2016-07-31,,,https://orcid.org/0000-0002-8674-0776,,2021-03-27,,Political Science
,Tyson Chatagnier,political scientist,,Q5,,,,0000-0003-4968-4151,,,2021-03-27,,,Q29052,,2015-08-01,,,2016-08-01,,,https://orcid.org/0000-0003-4968-4151,,2021-03-27,,,Q79117899,,2015-08-01,,,2016-08-01,,,https://orcid.org/0000-0003-4968-4151,,2021-03-27,,Political Science
,Andrew R. Hom,political scientist,,Q5,,Q6581097,,0000-0001-5979-4712,,,2021-03-27,,,Q29052,,2014-01-01,,,2014-05-31,,,https://orcid.org/0000-0001-5979-4712,,2021-03-27,,,Q79117899,,2014-01-01,,,2014-05-31,,,https://orcid.org/0000-0001-5979-4712,,2021-03-27,,Political Science
,David Miller,political scientist,,Q5,,Q6581097,,0000-0002-8091-1861,,,2021-03-27,,,Q29052,,2020-08-01,,,,,,https://orcid.org/0000-0002-8091-1861,,2021-03-27,,,Q79117899,,2020-08-01,,,,,,https://orcid.org/0000-0002-8091-1861,,2021-03-27,,Political Science
,Florence Faucher,political scientist,,Q5,,Q6581072,,0000-0001-9837-5828,,,2021-03-27,,,Q29052,,2005,,,2010,,,https://orcid.org/0000-0001-9837-5828,,2021-03-27,,,Q79117899,,2005,,,2010,,,https://orcid.org/0000-0001-9837-5828,,2021-03-27,,Political Science
,Guillermo Toral,political scientist,,Q5,,,,0000-0001-9565-3175,,,2021-03-27,,,Q29052,,2020-08-16,,,,,,https://orcid.org/0000-0001-9565-3175,,2021-03-27,,,Q79117899,,2020-08-16,,,,,,https://orcid.org/0000-0001-9565-3175,,2021-03-27,,Political Science
,Bishawjit Mallick,political scientist,,Q5,,,,0000-0003-0912-1565,,,2021-03-27,,,Q29052,,2013-04-15,,,,,,https://orcid.org/0000-0003-0912-1565,,2021-03-27,,,Q79117899,,2013-04-15,,,,,,https://orcid.org/0000-0003-0912-1565,,2021-03-27,,Political Science 
,Ting-Yun Chang,psychologist,,Q5,,,,0000-0002-6582-6482,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-6582-6482,,2021-03-27,,,Q79117907,,,,,,,,https://orcid.org/0000-0002-6582-6482,,2021-03-27,,Psychology
,Michelle Schall,psychologist,,Q5,,Q6581072,,0000-0003-3631-5541,,,2021-03-27,,,Q29052,,2009-01-05,,,,,,https://orcid.org/0000-0003-3631-5541,,2021-03-27,,,Q79117907,,2009-01-05,,,,,,https://orcid.org/0000-0003-3631-5541,,2021-03-27,,Psychology
,Robert Friedman,psychologist,,Q5,,Q6581097,,0000-0002-7391-8352,,,2021-03-27,,,Q29052,,2003,,,2015-01-15,,,https://orcid.org/0000-0002-7391-8352,,2021-03-27,,,Q79117907,,2003,,,2015-01-15,,,https://orcid.org/0000-0002-7391-8352,,2021-03-27,,Psychology
,L. Forest Gruss,psychologist,,Q5,,Q6581097,,0000-0001-7572-321X,,,2021-03-27,,,Q29052,,2017-08,,,2019-08,,,https://orcid.org/0000-0001-7572-321X,,2021-03-27,,,Q79117907,,2017-08,,,2019-08,,,https://orcid.org/0000-0001-7572-321X,,2021-03-27,,Psychology
,Loïc Daumail,psychologist,,Q5,,,,0000-0002-1887-2574,,,2021-03-27,,,Q29052,,2019-08-12,,,,,,https://orcid.org/0000-0002-1887-2574,,2021-03-27,,,Q79117907,,2019-08-12,,,,,,https://orcid.org/0000-0002-1887-2574,,2021-03-27,,Psychology
,Susan Hespos,psychologist,,Q5,,Q6581072,,0000-0002-7970-1330,,,2021-03-27,,,Q29052,,2001,,,2005,,,https://orcid.org/0000-0002-7970-1330,,2021-03-27,,,Q79117907,,2001,,,2005,,,https://orcid.org/0000-0002-7970-1330,,2021-03-27,,Psychology
,Hannah Regan,sociologist,,Q5,,Q6581072,,0000-0001-9718-0244,,,2021-03-27,,,Q29052,,2017-08,,,,,,https://orcid.org/0000-0001-9718-0244,,2021-03-27,,,Q79117930,,2017-08,,,,,,https://orcid.org/0000-0001-9718-0244,,2021-03-27,,Sociology
,Cathryn Beeson-Lynch,sociologist,,Q5,,Q6581072,,0000-0002-6169-5235,,,2021-03-27,,,Q29052,,2015,,,,,,https://orcid.org/0000-0002-6169-5235,,2021-03-27,,,Q79117930,,2015,,,,,,https://orcid.org/0000-0002-6169-5235,,2021-03-27,,Sociology
,Pallavi Banerjee,sociologist,,Q5,,,,0000-0001-7594-3220,,,2021-03-27,,,Q29052,,2013-01-01,,,2015-06-30,,,https://orcid.org/0000-0001-7594-3220,,2021-03-27,,,Q79117930,,2013-01-01,,,2015-06-30,,,https://orcid.org/0000-0001-7594-3220,,2021-03-27,,Sociology
,Johanna Leinonen,sociologist,,Q5,,Q6581072,,0000-0003-1359-8235,,,2021-03-27,,,Q29052,,2010-09-01,,,2010-12-31,,,https://orcid.org/0000-0003-1359-8235,,2021-03-27,,,Q79117930,,2010-09-01,,,2010-12-31,,,https://orcid.org/0000-0003-1359-8235,,2021-03-27,,Sociology
,Michael Epelbaum,sociologist,,Q5,,Q6581097,,0000-0002-1786-6391,,,2021-03-27,,,Q29052,,1994,,,1995,,,https://orcid.org/0000-0002-1786-6391,,2021-03-27,,,Q79117930,,1994,,,1995,,,https://orcid.org/0000-0002-1786-6391,,2021-03-27,,Sociology
,Fernando Varela,Spanish/Portuguese scholar,,Q5,,Q6581097,,0000-0003-2574-579X,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0003-2574-579X,,2021-03-27,,,Q79117938,,,,,,,,https://orcid.org/0000-0003-2574-579X,,2021-03-27,,Spanish and Portuguese
,Agostinho F. Leite D'Almeida,Spanish/Portuguese scholar,,Q5,,,,0000-0003-4832-8964,,,2021-03-27,,,Q29052,,1977,,,1984,,,https://orcid.org/0000-0003-4832-8964,,2021-03-27,,,Q79117938,,1977,,,1984,,,https://orcid.org/0000-0003-4832-8964,,2021-03-27,,Spanish and Portuguese
,Teresa Smallwood,divinity school scholar,,Q5,,Q6581072,,0000-0002-6583-2487,,,2021-03-27,,,Q29052,,2017-08,,,,,,https://orcid.org/0000-0002-6583-2487,,2021-03-27,,,Q7914452,,2017-08,,,,,,https://orcid.org/0000-0002-6583-2487,,2021-03-27,,Divinity
,Jack L. Seymour,divinity school scholar,,Q5,,Q6581097,,0000-0002-7710-1534,,,2021-03-27,,,Q29052,,1974,,,1978,,,https://orcid.org/0000-0002-7710-1534,,2021-03-27,,,Q7914452,,1974,,,1978,,,https://orcid.org/0000-0002-7710-1534,,2021-03-27,,Divinity School 
,Tracey Roberts,law researcher,,Q5,,,,0000-0003-0303-9253,,,2021-03-27,,,Q29052,,2009-07,,,2010-06,,,https://orcid.org/0000-0003-0303-9253,,2021-03-27,,,Q7914456,,2009-07,,,2010-06,,,https://orcid.org/0000-0003-0303-9253,,2021-03-27,,Law
,Erin Meyers,law researcher,,Q5,,Q6581072,,0000-0001-7566-5195,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0001-7566-5195,,2021-03-27,,,Q7914456,,,,,,,,https://orcid.org/0000-0001-7566-5195,,2021-03-27,,Law & Economics
,Deborah Morley,law researcher,,Q5,,Q6581072,,0000-0001-8125-9898,,,2021-03-27,,,Q29052,,2000,,,2002,,,https://orcid.org/0000-0001-8125-9898,,2021-03-27,,,Q7914456,,2000,,,2002,,,https://orcid.org/0000-0001-8125-9898,,2021-03-27,,Law School
,Philip Kaisary,law researcher,,Q5,,Q6581097,,0000-0002-3578-8630,,,2021-03-27,,,Q29052,,2015,,,2016,,,https://orcid.org/0000-0002-3578-8630,,2021-03-27,,,Q7914456,,2015,,,2016,,,https://orcid.org/0000-0002-3578-8630,,2021-03-27,,School of Law & the Robert Penn Warren Center for the Humanities
,Sen Yang,engineer,,Q5,,,,0000-0002-0056-3052,,,2021-03-27,,,Q29052,,2018-08,,,,,,https://orcid.org/0000-0002-0056-3052,,2021-03-27,,,Q7914459,,2018-08,,,,,,https://orcid.org/0000-0002-0056-3052,,2021-03-27,,School of Engineering
,Jay Morrison,nursing researcher,,Q5,,Q6581097,,0000-0003-1111-7127,,,2021-03-27,,,Q7914455,,1997,,,,,,https://orcid.org/0000-0003-1111-7127,,2021-03-27,,,Q7914461,,1997,,,,,,https://orcid.org/0000-0003-1111-7127,,2021-03-27,,Nursing
,Darlene Kilbury,nursing researcher,,Q5,,Q6581072,,0000-0003-1468-635X,,,2021-03-27,,,Q7914455,,2014-12-01,,,,,,https://orcid.org/0000-0003-1468-635X,,2021-03-27,,,Q7914461,,2014-12-01,,,,,,https://orcid.org/0000-0003-1468-635X,,2021-03-27,,Nursing
,Deborah Ariosto,nursing researcher,,Q5,,Q6581072,,0000-0002-8736-8240,,,2021-03-27,,,Q7914455,,2008-11-03,,,2020-02-01,,,https://orcid.org/0000-0002-8736-8240,,2021-03-27,,,Q7914461,,2008-11-03,,,2020-02-01,,,https://orcid.org/0000-0002-8736-8240,,2021-03-27,,Nursing
,Jason Lee,nursing researcher,,Q5,,Q6581097,,0000-0002-0004-7031,,,2021-03-27,,,Q7914455,,2000,,,2001,,,https://orcid.org/0000-0002-0004-7031,,2021-03-27,,,Q7914461,,2000,,,2001,,,https://orcid.org/0000-0002-0004-7031,,2021-03-27,,Nursing
,Elizabeth Card,nursing researcher,,Q5,,Q6581072,,0000-0002-9696-0385,,,2021-03-27,,,Q7914455,,1994-02-21,,,,,,https://orcid.org/0000-0002-9696-0385,,2021-03-27,,,Q7914461,,1994-02-21,,,,,,https://orcid.org/0000-0002-9696-0385,,2021-03-27,,Nursing Research & EBP
,Mia Wells,nursing researcher,,Q5,,Q6581072,,0000-0001-8394-7969,,,2021-03-27,,,Q29052,,2011-06-06,,,,,,https://orcid.org/0000-0001-8394-7969,,2021-03-27,,,Q7914461,,2011-06-06,,,,,,https://orcid.org/0000-0001-8394-7969,,2021-03-27,,School of Nursing
,Linda Beuscher,nursing researcher,,Q5,,Q6581072,,0000-0002-5425-4271,,,2021-03-27,,,Q29052,,2007-07-02,,,,,,https://orcid.org/0000-0002-5425-4271,,2021-03-27,,,Q7914461,,2007-07-02,,,,,,https://orcid.org/0000-0002-5425-4271,,2021-03-27,,School of Nursing
,Sebastian Atalla,nursing researcher,,Q5,,Q6581097,,0000-0002-5561-5120,,,2021-03-27,,,Q29052,,2014-06-01,,,2018-06-01,,,https://orcid.org/0000-0002-5561-5120,,2021-03-27,,,Q7914461,,2014-06-01,,,2018-06-01,,,https://orcid.org/0000-0002-5561-5120,,2021-03-27,,School of Nursing
,Ela Contreras-Panta,medical researcher,,Q5,,,,0000-0002-7234-3550,,,2021-03-27,,,Q29052,,2019-08-12,,,,,,https://orcid.org/0000-0002-7234-3550,,2021-03-27,,,Q7914466,,2019-08-12,,,,,,https://orcid.org/0000-0002-7234-3550,,2021-03-27,,School of Medicine
,Jamie Kuck,medical researcher,,Q5,,,,0000-0001-7832-6279,,,2021-03-27,,,Q29052,,2014-09,,,,,,https://orcid.org/0000-0001-7832-6279,,2021-03-27,,,Q7914466,,2014-09,,,,,,https://orcid.org/0000-0001-7832-6279,,2021-03-27,,"Allergy, Pulmonary & Critical Care Medicine"
,Dhairya Lakhani,medical researcher,,Q5,,,,0000-0002-4518-9156,,,2021-03-27,,,Q7914455,,2017-08-15,,,2019-06-30,,,https://orcid.org/0000-0002-4518-9156,,2021-03-27,,,Q7914466,,2017-08-15,,,2019-06-30,,,https://orcid.org/0000-0002-4518-9156,,2021-03-27,,"Allergy, Pulmonary & Critical Care Medicine"
,Karen Jackson,medical researcher,,Q5,,Q6581072,,0000-0003-1311-8203,,,2021-03-27,,,Q7914455,,2018-07-01,,,,,,https://orcid.org/0000-0003-1311-8203,,2021-03-27,,,Q7914466,,2018-07-01,,,,,,https://orcid.org/0000-0003-1311-8203,,2021-03-27,,"Allergy, Pulmonary, & Critical Care Medicine"
,Rebecca Abel,medical researcher,,Q5,,Q6581072,,0000-0001-6076-6321,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0001-6076-6321,,2021-03-27,,,Q7914466,,,,,,,,https://orcid.org/0000-0001-6076-6321,,2021-03-27,,"Allergy, Pulmonary, and Critical Care Medicine"
,Raphael  Hunt,medical researcher,,Q5,,Q6581097,,0000-0001-8447-8113,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0001-8447-8113,,2021-03-27,,,Q7914466,,,,,,,,https://orcid.org/0000-0001-8447-8113,,2021-03-27,,Allergy/Pulmonary & CCM
,David Elion,medical researcher,,Q5,,Q6581097,,0000-0002-4157-0048,,,2021-03-27,,,Q29052,,2015-06-01,,,2019-12-14,,,https://orcid.org/0000-0002-4157-0048,,2021-03-27,,,Q7914466,,2015-06-01,,,2019-12-14,,,https://orcid.org/0000-0002-4157-0048,,2021-03-27,,Cancer Biology
,Peng Liang,medical researcher,,Q5,,,,0000-0001-9107-6323,,,2021-03-27,,,Q29052,,1995,,,2010,,,https://orcid.org/0000-0001-9107-6323,,2021-03-27,,,Q7914466,,1995,,,2010,,,https://orcid.org/0000-0001-9107-6323,,2021-03-27,,Cancer Biology
,Vera Todd,medical researcher,,Q5,,Q6581072,,0000-0002-3791-9606,,,2021-03-27,,,Q29052,,2016-08,,,,,,https://orcid.org/0000-0002-3791-9606,,2021-03-27,,,Q7914466,,2016-08,,,,,,https://orcid.org/0000-0002-3791-9606,,2021-03-27,,Cancer Biology
,Guohuang Fan,medical researcher,,Q5,,,,0000-0002-8286-0252,,,2021-03-27,,,Q29052,,2002,,,2004,,,https://orcid.org/0000-0002-8286-0252,,2021-03-27,,,Q7914466,,2002,,,2004,,,https://orcid.org/0000-0002-8286-0252,,2021-03-27,,Cancer Biology
,Wendy Bindeman,medical researcher,,Q5,,Q6581072,,0000-0003-4065-6197,,,2021-03-27,,,Q29052,,2018-08,,,,,,https://orcid.org/0000-0003-4065-6197,,2021-03-27,,,Q7914466,,2018-08,,,,,,https://orcid.org/0000-0003-4065-6197,,2021-03-27,,Cancer Biology
,Barbara Broome,medical researcher,,Q5,,Q6581072,,0000-0001-9549-1727,,,2021-03-27,,,Q7914455,,2008-05-01,,,2016-11-26,,,https://orcid.org/0000-0001-9549-1727,,2021-03-27,,,Q7914466,,2008-05-01,,,2016-11-26,,,https://orcid.org/0000-0001-9549-1727,,2021-03-27,,"Cancer Center, Clinical Trials"
,Liaisan Arslanbaeva,medical researcher,,Q5,,,,0000-0002-3914-2124,,,2021-03-27,,,Q7914455,,2017-04-24,,,,,,https://orcid.org/0000-0002-3914-2124,,2021-03-27,,,Q7914466,,2017-04-24,,,,,,https://orcid.org/0000-0002-3914-2124,,2021-03-27,,Cancer Ingram Center
,David Kerins,medical researcher,,Q5,,Q6581097,,0000-0003-0938-3661,,,2021-03-27,,,Q29052,,2001-04-01,,,2006-01-31,,,https://orcid.org/0000-0003-0938-3661,,2021-03-27,,,Q7914466,,2001-04-01,,,2006-01-31,,,https://orcid.org/0000-0003-0938-3661,,2021-03-27,,Cardiology
,Anna Maria Choy,medical researcher,,Q5,,Q6581072,,0000-0002-4052-0591,,,2021-03-27,,,Q29052,,1994-10-01,,,1997-05-30,,,https://orcid.org/0000-0002-4052-0591,,2021-03-27,,,Q7914466,,1994-10-01,,,1997-05-30,,,https://orcid.org/0000-0002-4052-0591,,2021-03-27,,cardiology and Cliniical Pharmcology
