local_filename,qid_x,local_identifier_x,rank_x,label,notes_x,kilobytes,height,width,photo_inception,subdir,extension,qid_y,commons_id,local_identifier_y,label_en,directory,rank_y,image_name,iiif_manifest,notes_y
,,,,,,,,,,,,Q65080716,M81681029,1956.032,The Entombment,,,"Lucas Cranach the Elder, The Entombment, in or before 1509, NGA 37023.jpg",https://www.nga.gov/api/v1/iiif/presentation/manifest.json?cultObj:id=37023,Merged from Q103309678. Can't figure out why it isn't getting picked up by Listeria - only getting old version.
,,,,,,,,,,,,Q76552832,M81854064,1965.002,Zacharie Astruc,,,"Félix Bracquemond, Zacharie Astruc, 1865, NGA 151064.jpg",https://www.nga.gov/api/v1/iiif/presentation/manifest.json?cultObj:id=151064,The image is not identical to the one in our collection. Merged from Q103310115.
,,,,,,,,,,,,Q80566046,M85506789,1979.0659P,Madonna and Child with Apollonia and Another Female Saint,,,Gerolamo Giovenone - Madonna and Child with Saint Apollonia and one other saint.jpg,,
,,,,,,,,,,,,Q90716090,M31171961,,Emily Thorn Vanderbilt Sloane,,,Emily Thorn Vanderbilt Sloane White.jpg,,
,,,,,,,,,,,,Q94002062,M18081868,2002.014,Marine Landscape,,,Paul-Jean Clays - Paysage marin.jpg,,
,,,,,,,,,,,,Q94702774,M6649731,1979.0648P,A Baptismal Ceremony,,,Amico Aspertini.1474–1552A Baptismal Ceremony Cress Collection.jpg,,
1988.008.tif,Q105096083,1988.008,primary,,,37112,3037,4171,2010-04-05,1988,tif,,,,,,,,,
1988.009.jpg,Q102965299,1988.009,suppress,,,352,1488,2100,2012-07-24,1988,jpg,,,,,,,,,
1988.009.tif,Q102965299,1988.009,primary,,,61974,2737,3863,2012-07-24,1988,tif,,,,,,,,,
1988.010.tif,Q102974719,1988.010,primary,,,70122,2943,4065,2012-06-27,1988,tif,Q102974719,M113159012,1988.010,The Repentance of Mary Magdalene,1988,,The Repentance of Mary Magdalene - Vanderbilt Fine Arts Gallery - 1988.010.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.010.tif.json,
1988.011.tif,Q102964304,1988.011,primary,,,104995,3456,5184,2014-09-30,1988,tif,,,,,,,,,
1988.012.tif,Q102964946,1988.012,primary,,,104992,5184,3456,2014-09-30,1988,tif,,,,,,,,,
1988.013.jpg,Q102966251,1988.013,,,,249,500,418,2011-07-08,1988,jpg,,,,,,,,,
1988.013.tif,Q102966251,1988.013,,,,77233,3377,3902,2012-03-25,1988,tif,,,,,,,,,
1988.013_01.tif,Q102966251,1988.013,,,,43671,4223,3527,2010-06-28,1988,tif,,,,,,,,,
1988.014.jpg,Q103296557,1988.014,primary,,,2828,2346,1806,2006-09-26,1988,jpg,Q103296557,M113160793,1988.014,"A scene from Laurence Sterne's novel ""A Sentimental Journey Through France and Italy.""",1988,primary,"A scene from Laurence Sterne's novel ""A Sentimental Journey Through France and Italy."" - Vanderbilt Fine Arts Gallery - 1988.014.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.014.json,
1988.016.jpg,Q103298160,1988.016,primary,,,72,835,342,2010-02-22,1988,jpg,,,,,,,,,
1988.017.jpg,Q103298342,1988.017,primary,,,101,755,591,2010-02-22,1988,jpg,,,,,,,,,
1988.018.jpg,Q103298388,1988.018,primary,,,118,830,536,2010-02-22,1988,jpg,,,,,,,,,
1988.019.jpg,Q102977031,1988.019,primary,,,81,537,654,2010-02-22,1988,jpg,,,,,,,,,
1988.020.jpg,Q94837681,1988.020,primary,,,74,549,694,2010-02-22,1988,jpg,,,,,,,,,
1988.021.jpg,Q102963087,1988.021,primary,,,114,573,868,2010-02-22,1988,jpg,,,,,,,,,
1988.022.jpg,Q102963068,1988.022,primary,,,168,577,760,2010-02-22,1988,jpg,,,,,,,,,
1988.023.jpg,Q103312584,1988.023,primary,,,93,703,475,2010-02-22,1988,jpg,,,,,,,,,
1988.024.jpg,Q102963082,1988.024,primary,,,87,546,658,2010-02-22,1988,jpg,,,,,,,,,
1988.025.tif,Q94835121,1988.025,primary,,,69712,3198,3719,2012-07-31,1988,tif,,,,,,,,,
1988.026.jpg,Q103298184,1988.026,suppress,,,188,500,322,2010-04-04,1988,jpg,,,,,,,,,
1988.026.tif,Q103298184,1988.026,primary,,,7176,1950,1256,2010-03-02,1988,tif,Q103298184,M122642160,1988.026,Cavalier Muffled in His Coat,1988,primary,Cavalier Muffled in His Coat - Vanderbilt Fine Arts Gallery - 1988.026.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.026.json,
1988.027.tif,Q106577503,1988.027,primary,,,202662,5159,6684,2015-10-14,1988,tif,,,,,,,,,
1988.028.jpg,Q106577388,1988.028,suppress,,,241,500,359,2010-04-11,1988,jpg,,,,,,,,,
1988.028.tif,Q106577388,1988.028,primary,,,47568,3416,4753,2010-04-06,1988,tif,,,,,,,,,
1988.029.jpg,Q103301901,1988.029,suppress,,,235,500,338,2010-09-23,1988,jpg,,,,,,,,,
1988.029.tif,Q103301901,1988.029,primary,,,40017,4494,3037,2010-09-13,1988,tif,Q103301901,M122660727,1988.029,Kabuki actor (one of three prints forming a triptych),1988,primary,Kabuki actor (one of three prints forming a triptych) - Vanderbilt Fine Arts Gallery - 1988.029.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.029.json,
1988.030.tif,Q103550958,1988.030,primary,,,61137,3054,3415,2014-08-10,1988,tif,Q103550958,M113162039,1988.030,Calligraphy in printed pocket folder,1988,,Calligraphy in printed pocket folder - Vanderbilt Fine Arts Gallery - 1988.030.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.030.tif.json,
1988.031.jpg,Q106577347,1988.031,suppress,,,215,365,500,2010-09-15,1988,jpg,,,,,,,,,
1988.031.tif,Q106577347,1988.031,primary,,,11445,1687,2309,2010-09-15,1988,tif,,,,,,,,,
1988.032.jpg,Q103300135,1988.032,suppress,,,201,500,328,2010-09-15,1988,jpg,,,,,,,,,
1988.032.tif,Q103300135,1988.032,primary,,,24571,3575,2343,2010-09-15,1988,tif,,,,,,,,,
1988.033a.tif,Q104032503,1988.033a,primary,,,71800,2887,4243,2012-03-20,1988,tif,,,,,,,,,
1988.033b.tif,Q104032507,1988.033b,primary,,,72478,2887,4283,2012-03-20,1988,tif,,,,,,,,,
1988.033c.tif,Q104032510,1988.033c,primary,,,72310,2877,4288,2012-03-20,1988,tif,,,,,,,,,
1988.033d.tif,Q104032514,1988.033d,primary,,,71926,2882,4258,2012-03-20,1988,tif,,,,,,,,,
1988.033e.tif,Q104032519,1988.033e,primary,,,72773,2892,4293,2012-03-20,1988,tif,,,,,,,,,
1988.033f.tif,Q104032522,1988.033f,primary,,,72102,2872,4283,2012-03-20,1988,tif,,,,,,,,,
1988.033g.tif,Q104032525,1988.033g,primary,,,72183,2882,4273,2012-03-20,1988,tif,,,,,,,,,
1988.033h.tif,Q104032529,1988.033h,primary,,,72187,2906,4238,2012-03-20,1988,tif,,,,,,,,,
1988.034.jpg,Q106577469,1988.034,suppress,,,243,500,367,2010-03-21,1988,jpg,,,,,,,,,
1988.034.tif,Q106577469,1988.034,primary,,,53460,3659,4987,2010-02-24,1988,tif,Q106577469,M122709076,1988.034,Unknown,1988,primary,Unknown - Vanderbilt Fine Arts Gallery - 1988.034.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.034.json,
1988.035.tif,Q103311096,1988.035,primary,,,87608,7472,4001,2012-03-27,1988,tif,,,,,,,,,
1988.036.tif,Q103296815,1988.036,primary,,,71015,5768,4201,2010-09-16,1988,tif,,,,,,,,,
1988.037.tif,Q103308402,1988.037,primary,,,43262,4805,1536,2012-07-31,1988,tif,,,,,,,,,
1988.039.tif,Q102966702,1988.039,primary,,,85425,3338,4366,2012-07-31,1988,tif,,,,,,,,,
1988.040.tif,Q103310090,1988.040,primary,,,48482,4194,2959,2015-10-27,1988,tif,,,,,,,,,
1988.041.jpg,Q103311358,1988.041,suppress,,,156,500,380,2010-04-25,1988,jpg,,,,,,,,,
1988.041.tif,Q103311358,1988.041,primary,,,25657,3393,2581,2010-04-05,1988,tif,,,,,,,,,
1988.042.jpg,Q105091874,1988.042,suppress,,,286,425,500,2010-04-25,1988,jpg,,,,,,,,,
1988.042.tif,Q105091874,1988.042,primary,,,33167,3102,3646,2010-04-08,1988,tif,,,,,,,,,
1988.043.jpg,Q103304970,1988.043,primary,,,171,663,324,2006-10-30,1988,jpg,,,,,,,,,
1988.044.jpg,Q103312146,1988.044,suppress,,,200,500,380,2010-04-25,1988,jpg,,,,,,,,,
1988.044.tif,Q103312146,1988.044,primary,,,21710,3121,2371,2010-04-08,1988,tif,,,,,,,,,
1988.045.jpg,Q103305521,1988.045,suppress,,,203,500,332,2010-11-11,1988,jpg,,,,,,,,,
1988.045.tif,Q103305521,1988.045,primary,,,9904,2256,1494,2010-11-11,1988,tif,Q103305521,M122664655,1988.045,Mother and Child Under Mosquito Netting,1988,primary,Mother and Child Under Mosquito Netting - Vanderbilt Fine Arts Gallery - 1988.045.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.045.json,
1988.046.jpg,Q102964925,1988.046,suppress,,,218,357,500,2010-09-23,1988,jpg,,,,,,,,,
1988.046.tif,Q102964925,1988.046,primary,,,9315,1503,2109,2010-09-13,1988,tif,Q102964925,M122586499,1988.046,Fans Surimono,1988,primary,Fans Surimono - Vanderbilt Fine Arts Gallery - 1988.046.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.046.json,
1988.047.jpg,Q103307064,1988.047,suppress,,,157,500,223,2010-09-23,1988,jpg,,,,,,,,,
1988.047.tif,Q103307064,1988.047,primary,,,17470,3650,1631,2010-09-13,1988,tif,,,,,,,,,
1988.048.jpg,Q103307075,1988.048,suppress,,,202,500,232,2010-09-23,1988,jpg,,,,,,,,,
1988.048.tif,Q103307075,1988.048,primary,,,15691,3392,1576,2010-09-13,1988,tif,,,,,,,,,
1988.049.jpg,Q103297932,1988.049,suppress,,,88,500,206,2010-11-11,1988,jpg,,,,,,,,,
1988.049.tif,Q103297932,1988.049,primary,,,16171,3659,1506,2010-11-11,1988,tif,,,,,,,,,
1988.064.tif,Q102971244,1988.064,primary,,,66628,3291,3454,2012-07-06,1988,tif,,,,,,,,,
1988.072.tif,Q103296950,1988.072,primary,,,12479,2407,1764,2010-08-23,1988,tif,,,,,,,,,
1988.073.tif,Q103297555,1988.073,primary,,,79944,4287,3182,2014-02-12,1988,tif,,,,,,,,,
1988.075.jpg,Q102968009,1988.075,,,,218,400,500,2010-04-22,1988,jpg,,,,,,,,,
1988.075tif.tif,Q102968009,1988.075,,,,61061,4085,5100,2010-04-15,1988,tif,,,,,,,,,
1988.076.tif,Q105091962,1988.076,primary,,,76506,4209,3101,2012-06-27,1988,tif,,,,,,,,,
1988.077.jpg,Q103296689,1988.077,suppress,,,183,449,345,2010-04-22,1988,jpg,,,,,,,,,
1988.077.tif,Q103296689,1988.077,primary,,,483,449,345,2010-04-22,1988,tif,Q103296689,M122617445,1988.077,Allegorical Group,1988,primary,Allegorical Group - Vanderbilt Fine Arts Gallery - 1988.077.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.077.json,
1988.078.jpg,Q102962958,1988.078,suppress,,,182,500,348,2010-04-22,1988,jpg,,,,,,,,,
1988.078.tif,Q102962958,1988.078,primary,,,99214,6978,4852,2010-03-10,1988,tif,Q102962958,M122582852,1988.078,Captain Coram,1988,primary,Captain Coram - Vanderbilt Fine Arts Gallery - 1988.078.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.078.json,
1988.079.jpg,Q102973027,1988.079,suppress,,,152,325,500,2010-04-25,1988,jpg,,,,,,,,,
1988.079.tif,Q102973027,1988.079,primary,,,20651,2137,3294,2010-04-07,1988,tif,Q102973027,M122608699,1988.079,Solitary Sandpiper,1988,primary,Solitary Sandpiper - Vanderbilt Fine Arts Gallery - 1988.079.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.079.json,
1988.080.jpg,Q102977108,1988.080,suppress,,,192,382,500,2010-04-11,1988,jpg,,,,,,,,,
1988.080.tif,Q102977108,1988.080,primary,,,24931,2550,3337,2010-04-06,1988,tif,,,,,,,,,
1988.081.jpg,Q102968003,1988.081,suppress,,,147,327,500,2010-04-25,1988,jpg,,,,,,,,,
1988.081.tif,Q102968003,1988.081,primary,,,21051,2166,3313,2010-04-07,1988,tif,Q102968003,M122602315,1988.081,Least Bittern,1988,primary,Least Bittern - Vanderbilt Fine Arts Gallery - 1988.081.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.081.json,
1988.082.jpg,Q102968210,1988.082,suppress,,,173,316,500,2010-04-11,1988,jpg,,,,,,,,,
1988.082.tif,Q102968210,1988.082,primary,,,13202,1687,2671,2010-04-06,1988,tif,,,,,,,,,
1988.083.jpg,Q102964650,1988.083,suppress,,,162,313,500,2010-04-11,1988,jpg,,,,,,,,,
1988.083.tif,Q102964650,1988.083,primary,,,12734,1650,2634,2010-04-06,1988,tif,,,,,,,,,
1988.084.JPG,Q102975323,1988.084,primary,,,1375,2448,3264,2017-04-12,1988,JPG,,,,,,,,,
1988.085.tif,Q103296734,1988.085,primary,,,93823,4863,3292,2012-05-02,1988,tif,,,,,,,,,
1988.091.tif,Q102961616,1988.091,primary,,,68529,2867,4078,2015-10-27,1988,tif,Q102961616,M122563171,1988.091,American Homestead Spring,1988,primary,American Homestead Spring - Vanderbilt Fine Arts Gallery - 1988.091.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.091.json,
1988.092.tif,Q102961621,1988.092,primary,,,67099,2803,4084,2015-10-27,1988,tif,Q102961621,M122563439,1988.092,American Homestead Summer,1988,primary,American Homestead Summer - Vanderbilt Fine Arts Gallery - 1988.092.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.092.json,
1988.093.tif,Q102961610,1988.093,primary,,,67597,2844,4055,2015-10-27,1988,tif,Q102961610,M122563046,1988.093,American Homestead Autumn,1988,primary,American Homestead Autumn - Vanderbilt Fine Arts Gallery - 1988.093.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.093.json,
1988.094.tif,Q102961627,1988.094,primary,,,38096,3046,4269,2015-10-27,1988,tif,Q102961627,M122563541,1988.094,American Homestead Winter,1988,primary,American Homestead Winter - Vanderbilt Fine Arts Gallery - 1988.094.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.094.json,
1988.096.jpg,Q102975685,1988.096,suppress,,,260,330,500,2010-04-25,1988,jpg,,,,,,,,,
1988.096.tif,Q102975685,1988.096,primary,,,33041,2728,4134,2010-04-05,1988,tif,Q102975685,M122614356,1988.096,Two's Company-Three's a Crowd,1988,primary,Two's Company-Three's a Crowd - Vanderbilt Fine Arts Gallery - 1988.096.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.096.json,
1988.097.jpg,Q102961367,1988.097,suppress,,,312,391,500,2010-04-25,1988,jpg,,,,,,,,,
1988.097.tif,Q102961367,1988.097,primary,,,28462,2756,3525,2010-04-05,1988,tif,Q102961367,M122562818,1988.097,A Senseless After Dinner Custom,1988,primary,A Senseless After Dinner Custom - Vanderbilt Fine Arts Gallery - 1988.097.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.097.json,
1988.098.jpg,Q102964193,1988.098,suppress,,,289,325,500,2010-04-25,1988,jpg,,,,,,,,,
1988.098.tif,Q102964193,1988.098,primary,,,33294,2718,4181,2010-04-05,1988,tif,Q102964193,M122584201,1988.098,Design for a Bachelor's Wallpaper,1988,primary,Design for a Bachelor's Wallpaper - Vanderbilt Fine Arts Gallery - 1988.098.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.098.json,
1988.099.jpg,Q102976987,1988.099,suppress,,,210,329,500,2010-04-25,1988,jpg,,,,,,,,,
1988.099.tif,Q102976987,1988.099,primary,,,32919,2718,4134,2010-04-05,1988,tif,Q102976987,M122616867,1988.099,When a Man's in Love,1988,primary,When a Man's in Love - Vanderbilt Fine Arts Gallery - 1988.099.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.099.json,
1988.100.jpg,Q102966025,1988.100,suppress,,,210,330,500,2010-04-25,1988,jpg,,,,,,,,,
1988.100.tif,Q102966025,1988.100,primary,,,34404,2784,4218,2010-04-05,1988,tif,Q102966025,M122598485,1988.100,Has She a Heart,1988,primary,Has She a Heart - Vanderbilt Fine Arts Gallery - 1988.100.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.100.json,
1988.101.jpg,Q102963749,1988.101,suppress,,,189,500,323,2010-04-25,1988,jpg,,,,,,,,,
1988.101.tif,Q102963749,1988.101,primary,,,33714,4218,2728,2010-04-05,1988,tif,Q102963749,M122584124,1988.101,Conspirators,1988,primary,Conspirators - Vanderbilt Fine Arts Gallery - 1988.101.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.101.json,
1988.102a.jpg,Q104030940,1988.102a,suppress,,,197,319,500,2010-04-25,1988,jpg,,,,,,,,,
1988.102a.tif,Q104030940,1988.102a,primary,,,32788,2671,4190,2010-04-05,1988,tif,Q104030940,M122705364,1988.102a,Big Game,1988,primary,Big Game - Vanderbilt Fine Arts Gallery - 1988.102a.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.102a.json,
1988.102b.jpg,Q104030941,1988.102b,suppress,,,197,319,500,2010-04-25,1988,jpg,,,,,,,,,
1988.102b.tif,Q104030941,1988.102b,primary,,,32788,2671,4190,2010-04-05,1988,tif,,,,,,,,,
1988.104.tif,Q104031914,1988.104,primary,,,28813,3316,1482,2016-11-10,1988,tif,Q104031914,M122705475,1988.104,Cloisonne candlestick,1988,primary,Cloisonne candlestick - Vanderbilt Fine Arts Gallery - 1988.104.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.104.json,
1988.106.tif,Q103311943,1988.106,primary,,,104996,5184,3456,2013-02-05,1988,tif,Q103311943,M124741506,1988.106,Vase with a plum blossom motif,1988,primary,Vase with a plum blossom motif - Vanderbilt Fine Arts Gallery - 1988.106.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.106.json,
1988.107.tif,Q104031959,1988.107,primary,,,90141,5184,2967,2015-03-16,1988,tif,,,,,,,,,
1988.108.tif,Q104031960,1988.108,primary,,,96885,5184,3189,2015-03-16,1988,tif,Q104031960,M122705520,1988.108,Ewer with brass inlay,1988,primary,Ewer with brass inlay - Vanderbilt Fine Arts Gallery - 1988.108.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.108.json,
1988.109.tif,Q103311900,1988.109,primary,,,52508,5184,3456,2012-03-11,1988,tif,Q103311900,M122703014,1988.109,Vase (tokoname ware),1988,primary,Vase (tokoname ware) - Vanderbilt Fine Arts Gallery - 1988.109.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.109.json,
1988.114.TIF,Q103299673,1988.114,primary,,,9914,1898,1776,2010-07-26,1988,TIF,Q103299673,M122651335,1988.114,Exercising Male with a Sword,1988,primary,Exercising Male with a Sword - Vanderbilt Fine Arts Gallery - 1988.114.TIF,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.114.json,
1988.114.jpg,Q103299673,1988.114,suppress,,,193,453,500,2010-07-26,1988,jpg,,,,,,,,,
1988.115-02.TIF,Q103305772,1988.115,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.115-04.TIF,Q103305772,1988.115,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.115-05.TIF,Q103305772,1988.115,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.115-06.TIF,Q103305772,1988.115,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.116-03.TIF,Q102968964,1988.116,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.116-04.TIF,Q102968964,1988.116,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.116-05.TIF,Q102968964,1988.116,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.117-03.TIF,Q103305767,1988.117,,,,44123,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.117-05.TIF,Q103305767,1988.117,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.117-07.TIF,Q103305767,1988.117,,,,44123,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.119-02.TIF,Q102968949,1988.119,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.119-04.TIF,Q102968949,1988.119,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.119-05.TIF,Q102968949,1988.119,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.119-06.TIF,Q102968949,1988.119,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.120-05.TIF,Q102968975,1988.120,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.120-06.TIF,Q102968975,1988.120,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.121-03.TIF,Q103305790,1988.121,,,,44120,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.121-04.TIF,Q103305790,1988.121,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.121-07.TIF,Q103305790,1988.121,,,,44120,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.122-02.TIF,Q102968985,1988.122,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.122-04.TIF,Q102968985,1988.122,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.122-06.TIF,Q102968985,1988.122,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.123-03.TIF,Q102968996,1988.123,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.123-04.TIF,Q102968996,1988.123,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.123-06.TIF,Q102968996,1988.123,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.124-03.TIF,Q102968960,1988.124,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.124-04.TIF,Q102968960,1988.124,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.124-06.TIF,Q102968960,1988.124,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.124-07.TIF,Q102968960,1988.124,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.124-08.TIF,Q102968960,1988.124,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.125-02.TIF,Q102968970,1988.125,,,,44123,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.125-04.TIF,Q102968970,1988.125,,,,44123,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.125-06.TIF,Q102968970,1988.125,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.126-04.TIF,Q103299332,1988.126,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.126-06.TIF,Q103299332,1988.126,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.135.tif,Q102977075,1988.135,primary,,,18540,1704,1855,2016-11-10,1988,tif,,,,,,,,,
1988.143a.tif,Q102971105,1988.143a,primary,,,46532,1667,4762,2014-08-10,1988,tif,Q102971105,M113160324,1988.143a,"Screen painting of four cranes (three flying), with flowing water, bamboo, and cherry blossoms",1988,,"Screen painting of four cranes (three flying), with flowing water, bamboo, and cherry blossoms - Vanderbilt Fine Arts Gallery - 1988.143a.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.143a.tif.json,
1988.143b.tif,Q102971097,1988.143b,primary,,,44558,1618,4698,2014-08-10,1988,tif,Q102971097,M113160303,1988.143b,"Screen painting of five cranes (three flying), with a rushing stream on the left and the bank on the right",1988,,"Screen painting of five cranes (three flying), with a rushing stream on the left and the bank on the right - Vanderbilt Fine Arts Gallery - 1988.143b.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.143b.tif.json,
1988.144.JPG,Q103296837,1988.144,primary,,,404,1483,846,2003-11-20,1988,JPG,Q103296837,M113160838,1988.144,Ancestral Portrait of an Elderly Man,1988,,Ancestral Portrait of an Elderly Man - Vanderbilt Fine Arts Gallery - 1988.144.JPG,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.144.JPG.json,
1988.145.jpg,Q103296847,1988.145,primary,,,515,1451,811,2003-11-20,1988,jpg,Q103296847,M113160840,1988.145,Ancestral Portrait of an Elderly Woman,1988,,Ancestral Portrait of an Elderly Woman - Vanderbilt Fine Arts Gallery - 1988.145.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.145.jpg.json,
1988.146.jpg,Q103306908,1988.146,suppress,,,203,500,413,2008-06-30,1988,jpg,,,,,,,,,
1988.146.tif,Q103306908,1988.146,primary,,,13351,2346,1938,2008-06-30,1988,tif,,,,,,,,,
1988.188-02.TIF,Q102968990,1988.188,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.188-03.TIF,Q102968990,1988.188,,,,44122,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.188-04.TIF,Q102968990,1988.188,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.188-06.TIF,Q102968990,1988.188,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1988.188-08.TIF,Q102968990,1988.188,,,,44121,3168,4752,2020-01-14,1988,TIF,,,,,,,,,
1989.002.jpg,Q105091754,1989.002,suppress,,,101,500,389,2010-02-21,1989,jpg,,,,,,,,,
1989.002.tif,Q105091754,1989.002,primary,,,39878,4184,3253,2010-02-09,1989,tif,,,,,,,,,
1989.004.TIF,Q103296962,1989.004,primary,,,3422,827,1398,2010-07-26,1989,TIF,,,,,,,,,
1989.004.jpg,Q103296962,1989.004,suppress,,,95,240,412,2010-07-26,1989,jpg,,,,,,,,,
1989.007.tif,Q102975765,1989.007,primary,,,53504,2508,3639,2012-06-08,1989,tif,,,,,,,,,
1989.008.jpg,Q103301493,1989.008,suppress,,,238,535,349,2010-04-22,1989,jpg,,,,,,,,,
1989.008.pct,Q103301493,1989.008,suppress,,,571,0,0,2010-02-22,1989,pct,,,,,,,,,
1989.008.tif,Q103301493,1989.008,primary,,,760,535,349,2010-04-22,1989,tif,,,,,,,,,
1989.009.jpg,Q103301500,1989.009,suppress,,,175,500,361,2011-01-27,1989,jpg,,,,,,,,,
1989.009.tif,Q103301500,1989.009,primary,,,25704,3486,2514,2011-01-27,1989,tif,,,,,,,,,
1989.010.jpg,Q102970619,1989.010,suppress,,,195,358,500,2010-04-11,1989,jpg,,,,,,,,,
1989.010.tif,Q102970619,1989.010,primary,,,34560,2906,4059,2010-03-22,1989,tif,Q102970619,M122606691,1989.010,Royal Fisherman,1989,primary,Royal Fisherman - Vanderbilt Fine Arts Gallery - 1989.010.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1989/1989.010.json,
1989.011.jpg,Q103302261,1989.011,suppress,,,277,500,394,2010-04-11,1989,jpg,,,,,,,,,
1989.011.tif,Q103302261,1989.011,primary,,,6829,1715,1359,2010-03-22,1989,tif,Q103302261,M122663272,1989.011,L'Ete (The Summer),1989,primary,L'Ete (The Summer) - Vanderbilt Fine Arts Gallery - 1989.011.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1989/1989.011.json,
1989.012.jpg,Q103306374,1989.012,suppress,,,244,500,357,2010-04-11,1989,jpg,,,,,,,,,
