qid,accession_number,dimension,type,label,creator,inception_val,inception_earliest_date_val,inception_latest_date_val,style_period,rights,media_url,status
Q104032880,2009.001y,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759456/representation-view,assessed to in copyright
Q104032882,2009.001z,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759457/representation-view,assessed to in copyright
Q105096050,1983.008,2D,photograph,Untitled,,,,,,,https://forum.jstor.org/assets/26755732/representation-view,unknown
Q103311384,2014.027,2D,photograph,Untitled (Beijing),Q1233831,2007-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759915/representation-view,inception was after copyright cutoff
Q104033075,2017.004.01,2D,photograph,Untitled from L'Histoire de France,Q1233831,1991-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760397/representation-view,assessed to in copyright
Q104033076,2017.004.02,2D,photograph,Untitled from L'Histoire de France,Q1233831,1991-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760398/representation-view,assessed to in copyright
Q104033078,2017.004.04,2D,photograph,Untitled from L'Histoire de France,Q1233831,1991-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760400/representation-view,assessed to in copyright
Q104033079,2017.004.05,2D,photograph,Untitled from L'Histoire de France,Q1233831,1991-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760401/representation-view,assessed to in copyright
Q104033080,2017.004.06,2D,photograph,Untitled from L'Histoire de France,Q1233831,1991-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760402/representation-view,assessed to in copyright
Q104033081,2017.004.07,2D,photograph,Untitled from L'Histoire de France,Q1233831,1991-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760403/representation-view,assessed to in copyright
Q103311519,2017.004.08,2D,photograph,Untitled from L'Histoire de France (Crack),Q1233831,1991-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760404/representation-view,assessed to in copyright
Q103311523,2017.004.09,2D,photograph,Untitled from L'Histoire de France (Flags),Q1233831,1991-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760405/representation-view,assessed to in copyright
Q103311530,2017.004.10,2D,photograph,Untitled from L'Histoire de France (Lemons),Q1233831,1991-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760406/representation-view,assessed to in copyright
Q103311535,2017.004.03,2D,photograph,Untitled from L'Histoire de France (Stairs),Q1233831,1991-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760399/representation-view,assessed to in copyright
Q102976171,2017.003.27,2D,photograph,Untitled from Political Abstraction,Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760396/representation-view,assessed to in copyright
Q102976179,2017.003.25,2D,photograph,Untitled from Political Abstraction (Bottle),Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760394/representation-view,assessed to in copyright
Q102976187,2017.003.24,2D,photograph,Untitled from Political Abstraction (Building and Nude),Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760393/representation-view,assessed to in copyright
Q102976198,2017.003.19,2D,photograph,Untitled from Political Abstraction (Bush and Graffiti),Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760388/representation-view,assessed to in copyright
Q102976204,2017.003.17,2D,photograph,Untitled from Political Abstraction (Bust and Bricks),Q1233831,2015-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26760386/representation-view,inception was after copyright cutoff
Q102976210,2017.003.18,2D,photograph,Untitled from Political Abstraction (Chairs),Q1233831,2015-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26760387/representation-view,inception was after copyright cutoff
Q102976216,2017.003.16,2D,photograph,Untitled from Political Abstraction (Curtain and Busts),Q1233831,2015-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26760385/representation-view,inception was after copyright cutoff
Q102976222,2017.003.22,2D,photograph,Untitled from Political Abstraction (Graffiti and Silhouette),Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760391/representation-view,assessed to in copyright
Q102976232,2017.003.21,2D,photograph,Untitled from Political Abstraction (Hanger and Nude),Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760390/representation-view,assessed to in copyright
Q102976238,2017.003.15,2D,photograph,Untitled from Political Abstraction (Man in Suit and Crutch),Q1233831,2015-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26760384/representation-view,inception was after copyright cutoff
Q102976248,2017.003.26,2D,photograph,Untitled from Political Abstraction (Pool),Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760395/representation-view,assessed to in copyright
Q102976254,2017.003.20,2D,photograph,Untitled from Political Abstraction (Shoe and Nude),Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760389/representation-view,assessed to in copyright
Q102976264,2017.003.13,2D,photograph,Untitled from Political Abstraction (Skyscraper and Man),Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760382/representation-view,assessed to in copyright
Q102976270,2017.003.14,2D,photograph,Untitled from Political Abstraction (Text and Plant),Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760383/representation-view,assessed to in copyright
Q102976277,2017.003.23,2D,photograph,Untitled from Political Abstraction (Traffic Light and Hat),Q1233831,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760392/representation-view,assessed to in copyright
Q103311569,2011.006,2D,photograph,"Untitled, Balcony Alexandria",Q1233831,1987-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759729/representation-view,inception was after copyright cutoff
Q102976289,2013.035d,2D,photograph,"Untitled, from ""America: Now + Here"" a portfolio",Q256434,2009-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759863/representation-view,assessed to in copyright
Q103311575,2013.035f,2D,photograph,"Untitled, from ""America: Now + Here"" a portfolio",Q2637678,2001-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759865/representation-view,assessed to in copyright
Q103311583,2013.035k,2D,photograph,"Untitled, from ""America: Now + Here"" a portfolio",Q1711445,2009-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759870/representation-view,assessed to in copyright
Q103311805,2011.010,2D,photograph,"Untitled, from Ex Libris",Q1233831,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759733/representation-view,inception was after copyright cutoff
Q104033088,2011.007,2D,photograph,"Untitled, from L'Historie de France",Q1233831,1974-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759730/representation-view,inception was after copyright cutoff
Q104033089,2011.008,2D,photograph,"Untitled, from L'Historie de France",Q1233831,1974-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759731/representation-view,inception was after copyright cutoff
Q103311819,2011.009,2D,photograph,"Untitled, San Francisco",Q1233831,1960-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759732/representation-view,inception was after copyright cutoff
Q103311885,1989.037j,2D,photograph,"Vallcarca, from Fotografias de los Anõs 40, Volumen I",Q3776378,1945-01-01T00:00:00Z,1940-01-01T00:00:00Z,1949-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26756254/representation-view,inception was after copyright cutoff
Q106577499,1997.021,2D,photograph,"Various Objects in Son Boter (Miró's property), Palma de Mallorca, from Creation in Space of Joan Miró",Q3776378,1959-01-01T00:00:00Z,1956-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757931/representation-view,inception was after copyright cutoff
Q103551140,2008.144,2D,photograph,View from a Plane,Q5603,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759387/representation-view,assessed to in copyright
Q105092344,2007.071h,2D,photograph,"Waiting to Carry the Dead (The Ganga, India)",Q105090629,2005-01-01T00:00:00Z,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26759241/representation-view,inception was after copyright cutoff
Q102976971,2009.015,2D,photograph,"West Broadway Liquor Store Bar, from the series ""Tribeca, 10013""",Q11821277,2006-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759692/representation-view,assessed to in copyright
Q103312260,2007.070d,2D,photograph,"Wet Sands, Camargue",Q1395740,1965-01-01T00:00:00Z,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26759230/representation-view,inception was after copyright cutoff
Q103551150,2018.005.13,2D,photograph,"White on White (Lisbon), from the ongoing project Material Witness",Q100741993,2016-01-01T00:00:00Z,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,,IN COPYRIGHT,https://forum.jstor.org/assets/26760425/representation-view,assessed to in copyright
Q103551161,2018.005.10,2D,photograph,"White Portal (Reykjavik), from the ongoing project Material Witness",Q100741993,2015-01-01T00:00:00Z,2013-01-01T00:00:00Z,2016-01-01T00:00:00Z,,IN COPYRIGHT,https://forum.jstor.org/assets/26760422/representation-view,assessed to in copyright
Q103551175,2018.005.03,2D,photograph,"White Rectangles (Reykjavik), from the ongoing project Material Witness",Q100741993,2016-01-01T00:00:00Z,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,,IN COPYRIGHT,https://forum.jstor.org/assets/26760415/representation-view,assessed to in copyright
Q103551183,2018.005.08,2D,photograph,"White Square & Rectangles (Barcelona), from the ongoing project Material Witness",Q100741993,2015-01-01T00:00:00Z,2013-01-01T00:00:00Z,2016-01-01T00:00:00Z,,IN COPYRIGHT,https://forum.jstor.org/assets/26760420/representation-view,assessed to in copyright
Q102977115,2007.071d,2D,photograph,Windfall (Czech-Republic),Q63038130,1996-01-01T00:00:00Z,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26759237/representation-view,inception was after copyright cutoff
Q105092363,2007.071j,2D,photograph,"Window of Kumbhalgrah (Kumbhalgrah, India)",Q105090629,2005-01-01T00:00:00Z,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26759243/representation-view,inception was after copyright cutoff
Q103312367,2008.137,2D,photograph,Windows,Q5603,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759380/representation-view,assessed to in copyright
Q103312386,2014.037,2D,photograph,"Wires, Santa Tereza, Rio de Janeiro, Brazil",Q51754428,2003-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759925/representation-view,inception was after copyright cutoff
Q102977273,2014.014,2D,photograph,Women who Killed in Self Defense Serve Three times Longer than the Males who Killed their Wives,Q11821277,1989-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759902/representation-view,inception was after copyright cutoff
Q102977390,2004.038,2D,photograph,Wyoming State Death House,Q61911552,2000-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759010/representation-view,inception was after copyright cutoff
Q103551192,2014.050,2D,photograph,"Xilitla, Mexico",Q94684059,1998-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759938/representation-view,inception was after copyright cutoff
Q103312666,2015.053,2D,photograph,"Zelda Kaplan, 85, from Wise Women: A Celebration of Their Insights, Courage, and Beauty",Q6297639,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760085/representation-view,assessed to in copyright
Q105096120,,2D,scroll painting,"A Medieval Female Dancer Performing a Young Man's Dance Entitled ""The White Paulownia Tree""",,,,,,,,
Q105096017,1980.078,2D,scroll painting,A Modern Translation of an Ancient Chinese Inscription,,,,,,,https://forum.jstor.org/assets/26755522/representation-view,unknown
Q103296766,1999.140,2D,scroll painting,Amida (Buddha) composed of minuscule Chinese characters,Q4233718,1800-01-01T00:00:00Z,1750-01-01T00:00:00Z,1850-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26758311/representation-view,inception prior to copyright cutoff
Q105096122,,2D,scroll painting,An Actor Performing in a Okina,,,,,,,,
Q103296837,1988.144,2D,scroll painting,Ancestral Portrait of an Elderly Man,Q4233718,,,,Qing,,https://forum.jstor.org/assets/26756205/representation-view,from style or period that ended prior to copyright cutoff
Q103296847,1988.145,2D,scroll painting,Ancestral Portrait of an Elderly Woman,Q4233718,,,,Qing,,https://forum.jstor.org/assets/26756206/representation-view,from style or period that ended prior to copyright cutoff
Q105095996,1980.028,2D,scroll painting,Bamboo,Q4233718,1766-01-01T00:00:00Z,1736-01-01T00:00:00Z,1796-01-01T00:00:00Z,Qianlong,,https://forum.jstor.org/assets/26755455/representation-view,inception prior to copyright cutoff
Q105096025,,2D,scroll painting,Bamboo,,,,,,,,
Q105096026,1980.080,2D,scroll painting,Bamboo,,,,,Qing dynasty (1644-1911),,https://forum.jstor.org/assets/26755524/representation-view,from style or period that ended prior to copyright cutoff
Q105096118,,2D,scroll painting,Bamboo,,,,,,,,
Q102961894,,2D,scroll painting,Bamboo #1,,,,,,,,
Q102961901,,2D,scroll painting,Bamboo #2,,,,,,,,
Q105091651,,2D,scroll painting,"Bhutanese tangkha of Chenrazig, the Bodhisattva of Compassion",,,,,,,,
Q103297430,,2D,scroll painting,Bird on a Branch and Rock,,,,,,,,
Q103297452,,2D,scroll painting,Birds and Bamboo,,,,,,,,
Q105096001,1974.013,2D,scroll painting,Birds and Flowers,,,,,Ch-ing dynasty (1644-1912),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753905/representation-view,from style or period that ended prior to copyright cutoff
Q105091655,,2D,scroll painting,Birds and Pine Tree,,,,,,,,
Q102962356,,2D,scroll painting,Bok Choy (Chinese Cabbage),,,,,,,,
Q105096020,1980.079,2D,scroll painting,Calligraphy: One Can Live Apart From Society and Still Have Knowledge,,,,,,,https://forum.jstor.org/assets/26755523/representation-view,unknown
Q105095892,,2D,scroll painting,Candlestick,,,,,,,,
Q103298394,1978.013,2D,scroll painting,Chinese Landscape,Q2963561,,,,"Nanga School, Edo Period (1600-1868)",NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754055/representation-view,artist died before copyright cutoff
Q105091696,,2D,scroll painting,Chinese Landscape with Scholar and Servant,,,,,,,,
Q102963263,1978.014,2D,scroll painting,Chinese Winter Landscape,Q3192787,1700-01-01T00:00:00Z,,,Edo Period (1615-1868),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754056/representation-view,inception prior to copyright cutoff
Q103298409,,2D,scroll painting,Chinese-style Landscape,,,,,,,,
Q103298415,,2D,scroll painting,Chinese-style poem scroll,,,,,,,,
Q103298425,,2D,scroll painting,Chinese-style poem scrolls,,,,,,,,
Q105091711,,2D,scroll painting,Confucius,,,,,,,,
Q105091719,1980.094,2D,scroll painting,Court Official with Attendant Seated in a Palace Garden,Q105090697,,,,,,https://forum.jstor.org/assets/26755538/representation-view,unknown
Q103299376,1980.035,2D,scroll painting,Drunken Man with Two Boy Servants Returning Home,Q45458157,,,,Qing,,https://forum.jstor.org/assets/26755462/representation-view,from style or period that ended prior to copyright cutoff
Q102964941,,2D,scroll painting,Female Ancestral Portrait,,,,,,,,
Q104031967,1981.008,2D,scroll painting,Female Ancestral Portrait,Q4233718,,,,Ch-ing dynasty (1644-1912),,https://forum.jstor.org/assets/26755582/representation-view,from style or period that ended prior to copyright cutoff
Q105096116,,2D,scroll painting,Fuji Musume (The Wisteria Maiden),,,,,,,,
Q105091833,,2D,scroll painting,Goose Alighting Amid Reeds Under a Half-Moon,,,,,,,,
Q103300696,,2D,scroll painting,Grass Orchids,,,,,,,,
Q105096008,,2D,scroll painting,Grass Orchids,,,,,,,,
Q105096009,,2D,scroll painting,Grass Orchids,,,,,,,,
Q105096010,1980.073,2D,scroll painting,Grass Orchids,,,,,Qing dynasty (1644-1911),,https://forum.jstor.org/assets/26755517/representation-view,from style or period that ended prior to copyright cutoff
Q105096011,,2D,scroll painting,Grass Orchids,,,,,,,,
Q105091845,1993.215a,2D,scroll painting,Hand scroll depicting a winter landscape,Q3192796,,,,Edo (Japanese period),,https://forum.jstor.org/assets/26757089/representation-view,from style or period that ended prior to copyright cutoff
Q105091846,,2D,scroll painting,Hand scroll depicting a winter landscape,,,,,,,,
Q105091847,,2D,scroll painting,Hand scroll depicting a winter landscape,,,,,,,,
Q104013536,,2D,scroll painting,Handscroll illustrating notable Buddhist monks (reproduction),,,,,,,,
Q102965958,,2D,scroll painting,"Handscroll with a Mountain Landscape, a Building, and Rocks",,,,,,,,
Q102965964,,2D,scroll painting,Handscroll with Design of Birds and Birds on Branches,,,,,,,,
Q102965972,,2D,scroll painting,Handscroll with Design of Two Trees,,,,,,,,
Q103300885,,2D,scroll painting,Handscroll with Theme of Nine Waterfalls,,,,,,,,
Q102965983,,2D,scroll painting,Hanging scroll in Bingata cloth depicting Okinawan fishing village with boats and anchor,,,,,,,,
Q103301230,,2D,scroll painting,Historical Document (calligraphy),,,,,,,,
Q103301767,,2D,scroll painting,Japanese Poem (in three columns),,,,,,,,
Q102966948,,2D,scroll painting,Kingfisher Perched on a Reed (hanging scroll),,,,,,,,
Q103302207,,2D,scroll painting,"Kurume-gasuri Handwoven Cloth with Design of Cloves, Pine Branches, and Cherry Blossoms",,,,,,,,
