qid,iiif_manifest_uuid,iiif_manifest_old,iiif_manifest_new
Q106577299,08ADB9DC-9E4B-4164-A4DE-4662F5B3CF19,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.075.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.075.json
Q106577300,40A80045-17E1-42FF-AA03-81C1CE0E7CBD,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.076.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.076.json
Q103299496,CAA61A6E-DBB0-46FB-B189-875031C1180F,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.169.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.169.json
Q106577325,21A27312-8A0A-4431-BBDA-CFF56910CEE0,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.102.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.102.json
Q105091757,0FE0F57F-92C0-4D60-933E-9E00CE18B30C,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.133.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.133.json
Q106577326,EB35300A-9F46-415A-97BB-9CFD96788157,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.048.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.048.json
Q106577327,AC1463B4-CE48-48C4-BE07-D6925571C67D,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.077.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.077.json
Q106577334,4DB6D265-4441-4C6C-B08B-4D7D2FC6A3E4,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.087.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.087.json
Q103300321,DC4FC97E-ED19-49E8-8C96-08DC5EF553BD,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.093.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.093.json
Q102965629,5651BC10-962E-4C38-8C69-ECE6AD639765,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.091.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.091.json
Q103300435,3D202A6D-9548-4F43-96F7-509264C1D9BB,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.094.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.094.json
Q106577336,CA5C45DD-7558-44D4-B204-776B98536676,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.149.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.149.json
Q106577337,DCB098C9-C0EF-46E6-BD4C-2E24E8914E37,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.096.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.096.json
Q106577342,67001018-EFD7-4C19-B9AE-31D4A2E71DBA,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.141.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.141.json
Q106577343,18DD5C8D-A3EA-43DE-BF88-FBAD669A50C7,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.116.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.116.json
Q103301237,69FDEE09-8689-4CCF-8DBC-573D1C2F9CB9,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.100.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.100.json
Q103301423,9657CB1F-708D-4404-8C11-B446A0EE7BBB,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.051.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.051.json
Q103301689,29B8D6A4-FD12-42B6-959B-FE4F3E238DFD,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.154.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.154.json
Q106577352,44083BA9-902E-4D2B-8F65-E80937521EE6,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.072.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.072.json
Q106577354,96C84EFD-6BD5-469A-A974-B67317E6D9E5,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.124.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.124.json
Q103301924,E28B0EF4-A9FE-4F3F-A13C-1D0C49ECF60E,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.089.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.089.json
Q106577355,E77082E2-0FC2-44D8-AC1F-23D854354FE1,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.061.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.061.json
Q103551076,7E6F5F93-8BBF-46CC-AEDA-14D5E79F9570,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.110.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.110.json
Q103302083,090F9035-AF2F-4226-BEE3-0548E19D2258,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.045.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.045.json
Q102966937,A6210A10-5FE9-485B-B2BA-6744FB27BC22,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.136.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.136.json
Q106577360,807F3A1D-B9ED-4DFE-B861-856D6EE6FCFD,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.128.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.128.json
Q103302182,B0A3EDB2-0392-4598-911B-30A5DA1F428C,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.078.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.078.json
Q106577362,82B2E91E-E715-44D4-B084-7FA733221F63,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.104.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.104.json
Q103302218,A4112021-FEF9-4460-8979-4AF1F6B6A79B,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.148.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.148.json
Q106577363,2AEDABB0-D1AC-43A0-8A96-5F34978208A3,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.071.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.071.json
Q106577364,FFA98FD5-65F2-46B5-8781-6CB2646ED1A4,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.069.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.069.json
Q106577365,17F4FCA3-68DA-438E-B89B-CA8D762E2BCF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.153.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.153.json
Q103302228,8D549AF5-BDBD-4F81-83EA-14F04E57D894,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.111a.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.111a.json
Q103304858,EF227C4B-D5A4-4699-99B8-DB2BCD546979,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.092.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.092.json
Q102968401,A99889FA-9502-4B8A-A3E5-8F3E35E86139,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.139.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.139.json
Q103305124,D15AA06F-A0F9-41F9-A672-3FA5C8A47E4A,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.050.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.050.json
Q103305608,6F19BEE0-30A1-4F7E-B98B-5CF23AF5DC26,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.147.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.147.json
Q106577392,62DBF0FD-3BF9-4E56-8491-4AC3B725CB01,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.103a.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.103a.json
Q103305869,54C569D0-E95D-4D2A-89E4-FE1BB0930E9A,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.053.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.053.json
Q106577398,8140EA2B-EEC1-4C47-81AE-9C1BBC8676F3,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.082.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.082.json
Q106577400,67C8B67C-1B30-4995-A51E-32CC69330C2E,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.099.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.099.json
Q106577401,491A08F8-3F97-408F-BF55-905E0CDFC115,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.064.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.064.json
Q106577419,716FC9FA-8C4B-4725-B553-4492274DA740,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.166.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.166.json
Q105092083,C9D80FC7-0B6B-4389-84DE-E63341020DE7,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.044.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.044.json
Q106577421,3FF40508-2E83-4588-933C-7D29DC8D6C55,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.129.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.129.json
Q106577422,40382206-D5BB-4CAD-825C-34A72489CA95,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.098.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.098.json
Q103308359,705BFDBE-4D6F-41FF-AAC6-C770A58753A3,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.113.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.113.json
Q106577426,78EFC49C-1689-4964-A55A-D0FD5E8AA84E,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.126.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.126.json
Q103308386,8C3D42FE-E5CE-4971-95D4-BF4C7CD672E0,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.043.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.043.json
Q103308391,3022F890-B614-46E7-99D5-56D283C3E54B,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.052.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.052.json
Q106577427,1577D540-B48F-411E-A394-EEBBFD2C042D,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.164.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.164.json
Q102971440,3CE2941B-ED67-4673-973F-915CD5134F68,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.163.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.163.json
Q106577428,064AD316-3F5A-4183-84AB-DDFAC627A82E,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.168.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.168.json
Q103308426,852792A4-50EF-484B-A570-B95AEB654B0E,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.132.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.132.json
Q106577431,73F5ADCE-BBF9-4CD5-9C93-D6A1638D0913,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.135.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.135.json
Q103309379,2F532A70-3430-44A4-989F-F3F77EAB7266,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.125.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.125.json
Q106577443,DC4DE4CB-DD58-492C-B58E-D869242B4EC8,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.127.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.127.json
Q106577457,915FF901-9A60-402C-A22A-DB52B4E45F40,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.118.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.118.json
Q102975267,F51D3488-0CA7-49F6-AEE6-E34DD9FBC25A,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.167.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.167.json
Q106577460,1C8C36E6-050D-4CA6-BBA3-342755F0C2E8,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.109.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.109.json
Q106577461,D618FC79-96F1-4AEA-903C-B98049572D96,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.062.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.062.json
Q102975692,AAEF28E8-9F42-4147-90D8-42211B89B53B,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.157.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.157.json
Q106577465,6261F16C-5EF4-4425-812E-EDCF971DE76E,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.158.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.158.json
Q103310854,A6CCDD10-A28E-4ADE-8484-DAD59B7AF82F,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.146.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.146.json
Q102975700,32B12A1E-65FC-4316-80C3-80FB8B1CC7D6,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.090.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.090.json
Q106577468,6B74CAB0-F41B-4927-8C45-FB87B741F6AF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.114.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.114.json
Q106577505,8277AB60-9778-409C-9DD7-A19DA87B7D8B,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.047.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.047.json
Q103312552,4AB2EBF4-F624-4229-B894-4401AFFAA853,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.056.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.056.json
Q106577506,BC28D353-1C8D-4F90-8043-B7089C3E6313,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.155.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.155.json
Q103312693,750EB712-F260-45DE-9A7A-5F7DFE63B731,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.108.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.108.json
Q104033143,20653083-BC95-427F-B88A-55CA1FCE51E3,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.160.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.160.json
Q106577507,178FB109-2DFE-4062-97B8-2C479041FD7C,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.162.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.162.json
Q103312698,1FAD855C-AB88-41FB-A833-1FF98BB7BA10,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.123.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.123.json
Q103296642,626E6EAF-3989-4F31-AA0B-A76FECB2B0FE,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.006.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.006.json
Q103296674,618D3505-21E7-49E4-9D5C-84E41FBB119B,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.012.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.012.json
Q103550958,BC57728E-6555-4099-8DFB-683D00A50170,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.030.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.030.json
Q102963306,9155DE78-F2CB-4A29-995C-CA31B0F0ED6E,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.017.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.017.json
Q103298575,3685EDDE-641A-4550-BA7E-C17E6BD64195,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.027.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.027.json
Q102965329,B68D14D7-0CAD-434F-904B-F7F90EF1D7BB,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.016.med.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.016.json
Q103300586,9F0E8E26-416C-44E8-9DB8-7A7C4DF44BE4,https://iiif-manifest.library.vanderbilt.edu/gallery/2004/2004.020.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/2004/2004.020.json
Q102966388,EAB8830A-9EA6-4349-86F8-897EE51D446C,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.022.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.022.json
Q103301777,F8ABC622-B49E-4AF0-A3F5-97721B1AEAD5,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.091.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.091.json
Q103302357,9832A81A-84B0-450B-8446-54749CF903F0,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.004.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.004.json
Q105091941,07FDAA44-3C1B-4DD2-940E-69F82B2D3703,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.001.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.001.json
Q103306836,C4DB4EA8-2F35-4EDA-8D19-5CE30A8A4BA4,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.018.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.018.json
Q103306857,34271F80-6EB0-475F-B619-6605893E437B,https://iiif-manifest.library.vanderbilt.edu/gallery/1991/1991.024.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1991/1991.024.json
Q103307134,99DCCA2F-5749-4892-9A6A-885C3A2DD0DB,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.003.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.003.json
Q102970627,1BABCA5C-3293-49CB-BF78-00F055120665,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.033.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.033.json
Q103307811,B1C3E622-6087-4996-B983-685D68D59B25,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.013.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.013.json
Q103308259,753147E9-1255-4A91-B8B3-17B6FF48B2CB,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0177.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0177.json
Q103308978,10FFE919-01B9-48EF-8E5A-10C2237B3B9E,https://iiif-manifest.library.vanderbilt.edu/gallery/1982/1982.066.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1982/1982.066.json
Q103309171,2A838421-DC9E-4439-9E5E-A18B1E4DE475,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970-039.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.039.json
Q102973588,017D0E18-F22F-44C6-994A-F730E7235C00,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0098.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0098.json
Q102974896,41F190CB-0850-4695-A362-A80A7BBB48DF,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.016.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.016.json
Q103310254,1A0A8622-0160-4F34-B153-056CF05CFD73,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.026.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.026.json
Q103310763,307BD7A2-6FCE-4961-AB3C-8FF4AC9AB618,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.011.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.011.json
Q103312016,15C3649B-6175-45F5-BF70-EC5FB1964795,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.002.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.002.json
Q102976678,7AAC9D86-C24A-4FF4-9BC5-294519D04080,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.005.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.005.json
Q102961225,93C8CC3A-1CB9-47C7-A00A-DE22E7B7A3E5,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.021.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.021.json
Q102962954,912DB3C3-7CAA-4DD0-BFAB-3476B2552020,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0121.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0121.json
Q102964059,37DE2FD9-839D-4472-A12F-D70744C61626,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.022.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.022.json
Q103306358,A110C381-B91A-4154-8D5A-957CECBEA385,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.068.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.068.json
Q102970134,15659D72-3B2A-4C85-9EA1-5AFEAB2C7C64,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.020.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.020.json
