skipped,qid,Key,Divinity Faculty,Publication Year,Author,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title,Publication Title
,Q489181,9UIKWUAM,"Sasson, Jack",1992,,0-385-19360-2,,,,,1992,12/12/14 16:59,12/12/14 17:00,,,,,,,,,,,,,Doubleday,"New York, NY",eng,,,,,Primo,"BS440 .A54 1992 v.1, BS440 .A54 1992 v.2, BS440 .A54 1992 v.3, BS440 .A54 1992 v.4, BS440 .A54 1992 v.5, BS440 .A54 1992 v.6",,,,,,Bible Dictionaries,"Freedman, David Noel",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Gilgamesh Epic,Anchor Bible dictionary
,Q1139550,FBK2NFE6,"Azzoni, Annalisa",2017,"Azzoni, Annalisa; Dusinberre, Elspeth; Garrison, Mark B.; Henkelman, Wouter; Jones, Charles E.; Stolper, Matthew W.",,,,http://www.iranicaonline.org/articles/persepolis-admin-archive,Encyclopaedia Iranica / 13. Illuminationism - Isfahan VIII.-book,2017,3/24/21 18:48,3/24/21 19:10,3/24/21 18:48,,,,,,,,,,,,Bibliotheca Persica,New York,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Persepolis Administrative Archives: two groups of clay tablets, fragments, and sealings produced and stored by administrative agencies based at Persepolis",Encyclopaedia Iranica
,Q5375683,85FMPGBJ,"Floyd-Thomas, Stacey",2010,"Floyd-Thomas, Stacey M.",978-1-84972-836-2,,,http://eas-ref.press.jhu.edu/,"""The Encyclopedia of American Studies brings together a wide range of disciplines related to the history and cultures of the United States, from pre-colonial days to the present. It features broad, synthetic articles covering areas such as history, literature, art, photography, film, architecture, urban studies, ethnicity, race, gender, economics, politics, wars, consumer culture, and global America""--Publisher description.",2010,5/14/14 19:00,5/23/14 14:56,,,,,,,,,,,,,Johns Hopkins University Press,"[Baltimore, Md.]",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Civilization. Civilization; Study and teaching. Genre/Form: Electronic books. Electronic reference sources. Encyclopedias. History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,African American Religions,Encyclopedia of American studies
,Q5375683,NPWXNQCI,"Floyd-Thomas, Stacey",2010,"Floyd-Thomas, Stacey M.",978-1-84972-836-2,,,http://eas-ref.press.jhu.edu/,"""The Encyclopedia of American Studies brings together a wide range of disciplines related to the history and cultures of the United States, from pre-colonial days to the present. It features broad, synthetic articles covering areas such as history, literature, art, photography, film, architecture, urban studies, ethnicity, race, gender, economics, politics, wars, consumer culture, and global America""--Publisher description.",2010,5/23/14 14:57,5/23/14 14:57,,,,,,,,,,,,,Johns Hopkins University Press,"[Baltimore, Md.]",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Civilization. Civilization; Study and teaching. Genre/Form: Electronic books. Electronic reference sources. Encyclopedias. History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Feminism: An Overview,Encyclopedia of American studies
,Q16991765,3NBHX6U5,"Rieger, Joerg",2005,"Rieger, Joerg",978-0-19-522393-4,,,,Includes bibliographical references and index.,2005,6/27/18 20:13,6/27/18 20:14,,,,,,,,,,,,,Oxford University Press,"New York, N.Y.",eng,,,,,discoverlibrary.vanderbilt.edu,BR95 .E47 2005,,,,,,Christianity Encyclopedias; nne Christianity 19th century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Methodism,Encyclopedia of Christianity
,Q107026274,VA7SSXZI,"Hudnut-Beumler, Jim",2016,"Hudnut-Beumler, James",,,,https://rowman.com/ISBN/9781442244320/Encyclopedia-of-Christianity-in-the-United-States-5-Volumes,"From the Founding Fathers through the present, Christianity has exercised powerful influence in America—from its role in shaping politics and social institutions to its hand in art and culture. The...",2016,6/14/18 19:40,11/30/18 20:24,6/14/18 19:40,,,,,5,,,,,,,Rowan and Littlefield,"New York, N.Y.",,,,,,rowman.com,,,,C:\Users\xus12\Zotero\storage\IGJRSRP3\Encyclopedia-of-Christianity-in-the-United-States-5-Volumes.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Christianity in the United States Since 1900,Encyclopedia of Christianity in the United States
,Q116303153,ZTMIIWGF,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,"Presents alphabetical entries by thirty-three contributors dealing with the history of racial discrimination, covering such topics as slavery, the civil rights movement, riots, busing, literacy testing, affirmative action, and hate crimes.",2005,7/18/14 21:32,7/1/20 16:59,,71,,,1,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,“Black English” (Ebonics),Encyclopedia of racism in the United States
,Q116303153,6M4TAZQ2,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:07,7/1/20 16:57,,1-2,,,1,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Abolitionist Movement,Encyclopedia of racism in the United States
,Q116303153,XP5DE6FG,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:16,7/1/20 17:20,,21-22,,,1,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,American Dream Ideology,Encyclopedia of racism in the United States
,Q116303153,9TZZZTTP,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:43,7/1/20 16:59,,71-73,,,1,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Black Family Instability Thesis,Encyclopedia of racism in the United States
,Q116303153,5A89G9CK,"Barnes, Sandra L.",2005,,0-313-32688-6,,,,,2005,7/18/14 21:35,7/1/20 16:59,,86-87,,,1,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Barnes, Sandra L.; Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Blaming-the-Victim Argument,Encyclopedia of racism in the United States
,Q116303153,7VIUVCMH,"Barnes, Sandra L.",2005,,0-313-32688-6,,,,,2005,7/18/14 21:33,7/1/20 16:59,,111-112,,,1,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Barnes, Sandra L.; Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Carmichael, Stokely (1941-1998)",Encyclopedia of racism in the United States
,Q116303153,AU2DHTNK,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:44,7/1/20 17:00,,158-163,,,1,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Culture of Poverty Thesis,Encyclopedia of racism in the United States
,Q116303153,MUTTE84C,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:46,7/1/20 17:00,,186-187,,,1,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Douglass, Frederick (1817-1895)",Encyclopedia of racism in the United States
,Q116303153,Q9QQ3J3T,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:45,7/1/20 17:00,,224-225,,,1,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Farrakhan, Louis (1933- )",Encyclopedia of racism in the United States
,Q116303153,TFTX96IK,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 22:02,7/1/20 17:00,,348-349,,,2,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Kwanzaa,Encyclopedia of racism in the United States
,Q116303153,5A3FBGT4,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 22:01,7/1/20 17:00,,371-373,,,2,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Malcolm X (1925-1965),Encyclopedia of racism in the United States
,Q116303153,936WTDT4,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 22:00,7/1/20 17:00,,460-461,,,2,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,One-Drop Rule,Encyclopedia of racism in the United States
,Q116303153,2JPF6VWV,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:59,7/1/20 17:00,,475-477,,,2,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Parks, Rosa (1913- )",Encyclopedia of racism in the United States
,Q116303153,9MI7V74Z,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:58,7/1/20 17:01,,492,,,2,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Race Matters,Encyclopedia of racism in the United States
,Q116303153,KGHMGJ6E,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:50,7/1/20 17:01,,503-504,,,2,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Racial Difference in Poverty Rate,Encyclopedia of racism in the United States
,Q116303153,BNRUGGE2,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:49,7/1/20 17:01,,508,,,2,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Racial Ghettoes,Encyclopedia of racism in the United States
,Q116303153,5S94RZUA,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:48,7/1/20 17:01,,521-522,,,2,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Redlining,Encyclopedia of racism in the United States
,Q116303153,65F9FNS9,"Barnes, Sandra L.",2005,"Barnes, Sandra L.",0-313-32688-6,,,,,2005,7/18/14 21:06,7/1/20 17:01,,614-615,,,3,3,,,,,,,Greenwood Publishing Group,"Westport, Conn.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,United States; Racism; Social conditions; Enciclopedias. Rassenbeziehung. Rassismus. Ethnic relations. Minorities; Encyclopedias. Minorities; Encyclopedias. Racismo; Estados Unidos; Social conditions. Race relations. Racism. Genre/Form: Encyclopedias,"Min, Pyong Gap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Thomas, Clarence (1948- )",Encyclopedia of racism in the United States
