accession_number,mid,description,score,topicality
1979.1140P,/m/08v4gh,Vintage clothing,0.68082345,0.68082345
1979.1174P,/m/0j62f,Rectangle,0.84370786,0.84370786
1979.1174P,/m/01n5jq,Poster,0.8231516,0.8231516
1979.1174P,/m/03scnj,Line,0.8221372,0.8221372
1979.1174P,/m/03gq5hm,Font,0.7777262,0.7777262
1979.1174P,/m/01kr8f,Illustration,0.74087965,0.74087965
1979.1174P,/m/0jjw,Art,0.73860174,0.73860174
1979.1174P,/m/0hwky,Pattern,0.7384302,0.7384302
1979.1174P,/m/05qdh,Painting,0.70769095,0.70769095
1979.1174P,/m/02csf,Drawing,0.6986419,0.6986419
1979.1174P,/m/02vwbzz,Electric blue,0.60874,0.60874
1979.1177P,/m/062581,Sleeve,0.8613377,0.8613377
1979.1177P,/m/03gq5hm,Font,0.8334289,0.8334289
1979.1177P,/m/0j62f,Rectangle,0.7848974,0.7848974
1979.1177P,/m/030zfn,Parallel,0.75408965,0.75408965
1979.1177P,/m/0hwky,Pattern,0.6968754,0.6968754
1979.1177P,/m/0641k,Paper,0.64927745,0.64927745
1979.1177P,/m/0h8p59j,Paper product,0.6402898,0.6402898
1979.1177P,/m/01kr8f,Illustration,0.631053,0.631053
1979.1177P,/m/0jjw,Art,0.62608814,0.62608814
1979.1177P,/m/02csf,Drawing,0.56092286,0.56092286
1979.1178P,/m/02p0tk3,Human body,0.88495207,0.88495207
1979.1178P,/m/03gq5hm,Font,0.8268449,0.8268449
1979.1178P,/m/01n5jq,Poster,0.702168,0.702168
1979.1178P,/m/019swr,Knee,0.68756825,0.68756825
1979.1178P,/m/01vm1p,Elbow,0.6566008,0.6566008
1979.1178P,/m/0hwky,Pattern,0.5956063,0.5956063
1979.1178P,/m/011s0,Advertising,0.5831195,0.5831195
1979.1178P,/m/09w5r,Human leg,0.54874736,0.54874736
1979.1178P,/m/0641k,Paper,0.5448808,0.5448808
1979.1178P,/m/02csf,Drawing,0.54425085,0.54425085
1979.1180P,/m/03k3r,Horse,0.94674844,0.94674844
1979.1180P,/m/05nnm,Organism,0.85265523,0.85265523
1979.1180P,/m/01n5jq,Poster,0.8236366,0.8236366
1979.1180P,/m/03gq5hm,Font,0.8176146,0.8176146
1979.1180P,/m/0jjw,Art,0.7867668,0.7867668
1979.1180P,/m/01kr8f,Illustration,0.710365,0.710365
1979.1180P,/m/05qdh,Painting,0.70093024,0.70093024
1979.1180P,/m/07_gml,Working animal,0.69809985,0.69809985
1979.1180P,/m/02csf,Drawing,0.67964226,0.67964226
1979.1180P,/m/03g3w,History,0.6595176,0.6595176
1979.1182P,/m/0ds4x,Hairstyle,0.9509009,0.9509009
1979.1182P,/m/01n5jq,Poster,0.85768175,0.85768175
1979.1182P,/m/09g5pq,People,0.7775498,0.7775498
1979.1182P,/m/03gq5hm,Font,0.76697963,0.76697963
1979.1182P,/m/0jjw,Art,0.73869634,0.73869634
1979.1182P,/m/03g3w,History,0.6834494,0.6834494
1979.1182P,/m/01kr8f,Illustration,0.6824127,0.6824127
1979.1182P,/m/03120,Flag,0.6595011,0.6595011
1979.1182P,/m/08v4gh,Vintage clothing,0.6593713,0.6593713
1979.1182P,/m/011s0,Advertising,0.64476585,0.64476585
1979.1183P,/m/01n5jq,Poster,0.88929063,0.88929063
1979.1183P,/m/02dl1y,Hat,0.8768516,0.8768516
1979.1183P,/m/03gq5hm,Font,0.8432725,0.8432725
1979.1183P,/m/0317s,Flag of the united states,0.74271625,0.74271625
1979.1183P,/m/011s0,Advertising,0.7268915,0.7268915
1979.1183P,/m/08v4gh,Vintage clothing,0.70794016,0.70794016
1979.1183P,/m/0jjw,Art,0.6935853,0.6935853
1979.1183P,/m/02wbtzl,Sun hat,0.68891126,0.68891126
1979.1183P,/m/01h1dd,Publication,0.6888449,0.6888449
1979.1183P,/m/01kr8f,Illustration,0.6887989,0.6887989
1979.1184P,/m/01dvt1,Joint,0.97654885,0.97654885
1979.1184P,/m/035r7c,Leg,0.91000974,0.91000974
1979.1184P,/m/02p0tk3,Human body,0.88714314,0.88714314
1979.1184P,/m/01k9lj,Jaw,0.8799431,0.8799431
1979.1184P,/m/05nnm,Organism,0.85897976,0.85897976
1979.1184P,/m/03gq5hm,Font,0.8336538,0.8336538
1979.1184P,/m/01n5jq,Poster,0.820043,0.820043
1979.1184P,/m/0244x1,Gesture,0.7878426,0.7878426
1979.1184P,/m/03gg9,Human anatomy,0.7714619,0.7714619
1979.1184P,/m/019swr,Knee,0.7573402,0.7573402
1979.1185P,/m/05nnm,Organism,0.85608023,0.85608023
1979.1185P,/m/03gq5hm,Font,0.8309933,0.8309933
1979.1185P,/m/01n5jq,Poster,0.7295006,0.7295006
1979.1185P,/m/01kr8f,Illustration,0.68307525,0.68307525
1979.1185P,/m/02csf,Drawing,0.5513698,0.5513698
1979.1185P,/m/03g3w,History,0.5374157,0.5374157
1979.1185P,/m/011s0,Advertising,0.51087624,0.51087624
1979.1185P,/m/0641k,Paper,0.51068246,0.51068246
1979.1212P,/m/01x2j,Camouflage,0.95142055,0.95142055
1979.1212P,/m/09l63h,Military camouflage,0.9346127,0.9346127
1979.1212P,/m/03w1r4,Military uniform,0.9062259,0.9062259
1979.1212P,/m/02h66g5,Military person,0.8941751,0.8941751
1979.1212P,/m/0317s,Flag of the united states,0.85792285,0.85792285
1979.1212P,/m/099md,Soldier,0.8416299,0.8416299
1979.1212P,/m/03120,Flag,0.8297232,0.8297232
1979.1212P,/m/08dmm7,Marines,0.8194024,0.8194024
1979.1212P,/m/08k64l,Cargo pants,0.81892145,0.81892145
1979.1212P,/m/01n5jq,Poster,0.7994125,0.7994125
1979.1213P,/m/01n5jq,Poster,0.8529802,0.8529802
1979.1213P,/m/03gq5hm,Font,0.77080303,0.77080303
1979.1213P,/m/0jjw,Art,0.72706866,0.72706866
1979.1213P,/m/01kr8f,Illustration,0.6988613,0.6988613
1979.1213P,/m/011s0,Advertising,0.66527313,0.66527313
1979.1213P,/m/0h8my9s,Vintage advertisement,0.63480586,0.63480586
1979.1213P,/m/0j62f,Rectangle,0.6256591,0.6256591
1979.1213P,/m/0ggr_,Collectable,0.61493117,0.61493117
1979.1213P,/m/08v4gh,Vintage clothing,0.6036753,0.6036753
1979.1213P,/m/02csf,Drawing,0.53242826,0.53242826
1979.1215P,/m/01n5jq,Poster,0.876241,0.876241
1979.1215P,/m/03gq5hm,Font,0.7709805,0.7709805
1979.1215P,/m/08v4gh,Vintage clothing,0.72320056,0.72320056
1979.1215P,/m/011s0,Advertising,0.70249516,0.70249516
1979.1215P,/m/0jjw,Art,0.6869857,0.6869857
1979.1215P,/m/01kr8f,Illustration,0.6775242,0.6775242
1979.1215P,/m/062581,Sleeve,0.67619085,0.67619085
1979.1215P,/m/0bt_c3,Book,0.67258227,0.67258227
1979.1215P,/m/0h8my9s,Vintage advertisement,0.6675465,0.6675465
1979.1215P,/m/0ggr_,Collectable,0.6535496,0.6535496
1979.1216P,/m/0d4v4,Window,0.88412136,0.88412136
1979.1216P,/m/01n5jq,Poster,0.8754807,0.8754807
1979.1216P,/m/09nm_,World,0.8564258,0.8564258
1979.1216P,/m/0bt_c3,Book,0.83164984,0.83164984
1979.1216P,/m/01h1dd,Publication,0.8221801,0.8221801
1979.1216P,/m/03r_vp,Adaptation,0.79364663,0.79364663
1979.1216P,/m/06_dn,Snow,0.7878161,0.7878161
1979.1216P,/m/03gq5hm,Font,0.7798301,0.7798301
1979.1216P,/m/0jjw,Art,0.7563308,0.7563308
1979.1216P,/m/011s0,Advertising,0.7171119,0.7171119
1979.1217P,/m/0244x1,Gesture,0.85260403,0.85260403
1979.1217P,/m/01n5jq,Poster,0.8455215,0.8455215
1979.1217P,/m/03gq5hm,Font,0.8395748,0.8395748
1979.1217P,/m/062581,Sleeve,0.8312353,0.8312353
1979.1217P,/m/0jjw,Art,0.76928765,0.76928765
1979.1217P,/m/01kr8f,Illustration,0.7396633,0.7396633
1979.1217P,/m/015h_t,Beard,0.70723975,0.70723975
1979.1217P,/m/02csf,Drawing,0.6997855,0.6997855
1979.1217P,/m/0h8my9s,Vintage advertisement,0.6819423,0.6819423
1979.1217P,/m/011s0,Advertising,0.63808566,0.63808566
1979.1218P,/m/01n5jq,Poster,0.85524774,0.85524774
1979.1218P,/m/03gq5hm,Font,0.82803905,0.82803905
1979.1218P,/m/018xm,Ball,0.8095491,0.8095491
1979.1218P,/m/011s0,Advertising,0.70270985,0.70270985
1979.1218P,/m/0j62f,Rectangle,0.64218354,0.64218354
1979.1218P,/m/01kr8f,Illustration,0.6358643,0.6358643
1979.1218P,/m/0bt_c3,Book,0.61594826,0.61594826
1979.1218P,/m/01226z,Football,0.6117537,0.6117537
1979.1218P,/m/01vkl,Circle,0.6076062,0.6076062
1979.1218P,/m/01h1dd,Publication,0.5809613,0.5809613
1979.1220P,/m/012f08,Motor vehicle,0.8791616,0.8791616
1979.1220P,/m/03gq5hm,Font,0.8107541,0.8107541
1979.1220P,/m/01n5jq,Poster,0.72204465,0.72204465
1979.1220P,/m/07yv9,Vehicle,0.70604366,0.70604366
1979.1220P,/m/0jjw,Art,0.6834742,0.6834742
1979.1220P,/m/01kr8f,Illustration,0.6668642,0.6668642
1979.1220P,/m/03g3w,History,0.6643807,0.6643807
1979.1220P,/m/07_gml,Working animal,0.6232057,0.6232057
1979.1220P,/m/0h8my9s,Vintage advertisement,0.6204705,0.6204705
1979.1220P,/m/0h8p59j,Paper product,0.52591264,0.52591264
1979.1221P,/m/05nnm,Organism,0.8645724,0.8645724
1979.1221P,/m/0jjw,Art,0.82620627,0.82620627
1979.1221P,/m/0bt_c3,Book,0.81863433,0.81863433
1979.1221P,/m/01n5jq,Poster,0.7698863,0.7698863
1979.1221P,/m/01h1dd,Publication,0.74977946,0.74977946
1979.1221P,/m/01kr8f,Illustration,0.7280756,0.7280756
1979.1221P,/m/03gq5hm,Font,0.6762601,0.6762601
1979.1221P,/m/03g3w,History,0.6438285,0.6438285
1979.1221P,/m/05qdh,Painting,0.6293062,0.6293062
1979.1221P,/m/011s0,Advertising,0.6218121,0.6218121
1979.1222P,/m/0gkxy13,Handwriting,0.9265816,0.9265816
1979.1222P,/m/05nnm,Organism,0.86150575,0.86150575
1979.1222P,/m/0jjw,Art,0.82507485,0.82507485
1979.1222P,/m/05qdh,Painting,0.78852457,0.78852457
1979.1222P,/m/01kr8f,Illustration,0.7359863,0.7359863
1979.1222P,/m/01n5jq,Poster,0.72864306,0.72864306
1979.1222P,/m/03gq5hm,Font,0.66080934,0.66080934
1979.1222P,/m/01rzcn,Watercraft,0.65717083,0.65717083
1979.1222P,/m/02csf,Drawing,0.6482959,0.6482959
1979.1222P,/m/06n0n,Signature,0.6379483,0.6379483
1979.1224P,/m/0bt_c3,Book,0.85309356,0.85309356
1979.1224P,/m/0jjw,Art,0.8454664,0.8454664
1979.1224P,/m/01n5jq,Poster,0.8218464,0.8218464
1979.1224P,/m/03gq5hm,Font,0.81021786,0.81021786
1979.1224P,/m/01kr8f,Illustration,0.75113237,0.75113237
1979.1224P,/m/05qdh,Painting,0.7117095,0.7117095
1979.1224P,/m/02csf,Drawing,0.7109995,0.7109995
1979.1224P,/m/0p9xx,Visual arts,0.67918617,0.67918617
1979.1224P,/m/08v4gh,Vintage clothing,0.6642466,0.6642466
1979.1224P,/m/03g3w,History,0.6635668,0.6635668
1979.1225P,/m/02p0tk3,Human body,0.8842032,0.8842032
1979.1225P,/m/05nnm,Organism,0.85750186,0.85750186
1979.1225P,/m/01n5jq,Poster,0.82017106,0.82017106
1979.1225P,/m/0jjw,Art,0.8114068,0.8114068
1979.1225P,/m/03r_vp,Adaptation,0.79217625,0.79217625
1979.1225P,/m/03gq5hm,Font,0.7756395,0.7756395
1979.1225P,/m/05qdh,Painting,0.6917555,0.6917555
1979.1225P,/m/01kr8f,Illustration,0.67592096,0.67592096
1979.1225P,/m/0p9xx,Visual arts,0.6624116,0.6624116
1979.1225P,/m/08v4gh,Vintage clothing,0.65649974,0.65649974
1979.1226P,/m/01n5jq,Poster,0.8678472,0.8678472
1979.1226P,/m/0244x1,Gesture,0.85260487,0.85260487
1979.1226P,/m/0bt_c3,Book,0.78696525,0.78696525
1979.1226P,/m/01h1dd,Publication,0.7681821,0.7681821
1979.1226P,/m/0jjw,Art,0.69995195,0.69995195
1979.1226P,/m/01kr8f,Illustration,0.66152567,0.66152567
1979.1226P,/m/03gq5hm,Font,0.60358846,0.60358846
1979.1226P,/m/01h8n0,Conversation,0.5972137,0.5972137
1979.1226P,/m/0h8my9s,Vintage advertisement,0.5817278,0.5817278
1979.1226P,/m/011s0,Advertising,0.5716999,0.5716999
1979.1227P,/m/01n5jq,Poster,0.8391503,0.8391503
1979.1227P,/m/019nj4,Smile,0.8177176,0.8177176
1979.1227P,/m/0bt_c3,Book,0.7621712,0.7621712
1979.1227P,/m/016pp7,Happy,0.74128246,0.74128246
1979.1227P,/m/03gq5hm,Font,0.73391104,0.73391104
1979.1227P,/m/08v4gh,Vintage clothing,0.7059797,0.7059797
1979.1227P,/m/011s0,Advertising,0.68491995,0.68491995
1979.1227P,/m/0jjw,Art,0.66458315,0.66458315
1979.1227P,/m/0ggr_,Collectable,0.6535745,0.6535745
1979.1227P,/m/01h1dd,Publication,0.6351956,0.6351956
1979.1228P,/m/01n5jq,Poster,0.8499062,0.8499062
1979.1228P,/m/03gq5hm,Font,0.7637992,0.7637992
1979.1228P,/m/02h66g5,Military person,0.7460887,0.7460887
1979.1228P,/m/011s0,Advertising,0.7016302,0.7016302
1979.1228P,/m/099md,Soldier,0.688007,0.688007
1979.1228P,/m/01h1dd,Publication,0.6638605,0.6638605
1979.1228P,/m/0h8my9s,Vintage advertisement,0.627828,0.627828
1979.1228P,/m/03g3w,History,0.6240419,0.6240419
1979.1228P,/m/01kr8f,Illustration,0.6185741,0.6185741
1979.1228P,/m/0jjw,Art,0.6011487,0.6011487
1979.1229P,/m/083wq,Wheel,0.95780915,0.95780915
1979.1229P,/m/03gq5hm,Font,0.7884982,0.7884982
1979.1229P,/m/01n5jq,Poster,0.7832672,0.7832672
1979.1229P,/m/0c3vfpc,Bicycle tire,0.7639853,0.7639853
1979.1229P,/m/0h8ly30,Automotive wheel system,0.73322725,0.73322725
1979.1229P,/m/011s0,Advertising,0.6879128,0.6879128
1979.1229P,/m/0h8pb3l,Automotive tire,0.68191236,0.68191236
1979.1229P,/m/01kr8f,Illustration,0.67767745,0.67767745
1979.1229P,/m/0ggr_,Collectable,0.6593141,0.6593141
1979.1229P,/m/05y5lj,Sports equipment,0.6469243,0.6469243
1979.1231P,/m/03gq5hm,Font,0.76065844,0.76065844
1979.1231P,/m/025s3q0,Landscape,0.7217233,0.7217233
1979.1231P,/m/0jjw,Art,0.6898204,0.6898204
1979.1231P,/m/03120,Flag,0.6839338,0.6839338
1979.1231P,/m/0641k,Paper,0.6635006,0.6635006
1979.1231P,/m/03g3w,History,0.6634098,0.6634098
1979.1231P,/m/0h8p59j,Paper product,0.64820623,0.64820623
1979.1231P,/m/0p9xx,Visual arts,0.6420042,0.6420042
1979.1231P,/m/0317s,Flag of the united states,0.6363684,0.6363684
1979.1231P,/m/01kr8f,Illustration,0.6346843,0.6346843
1979.1232P,/m/01n5jq,Poster,0.8650454,0.8650454
1979.1232P,/m/02h66g5,Military person,0.8506861,0.8506861
1979.1232P,/m/03w1r4,Military uniform,0.8095026,0.8095026
1979.1232P,/m/099md,Soldier,0.75988895,0.75988895
1979.1232P,/m/0jjw,Art,0.7426452,0.7426452
1979.1232P,/m/011s0,Advertising,0.7149007,0.7149007
1979.1232P,/m/01kr8f,Illustration,0.68422824,0.68422824
1979.1232P,/m/0167s5,Non-commissioned officer,0.6821622,0.6821622
1979.1232P,/m/01h1dd,Publication,0.6784779,0.6784779
1979.1232P,/m/03gq5hm,Font,0.6776252,0.6776252
1979.1233P,/m/0jjw,Art,0.830028,0.830028
1979.1233P,/m/03gq5hm,Font,0.76827925,0.76827925
1979.1233P,/m/08v4gh,Vintage clothing,0.7128964,0.7128964
1979.1233P,/m/02csf,Drawing,0.69298184,0.69298184
1979.1233P,/m/0hwky,Pattern,0.6785026,0.6785026
1979.1233P,/m/01kr8f,Illustration,0.66914415,0.66914415
1979.1233P,/m/0p9xx,Visual arts,0.6498503,0.6498503
1979.1233P,/m/0641k,Paper,0.6474739,0.6474739
1979.1233P,/m/0h8p59j,Paper product,0.6325266,0.6325266
1979.1233P,/m/03g3w,History,0.6289839,0.6289839
1979.1234P,/m/03gq5hm,Font,0.83768225,0.83768225
1979.1234P,/m/01n5jq,Poster,0.7427265,0.7427265
1979.1234P,/m/037xy,Gas,0.70328295,0.70328295
1979.1234P,/m/0bkqqh,Signage,0.68984836,0.68984836
1979.1234P,/m/0j62f,Rectangle,0.6195061,0.6195061
1979.1234P,/m/01h1dd,Publication,0.61542696,0.61542696
1979.1234P,/m/06zsq,Sign,0.57033813,0.57033813
1979.1234P,/m/011s0,Advertising,0.5607712,0.5607712
1979.1234P,/m/04t7l,Metal,0.53119475,0.53119475
1979.1235P,/m/03gq5hm,Font,0.84055907,0.84055907
1979.1235P,/m/0jjw,Art,0.76540816,0.76540816
1979.1235P,/m/01kr8f,Illustration,0.6897147,0.6897147
1979.1235P,/m/01n5jq,Poster,0.68673706,0.68673706
1979.1235P,/m/0641k,Paper,0.68513954,0.68513954
1979.1235P,/m/03g3w,History,0.68120205,0.68120205
1979.1235P,/m/0h8p59j,Paper product,0.65479136,0.65479136
1979.1235P,/m/0h8my9s,Vintage advertisement,0.6068279,0.6068279
1979.1235P,/m/08v4gh,Vintage clothing,0.60038954,0.60038954
1979.1235P,/m/011s0,Advertising,0.5721951,0.5721951
1979.1236P,/m/03gq5hm,Font,0.8362729,0.8362729
1979.1236P,/m/01h1dd,Publication,0.8110589,0.8110589
1979.1236P,/m/0bt_c3,Book,0.8022025,0.8022025
1979.1236P,/m/0jjw,Art,0.74522084,0.74522084
1979.1236P,/m/01n5jq,Poster,0.7142391,0.7142391
1979.1236P,/m/09xbm8,Book cover,0.68171376,0.68171376
1979.1236P,/m/011s0,Advertising,0.66703224,0.66703224
1979.1236P,/m/01kr8f,Illustration,0.63961464,0.63961464
1979.1236P,/m/02p9658,Coquelicot,0.5419397,0.5419397
1979.1236P,/m/04t7l,Metal,0.53224075,0.53224075
1979.1237P,/m/01n5jq,Poster,0.84641784,0.84641784
1979.1237P,/m/0jjw,Art,0.80435795,0.80435795
1979.1237P,/m/08v4gh,Vintage clothing,0.7474839,0.7474839
1979.1237P,/m/02qqd4n,Fashion design,0.7218352,0.7218352
1979.1237P,/m/0hwky,Pattern,0.7202019,0.7202019
1979.1237P,/m/01kr8f,Illustration,0.6929559,0.6929559
1979.1237P,/m/04s5jq,Costume design,0.69027567,0.69027567
1979.1237P,/m/0bt_c3,Book,0.6523912,0.6523912
1979.1237P,/m/011s0,Advertising,0.64488333,0.64488333
1979.1237P,/m/03g3w,History,0.6307189,0.6307189
1979.1238P,/m/03gq5hm,Font,0.8496426,0.8496426
1979.1238P,/m/0bt_c3,Book,0.8170449,0.8170449
1979.1238P,/m/015h_t,Beard,0.8077818,0.8077818
1979.1238P,/m/01n5jq,Poster,0.7649395,0.7649395
1979.1238P,/m/0jjw,Art,0.75954115,0.75954115
1979.1238P,/m/011s0,Advertising,0.72021705,0.72021705
1979.1238P,/m/01kr8f,Illustration,0.69816434,0.69816434
1979.1238P,/m/01h1dd,Publication,0.69334006,0.69334006
1979.1238P,/m/0h8my9s,Vintage advertisement,0.6725188,0.6725188
1979.1238P,/m/0ds5b,Facial hair,0.66924447,0.66924447
1979.1239P,/m/0j62f,Rectangle,0.89384097,0.89384097
1979.1239P,/m/07j7r,Tree,0.8816827,0.8816827
1979.1239P,/m/0b5gs,Branch,0.876547,0.876547
1979.1239P,/m/03gq5hm,Font,0.82987076,0.82987076
1979.1239P,/m/02q_bfg,Tints and shades,0.7564622,0.7564622
1979.1239P,/m/01n5jq,Poster,0.73855525,0.73855525
1979.1239P,/m/0jjw,Art,0.6589471,0.6589471
1979.1239P,/m/06ht1,Room,0.6309095,0.6309095
1979.1239P,/m/04t7l,Metal,0.6302824,0.6302824
1979.1239P,/m/0p9xx,Visual arts,0.61389905,0.61389905
1979.1240P,/m/01jwgf,Product,0.9077408,0.9077408
1979.1240P,/m/0244x1,Gesture,0.8347416,0.8347416
1979.1240P,/m/01n5jq,Poster,0.828552,0.828552
1979.1240P,/m/03gq5hm,Font,0.7748434,0.7748434
1979.1240P,/m/011s0,Advertising,0.69942755,0.69942755
1979.1240P,/m/016pp7,Happy,0.672268,0.672268
1979.1240P,/m/019nj4,Smile,0.6581088,0.6581088
1979.1240P,/m/0jnvp,Baby,0.6372849,0.6372849
1979.1240P,/m/0b75wg4,Photo caption,0.52917403,0.52917403
1979.1240P,/m/0h8n22v,Serveware,0.5067561,0.5067561
1979.1241P,/m/01n5jq,Poster,0.8215847,0.8215847
1979.1241P,/m/03gq5hm,Font,0.8201971,0.8201971
1979.1241P,/m/0jjw,Art,0.779364,0.779364
1979.1241P,/m/01kr8f,Illustration,0.6934312,0.6934312
1979.1241P,/m/011s0,Advertising,0.6314175,0.6314175
1979.1241P,/m/02h7lkt,Fictional character,0.6114466,0.6114466
1979.1241P,/m/09kqc,Humour,0.5977395,0.5977395
1979.1241P,/m/02csf,Drawing,0.5908846,0.5908846
1979.1241P,/m/01h1dd,Publication,0.58980507,0.58980507
1979.1241P,/m/02xlf,Fiction,0.5669163,0.5669163
1979.1242P,/m/03gq5hm,Font,0.82166576,0.82166576
1979.1242P,/m/01n5jq,Poster,0.7098231,0.7098231
1979.1242P,/m/0j62f,Rectangle,0.70233023,0.70233023
1979.1242P,/m/01h1dd,Publication,0.63362974,0.63362974
1979.1242P,/m/01kr8f,Illustration,0.63071376,0.63071376
1979.1242P,/m/011s0,Advertising,0.61872697,0.61872697
1979.1242P,/m/0641k,Paper,0.5904102,0.5904102
1979.1242P,/m/0h8p59j,Paper product,0.56924874,0.56924874
1979.1242P,/m/07xgrh,Ingredient,0.5619176,0.5619176
1979.1242P,/m/0jjw,Art,0.52665097,0.52665097
1979.1243P,/m/088fh,Yellow,0.8425086,0.8425086
1979.1243P,/m/01n5jq,Poster,0.8257525,0.8257525
1979.1243P,/m/03gq5hm,Font,0.82548875,0.82548875
1979.1243P,/m/011s0,Advertising,0.74198014,0.74198014
1979.1243P,/m/030zfn,Parallel,0.73040813,0.73040813
1979.1243P,/m/01h1dd,Publication,0.60933584,0.60933584
1979.1243P,/m/03g3w,History,0.5829589,0.5829589
1979.1243P,/m/01kr8f,Illustration,0.5614234,0.5614234
1979.1244P,/m/01n5jq,Poster,0.85146666,0.85146666
1979.1244P,/m/03gq5hm,Font,0.81053984,0.81053984
1979.1244P,/m/01h1dd,Publication,0.7780731,0.7780731
1979.1244P,/m/0jjw,Art,0.73447096,0.73447096
1979.1244P,/m/011s0,Advertising,0.7171119,0.7171119
1979.1244P,/m/0ds5b,Facial hair,0.7128506,0.7128506
1979.1244P,/m/015h_t,Beard,0.6947678,0.6947678
1979.1244P,/m/01xyhv,Suit,0.6858357,0.6858357
1979.1244P,/m/0bby24z,Moustache,0.6485377,0.6485377
1979.1244P,/m/01kr8f,Illustration,0.6284624,0.6284624
1979.1246P,/m/01h1dd,Publication,0.86755157,0.86755157
1979.1246P,/m/03gq5hm,Font,0.84074223,0.84074223
1979.1246P,/m/09nm_,World,0.8168666,0.8168666
1979.1246P,/m/0bt_c3,Book,0.7979596,0.7979596
1979.1246P,/m/025s3q0,Landscape,0.7499231,0.7499231
1979.1246P,/m/01n5jq,Poster,0.707043,0.707043
1979.1246P,/m/011s0,Advertising,0.68665487,0.68665487
1979.1246P,/m/0jjw,Art,0.6712829,0.6712829
1979.1246P,/m/03g3w,History,0.6390741,0.6390741
1979.1246P,/m/09xbm8,Book cover,0.61302346,0.61302346
1980.005,/m/0dnr7,Textile,0.8740938,0.8740938
1980.005,/m/05nnm,Organism,0.85330343,0.85330343
1980.005,/m/0jjw,Art,0.8277671,0.8277671
1980.005,/m/05qdh,Painting,0.7757716,0.7757716
1980.005,/m/01kr8f,Illustration,0.69484586,0.69484586
1980.005,/m/0p9xx,Visual arts,0.6881777,0.6881777
1980.005,/m/02csf,Drawing,0.67439085,0.67439085
1980.005,/m/03g3w,History,0.65870917,0.65870917
1980.005,/m/0hwky,Pattern,0.65487784,0.65487784
