,commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
811,information,Fountain of Eternal Life,Fountain of Eternal Life,sculpture by Marshall M. Fredericks,,55677,,,2022-04-04,,,,,,,,,,,,,,,,,,Q6773587,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55677,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55677,,2022-04-04,,,,1964-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55677,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55677,,2022-04-04,,,,,,,,,,,,Fountain of Eternal Life crop.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55677,,2022-04-04,,,,,,,,
812,artwork,Savior of the World,"The Savior of the World title QS:P1476,en:""The Savior of the World"" label QS:Len,""The Savior of the World""",manuscript by Guillaume Vrelant,,55678,,,2022-04-04,,,,,,,,,,,,,,,,,,Q363720,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55678,,2022-04-04,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55678,,2022-04-04,,,,1464-01-01T00:00:00Z,9,,1460-01-01T00:00:00Z,9,,1469-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55678,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55678,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,"Willem Vrelant (Flemish, died 1481, active 1454 - 1481) - The Savior of the World - Google Art Project.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55678,,2022-04-04,,,,,,,,
814,information,Dancing Around the Golden Calf,"Sculpture ""Dans om het gouden kalf"" (dancing around the Golden calf) made by Fri Heil in 1976 and placed at the Eusebiusbinnensingel/Koningsplein in Arnhem.",sculpture by Fri Heil,,55683,,,2022-04-04,,,,,,,,,,,,,,,,,,Q2210849,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55683,,2022-04-04,,,,1976-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55683,,2022-04-04,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55683,,2022-04-04,,,,,,,,,,,,Dans om het gouden kalf Fri Heil Koningsplein Arnhem.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55683,,2022-04-04,,,,,,,,
820,information,Laban is Looking for Idols!,"Udine, Italy. Palazzo Patriarcale - Galleria del Tiepolo: ""Laban is looking for idols"" by Giovanni Battista Tiepolo - detail: Laban and Jacob ( self-portrait of Tiepolo )",fresco by Giovanni Battista Tiepolo,,55692,,,2022-04-04,,,,,,,,,,,,,,,,,,Q186202,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55692,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55692,,2022-04-04,,,,1727-01-01T00:00:00Z,9,,1726-01-01T00:00:00Z,9,,1729-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55692,,2022-04-04,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,Udine Palazzo Patriarcale - Laban 2.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55692,,2022-04-04,,,,,,,,
848,information,Freedom of Worship,"A mural replica in Silverton of one of Norman Rockwell's ""Four Freedoms"" paintings. This one depicts freedom of worship.",mural by Norman Rockwell,,55735,,,2022-04-04,,,,,,,,,,,,,,,,,,Q271884,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55735,,2022-04-04,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55735,,2022-04-04,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55735,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55735,,2022-04-04,,,Q19652,,,,"https://commons.wikimedia.org/wiki/File:Norman_Rockwell_Mural_(Marion_County,_Oregon_scenic_images)_(marDA0168).jpg",,2022-04-04,,,"Norman Rockwell Mural (Marion County, Oregon scenic images) (marDA0168).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55735,,2022-04-04,,,,,,,,
855,information,Seven Sins to Be Avoided in Life,"Seven sins to be avoided in life; in Nagaon district, AS, IN.","Mixed media by artist unknown, photo by Diganta Talukdar",,55752,,,2022-04-04,,,,,,,,,,,,,,,,,,anon,,,,,,,Q1902763,,,,,,,,2000-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55752,,2022-04-04,,,Q668,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55752,,2022-04-04,,,,,,,,,,,,SEVEN SINS TO BE AVOIDED IN LIFE.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55752,,2022-04-04,,,,,,,,
857,information,Pearl Rain,"Detail of Kinetic Work ""the Pearl of the Caribbean"", by Jesús Soto in the City of Pampatar, Edo Nueva Esparta, Venezuela.",sculpture by Jesús Rafael Soto,,55756,,,2022-04-04,,,,,,,,,,,,,,,,,,Q519367,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55756,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55756,,2022-04-04,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55756,,2022-04-04,,,,,,,,,,,,,,,,,,,Pearl Rain.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55756,,2022-04-04,,,,,,,,
863,information,Karlskirche Fresco,"Karlskirche, Vienna. Fresco by Johann Michael Rottmayr ( 1714 ): Allegory of Faith - Angels carrying symbols of faith ( Mitre, books, hymns, crozier )",fresco by Johann Michael Rottmayr,,55772,,,2022-04-04,,,,,,,,,,,,,,,,,,Q674772,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55772,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55772,,2022-04-04,,,,1700-01-01T00:00:00Z,7,,1650-01-01T00:00:00Z,7,,1750-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55772,,2022-04-04,,,Q40,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55772,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Karlskirche Frescos - Glaube 4.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55772,,2022-04-04,,,,,,,,
888,information,Ezekiel in the Valley of the Dry Bones,"The Knesset Menorah, Jerusalem (detail - חזון העצמות היבשות) Hesekiel, zentraler Arm des Leuchters über der ersten Verzweigung",sculpture by Benno Elkan,,55841,,,2022-04-04,,,,,,,,,,,,,,,,,,Q215597,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55841,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55841,,2022-04-04,,,,1956-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55841,,2022-04-04,,,Q801,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55841,,2022-04-04,,,,,,,,,,,,Knesset Menorah Hazon P5200014.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55841,,2022-04-04,,,,,,,,
890,information,Covenant,"""Covenant"" by Alexander Liberman, 1976, on the U Penn campus, Philadelphia PA.  No visible copyright notice, therefore public domain.",sculpture by Alexander Liberman,,55843,,,2022-04-04,,,,,,,,,,,,,,,,,,Q593715,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55843,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55843,,2022-04-04,,,,1975-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55843,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55843,,2022-04-04,,,,,,,,,,,,Covenant Liberman 1976 a.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55843,,2022-04-04,,,,,,,,
896,information,Good Shepherd,Söderåkra church.Sculpture Suite: The Good Shepherd conducted in 1947 by artist Gunnar Torhamn,sculpture by Gunnar Torhamn,,55855,,,2022-04-04,,,,,,,,,,,,,,,,,,Q6213512,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55855,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55855,,2022-04-04,,,,1947-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55855,,2022-04-04,,,Q34,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55855,,2022-04-04,,,,,,,,,,,,Söderåkra kyrka04.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55855,,2022-04-04,,,,,,,,
911,artwork,Solomon praying to the Holy Spirit,"Solomon Praying to the Holy Spirit title QS:P1476,en:""Solomon Praying to the Holy Spirit"" label QS:Len,""Solomon Praying to the Holy Spirit""",manuscript by Guillaume Vrelant,,55886,,,2022-04-04,,,,,,,,,,,,,,,,,,Q363720,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55886,,2022-04-04,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55886,,2022-04-04,,,,1464-01-01T00:00:00Z,9,,1460-01-01T00:00:00Z,9,,1469-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55886,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55886,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,"Willem Vrelant (Flemish, died 1481, active 1454 - 1481) - Solomon Praying to the Holy Spirit - Google Art Project.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55886,,2022-04-04,,,,,,,,
920,information,Joseph Thrown in the Pit,"Detail of the Verduner altarpiece in Klosterneuburg, Austria by Nicholas of Verdun. Joseph thrown in the pit. ante legem. champlevé enamel.","metal artwork by artist unknown, photo by Goodness Shamrock",,55908,,,2022-04-04,,,,,,,,,,,,,,,,,,anon,,,,,,,Q29382731,,,,,,,,1181-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55908,,2022-04-04,,,Q40,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55908,,2022-04-04,,,,,,,,,,,,Joseph in the pit detail Verdun altar.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55908,,2022-04-04,,,,,,,,
948,information,Crying Giant,sculpture crying giant by Tom Otterness in The Hague/The Nethetlands,sculpture by Tom Otterness,,55989,,,2022-04-04,,,,,,,,,,,,,,,,,,Q1772326,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55989,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55989,,2022-04-04,,,,2002-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55989,,2022-04-04,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55989,,2022-04-04,,,,,,,,,,,,Otterness CR022.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55989,,2022-04-04,,,,,,,,
951,artwork,Autumn Foliage,Autumn Foliage,painting by Thomas John Thomson,,55993,,,2022-04-04,,,,,,,,,,,,,,,,,,Q2035136,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55993,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55993,,2022-04-04,,,,1915-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55993,,2022-04-04,,,Q16,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55993,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Tom Thomson - Autumn Foliage - Google Art Project.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55993,,2022-04-04,,,,,,,,
953,information,Deborah Judging Israel,"Nebraska State Capitol in Lincoln, Nebraska.  West-facing panel at northwest corner of building, titled ""Deborah Judging Israel"".",sculpture by Lee Lawrie,,55999,,,2022-04-04,,,,,,,,,,,,,,,,,,Q71409,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55999,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55999,,2022-04-04,,,,1927-01-01T00:00:00Z,9,,1922-01-01T00:00:00Z,9,,1932-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55999,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55999,,2022-04-04,,,,,,,,,,,,Nebraska State Capitol NW corner W panel 1.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55999,,2022-04-04,,,,,,,,
957,information,"Deborah with writing instruments for composing the ""Song of Deborah.""",Deborah statue.,sculpture by Barthélémy-François Chardigny,,56003,,,2022-04-04,,,,,,,,,,,,,,,,,,Q2886016,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56003,,2022-04-04,,,,1792-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56003,,2022-04-04,,,,,,,,,,,,,,,,,,,Aix-en-Provence Mausolee Joseph Sec 08 20061227.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56003,,2022-04-04,,,,,,,,
963,information,William Brewster,"Constantino Brumidi
Fresco
1859-1860
Room S-216 This official Architect of the Capitol photograph is being made available for educational, scholarly, news or personal purposes (not advertising or any other commercial use). When any of these images is used the photographic credit line should read “Architect of the Capitol.” These images may not be used in any way that would imply endorsement by the Architect of the Capitol or the United States Congress of a product, service or point of view. For more information visit www.aoc.gov .",fresco by Constantino Architect of the Capitol; Brumidi,,56016,,,2022-04-04,,,,,,,,,,,,,,,,,,Q983643,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56016,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56016,,2022-04-04,,,,1859-01-01T00:00:00Z,9,,1859-01-01T00:00:00Z,9,,1860-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56016,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56016,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Flickr - USCapitol - William Brewster.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56016,,2022-04-04,,,,,,,,
966,information,Sundial of the rectory of the Assumption church of Samoëns,| Esperanto | español | euskara | suomi | français | magyar | italiano | 日本語 | македонски | Nederlands | português | português do Brasil | română | русский | sicilianu | svenska | українська | العربيَّة | +/−,"fresco by artist unknown, photo by Tangopaso",,56027,,,2022-04-04,,,,,,,,,,,,,,,,,,anon,,,,,,,Q22669139,,,,,,,,,,,,,,,,,,,,,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56027,,2022-04-04,,,,,,,,,,,,Eglise de Samoens (Sundial).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56027,,2022-04-04,,,,,,,,
968,artwork,Saint John the Baptist Preaching to the Masses in the Wilderness,Saint John the Baptist Preaching to the Masses in the Wilderness,painting by Pieter Bruegel,,56030,,,2022-04-04,,,,,,,,,,,,,,,,,,Q255828,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56030,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56030,,2022-04-04,,,,1601-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56030,,2022-04-04,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,Saint John the Baptist Preaching to the Masses in the Wilderness oil on oak panel by Pieter Brueghel the Younger.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56030,,2022-04-04,,,,,,,,
973,information,One door in the ArT of opEN doors project,"One of the doors of the ""ArT of opEN doors"" project, Travessa João Caetano, Funchal, Madeira, Portugal","painting by artist unknow, photo by H. Zell",,56038,,,2022-03-30,,,,,,,,,,,,,,,,,,anon,,,,,,,Q3305213,,,,,,,,2012-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56038,,2022-03-30,,,Q45,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56038,,2022-03-30,,,,,,,,,,,,ArT of opEN doors project Funchal 01.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56038,,2022-03-30,,,,,,,,
980,information,Singing Beggars,"The Singing Beggars . Watercolours. State Russian Museum, Saint Petersburg.",watercolor by Ivan Alekseevich Ermenev,,56051,,,2022-03-30,,,,,,,,,,,,,,,,,,Q97603289,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56051,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56051,,2022-03-30,,,,1767-01-01T00:00:00Z,9,,1760-01-01T00:00:00Z,9,,1775-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56051,,2022-03-30,,,Q159,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56051,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Ivan_Yermenyov._Singing_beggars.jpg,,2022-03-30,,,Ivan Yermenyov. Singing beggars.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56051,,2022-03-30,,,,,,,,
1007,artwork,Man Praying to the Holy Spirit,"A Man Praying to the Holy Spirit title QS:P1476,en:""A Man Praying to the Holy Spirit"" label QS:Len,""A Man Praying to the Holy Spirit""",manuscript by Guillaume Vrelant,,56096,,,2022-03-30,,,,,,,,,,,,,,,,,,Q363720,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56096,,2022-03-30,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56096,,2022-03-30,,,,1464-01-01T00:00:00Z,9,,1460-01-01T00:00:00Z,9,,1469-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56096,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56096,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,"Willem Vrelant (Flemish, died 1481, active 1454 - 1481) - A Man Praying to the Holy Spirit - Google Art Project.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56096,,2022-03-30,,,,,,,,
1010,information,Fasting of St. Charles Borromeo,"Santa Maria della Passione church in Milan, Italy.  Left side nave - 01 - Baptistry Chapel. Daniele Crespi, Charles Borromeo fasting'' . Picture by Giovanni Dall'Orto, February 26 2008.",painting by Daniele Crespi,,56100,,,2022-03-30,,,,,,,,,,,,,,,,,,Q25200,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56100,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56100,,2022-03-30,,,,1628-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56100,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56100,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,"7315 - Milano - S. Maria della Passione - Daniele Crespi, Il digiuno di San Carlo - Foto Giovanni Dall'Orto, 26-Feb-2008.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56100,,2022-03-30,,,,,,,,
1018,information,Reunion - Thomas and Christ,"Güstrow ( Mecklenburg-Vorpommern ). Saint Gertrud's chapel - Barlach collection: ""Reunion - Thomas and Christ"", plaster sculpture ( 1926 )",sculpture by Ernst Barlach,,56116,,,2022-03-30,,,,,,,,,,,,,,,,,,Q156890,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56116,,2022-03-30,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56116,,2022-03-30,,,,1926-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56116,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56116,,2022-03-30,,,,,,,,,,,,Güstrow Gertrudenkapelle - Barlachsammlung Wiedersehen 1.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56116,,2022-03-30,,,,,,,,
1019,information,Thomas and Jesus with Apostles,,sculpture by unknown artist,,56117,,,2022-03-30,,,,,,,,,,,,,,,,,,anon,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56117,,2022-03-30,,,,1150-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56117,,2022-03-30,,,Q29,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56117,,2022-03-30,,,,,,,,,,,,Santo Domingo de Silos Relief 092.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56117,,2022-03-30,,,,,,,,
1029,information,Transfiguration,,sculpture by Laurentius Ulrich Englisch,,56134,,,2022-03-30,,,,,,,,,,,,,,,,,,Q1653756,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56134,,2022-03-30,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56134,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56134,,2022-03-30,,,,,,,,,,,,Neviges Lichtreicher Rosenkranz 4.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56134,,2022-03-30,,,,,,,,
1041,artwork,Raising of the Son of the Widow of Nain,"Raising of the son of the widow of Nain label QS:Len,""Raising of the son of the widow of Nain"" label QS:Lde,""Die Auferweckung des Jünglings zu Nain""",painting by Lucas Cranach,,56152,,,2022-03-30,,,,,,,,,,,,,,,,,,Q170339,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56152,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56152,,2022-03-30,,,,1569-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56152,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56152,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Aufweckung-Jüngling-Nain-15.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56152,,2022-03-30,,,,,,,,
1043,information,"Raising of the Son of the Widow of Nain, detail",,stained glass by Jules Pierre Maumejean,,56155,,,2022-03-30,,,,,,,,,,,,,,,,,,Q26250499,,,,,,,Q1473346,,,,,,,,1950-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56155,,2022-03-30,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56155,,2022-03-30,,,,,,,,,,,,Corbeil-Essonnes Saint-Spire 174.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56155,,2022-03-30,,,,,,,,
1055,information,Homeless Jesus,Homeless Jesus sculpture on the campus of at King's University College at Western University.,sculpture by Timothy Schmalz,,56181,,,2022-03-30,,,,,,,,,,,,,,,,,,Q19161702,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56181,,2022-03-30,,,,2000-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56181,,2022-03-30,,,Q16,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56181,,2022-03-30,,,,,,,,,,,,"Homeless Jesus 2016, London Ontario.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56181,,2022-03-30,,,,,,,,
1058,information,Elijah and the Priests of Baal,"Holy Rosary Cathedral (Toledo, Ohio) - arcade vault mural, Elijah on Mount Carmel & Pentecost",mural by Felix Lieftuchter,,56194,,,2022-03-30,,,,,,,,,,,,,,,,,,Q95281348,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56194,,2022-03-30,,,,1930-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56194,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56194,,2022-03-30,,,,,,,,,,,,"Holy Rosary Cathedral (Toledo, Ohio) - arcade vault mural, Elijah on Mount Carmel & Pentecost.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56194,,2022-03-30,,,,,,,,
