,commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
1504,information,Removal of a Colossal Lion,"Identifier : thronespalacesof00newm ( find matches ) Title : The thrones and palaces of Babylon and Ninevah from sea to sea; a thousand miles on horseback .. Year : 1876 ( 1870s ) Authors : Newman, John Philip, 1826-1899 Subjects : Babylonia -- Description and travel Iraq -- Description and travel Publisher : New York, Harper & brothers Contributing Library : Princeton Theological Seminary Library Digitizing Sponsor : MSN View Book Page : Book Viewer About This Book : Catalog Entry View All Images : All Images From Book Click here to view book online to see this illustration in context in a browseable online version of this book. Text Appearing Before Image: s that have beendiscovered. By a careful study of these sculptures, itwas easy to learn what were the birds, the beasts, thefishes, the plants and flowers, the minerals and metals,the topography and landscape scenery of Assyria; thesize and features of the peoi3le; the style of the costumesworn ; and the peculiar features of the government of theNinevites. On the northern wall of the great hall of the palacewere a series of reliefs, which convey to the mind theskill of the artist and the state of mechanical sciencewhich then obtained. They represent the process oftransporting the great human-headed lions from thequarry whence the marble was taken to the place forwhich it was designed. There is the low, flat-bottomedboat floating on the river which conveyed the huge massto a point opposite the city; there are the strong cablesby which it is held in its place, and to which are at-tached smaller ropes held by a large body of men, whoare tracking the boat to its destination; there are the Text Appearing After Image: BABYLON AND NINEVEH. 303 task-masters, armed witli swords, who are placed overthe captives; and seated astride the stone is the over-seer, whose outstretched hands indicate that he is issu-ing his commands; there is the sledge on the river-bankon which the sculptured block is placed, to be hauled toits place in the palace. The sledge is impelled by le-vers, and dragged by men, over whose shoulders the ropesare passed. Beneath the sledge are placed rollers, to fa-cilitate the motion; and there is depicted the whole proc-ess by which the great image is elevated to its pedestal,by means of props, the wedge, the lever, and the pulley,with which the Assyrians were acquainted. In another hall was portrayed, with equal spirit andgreater detail, the siege of Lachish by Sennacherib andhis mighty army. The scene is in the land of the figand the vine. The besieged city is defended by doublewalls, with embattled towers and strong outworks. Thewarriors are drawn up before the beleaguered town:some Note About Images Please note that these images are extracted from scanned page images that may have been digitally enhanced for readability - coloration and appearance of these illustrations may not perfectly resemble the original work.",drawing by John Philip Newman,,57596,,,2022-03-30,,,,,,,,,,,,,,,,,,Q6252766,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57596,,2022-03-30,,,Q93184,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57596,,2022-03-30,,,,1876-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57596,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57596,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,The thrones and palaces of Babylon and Ninevah from sea to sea; a thousand miles on horseback (1876) (14591339829).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57596,,2022-03-30,,,,,,,,
1505,information,Pillar of Fire,"Road church Baden-Baden, south door",enamel by Emil Wachter,,57598,,,2022-03-30,,,,,,,,,,,,,,,,,,Q1336982,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57598,,2022-03-30,,,Q79496108,,,,,,,,1978-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57598,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57598,,2022-03-30,,,,,,,,,,,,Autobahnkirche-BB T-S.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57598,,2022-03-30,,,,,,,,
1515,information,Job,"""Job"" (bronze, 1945), by Ivan Mestrovic. Installed at Syracuse University, Syracuse, New York.",sculpture by Ivan Meštrović,,57629,,,2022-03-30,,,,,,,,,,,,,,,,,,Q313828,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57629,,2022-03-30,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57629,,2022-03-30,,,,1945-01-01T00:00:00Z,9,,1945-01-01T00:00:00Z,9,,1946-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57629,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57629,,2022-03-30,,,,,,,,,,,,Job-sculpture-Ivan-Mestrovic.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57629,,2022-03-30,,,,,,,,
1576,information,In Prayer,,sculpture by Charles-Albert Wulffleff,,57745,,,2022-03-30,,,,,,,,,,,,,,,,,,Q97125213,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57745,,2022-03-30,,,,1936-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57745,,2022-03-30,,,,,,,,,,,,,,,,,,,Cathédrale du Souvenir africain de DakarDSCF0298 1.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57745,,2022-03-30,,,,,,,,
1587,information,Entrusted Talents,,sculpture by Paulamaria Walter,,57780,,,2022-03-30,,,,,,,,,,,,,,,,,,Q94746427,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57780,,2022-03-30,,,,1963-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57780,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57780,,2022-03-30,,,,,,,,,,,,Wegezurkunst-walter.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57780,,2022-03-30,,,,,,,,
1593,information,Sermon on the Mount,Lëtzebuergesch: En Holzrelief vun der Biergpriedegt an der Schwéidsbenger Kierch . No der Billerstiermerei an den 1960er Joren blouf dëst als Eenzegt vum Priedegtstull iwwreg. D'Skulptur hängt lo an der fréierer Dafkapell am Agang vun der Kierch.,sculpture by artist unknown,,57791,,,2022-03-30,,,,,,,,,,,,,,,,,,anon,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57791,,2022-03-30,,,,1424-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57791,,2022-03-30,,,Q32,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57791,,2022-03-30,,,,,,,,,,,,"Schwéidsbengen, Biergpriedegt.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57791,,2022-03-30,,,,,,,,
1599,information,"Pastoral Visit, Virginia","Painting exhibited in the Corcoran Gallery of Art, Washington, D.C., USA. There were no prohibitions against photography in the museum. This artwork is in the public domain because the artist died more than 70 years ago.",painting by Richard Norris Brooke,,57807,,,2022-03-30,,,,,,,,,,,,,,,,,,Q18508624,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57807,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57807,,2022-03-30,,,,1881-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57807,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57807,,2022-03-30,,,Q19652,Q60332278,Q29940705,,"https://commons.wikimedia.org/wiki/File:A_Pastoral_Visit,_Virgina,_by_Richard_Norris_Brooke,_1881_-_Corcoran_Gallery_of_Art_-_DSC01173.JPG",,2022-03-30,,,"A Pastoral Visit, Virgina, by Richard Norris Brooke, 1881 - Corcoran Gallery of Art - DSC01173.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57807,,2022-03-30,,,,,,,,
1618,information,Sea Dinosaur,Nederlands: Keith Haring op de Centrale Markthallen te Amsterdam (1); juni 2019. Foto: Erik Swierstra.,mural by Keith Haring,,57872,,,2022-03-30,,,,,,,,,,,,,,,,,,Q485635,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57872,,2022-03-30,,,,1986-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57872,,2022-03-30,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57872,,2022-03-30,,,,,,,,,,,,Keith Haring op de Centrale Markthallen te Amsterdam (1).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57872,,2022-03-30,,,,,,,,
1624,information,"Emancipation, the Past and the Future","Emancipation print from 1863 depicting a series of scenes contrasting African American life before and after slavery. Central scene portrays the interior of a freedman's home where several generations of the family socialize around a ""Union"" stove as the mother cooks. Below this scene is a vignette depicting Father Time holding a baby angel who has the year 1863 above his head and who frees the shackles of a kneeling male slave before him. Above the central scene is a depiction of Thomas Crawford's statue of freedom as well as the hell hound Cerberus fleeing Liberty. Scenes to the right display the horrors of slavery including the flogging, branding, selling, and capturing of slaves. Scenes to the left display the forthcoming results of freedom including the exterior of a freedman's cottage, African American children attending public school, and African Americans receiving payment for their work.  (10)1540.F Link to record on ImPAC, the Library Company’s digital collections catalog: http://lcpdams.librarycompany.org:8881/R/-?func=dbin-jump-full&object_id=130265&silo_library=GEN01",print by Thomas Nast,,57880,,,2022-03-30,,,,,,,,,,,,,,,,,,Q214957,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57880,,2022-03-30,,,Q11060274,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57880,,2022-03-30,,,,1863-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57880,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57880,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Emancipation- the past and the future (20186657008).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57880,,2022-03-30,,,,,,,,
1626,information,Holy Spirit and the Eye of God,": Painted coffered ceiling by Zoltán Joó (2016, public art, building decoration) at the open entrance of the Holy Spirit Church. - 87? Fő út (Road 2104), Veresegyház, Pest County, Hungary Magyar: : Szentlélek-templom, kűlső oszlopcsarnokának mennyezetét díszíti Joó Zoltán veresegyházi táblakép-festő 16 m2-s festett, kazettás alkotása. - Pest megye, Veresegyház, Fő út ( 2104-es közút ) 87?",mural by Zoltán Joó,,57884,,,2022-03-30,,,,,,,,,,,,,,,,,,Q14084471,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57884,,2022-03-30,,,,2016-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57884,,2022-03-30,,,Q28,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57884,,2022-03-30,,,,,,,,,,,,"Coffered ceiling by Zoltán Joó, Holy Spirit Church, 2019 Veresegyház.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57884,,2022-03-30,,,,,,,,
1632,information,Geumgang jeondo,"Geumgang jeondo (General view of Mt. Kumgang), Ink and oriental water colour on paper, 130.6 × 94.0 cm (51.46 × 37.049 in), Ho-Am Art Museum, Seoul, South Korea 한국어: 금강전도 (金剛全圖)",painting by Sŏn Chŏng,,57909,,,2022-03-30,,,,,,,,,,,,,,,,,,Q489785,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57909,,2022-03-30,,,,1734-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57909,,2022-03-30,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,Korean painting-Geumgang jeondo-01.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57909,,2022-03-30,,,,,,,,
1644,information,Samuel Anoints David,"Bible paintings in Castra center, Haifa-Samuel+David, David And Goliath",mural by Erich Brauer,,57946,,,2022-03-30,,,,,,,,,,,,,,,,,,Q317568,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57946,,2022-03-30,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57946,,2022-03-30,,,,2000-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57946,,2022-03-30,,,Q801,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57946,,2022-03-30,,,,,,,,,,,,PikiWiki Israel 28199 Bible paintings in Castra center Haifa.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57946,,2022-03-30,,,,,,,,
1649,information,Resurrection of Jairus' Daughter,Resurection of Jairus' daughter,manuscript by Master of the Registrum Gregorii,,57957,,,2022-03-30,,,,,,,,,,,,,,,,,,Q1918598,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57957,,2022-03-30,,,,0986-01-01T00:00:00Z,9,,0980-01-01T00:00:00Z,9,,0993-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57957,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57957,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:CodexEgberti-Fol025-RessurectionOfJairusDaughter.jpg,,2022-03-30,,,CodexEgberti-Fol025-RessurectionOfJairusDaughter.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57957,,2022-03-30,,,,,,,,
1650,information,The Daughter of Jairus,"Nieuwe Kerk in Delft, Netherlands.
Stained glass window in the south aisle ""Jairus' daughter"" created 2006 by dutch artist Annemiek Punt.",stained glass by Annemiek Punt,,57959,,,2022-03-30,,,,,,,,,,,,,,,,,,Q2180063,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57959,,2022-03-30,,,Q1473346,,,,,,,,2006-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57959,,2022-03-30,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57959,,2022-03-30,,,,,,,,,,,,Delft NKerk Jairus.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57959,,2022-03-30,,,,,,,,
1653,information,Peace Table for Asia,"Table of Peace in Auroville Township, Pondicherry, India.",furniture by George Nakashima,,57979,,,2022-03-30,,,,,,,,,,,,,,,,,,Q52431,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57979,,2022-03-30,,,Q14745,,,,,,,,1996-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57979,,2022-03-30,,,Q668,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57979,,2022-03-30,,,,,,,,,,,,Table of Peace in Auroville Township.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57979,,2022-03-30,,,,,,,,
1661,information,Angel,"Н.С. Гончарова. Эскиз костюма херувима к балету ""Литургия"". 1915.",watercolor by Natalii︠a︡ Sergeevna Goncharova,,58009,,,2022-03-30,,,,,,,,,,,,,,,,,,Q232391,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58009,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58009,,2022-03-30,,,,1915-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58009,,2022-03-30,,,,,,,,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Natalia_Goncharova._Lithurgy_13.jpeg,,2022-03-30,,,Natalia Goncharova. Lithurgy 13.jpeg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58009,,2022-03-30,,,,,,,,
1666,information,St. John,Н.С. Гончарова. Эскиз костюма Св. Иоанна к балету <Литургия>. 1915.,painting by Natalii︠a︡ Sergeevna Goncharova,,58017,,,2022-03-30,,,,,,,,,,,,,,,,,,Q232391,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58017,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58017,,2022-03-30,,,,1915-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58017,,2022-03-30,,,,,,,,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Natalia_Goncharova._St._John_in_Lithurgy_(1915).jpg,,2022-03-30,,,Natalia Goncharova. St. John in Lithurgy (1915).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58017,,2022-03-30,,,,,,,,
1667,information,St Peter,"Наталия Гончарова. Эскиз костюма св.Петра к балету ""Литургия"". 1915",painting by Natalii︠a︡ Sergeevna Goncharova,,58019,,,2022-03-30,,,,,,,,,,,,,,,,,,Q232391,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58019,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58019,,2022-03-30,,,,1915-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58019,,2022-03-30,,,,,,,,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Natalia_Goncharova._Lithurgy_02.jpg,,2022-03-30,,,Natalia Goncharova. Lithurgy 02.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58019,,2022-03-30,,,,,,,,
1682,information,Stations of the Cross,Stations of the Cross by Adam Kossowski. 13th Jesus is taken down from the cross and placed in his mother's arms.  This can be seen in the Relic Chapel at The Friars.,painting by Adam Kossowski,,58051,,,2022-03-30,,,,,,,,,,,,,,,,,,Q4679367,,,,,,,Q3305213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13th Station of the Cross by Adam Kossowski.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58051,,2022-03-30,,,,,,,,
1687,information,"Stations of the Cross, Jesus Falls for the Third Time",Stations of the Cross by Adam Kossowski.  9th Jesus falls for the third time.  This can be seen in the Relic Chapel at The Friars.,painting by Adam Kossowski,,58065,,,2022-03-30,,,,,,,,,,,,,,,,,,Q4679367,,,,,,,Q3305213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stations of the Cross by Adam Kossowski.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58065,,2022-03-30,,,,,,,,
1695,information,Heavenly Wisdom,"Sculpture in Thorvaldsens Museum, Copenhagen, Denmark. Sculptor: Bertel Thorvaldsen (c. 1770-1844). Photography was permitted in the museum without restriction. This artwork is now in the public domain because the artist died more than 70 years ago.",sculpture by Bertel Thorvaldsen,,58082,,,2022-03-30,,,,,,,,,,,,,,,,,,Q47812,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58082,,2022-03-30,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58082,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Heavenly_Wisdom_-_Thorvaldsens_Museum_-_DSC08623.JPG,,2022-03-30,,,Heavenly Wisdom - Thorvaldsens Museum - DSC08623.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58082,,2022-03-30,,,,,,,,
1696,artwork,Hermit in the Desert,Hermit in the Desert,painting by Alessandro Magnasco,,58083,,,2022-03-30,,,,,,,,,,,,,,,,,,Q516941,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58083,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58083,,2022-03-30,,,,1720-01-01T00:00:00Z,9,,1700-01-01T00:00:00Z,9,,1740-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58083,,2022-03-30,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,"Magnasco, Alessandro - Hermit in the Desert - Google Art Project.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58083,,2022-03-30,,,,,,,,
1707,information,Ceiling of Brasilia Cathedral,The interior of the Cathedral of Brasilia (Brazil).,architectural structure by Oscar Niemeyer,,58100,,,2022-03-30,,,,,,,,,,,,,,,,,,Q134165,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58100,,2022-03-30,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58100,,2022-03-30,,,,1970-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58100,,2022-03-30,,,Q155,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58100,,2022-03-30,,,,,,,,,,,,Cathedral of Brasilia int July 2009.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58100,,2022-03-30,,,,,,,,
1722,information,Internet Rights and Democratisation : Freedom of Expression and Association Online,Global Information Society Watch 2011 - Internet rights and democratisation,drawing by Matías Bervejillo,,58305,,,2022-03-30,,,,,,,,,,,,,,,,,,Q42392601,,,,,,,Q93184,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58305,,2022-03-30,,,,2011-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58305,,2022-03-30,,,,,,,,,,,,,,,,,,,GISWatch 2011 PDF.pdf,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58305,,2022-03-30,,,,,,,,
1727,information,There Will Be No Miracles Here,"Artwork by Nathan Coley, on display at the Scottish National Gallery of Modern Art 's Dean Gallery. The blue dome in the background is St George's Church in Charlotte Square .",sculpture by Nathan Coley,,58328,,,2022-03-30,,,,,,,,,,,,,,,,,,Q6968978,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58328,,2022-03-30,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58328,,2022-03-30,,,,2008-01-01T00:00:00Z,9,,2007-01-01T00:00:00Z,9,,2009-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58328,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58328,,2022-03-30,,,,,,,,,,,,"There Will Be No MIracles Here, Edinburgh.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58328,,2022-03-30,,,,,,,,
1729,information,Wise Virgins,"The wise virgins, sculptures (ca. 1460-1481) by Erhart Kueng (1420-1507), main portal, Minster, Berne, Switzerland",sculpture by Erhart Küng,,58331,,,2022-03-30,,,,,,,,,,,,,,,,,,Q880979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58331,,2022-03-30,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58331,,2022-03-30,,,,1470-01-01T00:00:00Z,9,,1460-01-01T00:00:00Z,9,,1481-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58331,,2022-03-30,,,Q39,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58331,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Berner-Muenster-kluge-Jungfrauen-TipTom-P1000075.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58331,,2022-03-30,,,,,,,,
1757,information,Spatial Concept 'Waiting',"Spatial Concept “Waiting”, cut canvas by Lucio Fontana, 1960, Tate Modern",textile by Lucio Fontana,,58426,,,2022-03-30,,,,,,,,,,,,,,,,,,Q312392,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58426,,2022-03-30,,,Q28823,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58426,,2022-03-30,,,,1960-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58426,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58426,,2022-03-30,,,,,,,,,,,,"Spatial Concept 'Waiting', cut canvas by Lucio Fontana, Tate Modern cropped.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58426,,2022-03-30,,,,,,,,
1760,information,Fishing Boats on the Beach at Les Saintes-Maries-de-la-Mer,"PLEASE,NO invitations or self promotions, THEY WILL BE DELETED. My photos are FREE to use, just give me credit and it would be nice if you let me know, thanks.
Fishing boats on the beach at Les Saintes-Maries-de-la-Mer, 1888.",painting by Vincent van Gogh,,58430,,,2022-03-30,,,,,,,,,,,,,,,,,,Q5582,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58430,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58430,,2022-03-30,,,,1888-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58430,,2022-03-30,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58430,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Netherlands-4036 - Fishing Boats (11612343343).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58430,,2022-03-30,,,,,,,,
