,commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec,work_qid,work_label
1097,artwork,John the Merciful Aiding Impoverished Merchant,Support to impoverished merchant . Polski: Wsparcie zubożałego kupca .,painting by Jan Goraj,,56294,,,2022-03-30,,,,,,,,,,,,,,,,,,Q46121235,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56294,,2022-03-30,,,,1508-01-01T00:00:00Z,9,,1497-01-01T00:00:00Z,9,,1519-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56294,,2022-03-30,,,Q36,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56294,,2022-03-30,,,,,,,,,,,,Polyptych of John the Merciful 01.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56294,,2022-03-30,,,,,,,,,Q46121235,Jan Goraj
1135,artwork,"Expulsion from the Garden of Eden, detail",The Creation and the Expulsion from the Paradise,painting by di Paolo Giovanni,,56403,,,2022-03-30,,,,,,,,,,,,,,,,,,Q946420,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56403,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56403,,2022-03-30,,,,1450-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56403,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56403,,2022-03-30,,,Q19652,,,,"https://commons.wikimedia.org/wiki/File:Giovanni_di_paolo,_Creation_and_the_Expulsion_from_the_Paradise.jpg",,2022-03-30,,,"Giovanni di paolo, Creation and the Expulsion from the Paradise.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56403,,2022-03-30,,,,,,,,,Q20185213,The Creation of the World and the Expulsion from Paradise
1202,artwork,Healing of the Blind Man at Jericho,Healing the blind near Jericho,painting by Master of the Gathering of the Manna,,56661,,,2022-03-30,,,RMCC s187,Q1954426,,https://commons.wikimedia.org/wiki/File:MCC-41326_Genezing_van_de_blinde_te_Jericho_(1).tif,,2022-03-30,,,,,,,,,,,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56661,,2022-03-30,,,,1474-01-01T00:00:00Z,9,,1470-01-01T00:00:00Z,9,,1479-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56661,,2022-03-30,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56661,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:MCC-41326_Genezing_van_de_blinde_te_Jericho_(1).tif,,2022-03-30,,,MCC-41326 Genezing van de blinde te Jericho (1).tif,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56661,,2022-03-30,,,Q1954426,,https://commons.wikimedia.org/wiki/File:MCC-41326_Genezing_van_de_blinde_te_Jericho_(1).tif,,2022-03-30,,Q1918363,Master of the Gathering of the Manna
1225,artwork,"John the Baptist, Ghent Altarpiece",The Ghent Altarpiece: St John the Baptist (detail),painting by Jan van Eyck,,56708,,,2022-03-30,,,,,,,,,,,,,,,,,,Q102272,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56708,,2022-03-30,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Jan_van_Eyck_-_The_Ghent_Altarpiece_-_St_John_the_Baptist_(detail)_-_WGA07634.jpg,,2022-03-30,,,,1427-01-01T00:00:00Z,9,,1425-01-01T00:00:00Z,9,,1429-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56708,,2022-03-30,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56708,,2022-03-30,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Jan_van_Eyck_-_The_Ghent_Altarpiece_-_St_John_the_Baptist_(detail)_-_WGA07634.jpg,,2022-03-30,,,Jan van Eyck - The Ghent Altarpiece - St John the Baptist (detail) - WGA07634.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56708,,2022-03-30,,,,,,,,,Q734834,Ghent Altarpiece
1229,artwork,Madonna of Mercy and Lamentation,"Madonna of Mercy and Lamentation title QS:P1476,en:""Madonna of Mercy and Lamentation"" label QS:Len,""Madonna of Mercy and Lamentation"" label QS:Lit,""Madonna della misericordia o dell'Umiltà"" and Pieta",fresco by Domenico Ghirlandaio,,56723,,,2022-03-30,,,,,,,,,,,,,,,,,,Q191423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56723,,2022-03-30,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56723,,2022-03-30,,,,1472-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56723,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56723,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,"Domenico ghirlandaio, madonna della misericordia, ognissanti, Firenze.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56723,,2022-03-30,,,,,,,,,Q3657389,Madonna of Mercy and Lamentation
1246,artwork,Wedding at Cana,Marriage at Cana (detail),painting by 1528-1588 Paolo Veronese,,56786,,,2022-03-30,,,,,,,,,,,,,,,,,,Q9440,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56786,,2022-03-30,,,,1571-01-01T00:00:00Z,9,,1571-01-01T00:00:00Z,9,,1572-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56786,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56786,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Paolo_Veronese_-_Marriage_at_Cana_(detail)_-_WGA24874.jpg,,2022-03-30,,,Paolo Veronese - Marriage at Cana (detail) - WGA24874.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56786,,2022-03-30,,,,,,,,,Q29563416,The Wedding at Cana
1266,artwork,Return of the Prodigal Son,Return of the Prodigal Son,painting by Hans Peter Feddersen,,56839,,,2022-03-30,,,,,,,,,,,,,,,,,,Q1490386,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56839,,2022-03-30,,,Q3305213,,,,,,,,1907-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56839,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56839,,2022-03-30,,,,,,,,,,,,1907 Feddersen Heimkehr des verlorenen Sohnes anagoria.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56839,,2022-03-30,,,,,,,,,Q1490386,Hans Peter Feddersen
1374,artwork,Resurrection of the Dead,Très Riches Heures du duc de Berry,manuscript by Herman de Limbourg,,57196,,,2022-03-30,,,,,,,,,,,,,,,,,,Q23823878,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57196,,2022-03-30,,,,1414-01-01T00:00:00Z,9,,1412-01-01T00:00:00Z,9,,1416-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57196,,2022-03-30,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57196,,2022-03-30,,,,,,,,,,,,072 MS 65 F34 V.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57196,,2022-03-30,,,,,,,,,Q16941169,September
1507,artwork,Moses and the Israelites,,painting by Leopold Layer workshop,,57600,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57600,,2022-03-30,,,,1872-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57600,,2022-03-30,,,,,,,,,,,,,,,,,,,Leopold Layer - Mana v puščavi.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57600,,2022-03-30,,,,,,,,,Q4233718,anonymous
1628,artwork,Journey to Bethlehem,Sts Anthony and Thomas with Tommaso Portinari (detail),painting by Hugo van der Goes,,57889,,,2022-03-30,,,00287056 and 00281184,Q16335227,,https://commons.wikimedia.org/wiki/File:Hugo_van_der_goes_portinari_triptych_left_St_Anthony.jpg,,2022-03-30,,,,,,,,,,Q215251,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57889,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57889,,2022-03-30,,,,1477-01-01T00:00:00Z,9,,1476-01-01T00:00:00Z,9,,1479-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57889,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57889,,2022-03-30,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Hugo_van_der_goes_portinari_triptych_left_St_Anthony.jpg,,2022-03-30,,,Hugo van der goes portinari triptych left St Anthony.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57889,,2022-03-30,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Hugo_van_der_goes_portinari_triptych_left_St_Anthony.jpg,,2022-03-30,,Q18686031,The Portinari Triptych
1633,artwork,Prophetess Anna,"The prophetess Anna label QS:Lit,""La profetessa Anna"" label QS:Lfr,""La prophétesse Anne"" label QS:Lnl,""De profetes Anna"" label QS:Lru,""Пророчица Анна"" label QS:Lde,""Die Prophetin Hanna"" label QS:Len,""The prophetess Anna"" label QS:Lmk,""Пророчицата Ана"" label QS:Les,""La profetisa Ana""",painting by 1606-1669 Rembrandt Harmenszoon van Rijn,,57911,,,2022-03-30,,,,,,,,,,,,,,,,,,Q5598,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57911,,2022-03-30,,,,1639-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57911,,2022-03-30,,,Q40,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57911,,2022-03-30,,,,,,,,,,,,Rembrandt Harmensz. van Rijn 085.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57911,,2022-03-30,,,,,,,,,Q21530716,Portrait of an Old Woman (Prophetess Hannah)
1686,artwork,Forest Meadow,"Forest meadow (Model: Cella Thoma) label QS:Len,""Forest meadow (Model: Cella Thoma)"" label QS:Lde,""Waldwiese (Modell: Cella Thoma)""",painting by Hans Thoma,,58062,,,2022-03-30,,,,,,,,,,,,,,,,,,Q678094,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58062,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58062,,2022-03-30,,,,1876-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58062,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58062,,2022-03-30,,,,,,,,,,,,Hans Thoma Waldwiese 1876.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58062,,2022-03-30,,,,,,,,,Q111155667,Forest meadow
1692,artwork,Grandmother,Nederlands: De grootmoeder (detail),painting by Léon Augustin Lhermitte,,58074,,,2022-03-30,,,,,,,,,,,,,,,,,,Q2756381,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58074,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58074,,2022-03-30,,,,1880-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58074,,2022-03-30,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58074,,2022-03-30,,,,,,,,,,,,Leon Lhermitte (Mont-saint-Pierre 1844-Parijs 1925) - De grootmoeder (detail).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58074,,2022-03-30,,,,,,,,,Q21673523,The grandmother
1709,artwork,Mystic Nativity,"Mystic Nativity label QS:Lit,""Natività mistica"" label QS:Lfr,""La Nativité mystique"" label QS:Lsk,""Mystické narodenie"" label QS:Lru,""Мистическое Рождество"" label QS:Lde,""Mystische Geburt"" label QS:Lpt,""A Natividade Mística"" label QS:Len,""Mystic Nativity"" label QS:Les,""Natividad mística"" (detail)",painting by Sandro Botticelli,,58102,,,2022-03-30,,,,,,,,,,,,,,,,,,Q5669,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58102,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58102,,2022-03-30,,,,1500-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58102,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58102,,2022-03-30,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Sandro_Botticelli_-_The_Mystical_Nativity_(detail)_-_WGA2844.jpg,,2022-03-30,,,Sandro Botticelli - The Mystical Nativity (detail) - WGA2844.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58102,,2022-03-30,,,,,,,,,Q974674,The Mystical Nativity
1734,artwork,Lamentation over the Dead Christ,"The lamentation over the dead Christ label QS:Lit,""Lamento sul Cristo morto"" label QS:Lfr,""La lamentation sur le corps du Christ mort"" label QS:Lsv,""Kristi begråtelse"" label QS:Lpl,""Opłakiwanie Chrystusa"" label QS:Lnl,""De bewening van Christus"" label QS:Lde,""Die Beweinung Christi"" label QS:Len,""The lamentation over the dead Christ"" label QS:Lcs,""Oplakávání"" label QS:Lmk,""Оплакувањето на Христос""",painting by Andrea Mantegna,,58358,,,2022-03-30,,,,,,,,,,,,,,,,,,Q5681,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58358,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58358,,2022-03-30,,,,1483-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58358,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58358,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Mantegna Andrea Dead Christ.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58358,,2022-03-30,,,,,,,,,Q546297,Lamentation of Christ
1744,artwork,Christ Taking Leave of the Apostles,Christ Taking Leave of the Apostles,painting by di Buoninsegna Duccio,,58389,,,2022-03-30,,,,,,,,,,,,,,,,,,Q15792,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58389,,2022-03-30,,,,1309-01-01T00:00:00Z,9,,1308-01-01T00:00:00Z,9,,1311-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58389,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58389,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Christ_Taking_Leave_of_the_Apostles.jpg,,2022-03-30,,,Christ Taking Leave of the Apostles.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58389,,2022-03-30,,,,,,,,,Q667202,Maestà
1767,artwork,Noah's Ark on the Mount Ararat,"Noah's ark on the Mount Ararat label QS:Len,""Noah's ark on the Mount Ararat"" label QS:Lfr,""L'Arche de Noé sur le Mont Araraat""",painting by Simon de Myle,,58444,,,2022-03-30,,,,,,,,,,,,,,,,,,Q18516813,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58444,,2022-03-30,,,,1570-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58444,,2022-03-30,,,,,,,,,,,,,,,,,,,Noah's Ark on Mount Ararat by Simon de Myle.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58444,,2022-03-30,,,,,,,,,Q18516813,Simon de Myle
1809,artwork,Prophet Elijah in the Desert,Prophet Elijah in the Desert,painting by Dieric Bouts,,58614,,,2022-03-30,,,,,,,,,,,,,,,,,,Q313561,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58614,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58614,,2022-03-30,,,,1466-01-01T00:00:00Z,9,,1464-01-01T00:00:00Z,9,,1468-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58614,,2022-03-30,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58614,,2022-03-30,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_-_Prophet_Elijah_in_the_Desert_-_WGA03015.jpg,,2022-03-30,,,Dieric Bouts - Prophet Elijah in the Desert - WGA03015.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58614,,2022-03-30,,,,,,,,,Q318944,The Last Supper
1812,artwork,John the Evangelist,John the Evangelist,manuscript by Anonymous (Ethiopia),,58625,,,2022-03-30,,,,,,,,,,,,,,,,,,anon,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58625,,2022-03-30,,,,1540-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58625,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58625,,2022-03-30,,,,,,,,,,,,Ethiopian - John the Evangelist - Walters W850153V - Open Reverse.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58625,,2022-03-30,,,,,,,,,Q67120413,Ethiopian Gunda Gunde Gospels
1815,artwork,St Maurice,"St Maurice label QS:Lde,""Empfang des Hl. Erasmus durch Hl. Mauritius "" label QS:Len,""Meeting of St Erasm and Saint Maurice "" label QS:Lfr,""Saint Erasme et Saint Maurice """,painting by Matthias Grünewald,,58636,,,2022-03-30,,,,,,,,,,,,,,,,,,Q154338,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58636,,2022-03-30,,,,1522-01-01T00:00:00Z,9,,1520-01-01T00:00:00Z,9,,1524-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58636,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58636,,2022-03-30,,,,,,,,,,,,Mathis Gothart Grünewald 011.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58636,,2022-03-30,,,,,,,,,Q4127698,Meeting of St Erasm and St Maurice
1841,artwork,"Mary Magdalene detail, Descent from the Cross",Descent from the Cross - Detail Mary Magdalene (right),painting by Rogier van der Weyden,,58688,,,2022-03-30,,,,,,,,,,,,,,,,,,Q68631,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58688,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58688,,2022-03-30,,,,1435-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58688,,2022-03-30,,,Q29,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58688,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,"Weyden, Rogier van der - Descent from the Cross - Detail Mary Magdalene.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58688,,2022-03-30,,,,,,,,,Q568847,The Descent from the Cross.
1850,artwork,Hours of Francis I,Hours of Francis I,manuscript by active approximately 1525-approximately 1546 Master of François de Rohan,,58702,,,2022-03-30,,,,,,,,,,,,,,,,,,Q19955927,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58702,,2022-03-30,,,,1539-01-01T00:00:00Z,9,,1539-01-01T00:00:00Z,9,,1540-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58702,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58702,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Hours_of_Francis_I_MET_DP269761.jpg,,2022-03-30,,,Hours of Francis I MET DP269761.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58702,,2022-03-30,,,,,,,,,Q19955927,Master of François de Rohan
1852,artwork,"Adoration of the Lamb detail, Ghent Altarpiece","The Ghent Altarpiece label QS:Les,""Políptico de Gante (El Políptico de la Adoración del Cordero Místico)"" label QS:Lfr,""Agneau Mystique"" label QS:Len,""Mystic Lamb"" label QS:Lde,""Der Genter Altar (Anbetung des Lammes)"" label QS:Lnl,""Lam Godsretabel""",painting by Jan van Eyck,,58707,,,2022-03-30,,,,,,,,,,,,,,,,,,Q102272,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58707,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58707,,2022-03-30,,,,1432-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58707,,2022-03-30,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58707,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Ghent Altarpiece D - Adoration of the Lamb 2.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58707,,2022-03-30,,,,,,,,,Q734834,Ghent Altarpiece
1872,artwork,Mother Nursing Her Child,"Mother Nursing Her Child label QS:Len,""Mother Nursing Her Child"" label QS:Lnl,""Moeder die haar kind de borst geeft""",painting by Pieter de Hooch,,58743,,,2022-03-30,,,,,,,,,,,,,,,,,,Q314889,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58743,,2022-03-30,,,,1674-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58743,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58743,,2022-03-30,,,,,,,,,,,,Pieter de Hooch - Woman nursing by a cradle with a dog at her feet.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58743,,2022-03-30,,,,,,,,,Q20020128,Woman nursing by a cradle with a dog at her feet
1874,artwork,Studio of a Rustic Genius,"The Studio of a Rustic Genius label QS:Len,""The Studio of a Rustic Genius"" label QS:Lnl,""Studio met een geniale tekenaar""",painting by Jonathan Pratt,,58750,,,2022-03-30,,,,,,,,,,,,,,,,,,Q21464145,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58750,,2022-03-30,,,,1883-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58750,,2022-03-30,,,,,,,,,,,,,,,,,,,Jonathan Pratt - The Studio of a Rustic Genius (1883).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58750,,2022-03-30,,,,,,,,,Q21464145,Jonathan Pratt
1877,artwork,"Crevole Madonna, detail",Crevole Madonna (detail),painting by di Buoninsegna Duccio,,58761,,,2022-03-30,,,,,,,,,,,,,,,,,,Q15792,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58761,,2022-03-30,,,,1283-01-01T00:00:00Z,9,,1283-01-01T00:00:00Z,9,,1284-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58761,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58761,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_-_Crevole_Madonna_(detail)_-_WGA06711.jpg,,2022-03-30,,,Duccio di Buoninsegna - Crevole Madonna (detail) - WGA06711.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58761,,2022-03-30,,,,,,,,,Q3842715,Madonna di Crevole
1881,artwork,Meeting of Abraham and Melchizedek,The Meeting of Abraham and Melchizedek,painting by Dieric Bouts,,58771,,,2022-03-30,,,,,,,,,,,,,,,,,,Q313561,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58771,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58771,,2022-03-30,,,,1465-01-01T00:00:00Z,9,,1464-01-01T00:00:00Z,9,,1467-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58771,,2022-03-30,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58771,,2022-03-30,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_-_The_Meeting_of_Abraham_and_Melchizedek_-_WGA03010.jpg,,2022-03-30,,,Dieric Bouts - The Meeting of Abraham and Melchizedek - WGA03010.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58771,,2022-03-30,,,,,,,,,Q318944,The Last Supper
