qid,label_en,act_id,dimension,status,inception_val
Q122960353,"Choirstall woodcarving of the Pentecost, with tongues of fire descending upon the apostles, detail",58964,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960350,Saint Anne with the Virgin and Christ Child,54375,3D,inception prior to copyright cutoff,1520-01-01T00:00:00Z
Q122960344,"A Sermon on Charity, detail",54368,3D,inception prior to copyright cutoff,1522-01-01T00:00:00Z
Q122960348,Saint Maurice,54372,3D,inception prior to copyright cutoff,1523-01-01T00:00:00Z
Q122960347,"Adoration of the Magi, detail",54371,3D,inception prior to copyright cutoff,1526-01-01T00:00:00Z
Q122960015,Clermont-Ferrand stained glass,47024,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960016,Clermont-Ferrand stained glass,47025,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960017,Clermont-Ferrand stained glass,47026,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960018,Clermont-Ferrand stained glass,47027,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960019,Clermont-Ferrand stained glass,47028,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960020,Clermont-Ferrand stained glass,47029,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960021,Clermont-Ferrand stained glass,47030,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960023,Clermont-Ferrand stained glass,47031,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960024,Clermont-Ferrand stained glass,47032,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960025,Clermont-Ferrand stained glass,47033,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960027,Clermont-Ferrand stained glass,47034,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960028,Clermont-Ferrand stained glass,47035,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960034,Clermont-Ferrand stained glass,47039,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960035,Clermont-Ferrand stained glass,47040,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960036,Clermont-Ferrand stained glass,47041,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960037,Clermont-Ferrand stained glass,47042,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960038,Clermont-Ferrand stained glass,47043,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960039,Clermont-Ferrand stained glass,47044,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960041,Clermont-Ferrand stained glass,47045,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960042,Clermont-Ferrand stained glass,47046,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960043,Clermont-Ferrand stained glass,47047,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960044,Clermont-Ferrand stained glass,47048,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960045,Clermont-Ferrand stained glass,47049,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960046,Clermont-Ferrand stained glass,47050,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960047,Clermont-Ferrand stained glass,47051,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960049,Clermont-Ferrand stained glass,47052,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960050,Clermont-Ferrand stained glass,47053,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960051,Clermont-Ferrand stained glass,47054,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960053,Clermont-Ferrand stained glass,47055,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960054,Clermont-Ferrand stained glass,47056,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960055,Clermont-Ferrand stained glass,47057,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960056,"The Woman and the Beast, Clermont-Ferrand stained glass",47058,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960057,The Woman and the Beast; Clermont-Ferrand stained glass,47059,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960058,"The Woman and the Beast from Revelation, Clermont-Ferrand stained glass",47060,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960059,"The Woman and the Beast, Clermont-Ferrand stained glass, details",47061,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960061,Clermont-Ferrand stained glass,47062,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960062,Clermont-Ferrand stained glass,47063,3D,inception prior to copyright cutoff,1600-01-01T00:00:00Z
Q122960349,Virgin and Child with Saint Catherine of Alexandria,54374,3D,inception prior to copyright cutoff,1632-01-01T00:00:00Z
Q122960314,The Macklin Bible -- Christ's Passion,54053,3D,inception prior to copyright cutoff,1791-01-01T00:00:00Z
Q122960317,The Macklin Bible -- The Transfiguration,54058,3D,inception prior to copyright cutoff,1791-01-01T00:00:00Z
Q122960324,The Macklin Bible -- The Marys at the Sepulchre,54065,3D,inception prior to copyright cutoff,1791-01-01T00:00:00Z
Q122960339,The Macklin Bible -- Departure of Hagar,54092,3D,inception prior to copyright cutoff,1791-01-01T00:00:00Z
Q122960311,The Macklin Bible -- The Woman of Samaria,54050,3D,inception prior to copyright cutoff,1792-01-01T00:00:00Z
Q122960335,The Macklin Bible -- Christ Appeasing the Storm,54077,3D,inception prior to copyright cutoff,1792-01-01T00:00:00Z
Q122960337,The Macklin Bible -- John Preaching in the Wilderness,54080,3D,inception prior to copyright cutoff,1792-01-01T00:00:00Z
Q122960333,The Macklin Bible -- The Lord of the Vineyard,54075,3D,inception prior to copyright cutoff,1793-01-01T00:00:00Z
Q122960336,The Macklin Bible -- The Devil Leaving Christ,54079,3D,inception prior to copyright cutoff,1793-01-01T00:00:00Z
Q122960338,The Macklin Bible -- The Holy Family - Frontispiece of the New Testament,54081,3D,inception prior to copyright cutoff,1793-01-01T00:00:00Z
Q122960300,The Macklin Bible -- The Shipwreck of St. Paul,54041,3D,inception prior to copyright cutoff,1794-01-01T00:00:00Z
Q122960310,The Macklin Bible -- The Woman Accused of Adultery,54049,3D,inception prior to copyright cutoff,1794-01-01T00:00:00Z
Q122960316,The Macklin Bible -- The Widow's Mite,54055,3D,inception prior to copyright cutoff,1794-01-01T00:00:00Z
Q122960323,The Macklin Bible -- The Annunciation,54063,3D,inception prior to copyright cutoff,1794-01-01T00:00:00Z
Q122960328,The Macklin Bible -- Christ Appearing to the Marys,54069,3D,inception prior to copyright cutoff,1794-01-01T00:00:00Z
Q122960301,The Macklin Bible -- Paul expelling the Evil Spirit from the Damsel of Philippi,54042,3D,inception prior to copyright cutoff,1795-01-01T00:00:00Z
Q122960304,The Macklin Bible -- The Angel Freeing the Apostles,54045,3D,inception prior to copyright cutoff,1795-01-01T00:00:00Z
Q122960325,The Macklin Bible -- Of Such is the Kingdom of Heaven,54066,3D,inception prior to copyright cutoff,1795-01-01T00:00:00Z
Q122960326,The Macklin Bible -- Christ Walking on the Sea,54067,3D,inception prior to copyright cutoff,1795-01-01T00:00:00Z
Q122960327,The Macklin Bible -- The Raising of Jairus’s Daughter,54068,3D,inception prior to copyright cutoff,1795-01-01T00:00:00Z
Q122960306,The Macklin Bible -- The Death of Sapphira,54046,3D,inception prior to copyright cutoff,1796-01-01T00:00:00Z
Q122960319,The Macklin Bible -- St. John (John the Baptist),54059,3D,inception prior to copyright cutoff,1796-01-01T00:00:00Z
Q122960322,The Macklin Bible -- The Angels Appearing to the Shepherds,54062,3D,inception prior to copyright cutoff,1796-01-01T00:00:00Z
Q122960334,The Macklin Bible -- Touching the Hem of the Garment,54076,3D,inception prior to copyright cutoff,1796-01-01T00:00:00Z
Q122960298,The Macklin Bible -- The Angel Binding Satan,54038,3D,inception prior to copyright cutoff,1797-01-01T00:00:00Z
Q122960303,The Macklin Bible -- The Conversion of St. Paul,54044,3D,inception prior to copyright cutoff,1797-01-01T00:00:00Z
Q122960308,The Macklin Bible -- Christ and Mary Magdalene,54047,3D,inception prior to copyright cutoff,1797-01-01T00:00:00Z
Q122960320,The Macklin Bible -- The Presentation in the Temple,54060,3D,inception prior to copyright cutoff,1797-01-01T00:00:00Z
Q122960331,Macklin Bible - The Resurrection,54073,3D,inception prior to copyright cutoff,1797-01-01T00:00:00Z
Q122960341,The Macklin Bible -- St. John's Vision,54121,3D,inception prior to copyright cutoff,1797-01-01T00:00:00Z
Q122960302,The Macklin Bible -- The Angel Appearing to Cornelius,54043,3D,inception prior to copyright cutoff,1798-01-01T00:00:00Z
Q122960309,The Macklin Bible -- The Woman Wiping Jesus’s Feet,54048,3D,inception prior to copyright cutoff,1798-01-01T00:00:00Z
Q122960313,The Macklin Bible -- Christ at Emmaus,54052,3D,inception prior to copyright cutoff,1798-01-01T00:00:00Z
Q122960329,The Macklin Bible -- Peter Denying Christ,54072,3D,inception prior to copyright cutoff,1798-01-01T00:00:00Z
Q122960340,The Macklin Bible -- Christ and Zebedee's Children,54119,3D,inception prior to copyright cutoff,1798-01-01T00:00:00Z
Q122960315,The Macklin Bible -- Peter's Repentance,54054,3D,inception prior to copyright cutoff,1799-01-01T00:00:00Z
Q122960299,The Macklin Bible -- The Vision of the White Horse,54040,3D,inception prior to copyright cutoff,1800-01-01T00:00:00Z
Q122960312,The Macklin Bible -- Nicodemus Came to Jesus by Night,54051,3D,inception prior to copyright cutoff,1800-01-01T00:00:00Z
Q122960342,The Macklin Bible -- Jesus Betrayed,54122,3D,inception prior to copyright cutoff,1800-01-01T00:00:00Z
