qid,local_filename,local_identifier,rank,label,notes,kilobytes,height,width,photo_inception,subdir,dimension
,00000214.jpg,28142,primary,,,234,601,900,2023-08-09,,3D
,00000215.jpg,28135,primary,,,226,564,900,2023-08-09,,3D
,00000216.jpg,28136,primary,,,254,900,603,2023-08-09,,3D
,00000217.jpg,28137,primary,,,269,578,900,2023-08-09,,3D
,00000218.jpg,28146,primary,,,267,900,582,2023-08-09,,3D
,00000219.jpg,28145,primary,,,279,543,900,2023-08-09,,3D
,00000220.jpg,28144,primary,,,257,564,900,2023-08-09,,3D
,00000221.jpg,28143,primary,,,219,900,606,2023-08-09,,3D
,00000222.jpg,27110,primary,,,280,900,578,2023-08-09,,3D
,00000223.jpg,27111,primary,,,271,576,900,2023-08-09,,3D
,00000224.jpg,27112,primary,,,249,900,578,2023-08-09,,3D
,00000225.jpg,27113,primary,,,239,900,578,2023-08-09,,3D
,00000226.jpg,27114,primary,,,241,900,578,2023-08-09,,3D
,00000227.jpg,27115,primary,,,262,603,900,2023-08-09,,3D
,00000228.jpg,27116,primary,,,297,578,900,2023-08-09,,3D
,00000228.jpg,28319,primary,,,297,578,900,2023-08-09,,3D
,00000229.jpg,27117,primary,,,264,900,576,2023-08-09,,3D
,00000230.jpg,27118,primary,,,241,900,603,2023-08-09,,3D
,00000231.jpg,27119,primary,,,249,900,576,2023-08-09,,3D
,00000232.jpg,27120,primary,,,280,578,900,2023-08-09,,3D
,00000233.jpg,27121,primary,,,222,900,578,2023-08-09,,3D
,00000234.jpg,27122,primary,,,242,900,606,2023-08-09,,3D
,00000235.jpg,27123,primary,,,291,603,900,2023-08-09,,3D
,00000236.jpg,27124,primary,,,301,900,564,2023-08-09,,3D
,00000237.jpg,27125,primary,,,263,654,900,2023-08-09,,3D
,00000239.jpg,27127,primary,,,282,573,900,2023-08-09,,3D
,00000241.jpg,27128,primary,,,261,900,598,2023-08-09,,3D
,00000242.jpg,27129,primary,,,242,598,900,2023-08-09,,3D
,00000243.jpg,27130,primary,,,208,900,598,2023-08-09,,3D
,00000244.jpg,27131,primary,,,232,900,571,2023-08-09,,3D
,00000245.jpg,27132,primary,,,256,534,900,2023-08-09,,3D
,00000246.jpg,27133,primary,,,217,900,564,2023-08-09,,3D
,00000247.jpg,27134,primary,,,239,900,573,2023-08-09,,3D
,00000249.jpg,27135,primary,,,204,900,573,2023-08-09,,3D
,00000250.jpg,27137,primary,,,112,900,440,2023-08-09,,3D
,00000251.jpg,27138,primary,,,301,576,900,2023-08-09,,3D
,00000252.jpg,27139,primary,,,263,900,572,2023-08-09,,3D
,00000254.jpg,27140,primary,,,257,900,541,2023-08-09,,3D
,00000255.jpg,27142,primary,,,265,573,900,2023-08-09,,3D
,00000256.jpg,27143,primary,,,314,900,603,2023-08-09,,3D
,00000257.jpg,27144,primary,,,351,900,613,2023-08-09,,3D
,00000258.jpg,27145,primary,,,235,900,598,2023-08-09,,3D
,00000259.jpg,27146,primary,,,217,900,570,2023-08-09,,3D
,00000260.jpg,27147,primary,,,196,900,606,2023-08-09,,3D
,00000261.jpg,27148,primary,,,283,900,606,2023-08-09,,3D
,00000262.jpg,27149,primary,,,250,900,603,2023-08-09,,3D
,00000263.jpg,27150,primary,,,229,900,564,2023-08-09,,3D
,00000264.jpg,27151,primary,,,258,596,900,2023-08-09,,3D
,00000266.jpg,27153,primary,,,209,900,564,2023-08-09,,3D
,00000267.jpg,27154,primary,,,274,568,900,2023-08-09,,3D
,00000268.jpg,27155,primary,,,253,601,900,2023-08-09,,3D
,00000269.jpg,27156,primary,,,355,540,900,2023-08-09,,3D
,00000270.jpg,27157,primary,,,289,900,598,2023-08-09,,3D
,00000271.jpg,27158,primary,,,208,603,900,2023-08-09,,3D
,00000272.jpg,27159,primary,,,285,900,578,2023-08-09,,3D
,00000273.jpg,27160,primary,,,220,594,900,2023-08-09,,3D
,00000274.jpg,27161,primary,,,243,900,592,2023-08-09,,3D
,00000275.jpg,27162,primary,,,238,573,900,2023-08-09,,3D
,00000276.jpg,27163,primary,,,253,900,578,2023-08-09,,3D
,00000277.jpg,27164,primary,,,258,572,900,2023-08-09,,3D
,00000278.jpg,27165,primary,,,227,598,900,2023-08-09,,3D
,00000279.jpg,27166,primary,,,209,900,564,2023-08-09,,3D
,00000280.jpg,27167,primary,,,200,900,598,2023-08-09,,3D
,00000282.jpg,27169,primary,,,177,900,598,2023-08-09,,3D
,00000284.jpg,27171,primary,,,226,598,900,2023-08-09,,3D
,00000285.jpg,27172,primary,,,250,900,578,2023-08-09,,3D
,00000286.jpg,27173,primary,,,306,900,603,2023-08-09,,3D
,00000287.jpg,27174,primary,,,238,900,573,2023-08-09,,3D
,00000288.jpg,27175,primary,,,231,900,564,2023-08-09,,3D
,00000289.jpg,27176,primary,,,231,900,573,2023-08-09,,3D
,00000291.jpg,27178,primary,,,203,571,900,2023-08-09,,3D
,00000292.jpg,27179,primary,,,236,585,900,2023-08-09,,3D
,00000293.jpg,27180,primary,,,265,900,579,2023-08-09,,3D
,00000294.jpg,27181,primary,,,289,900,576,2023-08-09,,3D
,00000295.jpg,27182,primary,,,279,900,606,2023-08-09,,3D
,00000296.jpg,27183,primary,,,216,598,900,2023-08-09,,3D
,00000297.jpg,27184,primary,,,245,571,900,2023-08-09,,3D
,00000298.jpg,27185,primary,,,282,571,900,2023-08-09,,3D
,00000299.jpg,27186,primary,,,249,572,900,2023-08-09,,3D
,00000300.jpg,27187,primary,,,259,900,573,2023-08-09,,3D
,00000301.jpg,27188,primary,,,241,900,579,2023-08-09,,3D
,00000302.jpg,27189,primary,,,215,900,540,2023-08-09,,3D
,00000303.jpg,27190,primary,,,236,900,598,2023-08-09,,3D
,00000304.jpg,27191,primary,,,352,900,603,2023-08-09,,3D
,00000305.jpg,27192,primary,,,260,900,571,2023-08-09,,3D
,00000306.jpg,27193,primary,,,295,598,900,2023-08-09,,3D
,00000307.jpg,27194,primary,,,275,900,575,2023-08-09,,3D
,00000308.jpg,27195,primary,,,361,900,608,2023-08-09,,3D
,00000309.jpg,27196,primary,,,273,900,603,2023-08-09,,3D
,00000310.jpg,27197,primary,,,253,900,603,2023-08-09,,3D
,00000311.jpg,27198,primary,,,219,900,578,2023-08-09,,3D
,00000312.jpg,27199,primary,,,301,900,564,2023-08-09,,3D
,00000313.jpg,27200,primary,,,238,900,603,2023-08-09,,3D
,00000314.jpg,27201,primary,,,232,564,900,2023-08-09,,3D
,00000315.jpg,27202,primary,,,235,900,578,2023-08-09,,3D
,00000316.jpg,27203,primary,,,177,900,598,2023-08-09,,3D
,00000317.jpg,27204,primary,,,215,900,534,2023-08-09,,3D
,00000318.jpg,27205,primary,,,246,900,572,2023-08-09,,3D
,00000319.jpg,27206,primary,,,238,900,571,2023-08-09,,3D
,00000320.jpg,27207,primary,,,197,564,900,2023-08-09,,3D
,00000321.jpg,27208,primary,,,272,900,576,2023-08-09,,3D
,00000322.jpg,27209,primary,,,209,900,610,2023-08-09,,3D
,00000925.jpg,42408,primary,,,600,705,793,2003-07-31,,2D
,00000926.jpg,42432,primary,,,532,469,1093,2003-07-31,,2D
,00000927.jpg,42433,primary,,,701,597,1200,2003-07-31,,2D
,00000928.jpg,42417,primary,,,794,781,1000,2003-07-31,,3D
,00000929.jpg,42420,primary,,,744,700,1000,2003-07-31,,2D
,00000930.jpg,42429,primary,,,741,750,1000,2003-07-31,,2D
,00000931.jpg,42431,primary,,,676,612,1100,2003-07-31,,2D
,00000932.jpg,42409,primary,,,638,560,1100,2003-07-31,,2D
,00000933.jpg,42430,primary,,,598,553,1066,2003-07-31,,2D
,00000934.jpg,42425,primary,,,683,600,1100,2003-07-31,,2D
,00000936.jpg,42415,primary,,,748,675,1000,2003-07-31,,3D
,00000937.jpg,42446,primary,,,961,952,1000,2003-07-31,,2D
,00000938.jpg,42440,primary,,,885,744,1095,2003-07-31,,2D
,00000939.jpg,42414,primary,,,700,655,1000,2003-07-31,,2D
,00000940.jpg,42439,primary,,,747,643,1100,2003-07-31,,2D
,00000941.jpg,42438,primary,,,745,676,1000,2003-07-31,,2D
,00000942.jpg,42434,primary,,,809,750,1000,2003-07-31,,3D
,00000943.jpg,42435,primary,,,699,600,1000,2003-07-31,,2D
,00000944.jpg,42436,primary,,,708,640,1000,2003-07-31,,2D
,00000945.jpg,42428,primary,,,839,1000,799,2003-07-31,,2D
,00000946.jpg,42437,primary,,,711,738,908,2003-07-31,,2D
,00000947.jpg,42427,primary,,,934,802,1069,2003-07-31,,2D
,00000948.jpg,42426,primary,,,680,625,999,2003-07-31,,2D
,00000949.jpg,42491,primary,,,794,677,1100,2003-07-31,,2D
,00000950.jpg,42407,primary,,,806,750,1000,2003-07-31,,2D
,00000951.jpg,42403,primary,,,722,750,1000,2003-07-31,,3D
,00000952.jpg,50497,primary,,,807,797,1000,2003-07-31,,2D
,00000953.jpg,42444,primary,,,819,821,1000,2003-07-31,,2D
,00000954.jpg,42421,primary,,,907,901,1000,2003-07-31,,2D
,00000955.jpg,42424,primary,,,721,1100,698,2003-07-31,,2D
,00000956.jpg,42423,primary,,,738,892,849,2003-07-31,,2D
,00000957.jpg,42411,primary,,,763,1000,858,2003-07-31,,2D
,00000958.jpg,42410,primary,,,686,778,1000,2003-07-31,,2D
,00000959.jpg,42442,primary,,,493,828,651,2003-07-31,,2D
,00000960.jpg,42445,primary,,,700,750,1000,2003-07-31,,2D
,00000962.jpg,42418,primary,,,833,1000,879,2003-07-31,,2D
,00000963.jpg,42416,primary,,,710,715,1000,2003-07-31,,2D
,00000964.jpg,42419,primary,,,767,750,1000,2003-07-31,,2D
,00000965.jpg,42413,primary,,,762,750,1000,2003-07-31,,2D
,00000966.jpg,42422,primary,,,910,947,1000,2003-07-31,,2D
,00001000.jpg,43113,primary,,,746,564,1100,2003-08-07,,3D
,00001001.jpg,43114,primary,,,761,584,1100,2003-08-07,,3D
,00001002.jpg,43112,primary,,,968,750,1000,2003-08-07,,3D
,00001003.jpg,43116,primary,,,986,780,1000,2003-08-07,,3D
,00001004.jpg,43115,primary,,,866,680,1000,2003-08-07,,3D
,00001005.jpg,43138,primary,,,954,750,1000,2003-08-07,,3D
,00001006.jpg,43127,primary,,,943,790,1000,2003-08-07,,3D
,00001007.jpg,43119,primary,,,956,742,1000,2003-08-07,,3D
,00001008.jpg,43120,primary,,,958,755,998,2003-08-07,,3D
,00001009.jpg,43125,primary,,,923,716,1000,2003-08-07,,3D
,00001010.jpg,43123,primary,,,809,644,1000,2003-08-07,,3D
,00001011.jpg,43122,primary,,,783,622,1000,2003-08-07,,3D
,00001012.jpg,43124,primary,,,1104,929,1000,2003-08-07,,3D
,00001013.jpg,43126,primary,,,852,673,1000,2003-08-07,,3D
,00001014.jpg,43121,primary,,,617,1000,591,2003-08-07,,3D
,00001015.jpg,43131,primary,,,784,619,1000,2003-08-07,,3D
,00001016.jpg,43129,primary,,,874,683,1000,2003-08-07,,3D
,00001017.jpg,43128,primary,,,927,725,1000,2003-08-07,,3D
,00001018.jpg,43130,primary,,,952,757,1000,2003-08-07,,3D
,00001019.jpg,43118,primary,,,836,653,1000,2003-08-07,,3D
,00001020.jpg,43134,primary,,,997,818,1000,2003-08-07,,3D
,00001021.jpg,43133,primary,,,960,750,1000,2003-08-07,,3D
,00001022.jpg,43132,primary,,,967,750,1000,2003-08-07,,3D
,00001023.jpg,43135,primary,,,941,748,1000,2003-08-07,,3D
,00001024.jpg,43117,primary,,,977,750,1000,2003-08-07,,3D
,00001025.jpg,43137,primary,,,992,754,1000,2003-08-07,,3D
,00001026.jpg,43136,primary,,,714,483,1200,2003-08-07,,3D
,00001027.jpg,43139,primary,,,665,1000,652,2003-08-07,,3D
,00001178.jpg,29202,primary,,,447,720,530,2003-03-15,,3D
,00001179.jpg,29203,primary,,,404,629,534,2003-03-15,,3D
,00001180.jpg,29204,primary,,,589,720,694,2003-03-15,,3D
,00001181.jpg,29205,primary,,,503,657,669,2003-03-15,,3D
,00001182.jpg,29206,primary,,,472,629,659,2003-03-15,,3D
,00001183.jpg,29207,primary,,,501,625,692,2003-03-15,,3D
,00001184.jpg,29198,primary,,,511,634,630,2003-03-15,,3D
,00001185.jpg,29208,primary,,,429,686,522,2003-03-15,,3D
,00001186.jpg,29209,primary,,,559,644,692,2003-03-15,,3D
,00001187.jpg,29210,primary,,,585,705,720,2003-03-15,,3D
,00001188.jpg,29211,primary,,,690,703,797,2003-03-15,,3D
,00001189.jpg,29212,primary,,,503,604,667,2003-03-15,,3D
,00001190.jpg,29213,primary,,,442,582,646,2003-03-15,,3D
,00001191.jpg,29214,primary,,,559,650,668,2003-03-15,,3D
,00001193.jpg,29215,primary,,,683,720,644,2003-03-15,,3D
,00001194.jpg,29216,primary,,,721,720,694,2003-03-15,,3D
,00001195.jpg,29217,primary,,,664,720,702,2003-03-15,,3D
,00001196.jpg,29218,primary,,,651,720,689,2003-03-15,,3D
,00001197.jpg,29219,primary,,,757,720,700,2003-03-15,,3D
,00001198.jpg,29220,primary,,,654,696,720,2003-03-15,,3D
,00001199.jpg,29221,primary,,,595,647,720,2003-03-15,,3D
,00001200.jpg,29222,primary,,,612,669,720,2003-03-15,,3D
,00001201.jpg,29415,primary,,,604,705,702,2003-03-15,,3D
,00001203.jpg,29224,primary,,,521,702,611,2003-03-15,,3D
,00001204.jpg,29225,primary,,,519,683,663,2003-03-15,,3D
,00001205.jpg,29226,primary,,,562,713,676,2003-03-15,,3D
,00001206.jpg,29227,primary,,,498,657,634,2003-03-15,,3D
,00001207.jpg,29228,primary,,,508,662,651,2003-03-15,,3D
,00001208.jpg,29229,primary,,,511,646,665,2003-03-15,,3D
,00001209.jpg,29230,primary,,,440,592,665,2003-03-15,,3D
,00001210.jpg,29231,primary,,,474,579,660,2003-03-15,,3D
,00001211.jpg,29232,primary,,,458,644,644,2003-03-15,,3D
,00001212.jpg,29233,primary,,,354,720,405,2003-03-15,,3D
,00001213.jpg,29234,primary,,,408,608,594,2003-03-15,,3D
,00001214.jpg,29235,primary,,,461,653,636,2003-03-15,,3D
,00001215.jpg,29236,primary,,,495,650,640,2003-03-15,,3D
,00001217.jpg,29237,primary,,,506,666,642,2003-03-15,,3D
,00001218.jpg,29238,primary,,,437,596,614,2003-03-15,,3D
,00001219.jpg,29239,primary,,,409,599,628,2003-03-15,,3D
,00001220.jpg,29240,primary,,,420,585,637,2003-03-15,,3D
,00001221.jpg,29241,primary,,,454,614,635,2003-03-15,,3D
,00001222.jpg,29242,primary,,,994,1320,696,2003-03-15,,3D
,00001223.jpg,29243,primary,,,498,656,650,2003-03-15,,3D
,00001224.jpg,29244,primary,,,396,617,591,2003-03-15,,3D
,00001225.jpg,29245,primary,,,526,673,688,2003-03-15,,3D
,00001226.jpg,29246,primary,,,468,618,662,2003-03-15,,3D
,00001227.jpg,29247,primary,,,424,597,626,2003-03-15,,3D
,00001228.jpg,29248,primary,,,498,624,720,2003-03-15,,3D
,00001229.jpg,29250,primary,,,534,638,720,2003-03-15,,3D
,00001230.jpg,29251,primary,,,558,666,720,2003-03-15,,3D
,00001231.jpg,29252,primary,,,555,665,720,2003-03-15,,3D
,00001232.jpg,29253,primary,,,472,720,605,2003-03-15,,3D
,00001233.jpg,29254,primary,,,545,720,657,2003-03-15,,3D
,00001234.jpg,29255,primary,,,568,701,720,2003-03-15,,3D
,00001235.jpg,29256,primary,,,580,667,720,2003-03-15,,3D
,00001236.jpg,29257,primary,,,571,660,720,2003-03-15,,3D
,00001237.jpg,29258,primary,,,577,668,720,2003-03-15,,3D
,00001238.jpg,29259,primary,,,652,720,711,2003-03-15,,3D
,00001239.jpg,29260,primary,,,512,720,623,2003-03-15,,3D
,00001240.jpg,29261,primary,,,575,681,667,2003-03-15,,3D
,00001241.jpg,29265,primary,,,588,659,720,2003-03-15,,3D
,00001242.jpg,29266,primary,,,528,616,720,2003-03-15,,3D
,00001243.jpg,29267,primary,,,528,623,720,2003-03-15,,3D
,00001244.jpg,29268,primary,,,557,635,720,2003-03-15,,3D
,00001245.jpg,29269,primary,,,640,721,720,2003-03-15,,3D
,00001246.jpg,29270,primary,,,532,720,609,2003-03-15,,3D
,00001247.jpg,29271,primary,,,636,720,711,2003-03-15,,3D
,00001248.jpg,29272,primary,,,594,689,720,2003-03-15,,3D
,00001249.jpg,29273,primary,,,582,652,720,2003-03-15,,3D
,00001250.jpg,29262,primary,,,566,665,720,2003-03-15,,3D
