RecordNumber,filename,commons_uri,commons_page_url
57829,Jesucristo-CapillaDivinoRostro-MDP.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jesucristo-CapillaDivinoRostro-MDP.jpg,https://commons.wikimedia.org/wiki/File:Jesucristo-CapillaDivinoRostro-MDP.jpg
56679,"Jesus Before Pilate, First Interview.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Jesus%20Before%20Pilate%2C%20First%20Interview.jpg,"https://commons.wikimedia.org/wiki/File:Jesus_Before_Pilate,_First_Interview.jpg"
55729,Jesus sanat decem flämisch 17Jh.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jesus%20sanat%20decem%20fl%C3%A4misch%2017Jh.jpg,https://commons.wikimedia.org/wiki/File:Jesus_sanat_decem_fl%C3%A4misch_17Jh.jpg
56626,Jesus teaching his disciples.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jesus%20teaching%20his%20disciples.jpg,https://commons.wikimedia.org/wiki/File:Jesus_teaching_his_disciples.jpg
58813,Jesus the Bridegroom (Syria).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jesus%20the%20Bridegroom%20%28Syria%29.jpg,https://commons.wikimedia.org/wiki/File:Jesus_the_Bridegroom_(Syria).jpg
55832,Jesus wanted poster.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jesus%20wanted%20poster.jpg,https://commons.wikimedia.org/wiki/File:Jesus_wanted_poster.jpg
57404,Jewish immigration Russia United States 1901.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jewish%20immigration%20Russia%20United%20States%201901.jpg,https://commons.wikimedia.org/wiki/File:Jewish_immigration_Russia_United_States_1901.jpg
56142,Jf3049Christ Light Nations Church Porac Pampangafvf 35.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Jf3049Christ%20Light%20Nations%20Church%20Porac%20Pampangafvf%2035.JPG,https://commons.wikimedia.org/wiki/File:Jf3049Christ_Light_Nations_Church_Porac_Pampangafvf_35.JPG
54733,Jheronimus Bosch Allegories 2 (before restoration).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jheronimus%20Bosch%20Allegories%202%20%28before%20restoration%29.jpg,https://commons.wikimedia.org/wiki/File:Jheronimus_Bosch_Allegories_2_(before_restoration).jpg
55263,Jheronimus Bosch or follower 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jheronimus%20Bosch%20or%20follower%20001.jpg,https://commons.wikimedia.org/wiki/File:Jheronimus_Bosch_or_follower_001.jpg
55353,Jheronimus Bosch Table of the Mortal Sins (Ira).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jheronimus%20Bosch%20Table%20of%20the%20Mortal%20Sins%20%28Ira%29.jpg,https://commons.wikimedia.org/wiki/File:Jheronimus_Bosch_Table_of_the_Mortal_Sins_(Ira).jpg
56297,Jielbeaumadier manif kurdes ei 2 paris 2014.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/Jielbeaumadier%20manif%20kurdes%20ei%202%20paris%202014.jpeg,https://commons.wikimedia.org/wiki/File:Jielbeaumadier_manif_kurdes_ei_2_paris_2014.jpeg
56068,Joachim Patinir - The Baptism of Christ - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Joachim%20Patinir%20-%20The%20Baptism%20of%20Christ%20-%20Google%20Art%20Project.jpg,https://commons.wikimedia.org/wiki/File:Joachim_Patinir_-_The_Baptism_of_Christ_-_Google_Art_Project.jpg
56318,Joannes Agnus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Joannes%20Agnus.jpg,https://commons.wikimedia.org/wiki/File:Joannes_Agnus.jpg
55369,João Zeferino da Costa - A Caridade.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jo%C3%A3o%20Zeferino%20da%20Costa%20-%20A%20Caridade.jpg,https://commons.wikimedia.org/wiki/File:Jo%C3%A3o_Zeferino_da_Costa_-_A_Caridade.jpg
57709,Job and His Daughters Butts set.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Job%20and%20His%20Daughters%20Butts%20set.jpg,https://commons.wikimedia.org/wiki/File:Job_and_His_Daughters_Butts_set.jpg
57710,Job and His Family Restored to Prosperity Butts set.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Job%20and%20His%20Family%20Restored%20to%20Prosperity%20Butts%20set.jpg,https://commons.wikimedia.org/wiki/File:Job_and_His_Family_Restored_to_Prosperity_Butts_set.jpg
57633,Job Blagoveshenskiy sobor.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Job%20Blagoveshenskiy%20sobor.jpg,https://commons.wikimedia.org/wiki/File:Job_Blagoveshenskiy_sobor.jpg
57634,JOB ON THE ASH HEAP.png,http://commons.wikimedia.org/wiki/Special:FilePath/JOB%20ON%20THE%20ASH%20HEAP.png,https://commons.wikimedia.org/wiki/File:JOB_ON_THE_ASH_HEAP.png
57699,Job Rebuked by His Friends Butts set.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Job%20Rebuked%20by%20His%20Friends%20Butts%20set.jpg,https://commons.wikimedia.org/wiki/File:Job_Rebuked_by_His_Friends_Butts_set.jpg
57629,Job-sculpture-Ivan-Mestrovic.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Job-sculpture-Ivan-Mestrovic.jpg,https://commons.wikimedia.org/wiki/File:Job-sculpture-Ivan-Mestrovic.jpg
57696,Job's Comforters Butts set.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Job%27s%20Comforters%20Butts%20set.jpg,https://commons.wikimedia.org/wiki/File:Job%27s_Comforters_Butts_set.jpg
57697,Job's Despair Butts set.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Job%27s%20Despair%20Butts%20set.jpg,https://commons.wikimedia.org/wiki/File:Job%27s_Despair_Butts_set.jpg
57700,Job's Evil Dreams-butts.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Job%27s%20Evil%20Dreams-butts.jpg,https://commons.wikimedia.org/wiki/File:Job%27s_Evil_Dreams-butts.jpg
57707,Job's Sacrifice Butts set.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Job%27s%20Sacrifice%20Butts%20set.jpg,https://commons.wikimedia.org/wiki/File:Job%27s_Sacrifice_Butts_set.jpg
56645,Job22.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Job22.jpg,https://commons.wikimedia.org/wiki/File:Job22.jpg
57255,Johannes Bronkhorst - Four insects - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Bronkhorst%20-%20Four%20insects%20-%20Google%20Art%20Project.jpg,https://commons.wikimedia.org/wiki/File:Johannes_Bronkhorst_-_Four_insects_-_Google_Art_Project.jpg
55863,John Everett Millais - Christ in the House of His Parents (`The Carpenter's Shop') - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20-%20Christ%20in%20the%20House%20of%20His%20Parents%20%28%60The%20Carpenter%27s%20Shop%27%29%20-%20Google%20Art%20Project.jpg,https://commons.wikimedia.org/wiki/File:John_Everett_Millais_-_Christ_in_the_House_of_His_Parents_(%60The_Carpenter%27s_Shop%27)_-_Google_Art_Project.jpg
54984,John Everett Millais - Parable of the Unjust Judge.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20-%20Parable%20of%20the%20Unjust%20Judge.jpg,https://commons.wikimedia.org/wiki/File:John_Everett_Millais_-_Parable_of_the_Unjust_Judge.jpg
57252,John George Brown - Sympathy (1885).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/John%20George%20Brown%20-%20Sympathy%20%281885%29.jpg,https://commons.wikimedia.org/wiki/File:John_George_Brown_-_Sympathy_(1885).jpg
55641,John Gower world Vox Clamantis.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Gower%20world%20Vox%20Clamantis.jpg,https://commons.wikimedia.org/wiki/File:John_Gower_world_Vox_Clamantis.jpg
56997,"John Steuart Curry, Baptism in Kansas, 1928 1 15 18 -whitneymuseum (40349039654).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/John%20Steuart%20Curry%2C%20Baptism%20in%20Kansas%2C%201928%201%2015%2018%20-whitneymuseum%20%2840349039654%29.jpg,"https://commons.wikimedia.org/wiki/File:John_Steuart_Curry,_Baptism_in_Kansas,_1928_1_15_18_-whitneymuseum_(40349039654).jpg"
58812,"John the Baptist icon, Syria (18th Century).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/John%20the%20Baptist%20icon%2C%20Syria%20%2818th%20Century%29.jpg,"https://commons.wikimedia.org/wiki/File:John_the_Baptist_icon,_Syria_(18th_Century).jpg"
49964,Jonah thrown into the Sea.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jonah%20thrown%20into%20the%20Sea.jpg,https://commons.wikimedia.org/wiki/File:Jonah_thrown_into_the_Sea.jpg
57835,"Jonás predicando al pueblo de Nínive, de Andrea Vaccaro (Museo de Bellas Artes de Sevilla).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Jon%C3%A1s%20predicando%20al%20pueblo%20de%20N%C3%ADnive%2C%20de%20Andrea%20Vaccaro%20%28Museo%20de%20Bellas%20Artes%20de%20Sevilla%29.jpg,"https://commons.wikimedia.org/wiki/File:Jon%C3%A1s_predicando_al_pueblo_de_N%C3%ADnive,_de_Andrea_Vaccaro_(Museo_de_Bellas_Artes_de_Sevilla).jpg"
58750,Jonathan Pratt - The Studio of a Rustic Genius (1883).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jonathan%20Pratt%20-%20The%20Studio%20of%20a%20Rustic%20Genius%20%281883%29.jpg,https://commons.wikimedia.org/wiki/File:Jonathan_Pratt_-_The_Studio_of_a_Rustic_Genius_(1883).jpg
56902,Joost Cornelisz. Droochsloot - The Pool of Bethesda - WGA6681.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Joost%20Cornelisz.%20Droochsloot%20-%20The%20Pool%20of%20Bethesda%20-%20WGA6681.jpg,https://commons.wikimedia.org/wiki/File:Joost_Cornelisz._Droochsloot_-_The_Pool_of_Bethesda_-_WGA6681.jpg
55408,Jordaens01.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jordaens01.jpg,https://commons.wikimedia.org/wiki/File:Jordaens01.jpg
55316,Jörg Breu d. Ä. 002.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%B6rg%20Breu%20d.%20%C3%84.%20002.jpg,https://commons.wikimedia.org/wiki/File:J%C3%B6rg_Breu_d._%C3%84._002.jpg
55908,Joseph in the pit detail Verdun altar.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20in%20the%20pit%20detail%20Verdun%20altar.jpg,https://commons.wikimedia.org/wiki/File:Joseph_in_the_pit_detail_Verdun_altar.jpg
55217,Joseph Martin Kronheim - Foxe's Book of Martyrs Plate IV - Barnes and his Fellow-Prisoners Seeking Forgiveness.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Martin%20Kronheim%20-%20Foxe%27s%20Book%20of%20Martyrs%20Plate%20IV%20-%20Barnes%20and%20his%20Fellow-Prisoners%20Seeking%20Forgiveness.jpg,https://commons.wikimedia.org/wiki/File:Joseph_Martin_Kronheim_-_Foxe%27s_Book_of_Martyrs_Plate_IV_-_Barnes_and_his_Fellow-Prisoners_Seeking_Forgiveness.jpg
57227,Ju IMG 1335.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Ju%20IMG%201335.JPG,https://commons.wikimedia.org/wiki/File:Ju_IMG_1335.JPG
55921,Juan de Flandes - Christ and the Canaanite Woman - WGA12050.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Flandes%20-%20Christ%20and%20the%20Canaanite%20Woman%20-%20WGA12050.jpg,https://commons.wikimedia.org/wiki/File:Juan_de_Flandes_-_Christ_and_the_Canaanite_Woman_-_WGA12050.jpg
54813,"Juan de Valdés Leal , Sacrifice of Isaac 01.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Vald%C3%A9s%20Leal%20%2C%20Sacrifice%20of%20Isaac%2001.jpg,"https://commons.wikimedia.org/wiki/File:Juan_de_Vald%C3%A9s_Leal_,_Sacrifice_of_Isaac_01.jpg"
55864,Julbach St.Anna - Fenster 4 Inschrift.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Julbach%20St.Anna%20-%20Fenster%204%20Inschrift.jpg,https://commons.wikimedia.org/wiki/File:Julbach_St.Anna_-_Fenster_4_Inschrift.jpg
56978,JulesPascin-1917-The Good Samaritan(Persons in Cuba).png,http://commons.wikimedia.org/wiki/Special:FilePath/JulesPascin-1917-The%20Good%20Samaritan%28Persons%20in%20Cuba%29.png,https://commons.wikimedia.org/wiki/File:JulesPascin-1917-The_Good_Samaritan(Persons_in_Cuba).png
55736,"Julia Margaret Cameron (British, born India - Prayer and Praise - Google Art Project.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Julia%20Margaret%20Cameron%20%28British%2C%20born%20India%20-%20Prayer%20and%20Praise%20-%20Google%20Art%20Project.jpg,"https://commons.wikimedia.org/wiki/File:Julia_Margaret_Cameron_(British,_born_India_-_Prayer_and_Praise_-_Google_Art_Project.jpg"
57231,Julian Onderdonk (1882-1922) - Dawn In The Hills (1922).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Julian%20Onderdonk%20%281882-1922%29%20-%20Dawn%20In%20The%20Hills%20%281922%29.jpg,https://commons.wikimedia.org/wiki/File:Julian_Onderdonk_(1882-1922)_-_Dawn_In_The_Hills_(1922).jpg
57175,JusticeAsProtectorAndAvenger.png,http://commons.wikimedia.org/wiki/Special:FilePath/JusticeAsProtectorAndAvenger.png,https://commons.wikimedia.org/wiki/File:JusticeAsProtectorAndAvenger.png
55911,Jusuf zuleykha 004.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jusuf%20zuleykha%20004.jpg,https://commons.wikimedia.org/wiki/File:Jusuf_zuleykha_004.jpg
55909,Jusuf zuleykha 005.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jusuf%20zuleykha%20005.jpg,https://commons.wikimedia.org/wiki/File:Jusuf_zuleykha_005.jpg
55591,JuventudOrozcoSICDF.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/JuventudOrozcoSICDF.JPG,https://commons.wikimedia.org/wiki/File:JuventudOrozcoSICDF.JPG
55494,K-dunikowska-knocking-on-heavens-door-2004-b.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/K-dunikowska-knocking-on-heavens-door-2004-b.jpg,https://commons.wikimedia.org/wiki/File:K-dunikowska-knocking-on-heavens-door-2004-b.jpg
54725,Kaiser Franz Joseph Spital5.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Kaiser%20Franz%20Joseph%20Spital5.JPG,https://commons.wikimedia.org/wiki/File:Kaiser_Franz_Joseph_Spital5.JPG
54724,Kaiser Franz Joseph Spital6.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Kaiser%20Franz%20Joseph%20Spital6.JPG,https://commons.wikimedia.org/wiki/File:Kaiser_Franz_Joseph_Spital6.JPG
49965,Kalkmaleri 1 Bregninge Kirke.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kalkmaleri%201%20Bregninge%20Kirke.jpg,https://commons.wikimedia.org/wiki/File:Kalkmaleri_1_Bregninge_Kirke.jpg
49966,Kalkmaleri 2 Bregninge Kirke.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kalkmaleri%202%20Bregninge%20Kirke.jpg,https://commons.wikimedia.org/wiki/File:Kalkmaleri_2_Bregninge_Kirke.jpg
57245,"Kalvarienberg, Jerzens 08.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/Kalvarienberg%2C%20Jerzens%2008.JPG,"https://commons.wikimedia.org/wiki/File:Kalvarienberg,_Jerzens_08.JPG"
49967,Kapernaum Gedaechtniskirche Speyer.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kapernaum%20Gedaechtniskirche%20Speyer.jpg,https://commons.wikimedia.org/wiki/File:Kapernaum_Gedaechtniskirche_Speyer.jpg
55505,Karl Hultstrom01.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Hultstrom01.JPG,https://commons.wikimedia.org/wiki/File:Karl_Hultstrom01.JPG
55772,Karlskirche Frescos - Glaube 4.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Karlskirche%20Frescos%20-%20Glaube%204.jpg,https://commons.wikimedia.org/wiki/File:Karlskirche_Frescos_-_Glaube_4.jpg
58639,Kautzen Pfarrkirche - Beichtstuhl 1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kautzen%20Pfarrkirche%20-%20Beichtstuhl%201.jpg,https://commons.wikimedia.org/wiki/File:Kautzen_Pfarrkirche_-_Beichtstuhl_1.jpg
58101,Kefermarkt Kirche Flügelaltar Geburt 01.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kefermarkt%20Kirche%20Fl%C3%BCgelaltar%20Geburt%2001.jpg,https://commons.wikimedia.org/wiki/File:Kefermarkt_Kirche_Fl%C3%BCgelaltar_Geburt_01.jpg
57872,Keith Haring op de Centrale Markthallen te Amsterdam (1).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Keith%20Haring%20op%20de%20Centrale%20Markthallen%20te%20Amsterdam%20%281%29.jpg,https://commons.wikimedia.org/wiki/File:Keith_Haring_op_de_Centrale_Markthallen_te_Amsterdam_(1).jpg
54450,KellsFol033rCarpetPage v2.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/KellsFol033rCarpetPage%20v2.jpg,https://commons.wikimedia.org/wiki/File:KellsFol033rCarpetPage_v2.jpg
57337,Kernstok The Last Supper 1921.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kernstok%20The%20Last%20Supper%201921.jpg,https://commons.wikimedia.org/wiki/File:Kernstok_The_Last_Supper_1921.jpg
56076,KeurMoussaAutel.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/KeurMoussaAutel.jpg,https://commons.wikimedia.org/wiki/File:KeurMoussaAutel.jpg
55662,KeurMoussaIntérieur.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/KeurMoussaInt%C3%A9rieur.jpg,https://commons.wikimedia.org/wiki/File:KeurMoussaInt%C3%A9rieur.jpg
58091,KeurMoussaPlafond.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/KeurMoussaPlafond.jpg,https://commons.wikimedia.org/wiki/File:KeurMoussaPlafond.jpg
55198,King David - Sir Peter Paul Rubens.png,http://commons.wikimedia.org/wiki/Special:FilePath/King%20David%20-%20Sir%20Peter%20Paul%20Rubens.png,https://commons.wikimedia.org/wiki/File:King_David_-_Sir_Peter_Paul_Rubens.png
57940,King Saul MET DP802069.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/King%20Saul%20MET%20DP802069.jpg,https://commons.wikimedia.org/wiki/File:King_Saul_MET_DP802069.jpg
56600,KlosterEberbach Hohenlied Christus und Ecclesia.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/KlosterEberbach%20Hohenlied%20Christus%20und%20Ecclesia.jpg,https://commons.wikimedia.org/wiki/File:KlosterEberbach_Hohenlied_Christus_und_Ecclesia.jpg
55841,Knesset Menorah Hazon P5200014.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Knesset%20Menorah%20Hazon%20P5200014.JPG,https://commons.wikimedia.org/wiki/File:Knesset_Menorah_Hazon_P5200014.JPG
56972,Köcherbaumwald-01.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%B6cherbaumwald-01.jpg,https://commons.wikimedia.org/wiki/File:K%C3%B6cherbaumwald-01.jpg
54257,Koelner Dom - Bayernfenster 02.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Koelner%20Dom%20-%20Bayernfenster%2002.jpg,https://commons.wikimedia.org/wiki/File:Koelner_Dom_-_Bayernfenster_02.jpg
57275,Köln Dom Jüngeres Bibelfenster85.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%B6ln%20Dom%20J%C3%BCngeres%20Bibelfenster85.JPG,https://commons.wikimedia.org/wiki/File:K%C3%B6ln_Dom_J%C3%BCngeres_Bibelfenster85.JPG
55733,Köln Dom Jüngeres Bibelfenster90.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%B6ln%20Dom%20J%C3%BCngeres%20Bibelfenster90.JPG,https://commons.wikimedia.org/wiki/File:K%C3%B6ln_Dom_J%C3%BCngeres_Bibelfenster90.JPG
55479,Komárom554.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Kom%C3%A1rom554.JPG,https://commons.wikimedia.org/wiki/File:Kom%C3%A1rom554.JPG
55199,König David vor einem Opferaltar kniend.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%B6nig%20David%20vor%20einem%20Opferaltar%20kniend.jpg,https://commons.wikimedia.org/wiki/File:K%C3%B6nig_David_vor_einem_Opferaltar_kniend.jpg
56089,Konstanz 2012-09-08 Batch (155).JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Konstanz%202012-09-08%20Batch%20%28155%29.JPG,https://commons.wikimedia.org/wiki/File:Konstanz_2012-09-08_Batch_(155).JPG
57476,Konstanz Münster Westportal R09 Pfingsten 01.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Konstanz%20M%C3%BCnster%20Westportal%20R09%20Pfingsten%2001.jpg,https://commons.wikimedia.org/wiki/File:Konstanz_M%C3%BCnster_Westportal_R09_Pfingsten_01.jpg
57909,Korean painting-Geumgang jeondo-01.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Korean%20painting-Geumgang%20jeondo-01.jpg,https://commons.wikimedia.org/wiki/File:Korean_painting-Geumgang_jeondo-01.jpg
55380,Korean puppets-Deolmi-01.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Korean%20puppets-Deolmi-01.jpg,https://commons.wikimedia.org/wiki/File:Korean_puppets-Deolmi-01.jpg
57444,KotaKinabalu Sabah Sacred-Heart-Cathedral-06.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/KotaKinabalu%20Sabah%20Sacred-Heart-Cathedral-06.jpg,https://commons.wikimedia.org/wiki/File:KotaKinabalu_Sabah_Sacred-Heart-Cathedral-06.jpg
57377,KotarbinskiyV PerehEvreRYB.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/KotarbinskiyV%20PerehEvreRYB.jpg,https://commons.wikimedia.org/wiki/File:KotarbinskiyV_PerehEvreRYB.jpg
54297,Kramskoi Christ dans le désert.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kramskoi%20Christ%20dans%20le%20d%C3%A9sert.jpg,https://commons.wikimedia.org/wiki/File:Kramskoi_Christ_dans_le_d%C3%A9sert.jpg
56410,Kramskoi Christ in the Wilderness study gtg.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kramskoi%20Christ%20in%20the%20Wilderness%20study%20gtg.jpg,https://commons.wikimedia.org/wiki/File:Kramskoi_Christ_in_the_Wilderness_study_gtg.jpg
54602,Kurbinovo 4.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Kurbinovo%204.JPG,https://commons.wikimedia.org/wiki/File:Kurbinovo_4.JPG
54603,Kurbinovo 6.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Kurbinovo%206.JPG,https://commons.wikimedia.org/wiki/File:Kurbinovo_6.JPG
56053,"L'Orage (The Storm), by William-Adolphe Bouguereau.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/L%27Orage%20%28The%20Storm%29%2C%20by%20William-Adolphe%20Bouguereau.jpg,"https://commons.wikimedia.org/wiki/File:L%27Orage_(The_Storm),_by_William-Adolphe_Bouguereau.jpg"
58562,"La création dÈve (mosaïques de la Chapelle palatine, Palerme) (7026707189).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/La%20cr%C3%A9ation%20d%C3%88ve%20%28mosa%C3%AFques%20de%20la%20Chapelle%20palatine%2C%20Palerme%29%20%287026707189%29.jpg,"https://commons.wikimedia.org/wiki/File:La_cr%C3%A9ation_d%C3%88ve_(mosa%C3%AFques_de_la_Chapelle_palatine,_Palerme)_(7026707189).jpg"
57191,La cumbre del Cerro Arisco (1912).png,http://commons.wikimedia.org/wiki/Special:FilePath/La%20cumbre%20del%20Cerro%20Arisco%20%281912%29.png,https://commons.wikimedia.org/wiki/File:La_cumbre_del_Cerro_Arisco_(1912).png
55709,La Descente du Saint-Esprit.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Descente%20du%20Saint-Esprit.jpg,https://commons.wikimedia.org/wiki/File:La_Descente_du_Saint-Esprit.jpg
57390,La Foule illuminee 01.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Foule%20illuminee%2001.jpg,https://commons.wikimedia.org/wiki/File:La_Foule_illuminee_01.jpg
56083,La Purification ou la Présentation au Temple.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Purification%20ou%20la%20Pr%C3%A9sentation%20au%20Temple.jpg,https://commons.wikimedia.org/wiki/File:La_Purification_ou_la_Pr%C3%A9sentation_au_Temple.jpg
55964,Laestadius Hjorth1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Laestadius%20Hjorth1.jpg,https://commons.wikimedia.org/wiki/File:Laestadius_Hjorth1.jpg
54815,Lambrechtshagen Kirche Empore1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lambrechtshagen%20Kirche%20Empore1.jpg,https://commons.wikimedia.org/wiki/File:Lambrechtshagen_Kirche_Empore1.jpg
56994,Land Stewardship Lab.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Land%20Stewardship%20Lab.jpg,https://commons.wikimedia.org/wiki/File:Land_Stewardship_Lab.jpg
57008,Landscape with Stars MET DT736.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Landscape%20with%20Stars%20MET%20DT736.jpg,https://commons.wikimedia.org/wiki/File:Landscape_with_Stars_MET_DT736.jpg
57834,"Lányok, madarakkal (Michnay Andrea), 2018 Oroszlány.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A1nyok%2C%20madarakkal%20%28Michnay%20Andrea%29%2C%202018%20Oroszl%C3%A1ny.jpg,"https://commons.wikimedia.org/wiki/File:L%C3%A1nyok,_madarakkal_(Michnay_Andrea),_2018_Oroszl%C3%A1ny.jpg"
56015,Lascar La iglesia de Santo Domingo built on the ruins of The Coricancha temple (Cuzco) (4577531523).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lascar%20La%20iglesia%20de%20Santo%20Domingo%20built%20on%20the%20ruins%20of%20The%20Coricancha%20temple%20%28Cuzco%29%20%284577531523%29.jpg,https://commons.wikimedia.org/wiki/File:Lascar_La_iglesia_de_Santo_Domingo_built_on_the_ruins_of_The_Coricancha_temple_(Cuzco)_(4577531523).jpg
55975,Latouille la calchera tandem ecologique.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Latouille%20la%20calchera%20tandem%20ecologique.jpg,https://commons.wikimedia.org/wiki/File:Latouille_la_calchera_tandem_ecologique.jpg
56956,Launceston Cataract Gorge Sounding Silence 001.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Launceston%20Cataract%20Gorge%20Sounding%20Silence%20001.JPG,https://commons.wikimedia.org/wiki/File:Launceston_Cataract_Gorge_Sounding_Silence_001.JPG
57662,LB100fol124.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/LB100fol124.JPG,https://commons.wikimedia.org/wiki/File:LB100fol124.JPG
57661,LB100fol165.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/LB100fol165.JPG,https://commons.wikimedia.org/wiki/File:LB100fol165.JPG
